candidate,max_identity_error,max_overlap_pct_abs,matches_packet
primary_independent_SN_BAO_A_los_identity,0.0,0.24000025506268896,True
SN_half_A,0.15484484225188655,,False
BAO_D2,0.04715084296980507,,False
SN_constant_median_A,0.1933424412493726,,False
BAO_no_shrink,0.3096896845037731,,False
opposite_sign_BAO,0.6193793690075462,,False
