isotope_closure_id,element_closure_id,Z,N,A,proton_count,neutron_count,electron_count,total_particle_count,quark_u_count,quark_d_count,quark_e_count,P_address,quark_address,radix_cycle,radix_slot,shell_period,shell_capacity,shell_occupancy,shell_status,ladder_role,ladder_weight,selected_depth_index,residual_twelfths,native_isotope_status,M_native_total_computed,M_observed_total_computed,GR_qA_total_computed,G_tensor_computed,retained_7G_computed,natural_synthetic_boundary_status,reference_clock
CR220-IZ023N025-CEIL_NEIGHBOR,CR220-EZ023,23,25,48,23,25,23,71,71,73,23,23p+25n+23e,71u+73d+23e,2,11,3,18,13,OPEN_SHELL,CEIL_NEIGHBOR,0.9166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1,11,BOUND_ISOTOPE_LADDER_CLOSURE,2521.625,1693.625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1705.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,213.1705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1492.194010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ024N026-FLOOR_PRIMARY,CR220-EZ024,24,26,50,24,26,24,74,74,76,24,24p+26n+24e,74u+76d+24e,2,12,3,18,14,OPEN_SHELL,FLOOR_PRIMARY,1,1,0,STABLE_ANCHOR_ISOTOPE_CLOSURE,2631.250,1767.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1779.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,222.4374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1557.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ025N029-FLOOR_PRIMARY,CR220-EZ025,25,29,54,25,29,25,79,79,83,25,25p+29n+25e,79u+83d+25e,3,1,3,18,15,OPEN_SHELL,FLOOR_PRIMARY,0.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2,2,BOUND_ISOTOPE_LADDER_CLOSURE,2741.125,1841.125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1853.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,231.7356770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1622.149739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ025N030-CEIL_NEIGHBOR,CR220-EZ025,25,30,55,25,30,25,80,80,85,25,25p+30n+25e,80u+85d+25e,3,1,3,18,15,OPEN_SHELL,CEIL_NEIGHBOR,0.1666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2,2,BOUND_ISOTOPE_LADDER_CLOSURE,2741.250,1841.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1854.010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,231.7513020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1622.259114583333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ026N030-FLOOR_PRIMARY,CR220-EZ026,26,30,56,26,30,26,82,82,86,26,26p+30n+26e,82u+86d+26e,3,2,3,18,16,OPEN_SHELL,FLOOR_PRIMARY,0.6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2,4,BOUND_ISOTOPE_LADDER_CLOSURE,2850.750,1914.750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1928.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,241.0026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1687.018229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ026N031-CEIL_NEIGHBOR,CR220-EZ026,26,31,57,26,31,26,83,83,88,26,26p+31n+26e,83u+88d+26e,3,2,3,18,16,OPEN_SHELL,CEIL_NEIGHBOR,0.3333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2,4,BOUND_ISOTOPE_LADDER_CLOSURE,2850.875,1914.875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1928.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,241.0182291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1687.127604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ027N031-FLOOR_PRIMARY,CR220-EZ027,27,31,58,27,31,27,85,85,89,27,27p+31n+27e,85u+89d+27e,3,3,3,18,17,OPEN_SHELL,FLOOR_PRIMARY,0.5,2,6,HALF_WRITE_BOUND_ISOTOPE_CLOSURE,2960.375,1988.375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2002.156249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,250.2695312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1751.886718749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ027N032-CEIL_NEIGHBOR,CR220-EZ027,27,32,59,27,32,27,86,86,91,27,27p+32n+27e,86u+91d+27e,3,3,3,18,17,OPEN_SHELL,CEIL_NEIGHBOR,0.5,2,6,HALF_WRITE_BOUND_ISOTOPE_CLOSURE,2960.500,1988.500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2002.281249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,250.2851562499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1751.996093749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ028N032-FLOOR_PRIMARY,CR220-EZ028,28,32,60,28,32,28,88,88,92,28,28p+32n+28e,88u+92d+28e,3,4,3,18,18,CLOSED_SHELL,FLOOR_PRIMARY,0.3333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2,8,BOUND_ISOTOPE_LADDER_CLOSURE,3070.000,2062.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2076.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,259.5364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1816.755208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ028N033-CEIL_NEIGHBOR,CR220-EZ028,28,33,61,28,33,28,89,89,94,28,28p+33n+28e,89u+94d+28e,3,4,3,18,18,CLOSED_SHELL,CEIL_NEIGHBOR,0.6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2,8,BOUND_ISOTOPE_LADDER_CLOSURE,3070.125,2062.125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2076.416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,259.5520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1816.864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ029N033-FLOOR_PRIMARY,CR220-EZ029,29,33,62,29,33,29,91,91,95,29,29p+33n+29e,91u+95d+29e,3,5,4,32,1,OPEN_SHELL,FLOOR_PRIMARY,0.1666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2,10,BOUND_ISOTOPE_LADDER_CLOSURE,3179.625,2135.625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2150.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,268.8033854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1881.623697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ029N034-CEIL_NEIGHBOR,CR220-EZ029,29,34,63,29,34,29,92,92,97,29,29p+34n+29e,92u+97d+29e,3,5,4,32,1,OPEN_SHELL,CEIL_NEIGHBOR,0.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2,10,BOUND_ISOTOPE_LADDER_CLOSURE,3179.750,2135.750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2150.552083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,268.8190104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1881.733072916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ030N035-FLOOR_PRIMARY,CR220-EZ030,30,35,65,30,35,30,95,95,100,30,30p+35n+30e,95u+100d+30e,3,6,4,32,2,OPEN_SHELL,FLOOR_PRIMARY,1,2,0,STABLE_ANCHOR_ISOTOPE_CLOSURE,3289.375,2209.375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2224.687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,278.0859374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1946.601562499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ031N036-FLOOR_PRIMARY,CR220-EZ031,31,36,67,31,36,31,98,98,103,31,31p+36n+31e,98u+103d+31e,3,7,4,32,3,OPEN_SHELL,FLOOR_PRIMARY,0.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2,2,BOUND_ISOTOPE_LADDER_CLOSURE,3399.000,2283.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2298.822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,287.3528645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2011.470052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ031N037-CEIL_NEIGHBOR,CR220-EZ031,31,37,68,31,37,31,99,99,105,31,31p+37n+31e,99u+105d+31e,3,7,4,32,3,OPEN_SHELL,CEIL_NEIGHBOR,0.1666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2,2,BOUND_ISOTOPE_LADDER_CLOSURE,3399.125,2283.125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2298.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,287.3684895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2011.579427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ032N037-FLOOR_PRIMARY,CR220-EZ032,32,37,69,32,37,32,101,101,106,32,32p+37n+32e,101u+106d+32e,3,8,4,32,4,OPEN_SHELL,FLOOR_PRIMARY,0.6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2,4,BOUND_ISOTOPE_LADDER_CLOSURE,3508.625,2356.625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2372.958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,296.6197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2076.338541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ032N038-CEIL_NEIGHBOR,CR220-EZ032,32,38,70,32,38,32,102,102,108,32,32p+38n+32e,102u+108d+32e,3,8,4,32,4,OPEN_SHELL,CEIL_NEIGHBOR,0.3333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2,4,BOUND_ISOTOPE_LADDER_CLOSURE,3508.750,2356.750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2373.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,296.6354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2076.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ033N038-FLOOR_PRIMARY,CR220-EZ033,33,38,71,33,38,33,104,104,109,33,33p+38n+33e,104u+109d+33e,3,9,4,32,5,OPEN_SHELL,FLOOR_PRIMARY,0.5,2,6,HALF_WRITE_BOUND_ISOTOPE_CLOSURE,3618.250,2430.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2447.093749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,305.8867187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2141.207031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ033N039-CEIL_NEIGHBOR,CR220-EZ033,33,39,72,33,39,33,105,105,111,33,33p+39n+33e,105u+111d+33e,3,9,4,32,5,OPEN_SHELL,CEIL_NEIGHBOR,0.5,2,6,HALF_WRITE_BOUND_ISOTOPE_CLOSURE,3618.375,2430.375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2447.218749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,305.9023437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2141.316406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ034N039-FLOOR_PRIMARY,CR220-EZ034,34,39,73,34,39,34,107,107,112,34,34p+39n+34e,107u+112d+34e,3,10,4,32,6,OPEN_SHELL,FLOOR_PRIMARY,0.3333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2,8,BOUND_ISOTOPE_LADDER_CLOSURE,3727.875,2503.875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2521.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,315.1536458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2206.075520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ034N040-CEIL_NEIGHBOR,CR220-EZ034,34,40,74,34,40,34,108,108,114,34,34p+40n+34e,108u+114d+34e,3,10,4,32,6,OPEN_SHELL,CEIL_NEIGHBOR,0.6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2,8,BOUND_ISOTOPE_LADDER_CLOSURE,3728.000,2504.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2521.354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,315.1692708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2206.184895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ035N040-FLOOR_PRIMARY,CR220-EZ035,35,40,75,35,40,35,110,110,115,35,35p+40n+35e,110u+115d+35e,3,11,4,32,7,OPEN_SHELL,FLOOR_PRIMARY,0.1666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2,10,BOUND_ISOTOPE_LADDER_CLOSURE,3837.500,2577.500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2595.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,324.4205729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2270.944010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ035N041-CEIL_NEIGHBOR,CR220-EZ035,35,41,76,35,41,35,111,111,117,35,35p+41n+35e,111u+117d+35e,3,11,4,32,7,OPEN_SHELL,CEIL_NEIGHBOR,0.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2,10,BOUND_ISOTOPE_LADDER_CLOSURE,3837.625,2577.625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2595.489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,324.4361979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2271.053385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ036N042-FLOOR_PRIMARY,CR220-EZ036,36,42,78,36,42,36,114,114,120,36,36p+42n+36e,114u+120d+36e,3,12,4,32,8,OPEN_SHELL,FLOOR_PRIMARY,1,2,0,STABLE_ANCHOR_ISOTOPE_CLOSURE,3947.250,2651.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2669.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,333.7031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2335.921874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ037N046-FLOOR_PRIMARY,CR220-EZ037,37,46,83,37,46,37,120,120,129,37,37p+46n+37e,120u+129d+37e,4,1,4,32,9,OPEN_SHELL,FLOOR_PRIMARY,0.75,3,3,BOUND_ISOTOPE_LADDER_CLOSURE,4057.250,2725.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2744.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,343.0169270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2401.118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ037N047-CEIL_NEIGHBOR,CR220-EZ037,37,47,84,37,47,37,121,121,131,37,37p+47n+37e,121u+131d+37e,4,1,4,32,9,OPEN_SHELL,CEIL_NEIGHBOR,0.25,3,3,BOUND_ISOTOPE_LADDER_CLOSURE,4057.375,2725.375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2744.260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,343.0325520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2401.227864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ038N047-FLOOR_PRIMARY,CR220-EZ038,38,47,85,38,47,38,123,123,132,38,38p+47n+38e,123u+132d+38e,4,2,4,32,10,OPEN_SHELL,FLOOR_PRIMARY,0.5,3,6,HALF_WRITE_BOUND_ISOTOPE_CLOSURE,4166.875,2798.875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2818.270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,352.2838541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2465.986979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ038N048-CEIL_NEIGHBOR,CR220-EZ038,38,48,86,38,48,38,124,124,134,38,38p+48n+38e,124u+134d+38e,4,2,4,32,10,OPEN_SHELL,CEIL_NEIGHBOR,0.5,3,6,HALF_WRITE_BOUND_ISOTOPE_CLOSURE,4167.000,2799.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2818.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,352.2994791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2466.096354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ039N048-FLOOR_PRIMARY,CR220-EZ039,39,48,87,39,48,39,126,126,135,39,39p+48n+39e,126u+135d+39e,4,3,4,32,11,OPEN_SHELL,FLOOR_PRIMARY,0.25,3,9,BOUND_ISOTOPE_LADDER_CLOSURE,4276.500,2872.500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2892.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,361.5507812499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2530.855468749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ039N049-CEIL_NEIGHBOR,CR220-EZ039,39,49,88,39,49,39,127,127,137,39,39p+49n+39e,127u+137d+39e,4,3,4,32,11,OPEN_SHELL,CEIL_NEIGHBOR,0.75,3,9,BOUND_ISOTOPE_LADDER_CLOSURE,4276.625,2872.625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2892.531249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,361.5664062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2530.964843749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ040N050-FLOOR_PRIMARY,CR220-EZ040,40,50,90,40,50,40,130,130,140,40,40p+50n+40e,130u+140d+40e,4,4,4,32,12,OPEN_SHELL,FLOOR_PRIMARY,1,3,0,STABLE_ANCHOR_ISOTOPE_CLOSURE,4386.250,2946.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2966.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,370.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2595.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ041N051-FLOOR_PRIMARY,CR220-EZ041,41,51,92,41,51,41,133,133,143,41,41p+51n+41e,133u+143d+41e,4,5,4,32,13,OPEN_SHELL,FLOOR_PRIMARY,0.75,3,3,BOUND_ISOTOPE_LADDER_CLOSURE,4495.875,3019.875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3040.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,380.1002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2660.701822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ041N052-CEIL_NEIGHBOR,CR220-EZ041,41,52,93,41,52,41,134,134,145,41,41p+52n+41e,134u+145d+41e,4,5,4,32,13,OPEN_SHELL,CEIL_NEIGHBOR,0.25,3,3,BOUND_ISOTOPE_LADDER_CLOSURE,4496.000,3020.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3040.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,380.1158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2660.811197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ042N052-FLOOR_PRIMARY,CR220-EZ042,42,52,94,42,52,42,136,136,146,42,42p+52n+42e,136u+146d+42e,4,6,4,32,14,OPEN_SHELL,FLOOR_PRIMARY,0.5,3,6,HALF_WRITE_BOUND_ISOTOPE_CLOSURE,4605.500,3093.500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3114.937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,389.3671874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2725.570312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ042N053-CEIL_NEIGHBOR,CR220-EZ042,42,53,95,42,53,42,137,137,148,42,42p+53n+42e,137u+148d+42e,4,6,4,32,14,OPEN_SHELL,CEIL_NEIGHBOR,0.5,3,6,HALF_WRITE_BOUND_ISOTOPE_CLOSURE,4605.625,3093.625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3115.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,389.3828124999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2725.679687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ043N053-FLOOR_PRIMARY,CR220-EZ043,43,53,96,43,53,43,139,139,149,43,43p+53n+43e,139u+149d+43e,4,7,4,32,15,OPEN_SHELL,FLOOR_PRIMARY,0.25,3,9,BOUND_ISOTOPE_LADDER_CLOSURE,4715.125,3167.125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3189.072916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,398.6341145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2790.438802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_LONG_LIVED_HOLE_DOWNSTREAM,radioactive
CR220-IZ043N054-CEIL_NEIGHBOR,CR220-EZ043,43,54,97,43,54,43,140,140,151,43,43p+54n+43e,140u+151d+43e,4,7,4,32,15,OPEN_SHELL,CEIL_NEIGHBOR,0.75,3,9,BOUND_ISOTOPE_LADDER_CLOSURE,4715.250,3167.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3189.197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,398.6497395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2790.548177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_LONG_LIVED_HOLE_DOWNSTREAM,radioactive
CR220-IZ044N055-FLOOR_PRIMARY,CR220-EZ044,44,55,99,44,55,44,143,143,154,44,44p+55n+44e,143u+154d+44e,4,8,4,32,16,OPEN_SHELL,FLOOR_PRIMARY,1,3,0,STABLE_ANCHOR_ISOTOPE_CLOSURE,4824.875,3240.875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3263.333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,407.9166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2855.416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ045N056-FLOOR_PRIMARY,CR220-EZ045,45,56,101,45,56,45,146,146,157,45,45p+56n+45e,146u+157d+45e,4,9,4,32,17,OPEN_SHELL,FLOOR_PRIMARY,0.75,3,3,BOUND_ISOTOPE_LADDER_CLOSURE,4934.500,3314.500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3337.468749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,417.1835937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2920.285156249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ045N057-CEIL_NEIGHBOR,CR220-EZ045,45,57,102,45,57,45,147,147,159,45,45p+57n+45e,147u+159d+45e,4,9,4,32,17,OPEN_SHELL,CEIL_NEIGHBOR,0.25,3,3,BOUND_ISOTOPE_LADDER_CLOSURE,4934.625,3314.625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3337.593749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,417.1992187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2920.394531249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
CR220-IZ046N057-FLOOR_PRIMARY,CR220-EZ046,46,57,103,46,57,46,149,149,160,46,46p+57n+46e,149u+160d+46e,4,10,4,32,18,OPEN_SHELL,FLOOR_PRIMARY,0.5,3,6,HALF_WRITE_BOUND_ISOTOPE_CLOSURE,5044.125,3388.125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3411.604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,426.4505208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,2985.153645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,KNOWN_NATURAL_SURFACE_DOWNSTREAM,stable
