contract_file,expected_sha256,actual_sha256,verified
CR285_PRECOMMIT.md,66a59b1ff13f083441f4195d55cfbba73bfe0c2ffd33b0416727d33aab8f11f7,66a59b1ff13f083441f4195d55cfbba73bfe0c2ffd33b0416727d33aab8f11f7,true
CR285_declared_premises.json,ec16cbe47cd78b8e6b5f7644a06303330fdf84bf0a9d498a3068bfa6eabb3596,ec16cbe47cd78b8e6b5f7644a06303330fdf84bf0a9d498a3068bfa6eabb3596,true
CR285_PASSIVE_MEMBRANE_SYSTEM.md,5e42a3dd0c80a00be554b0c0a4ad7b6ebdcea3da2e1990956b0fc8bf18ad9c25,5e42a3dd0c80a00be554b0c0a4ad7b6ebdcea3da2e1990956b0fc8bf18ad9c25,true
CR285_COMPATIBILITY_OPERATOR.md,d16448713923c41915143f2d1ebf9bee848c5cdeadffc086b084ced922a1e62e,d16448713923c41915143f2d1ebf9bee848c5cdeadffc086b084ced922a1e62e,true
CR285_wrong_controls_precommitted.csv,6158f462af84ce1e5e9b5d821baa2f7c6ad7bbb8f3eb31b2e13863e9df0ae243,6158f462af84ce1e5e9b5d821baa2f7c6ad7bbb8f3eb31b2e13863e9df0ae243,true
CR285_input_manifest.csv,df6bc251e7218c6abd4c3039e2b7775941b6b69b2a8625d836e4bb3854afc50c,df6bc251e7218c6abd4c3039e2b7775941b6b69b2a8625d836e4bb3854afc50c,true
