pair_id,cell_id,triad_candidate_id,triad_signature,low_face_bits,high_face_bits,directed_gate_count,complementary,vertex_disjoint,edge_disjoint,physical_scale_status
CELL_QP093A-0158_PAIR_011_100,CELL_QP093A-0158,QP093A-0158,2+3+3,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0159_PAIR_000_111,CELL_QP093A-0159,QP093A-0159,2+3+4,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0159_PAIR_001_110,CELL_QP093A-0159,QP093A-0159,2+3+4,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0159_PAIR_010_101,CELL_QP093A-0159,QP093A-0159,2+3+4,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0159_PAIR_011_100,CELL_QP093A-0159,QP093A-0159,2+3+4,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0160_PAIR_000_111,CELL_QP093A-0160,QP093A-0160,2+3+6,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0160_PAIR_001_110,CELL_QP093A-0160,QP093A-0160,2+3+6,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0160_PAIR_010_101,CELL_QP093A-0160,QP093A-0160,2+3+6,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0160_PAIR_011_100,CELL_QP093A-0160,QP093A-0160,2+3+6,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0161_PAIR_000_111,CELL_QP093A-0161,QP093A-0161,2+3+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0161_PAIR_001_110,CELL_QP093A-0161,QP093A-0161,2+3+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0161_PAIR_010_101,CELL_QP093A-0161,QP093A-0161,2+3+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0161_PAIR_011_100,CELL_QP093A-0161,QP093A-0161,2+3+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0162_PAIR_000_111,CELL_QP093A-0162,QP093A-0162,2+3+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0162_PAIR_001_110,CELL_QP093A-0162,QP093A-0162,2+3+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0162_PAIR_010_101,CELL_QP093A-0162,QP093A-0162,2+3+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0162_PAIR_011_100,CELL_QP093A-0162,QP093A-0162,2+3+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0163_PAIR_000_111,CELL_QP093A-0163,QP093A-0163,2+3+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0163_PAIR_001_110,CELL_QP093A-0163,QP093A-0163,2+3+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0163_PAIR_010_101,CELL_QP093A-0163,QP093A-0163,2+3+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0163_PAIR_011_100,CELL_QP093A-0163,QP093A-0163,2+3+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0164_PAIR_000_111,CELL_QP093A-0164,QP093A-0164,2+4+4,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0164_PAIR_001_110,CELL_QP093A-0164,QP093A-0164,2+4+4,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0164_PAIR_010_101,CELL_QP093A-0164,QP093A-0164,2+4+4,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0164_PAIR_011_100,CELL_QP093A-0164,QP093A-0164,2+4+4,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0165_PAIR_000_111,CELL_QP093A-0165,QP093A-0165,2+4+6,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0165_PAIR_001_110,CELL_QP093A-0165,QP093A-0165,2+4+6,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0165_PAIR_010_101,CELL_QP093A-0165,QP093A-0165,2+4+6,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0165_PAIR_011_100,CELL_QP093A-0165,QP093A-0165,2+4+6,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0166_PAIR_000_111,CELL_QP093A-0166,QP093A-0166,2+4+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0166_PAIR_001_110,CELL_QP093A-0166,QP093A-0166,2+4+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0166_PAIR_010_101,CELL_QP093A-0166,QP093A-0166,2+4+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0166_PAIR_011_100,CELL_QP093A-0166,QP093A-0166,2+4+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0167_PAIR_000_111,CELL_QP093A-0167,QP093A-0167,2+4+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0167_PAIR_001_110,CELL_QP093A-0167,QP093A-0167,2+4+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0167_PAIR_010_101,CELL_QP093A-0167,QP093A-0167,2+4+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0167_PAIR_011_100,CELL_QP093A-0167,QP093A-0167,2+4+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0168_PAIR_000_111,CELL_QP093A-0168,QP093A-0168,2+4+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0168_PAIR_001_110,CELL_QP093A-0168,QP093A-0168,2+4+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0168_PAIR_010_101,CELL_QP093A-0168,QP093A-0168,2+4+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0168_PAIR_011_100,CELL_QP093A-0168,QP093A-0168,2+4+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0169_PAIR_000_111,CELL_QP093A-0169,QP093A-0169,2+6+6,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0169_PAIR_001_110,CELL_QP093A-0169,QP093A-0169,2+6+6,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0169_PAIR_010_101,CELL_QP093A-0169,QP093A-0169,2+6+6,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0169_PAIR_011_100,CELL_QP093A-0169,QP093A-0169,2+6+6,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0170_PAIR_000_111,CELL_QP093A-0170,QP093A-0170,2+6+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0170_PAIR_001_110,CELL_QP093A-0170,QP093A-0170,2+6+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0170_PAIR_010_101,CELL_QP093A-0170,QP093A-0170,2+6+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0170_PAIR_011_100,CELL_QP093A-0170,QP093A-0170,2+6+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0171_PAIR_000_111,CELL_QP093A-0171,QP093A-0171,2+6+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0171_PAIR_001_110,CELL_QP093A-0171,QP093A-0171,2+6+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0171_PAIR_010_101,CELL_QP093A-0171,QP093A-0171,2+6+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0171_PAIR_011_100,CELL_QP093A-0171,QP093A-0171,2+6+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0172_PAIR_000_111,CELL_QP093A-0172,QP093A-0172,2+6+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0172_PAIR_001_110,CELL_QP093A-0172,QP093A-0172,2+6+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0172_PAIR_010_101,CELL_QP093A-0172,QP093A-0172,2+6+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0172_PAIR_011_100,CELL_QP093A-0172,QP093A-0172,2+6+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0173_PAIR_000_111,CELL_QP093A-0173,QP093A-0173,2+8+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0173_PAIR_001_110,CELL_QP093A-0173,QP093A-0173,2+8+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0173_PAIR_010_101,CELL_QP093A-0173,QP093A-0173,2+8+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0173_PAIR_011_100,CELL_QP093A-0173,QP093A-0173,2+8+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0174_PAIR_000_111,CELL_QP093A-0174,QP093A-0174,2+8+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0174_PAIR_001_110,CELL_QP093A-0174,QP093A-0174,2+8+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0174_PAIR_010_101,CELL_QP093A-0174,QP093A-0174,2+8+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0174_PAIR_011_100,CELL_QP093A-0174,QP093A-0174,2+8+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0175_PAIR_000_111,CELL_QP093A-0175,QP093A-0175,2+8+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0175_PAIR_001_110,CELL_QP093A-0175,QP093A-0175,2+8+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0175_PAIR_010_101,CELL_QP093A-0175,QP093A-0175,2+8+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0175_PAIR_011_100,CELL_QP093A-0175,QP093A-0175,2+8+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0176_PAIR_000_111,CELL_QP093A-0176,QP093A-0176,2+9+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0176_PAIR_001_110,CELL_QP093A-0176,QP093A-0176,2+9+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0176_PAIR_010_101,CELL_QP093A-0176,QP093A-0176,2+9+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0176_PAIR_011_100,CELL_QP093A-0176,QP093A-0176,2+9+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0177_PAIR_000_111,CELL_QP093A-0177,QP093A-0177,2+9+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0177_PAIR_001_110,CELL_QP093A-0177,QP093A-0177,2+9+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0177_PAIR_010_101,CELL_QP093A-0177,QP093A-0177,2+9+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0177_PAIR_011_100,CELL_QP093A-0177,QP093A-0177,2+9+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0178_PAIR_000_111,CELL_QP093A-0178,QP093A-0178,2+12+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0178_PAIR_001_110,CELL_QP093A-0178,QP093A-0178,2+12+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0178_PAIR_010_101,CELL_QP093A-0178,QP093A-0178,2+12+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0178_PAIR_011_100,CELL_QP093A-0178,QP093A-0178,2+12+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0179_PAIR_000_111,CELL_QP093A-0179,QP093A-0179,3+3+3,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0179_PAIR_001_110,CELL_QP093A-0179,QP093A-0179,3+3+3,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0179_PAIR_010_101,CELL_QP093A-0179,QP093A-0179,3+3+3,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0179_PAIR_011_100,CELL_QP093A-0179,QP093A-0179,3+3+3,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0180_PAIR_000_111,CELL_QP093A-0180,QP093A-0180,3+3+4,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0180_PAIR_001_110,CELL_QP093A-0180,QP093A-0180,3+3+4,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0180_PAIR_010_101,CELL_QP093A-0180,QP093A-0180,3+3+4,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0180_PAIR_011_100,CELL_QP093A-0180,QP093A-0180,3+3+4,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0181_PAIR_000_111,CELL_QP093A-0181,QP093A-0181,3+3+6,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0181_PAIR_001_110,CELL_QP093A-0181,QP093A-0181,3+3+6,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0181_PAIR_010_101,CELL_QP093A-0181,QP093A-0181,3+3+6,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0181_PAIR_011_100,CELL_QP093A-0181,QP093A-0181,3+3+6,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0182_PAIR_000_111,CELL_QP093A-0182,QP093A-0182,3+3+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0182_PAIR_001_110,CELL_QP093A-0182,QP093A-0182,3+3+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0182_PAIR_010_101,CELL_QP093A-0182,QP093A-0182,3+3+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0182_PAIR_011_100,CELL_QP093A-0182,QP093A-0182,3+3+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0183_PAIR_000_111,CELL_QP093A-0183,QP093A-0183,3+3+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0183_PAIR_001_110,CELL_QP093A-0183,QP093A-0183,3+3+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0183_PAIR_010_101,CELL_QP093A-0183,QP093A-0183,3+3+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0183_PAIR_011_100,CELL_QP093A-0183,QP093A-0183,3+3+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0184_PAIR_000_111,CELL_QP093A-0184,QP093A-0184,3+3+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0184_PAIR_001_110,CELL_QP093A-0184,QP093A-0184,3+3+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0184_PAIR_010_101,CELL_QP093A-0184,QP093A-0184,3+3+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0184_PAIR_011_100,CELL_QP093A-0184,QP093A-0184,3+3+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0185_PAIR_000_111,CELL_QP093A-0185,QP093A-0185,3+4+4,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0185_PAIR_001_110,CELL_QP093A-0185,QP093A-0185,3+4+4,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0185_PAIR_010_101,CELL_QP093A-0185,QP093A-0185,3+4+4,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0185_PAIR_011_100,CELL_QP093A-0185,QP093A-0185,3+4+4,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0186_PAIR_000_111,CELL_QP093A-0186,QP093A-0186,3+4+6,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0186_PAIR_001_110,CELL_QP093A-0186,QP093A-0186,3+4+6,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0186_PAIR_010_101,CELL_QP093A-0186,QP093A-0186,3+4+6,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0186_PAIR_011_100,CELL_QP093A-0186,QP093A-0186,3+4+6,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0187_PAIR_000_111,CELL_QP093A-0187,QP093A-0187,3+4+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0187_PAIR_001_110,CELL_QP093A-0187,QP093A-0187,3+4+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0187_PAIR_010_101,CELL_QP093A-0187,QP093A-0187,3+4+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0187_PAIR_011_100,CELL_QP093A-0187,QP093A-0187,3+4+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0188_PAIR_000_111,CELL_QP093A-0188,QP093A-0188,3+4+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0188_PAIR_001_110,CELL_QP093A-0188,QP093A-0188,3+4+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0188_PAIR_010_101,CELL_QP093A-0188,QP093A-0188,3+4+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0188_PAIR_011_100,CELL_QP093A-0188,QP093A-0188,3+4+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0189_PAIR_000_111,CELL_QP093A-0189,QP093A-0189,3+4+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0189_PAIR_001_110,CELL_QP093A-0189,QP093A-0189,3+4+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0189_PAIR_010_101,CELL_QP093A-0189,QP093A-0189,3+4+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0189_PAIR_011_100,CELL_QP093A-0189,QP093A-0189,3+4+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0190_PAIR_000_111,CELL_QP093A-0190,QP093A-0190,3+6+6,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0190_PAIR_001_110,CELL_QP093A-0190,QP093A-0190,3+6+6,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0190_PAIR_010_101,CELL_QP093A-0190,QP093A-0190,3+6+6,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0190_PAIR_011_100,CELL_QP093A-0190,QP093A-0190,3+6+6,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0191_PAIR_000_111,CELL_QP093A-0191,QP093A-0191,3+6+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0191_PAIR_001_110,CELL_QP093A-0191,QP093A-0191,3+6+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0191_PAIR_010_101,CELL_QP093A-0191,QP093A-0191,3+6+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0191_PAIR_011_100,CELL_QP093A-0191,QP093A-0191,3+6+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0192_PAIR_000_111,CELL_QP093A-0192,QP093A-0192,3+6+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0192_PAIR_001_110,CELL_QP093A-0192,QP093A-0192,3+6+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0192_PAIR_010_101,CELL_QP093A-0192,QP093A-0192,3+6+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0192_PAIR_011_100,CELL_QP093A-0192,QP093A-0192,3+6+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0193_PAIR_000_111,CELL_QP093A-0193,QP093A-0193,3+6+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0193_PAIR_001_110,CELL_QP093A-0193,QP093A-0193,3+6+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0193_PAIR_010_101,CELL_QP093A-0193,QP093A-0193,3+6+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0193_PAIR_011_100,CELL_QP093A-0193,QP093A-0193,3+6+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0194_PAIR_000_111,CELL_QP093A-0194,QP093A-0194,3+8+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0194_PAIR_001_110,CELL_QP093A-0194,QP093A-0194,3+8+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0194_PAIR_010_101,CELL_QP093A-0194,QP093A-0194,3+8+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0194_PAIR_011_100,CELL_QP093A-0194,QP093A-0194,3+8+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0195_PAIR_000_111,CELL_QP093A-0195,QP093A-0195,3+8+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0195_PAIR_001_110,CELL_QP093A-0195,QP093A-0195,3+8+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0195_PAIR_010_101,CELL_QP093A-0195,QP093A-0195,3+8+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0195_PAIR_011_100,CELL_QP093A-0195,QP093A-0195,3+8+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0196_PAIR_000_111,CELL_QP093A-0196,QP093A-0196,3+8+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0196_PAIR_001_110,CELL_QP093A-0196,QP093A-0196,3+8+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0196_PAIR_010_101,CELL_QP093A-0196,QP093A-0196,3+8+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0196_PAIR_011_100,CELL_QP093A-0196,QP093A-0196,3+8+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0197_PAIR_000_111,CELL_QP093A-0197,QP093A-0197,3+9+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0197_PAIR_001_110,CELL_QP093A-0197,QP093A-0197,3+9+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0197_PAIR_010_101,CELL_QP093A-0197,QP093A-0197,3+9+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0197_PAIR_011_100,CELL_QP093A-0197,QP093A-0197,3+9+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0198_PAIR_000_111,CELL_QP093A-0198,QP093A-0198,3+9+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0198_PAIR_001_110,CELL_QP093A-0198,QP093A-0198,3+9+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0198_PAIR_010_101,CELL_QP093A-0198,QP093A-0198,3+9+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0198_PAIR_011_100,CELL_QP093A-0198,QP093A-0198,3+9+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0199_PAIR_000_111,CELL_QP093A-0199,QP093A-0199,3+12+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0199_PAIR_001_110,CELL_QP093A-0199,QP093A-0199,3+12+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0199_PAIR_010_101,CELL_QP093A-0199,QP093A-0199,3+12+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0199_PAIR_011_100,CELL_QP093A-0199,QP093A-0199,3+12+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0200_PAIR_000_111,CELL_QP093A-0200,QP093A-0200,4+4+4,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0200_PAIR_001_110,CELL_QP093A-0200,QP093A-0200,4+4+4,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0200_PAIR_010_101,CELL_QP093A-0200,QP093A-0200,4+4+4,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0200_PAIR_011_100,CELL_QP093A-0200,QP093A-0200,4+4+4,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0201_PAIR_000_111,CELL_QP093A-0201,QP093A-0201,4+4+6,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0201_PAIR_001_110,CELL_QP093A-0201,QP093A-0201,4+4+6,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0201_PAIR_010_101,CELL_QP093A-0201,QP093A-0201,4+4+6,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0201_PAIR_011_100,CELL_QP093A-0201,QP093A-0201,4+4+6,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0202_PAIR_000_111,CELL_QP093A-0202,QP093A-0202,4+4+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0202_PAIR_001_110,CELL_QP093A-0202,QP093A-0202,4+4+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0202_PAIR_010_101,CELL_QP093A-0202,QP093A-0202,4+4+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0202_PAIR_011_100,CELL_QP093A-0202,QP093A-0202,4+4+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0203_PAIR_000_111,CELL_QP093A-0203,QP093A-0203,4+4+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
