pair_id,cell_id,triad_candidate_id,triad_signature,low_face_bits,high_face_bits,directed_gate_count,complementary,vertex_disjoint,edge_disjoint,physical_scale_status
CELL_QP093A-0203_PAIR_001_110,CELL_QP093A-0203,QP093A-0203,4+4+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0203_PAIR_010_101,CELL_QP093A-0203,QP093A-0203,4+4+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0203_PAIR_011_100,CELL_QP093A-0203,QP093A-0203,4+4+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0204_PAIR_000_111,CELL_QP093A-0204,QP093A-0204,4+4+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0204_PAIR_001_110,CELL_QP093A-0204,QP093A-0204,4+4+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0204_PAIR_010_101,CELL_QP093A-0204,QP093A-0204,4+4+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0204_PAIR_011_100,CELL_QP093A-0204,QP093A-0204,4+4+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0205_PAIR_000_111,CELL_QP093A-0205,QP093A-0205,4+6+6,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0205_PAIR_001_110,CELL_QP093A-0205,QP093A-0205,4+6+6,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0205_PAIR_010_101,CELL_QP093A-0205,QP093A-0205,4+6+6,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0205_PAIR_011_100,CELL_QP093A-0205,QP093A-0205,4+6+6,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0206_PAIR_000_111,CELL_QP093A-0206,QP093A-0206,4+6+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0206_PAIR_001_110,CELL_QP093A-0206,QP093A-0206,4+6+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0206_PAIR_010_101,CELL_QP093A-0206,QP093A-0206,4+6+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0206_PAIR_011_100,CELL_QP093A-0206,QP093A-0206,4+6+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0207_PAIR_000_111,CELL_QP093A-0207,QP093A-0207,4+6+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0207_PAIR_001_110,CELL_QP093A-0207,QP093A-0207,4+6+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0207_PAIR_010_101,CELL_QP093A-0207,QP093A-0207,4+6+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0207_PAIR_011_100,CELL_QP093A-0207,QP093A-0207,4+6+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0208_PAIR_000_111,CELL_QP093A-0208,QP093A-0208,4+6+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0208_PAIR_001_110,CELL_QP093A-0208,QP093A-0208,4+6+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0208_PAIR_010_101,CELL_QP093A-0208,QP093A-0208,4+6+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0208_PAIR_011_100,CELL_QP093A-0208,QP093A-0208,4+6+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0209_PAIR_000_111,CELL_QP093A-0209,QP093A-0209,4+8+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0209_PAIR_001_110,CELL_QP093A-0209,QP093A-0209,4+8+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0209_PAIR_010_101,CELL_QP093A-0209,QP093A-0209,4+8+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0209_PAIR_011_100,CELL_QP093A-0209,QP093A-0209,4+8+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0210_PAIR_000_111,CELL_QP093A-0210,QP093A-0210,4+8+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0210_PAIR_001_110,CELL_QP093A-0210,QP093A-0210,4+8+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0210_PAIR_010_101,CELL_QP093A-0210,QP093A-0210,4+8+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0210_PAIR_011_100,CELL_QP093A-0210,QP093A-0210,4+8+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0211_PAIR_000_111,CELL_QP093A-0211,QP093A-0211,4+8+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0211_PAIR_001_110,CELL_QP093A-0211,QP093A-0211,4+8+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0211_PAIR_010_101,CELL_QP093A-0211,QP093A-0211,4+8+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0211_PAIR_011_100,CELL_QP093A-0211,QP093A-0211,4+8+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0212_PAIR_000_111,CELL_QP093A-0212,QP093A-0212,4+9+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0212_PAIR_001_110,CELL_QP093A-0212,QP093A-0212,4+9+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0212_PAIR_010_101,CELL_QP093A-0212,QP093A-0212,4+9+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0212_PAIR_011_100,CELL_QP093A-0212,QP093A-0212,4+9+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0213_PAIR_000_111,CELL_QP093A-0213,QP093A-0213,4+9+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0213_PAIR_001_110,CELL_QP093A-0213,QP093A-0213,4+9+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0213_PAIR_010_101,CELL_QP093A-0213,QP093A-0213,4+9+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0213_PAIR_011_100,CELL_QP093A-0213,QP093A-0213,4+9+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0214_PAIR_000_111,CELL_QP093A-0214,QP093A-0214,4+12+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0214_PAIR_001_110,CELL_QP093A-0214,QP093A-0214,4+12+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0214_PAIR_010_101,CELL_QP093A-0214,QP093A-0214,4+12+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0214_PAIR_011_100,CELL_QP093A-0214,QP093A-0214,4+12+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0215_PAIR_000_111,CELL_QP093A-0215,QP093A-0215,6+6+6,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0215_PAIR_001_110,CELL_QP093A-0215,QP093A-0215,6+6+6,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0215_PAIR_010_101,CELL_QP093A-0215,QP093A-0215,6+6+6,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0215_PAIR_011_100,CELL_QP093A-0215,QP093A-0215,6+6+6,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0216_PAIR_000_111,CELL_QP093A-0216,QP093A-0216,6+6+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0216_PAIR_001_110,CELL_QP093A-0216,QP093A-0216,6+6+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0216_PAIR_010_101,CELL_QP093A-0216,QP093A-0216,6+6+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0216_PAIR_011_100,CELL_QP093A-0216,QP093A-0216,6+6+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0217_PAIR_000_111,CELL_QP093A-0217,QP093A-0217,6+6+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0217_PAIR_001_110,CELL_QP093A-0217,QP093A-0217,6+6+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0217_PAIR_010_101,CELL_QP093A-0217,QP093A-0217,6+6+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0217_PAIR_011_100,CELL_QP093A-0217,QP093A-0217,6+6+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0218_PAIR_000_111,CELL_QP093A-0218,QP093A-0218,6+6+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0218_PAIR_001_110,CELL_QP093A-0218,QP093A-0218,6+6+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0218_PAIR_010_101,CELL_QP093A-0218,QP093A-0218,6+6+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0218_PAIR_011_100,CELL_QP093A-0218,QP093A-0218,6+6+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0219_PAIR_000_111,CELL_QP093A-0219,QP093A-0219,6+8+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0219_PAIR_001_110,CELL_QP093A-0219,QP093A-0219,6+8+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0219_PAIR_010_101,CELL_QP093A-0219,QP093A-0219,6+8+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0219_PAIR_011_100,CELL_QP093A-0219,QP093A-0219,6+8+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0220_PAIR_000_111,CELL_QP093A-0220,QP093A-0220,6+8+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0220_PAIR_001_110,CELL_QP093A-0220,QP093A-0220,6+8+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0220_PAIR_010_101,CELL_QP093A-0220,QP093A-0220,6+8+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0220_PAIR_011_100,CELL_QP093A-0220,QP093A-0220,6+8+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0221_PAIR_000_111,CELL_QP093A-0221,QP093A-0221,6+8+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0221_PAIR_001_110,CELL_QP093A-0221,QP093A-0221,6+8+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0221_PAIR_010_101,CELL_QP093A-0221,QP093A-0221,6+8+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0221_PAIR_011_100,CELL_QP093A-0221,QP093A-0221,6+8+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0222_PAIR_000_111,CELL_QP093A-0222,QP093A-0222,6+9+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0222_PAIR_001_110,CELL_QP093A-0222,QP093A-0222,6+9+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0222_PAIR_010_101,CELL_QP093A-0222,QP093A-0222,6+9+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0222_PAIR_011_100,CELL_QP093A-0222,QP093A-0222,6+9+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0223_PAIR_000_111,CELL_QP093A-0223,QP093A-0223,6+9+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0223_PAIR_001_110,CELL_QP093A-0223,QP093A-0223,6+9+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0223_PAIR_010_101,CELL_QP093A-0223,QP093A-0223,6+9+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0223_PAIR_011_100,CELL_QP093A-0223,QP093A-0223,6+9+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0224_PAIR_000_111,CELL_QP093A-0224,QP093A-0224,6+12+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0224_PAIR_001_110,CELL_QP093A-0224,QP093A-0224,6+12+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0224_PAIR_010_101,CELL_QP093A-0224,QP093A-0224,6+12+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0224_PAIR_011_100,CELL_QP093A-0224,QP093A-0224,6+12+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0225_PAIR_000_111,CELL_QP093A-0225,QP093A-0225,8+8+8,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0225_PAIR_001_110,CELL_QP093A-0225,QP093A-0225,8+8+8,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0225_PAIR_010_101,CELL_QP093A-0225,QP093A-0225,8+8+8,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0225_PAIR_011_100,CELL_QP093A-0225,QP093A-0225,8+8+8,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0226_PAIR_000_111,CELL_QP093A-0226,QP093A-0226,8+8+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0226_PAIR_001_110,CELL_QP093A-0226,QP093A-0226,8+8+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0226_PAIR_010_101,CELL_QP093A-0226,QP093A-0226,8+8+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0226_PAIR_011_100,CELL_QP093A-0226,QP093A-0226,8+8+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0227_PAIR_000_111,CELL_QP093A-0227,QP093A-0227,8+8+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0227_PAIR_001_110,CELL_QP093A-0227,QP093A-0227,8+8+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0227_PAIR_010_101,CELL_QP093A-0227,QP093A-0227,8+8+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0227_PAIR_011_100,CELL_QP093A-0227,QP093A-0227,8+8+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0228_PAIR_000_111,CELL_QP093A-0228,QP093A-0228,8+9+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0228_PAIR_001_110,CELL_QP093A-0228,QP093A-0228,8+9+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0228_PAIR_010_101,CELL_QP093A-0228,QP093A-0228,8+9+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0228_PAIR_011_100,CELL_QP093A-0228,QP093A-0228,8+9+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0229_PAIR_000_111,CELL_QP093A-0229,QP093A-0229,8+9+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0229_PAIR_001_110,CELL_QP093A-0229,QP093A-0229,8+9+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0229_PAIR_010_101,CELL_QP093A-0229,QP093A-0229,8+9+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0229_PAIR_011_100,CELL_QP093A-0229,QP093A-0229,8+9+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0230_PAIR_000_111,CELL_QP093A-0230,QP093A-0230,8+12+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0230_PAIR_001_110,CELL_QP093A-0230,QP093A-0230,8+12+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0230_PAIR_010_101,CELL_QP093A-0230,QP093A-0230,8+12+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0230_PAIR_011_100,CELL_QP093A-0230,QP093A-0230,8+12+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0231_PAIR_000_111,CELL_QP093A-0231,QP093A-0231,9+9+9,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0231_PAIR_001_110,CELL_QP093A-0231,QP093A-0231,9+9+9,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0231_PAIR_010_101,CELL_QP093A-0231,QP093A-0231,9+9+9,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0231_PAIR_011_100,CELL_QP093A-0231,QP093A-0231,9+9+9,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0232_PAIR_000_111,CELL_QP093A-0232,QP093A-0232,9+9+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0232_PAIR_001_110,CELL_QP093A-0232,QP093A-0232,9+9+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0232_PAIR_010_101,CELL_QP093A-0232,QP093A-0232,9+9+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0232_PAIR_011_100,CELL_QP093A-0232,QP093A-0232,9+9+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0233_PAIR_000_111,CELL_QP093A-0233,QP093A-0233,9+12+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0233_PAIR_001_110,CELL_QP093A-0233,QP093A-0233,9+12+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0233_PAIR_010_101,CELL_QP093A-0233,QP093A-0233,9+12+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0233_PAIR_011_100,CELL_QP093A-0233,QP093A-0233,9+12+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0234_PAIR_000_111,CELL_QP093A-0234,QP093A-0234,12+12+12,000,111,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0234_PAIR_001_110,CELL_QP093A-0234,QP093A-0234,12+12+12,001,110,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0234_PAIR_010_101,CELL_QP093A-0234,QP093A-0234,12+12+12,010,101,2,true,true,true,OPEN_NO_UNIT_MAPPING
CELL_QP093A-0234_PAIR_011_100,CELL_QP093A-0234,QP093A-0234,12+12+12,011,100,2,true,true,true,OPEN_NO_UNIT_MAPPING
