gate_id,pair_id,cell_id,triad_candidate_id,triad_signature,source_matter_row_allowed,source_subbucket,entry_face_id,entry_state,entry_bits,exit_face_id,exit_state,exit_bits,entry_vertices,exit_vertices,entry_edges,exit_edges,complementary,vertex_disjoint,edge_disjoint,provenance_pass,physical_scale_status,material_status,species_score_status,acoustic_dependency,starbreaker_dependency
CELL_QP093A-0135_GATE_111_TO_000,CELL_QP093A-0135_PAIR_000_111,CELL_QP093A-0135,QP093A-0135,1+3+12,yes,TRIAD_ALLOWED,CELL_QP093A-0135_f_+++,+++,111,CELL_QP093A-0135_f_---,---,000,CELL_QP093A-0135_v_+x;CELL_QP093A-0135_v_+y;CELL_QP093A-0135_v_+z,CELL_QP093A-0135_v_-x;CELL_QP093A-0135_v_-y;CELL_QP093A-0135_v_-z,CELL_QP093A-0135_e_+x_+y;CELL_QP093A-0135_e_+x_+z;CELL_QP093A-0135_e_+y_+z,CELL_QP093A-0135_e_-x_-y;CELL_QP093A-0135_e_-x_-z;CELL_QP093A-0135_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0136_GATE_000_TO_111,CELL_QP093A-0136_PAIR_000_111,CELL_QP093A-0136,QP093A-0136,1+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0136_f_---,---,000,CELL_QP093A-0136_f_+++,+++,111,CELL_QP093A-0136_v_-x;CELL_QP093A-0136_v_-y;CELL_QP093A-0136_v_-z,CELL_QP093A-0136_v_+x;CELL_QP093A-0136_v_+y;CELL_QP093A-0136_v_+z,CELL_QP093A-0136_e_-x_-y;CELL_QP093A-0136_e_-x_-z;CELL_QP093A-0136_e_-y_-z,CELL_QP093A-0136_e_+x_+y;CELL_QP093A-0136_e_+x_+z;CELL_QP093A-0136_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0136_GATE_001_TO_110,CELL_QP093A-0136_PAIR_001_110,CELL_QP093A-0136,QP093A-0136,1+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0136_f_--+,--+,001,CELL_QP093A-0136_f_++-,++-,110,CELL_QP093A-0136_v_+z;CELL_QP093A-0136_v_-x;CELL_QP093A-0136_v_-y,CELL_QP093A-0136_v_+x;CELL_QP093A-0136_v_+y;CELL_QP093A-0136_v_-z,CELL_QP093A-0136_e_-x_+z;CELL_QP093A-0136_e_-x_-y;CELL_QP093A-0136_e_-y_+z,CELL_QP093A-0136_e_+x_+y;CELL_QP093A-0136_e_+x_-z;CELL_QP093A-0136_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0136_GATE_010_TO_101,CELL_QP093A-0136_PAIR_010_101,CELL_QP093A-0136,QP093A-0136,1+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0136_f_-+-,-+-,010,CELL_QP093A-0136_f_+-+,+-+,101,CELL_QP093A-0136_v_+y;CELL_QP093A-0136_v_-x;CELL_QP093A-0136_v_-z,CELL_QP093A-0136_v_+x;CELL_QP093A-0136_v_+z;CELL_QP093A-0136_v_-y,CELL_QP093A-0136_e_+y_-z;CELL_QP093A-0136_e_-x_+y;CELL_QP093A-0136_e_-x_-z,CELL_QP093A-0136_e_+x_+z;CELL_QP093A-0136_e_+x_-y;CELL_QP093A-0136_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0136_GATE_011_TO_100,CELL_QP093A-0136_PAIR_011_100,CELL_QP093A-0136,QP093A-0136,1+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0136_f_-++,-++,011,CELL_QP093A-0136_f_+--,+--,100,CELL_QP093A-0136_v_+y;CELL_QP093A-0136_v_+z;CELL_QP093A-0136_v_-x,CELL_QP093A-0136_v_+x;CELL_QP093A-0136_v_-y;CELL_QP093A-0136_v_-z,CELL_QP093A-0136_e_+y_+z;CELL_QP093A-0136_e_-x_+y;CELL_QP093A-0136_e_-x_+z,CELL_QP093A-0136_e_+x_-y;CELL_QP093A-0136_e_+x_-z;CELL_QP093A-0136_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0136_GATE_100_TO_011,CELL_QP093A-0136_PAIR_011_100,CELL_QP093A-0136,QP093A-0136,1+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0136_f_+--,+--,100,CELL_QP093A-0136_f_-++,-++,011,CELL_QP093A-0136_v_+x;CELL_QP093A-0136_v_-y;CELL_QP093A-0136_v_-z,CELL_QP093A-0136_v_+y;CELL_QP093A-0136_v_+z;CELL_QP093A-0136_v_-x,CELL_QP093A-0136_e_+x_-y;CELL_QP093A-0136_e_+x_-z;CELL_QP093A-0136_e_-y_-z,CELL_QP093A-0136_e_+y_+z;CELL_QP093A-0136_e_-x_+y;CELL_QP093A-0136_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0136_GATE_101_TO_010,CELL_QP093A-0136_PAIR_010_101,CELL_QP093A-0136,QP093A-0136,1+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0136_f_+-+,+-+,101,CELL_QP093A-0136_f_-+-,-+-,010,CELL_QP093A-0136_v_+x;CELL_QP093A-0136_v_+z;CELL_QP093A-0136_v_-y,CELL_QP093A-0136_v_+y;CELL_QP093A-0136_v_-x;CELL_QP093A-0136_v_-z,CELL_QP093A-0136_e_+x_+z;CELL_QP093A-0136_e_+x_-y;CELL_QP093A-0136_e_-y_+z,CELL_QP093A-0136_e_+y_-z;CELL_QP093A-0136_e_-x_+y;CELL_QP093A-0136_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0136_GATE_110_TO_001,CELL_QP093A-0136_PAIR_001_110,CELL_QP093A-0136,QP093A-0136,1+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0136_f_++-,++-,110,CELL_QP093A-0136_f_--+,--+,001,CELL_QP093A-0136_v_+x;CELL_QP093A-0136_v_+y;CELL_QP093A-0136_v_-z,CELL_QP093A-0136_v_+z;CELL_QP093A-0136_v_-x;CELL_QP093A-0136_v_-y,CELL_QP093A-0136_e_+x_+y;CELL_QP093A-0136_e_+x_-z;CELL_QP093A-0136_e_+y_-z,CELL_QP093A-0136_e_-x_+z;CELL_QP093A-0136_e_-x_-y;CELL_QP093A-0136_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0136_GATE_111_TO_000,CELL_QP093A-0136_PAIR_000_111,CELL_QP093A-0136,QP093A-0136,1+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0136_f_+++,+++,111,CELL_QP093A-0136_f_---,---,000,CELL_QP093A-0136_v_+x;CELL_QP093A-0136_v_+y;CELL_QP093A-0136_v_+z,CELL_QP093A-0136_v_-x;CELL_QP093A-0136_v_-y;CELL_QP093A-0136_v_-z,CELL_QP093A-0136_e_+x_+y;CELL_QP093A-0136_e_+x_+z;CELL_QP093A-0136_e_+y_+z,CELL_QP093A-0136_e_-x_-y;CELL_QP093A-0136_e_-x_-z;CELL_QP093A-0136_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0137_GATE_000_TO_111,CELL_QP093A-0137_PAIR_000_111,CELL_QP093A-0137,QP093A-0137,1+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0137_f_---,---,000,CELL_QP093A-0137_f_+++,+++,111,CELL_QP093A-0137_v_-x;CELL_QP093A-0137_v_-y;CELL_QP093A-0137_v_-z,CELL_QP093A-0137_v_+x;CELL_QP093A-0137_v_+y;CELL_QP093A-0137_v_+z,CELL_QP093A-0137_e_-x_-y;CELL_QP093A-0137_e_-x_-z;CELL_QP093A-0137_e_-y_-z,CELL_QP093A-0137_e_+x_+y;CELL_QP093A-0137_e_+x_+z;CELL_QP093A-0137_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0137_GATE_001_TO_110,CELL_QP093A-0137_PAIR_001_110,CELL_QP093A-0137,QP093A-0137,1+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0137_f_--+,--+,001,CELL_QP093A-0137_f_++-,++-,110,CELL_QP093A-0137_v_+z;CELL_QP093A-0137_v_-x;CELL_QP093A-0137_v_-y,CELL_QP093A-0137_v_+x;CELL_QP093A-0137_v_+y;CELL_QP093A-0137_v_-z,CELL_QP093A-0137_e_-x_+z;CELL_QP093A-0137_e_-x_-y;CELL_QP093A-0137_e_-y_+z,CELL_QP093A-0137_e_+x_+y;CELL_QP093A-0137_e_+x_-z;CELL_QP093A-0137_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0137_GATE_010_TO_101,CELL_QP093A-0137_PAIR_010_101,CELL_QP093A-0137,QP093A-0137,1+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0137_f_-+-,-+-,010,CELL_QP093A-0137_f_+-+,+-+,101,CELL_QP093A-0137_v_+y;CELL_QP093A-0137_v_-x;CELL_QP093A-0137_v_-z,CELL_QP093A-0137_v_+x;CELL_QP093A-0137_v_+z;CELL_QP093A-0137_v_-y,CELL_QP093A-0137_e_+y_-z;CELL_QP093A-0137_e_-x_+y;CELL_QP093A-0137_e_-x_-z,CELL_QP093A-0137_e_+x_+z;CELL_QP093A-0137_e_+x_-y;CELL_QP093A-0137_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0137_GATE_011_TO_100,CELL_QP093A-0137_PAIR_011_100,CELL_QP093A-0137,QP093A-0137,1+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0137_f_-++,-++,011,CELL_QP093A-0137_f_+--,+--,100,CELL_QP093A-0137_v_+y;CELL_QP093A-0137_v_+z;CELL_QP093A-0137_v_-x,CELL_QP093A-0137_v_+x;CELL_QP093A-0137_v_-y;CELL_QP093A-0137_v_-z,CELL_QP093A-0137_e_+y_+z;CELL_QP093A-0137_e_-x_+y;CELL_QP093A-0137_e_-x_+z,CELL_QP093A-0137_e_+x_-y;CELL_QP093A-0137_e_+x_-z;CELL_QP093A-0137_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0137_GATE_100_TO_011,CELL_QP093A-0137_PAIR_011_100,CELL_QP093A-0137,QP093A-0137,1+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0137_f_+--,+--,100,CELL_QP093A-0137_f_-++,-++,011,CELL_QP093A-0137_v_+x;CELL_QP093A-0137_v_-y;CELL_QP093A-0137_v_-z,CELL_QP093A-0137_v_+y;CELL_QP093A-0137_v_+z;CELL_QP093A-0137_v_-x,CELL_QP093A-0137_e_+x_-y;CELL_QP093A-0137_e_+x_-z;CELL_QP093A-0137_e_-y_-z,CELL_QP093A-0137_e_+y_+z;CELL_QP093A-0137_e_-x_+y;CELL_QP093A-0137_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0137_GATE_101_TO_010,CELL_QP093A-0137_PAIR_010_101,CELL_QP093A-0137,QP093A-0137,1+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0137_f_+-+,+-+,101,CELL_QP093A-0137_f_-+-,-+-,010,CELL_QP093A-0137_v_+x;CELL_QP093A-0137_v_+z;CELL_QP093A-0137_v_-y,CELL_QP093A-0137_v_+y;CELL_QP093A-0137_v_-x;CELL_QP093A-0137_v_-z,CELL_QP093A-0137_e_+x_+z;CELL_QP093A-0137_e_+x_-y;CELL_QP093A-0137_e_-y_+z,CELL_QP093A-0137_e_+y_-z;CELL_QP093A-0137_e_-x_+y;CELL_QP093A-0137_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0137_GATE_110_TO_001,CELL_QP093A-0137_PAIR_001_110,CELL_QP093A-0137,QP093A-0137,1+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0137_f_++-,++-,110,CELL_QP093A-0137_f_--+,--+,001,CELL_QP093A-0137_v_+x;CELL_QP093A-0137_v_+y;CELL_QP093A-0137_v_-z,CELL_QP093A-0137_v_+z;CELL_QP093A-0137_v_-x;CELL_QP093A-0137_v_-y,CELL_QP093A-0137_e_+x_+y;CELL_QP093A-0137_e_+x_-z;CELL_QP093A-0137_e_+y_-z,CELL_QP093A-0137_e_-x_+z;CELL_QP093A-0137_e_-x_-y;CELL_QP093A-0137_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0137_GATE_111_TO_000,CELL_QP093A-0137_PAIR_000_111,CELL_QP093A-0137,QP093A-0137,1+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0137_f_+++,+++,111,CELL_QP093A-0137_f_---,---,000,CELL_QP093A-0137_v_+x;CELL_QP093A-0137_v_+y;CELL_QP093A-0137_v_+z,CELL_QP093A-0137_v_-x;CELL_QP093A-0137_v_-y;CELL_QP093A-0137_v_-z,CELL_QP093A-0137_e_+x_+y;CELL_QP093A-0137_e_+x_+z;CELL_QP093A-0137_e_+y_+z,CELL_QP093A-0137_e_-x_-y;CELL_QP093A-0137_e_-x_-z;CELL_QP093A-0137_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0138_GATE_000_TO_111,CELL_QP093A-0138_PAIR_000_111,CELL_QP093A-0138,QP093A-0138,1+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0138_f_---,---,000,CELL_QP093A-0138_f_+++,+++,111,CELL_QP093A-0138_v_-x;CELL_QP093A-0138_v_-y;CELL_QP093A-0138_v_-z,CELL_QP093A-0138_v_+x;CELL_QP093A-0138_v_+y;CELL_QP093A-0138_v_+z,CELL_QP093A-0138_e_-x_-y;CELL_QP093A-0138_e_-x_-z;CELL_QP093A-0138_e_-y_-z,CELL_QP093A-0138_e_+x_+y;CELL_QP093A-0138_e_+x_+z;CELL_QP093A-0138_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0138_GATE_001_TO_110,CELL_QP093A-0138_PAIR_001_110,CELL_QP093A-0138,QP093A-0138,1+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0138_f_--+,--+,001,CELL_QP093A-0138_f_++-,++-,110,CELL_QP093A-0138_v_+z;CELL_QP093A-0138_v_-x;CELL_QP093A-0138_v_-y,CELL_QP093A-0138_v_+x;CELL_QP093A-0138_v_+y;CELL_QP093A-0138_v_-z,CELL_QP093A-0138_e_-x_+z;CELL_QP093A-0138_e_-x_-y;CELL_QP093A-0138_e_-y_+z,CELL_QP093A-0138_e_+x_+y;CELL_QP093A-0138_e_+x_-z;CELL_QP093A-0138_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0138_GATE_010_TO_101,CELL_QP093A-0138_PAIR_010_101,CELL_QP093A-0138,QP093A-0138,1+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0138_f_-+-,-+-,010,CELL_QP093A-0138_f_+-+,+-+,101,CELL_QP093A-0138_v_+y;CELL_QP093A-0138_v_-x;CELL_QP093A-0138_v_-z,CELL_QP093A-0138_v_+x;CELL_QP093A-0138_v_+z;CELL_QP093A-0138_v_-y,CELL_QP093A-0138_e_+y_-z;CELL_QP093A-0138_e_-x_+y;CELL_QP093A-0138_e_-x_-z,CELL_QP093A-0138_e_+x_+z;CELL_QP093A-0138_e_+x_-y;CELL_QP093A-0138_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0138_GATE_011_TO_100,CELL_QP093A-0138_PAIR_011_100,CELL_QP093A-0138,QP093A-0138,1+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0138_f_-++,-++,011,CELL_QP093A-0138_f_+--,+--,100,CELL_QP093A-0138_v_+y;CELL_QP093A-0138_v_+z;CELL_QP093A-0138_v_-x,CELL_QP093A-0138_v_+x;CELL_QP093A-0138_v_-y;CELL_QP093A-0138_v_-z,CELL_QP093A-0138_e_+y_+z;CELL_QP093A-0138_e_-x_+y;CELL_QP093A-0138_e_-x_+z,CELL_QP093A-0138_e_+x_-y;CELL_QP093A-0138_e_+x_-z;CELL_QP093A-0138_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0138_GATE_100_TO_011,CELL_QP093A-0138_PAIR_011_100,CELL_QP093A-0138,QP093A-0138,1+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0138_f_+--,+--,100,CELL_QP093A-0138_f_-++,-++,011,CELL_QP093A-0138_v_+x;CELL_QP093A-0138_v_-y;CELL_QP093A-0138_v_-z,CELL_QP093A-0138_v_+y;CELL_QP093A-0138_v_+z;CELL_QP093A-0138_v_-x,CELL_QP093A-0138_e_+x_-y;CELL_QP093A-0138_e_+x_-z;CELL_QP093A-0138_e_-y_-z,CELL_QP093A-0138_e_+y_+z;CELL_QP093A-0138_e_-x_+y;CELL_QP093A-0138_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0138_GATE_101_TO_010,CELL_QP093A-0138_PAIR_010_101,CELL_QP093A-0138,QP093A-0138,1+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0138_f_+-+,+-+,101,CELL_QP093A-0138_f_-+-,-+-,010,CELL_QP093A-0138_v_+x;CELL_QP093A-0138_v_+z;CELL_QP093A-0138_v_-y,CELL_QP093A-0138_v_+y;CELL_QP093A-0138_v_-x;CELL_QP093A-0138_v_-z,CELL_QP093A-0138_e_+x_+z;CELL_QP093A-0138_e_+x_-y;CELL_QP093A-0138_e_-y_+z,CELL_QP093A-0138_e_+y_-z;CELL_QP093A-0138_e_-x_+y;CELL_QP093A-0138_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0138_GATE_110_TO_001,CELL_QP093A-0138_PAIR_001_110,CELL_QP093A-0138,QP093A-0138,1+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0138_f_++-,++-,110,CELL_QP093A-0138_f_--+,--+,001,CELL_QP093A-0138_v_+x;CELL_QP093A-0138_v_+y;CELL_QP093A-0138_v_-z,CELL_QP093A-0138_v_+z;CELL_QP093A-0138_v_-x;CELL_QP093A-0138_v_-y,CELL_QP093A-0138_e_+x_+y;CELL_QP093A-0138_e_+x_-z;CELL_QP093A-0138_e_+y_-z,CELL_QP093A-0138_e_-x_+z;CELL_QP093A-0138_e_-x_-y;CELL_QP093A-0138_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0138_GATE_111_TO_000,CELL_QP093A-0138_PAIR_000_111,CELL_QP093A-0138,QP093A-0138,1+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0138_f_+++,+++,111,CELL_QP093A-0138_f_---,---,000,CELL_QP093A-0138_v_+x;CELL_QP093A-0138_v_+y;CELL_QP093A-0138_v_+z,CELL_QP093A-0138_v_-x;CELL_QP093A-0138_v_-y;CELL_QP093A-0138_v_-z,CELL_QP093A-0138_e_+x_+y;CELL_QP093A-0138_e_+x_+z;CELL_QP093A-0138_e_+y_+z,CELL_QP093A-0138_e_-x_-y;CELL_QP093A-0138_e_-x_-z;CELL_QP093A-0138_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0139_GATE_000_TO_111,CELL_QP093A-0139_PAIR_000_111,CELL_QP093A-0139,QP093A-0139,1+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0139_f_---,---,000,CELL_QP093A-0139_f_+++,+++,111,CELL_QP093A-0139_v_-x;CELL_QP093A-0139_v_-y;CELL_QP093A-0139_v_-z,CELL_QP093A-0139_v_+x;CELL_QP093A-0139_v_+y;CELL_QP093A-0139_v_+z,CELL_QP093A-0139_e_-x_-y;CELL_QP093A-0139_e_-x_-z;CELL_QP093A-0139_e_-y_-z,CELL_QP093A-0139_e_+x_+y;CELL_QP093A-0139_e_+x_+z;CELL_QP093A-0139_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0139_GATE_001_TO_110,CELL_QP093A-0139_PAIR_001_110,CELL_QP093A-0139,QP093A-0139,1+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0139_f_--+,--+,001,CELL_QP093A-0139_f_++-,++-,110,CELL_QP093A-0139_v_+z;CELL_QP093A-0139_v_-x;CELL_QP093A-0139_v_-y,CELL_QP093A-0139_v_+x;CELL_QP093A-0139_v_+y;CELL_QP093A-0139_v_-z,CELL_QP093A-0139_e_-x_+z;CELL_QP093A-0139_e_-x_-y;CELL_QP093A-0139_e_-y_+z,CELL_QP093A-0139_e_+x_+y;CELL_QP093A-0139_e_+x_-z;CELL_QP093A-0139_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0139_GATE_010_TO_101,CELL_QP093A-0139_PAIR_010_101,CELL_QP093A-0139,QP093A-0139,1+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0139_f_-+-,-+-,010,CELL_QP093A-0139_f_+-+,+-+,101,CELL_QP093A-0139_v_+y;CELL_QP093A-0139_v_-x;CELL_QP093A-0139_v_-z,CELL_QP093A-0139_v_+x;CELL_QP093A-0139_v_+z;CELL_QP093A-0139_v_-y,CELL_QP093A-0139_e_+y_-z;CELL_QP093A-0139_e_-x_+y;CELL_QP093A-0139_e_-x_-z,CELL_QP093A-0139_e_+x_+z;CELL_QP093A-0139_e_+x_-y;CELL_QP093A-0139_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0139_GATE_011_TO_100,CELL_QP093A-0139_PAIR_011_100,CELL_QP093A-0139,QP093A-0139,1+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0139_f_-++,-++,011,CELL_QP093A-0139_f_+--,+--,100,CELL_QP093A-0139_v_+y;CELL_QP093A-0139_v_+z;CELL_QP093A-0139_v_-x,CELL_QP093A-0139_v_+x;CELL_QP093A-0139_v_-y;CELL_QP093A-0139_v_-z,CELL_QP093A-0139_e_+y_+z;CELL_QP093A-0139_e_-x_+y;CELL_QP093A-0139_e_-x_+z,CELL_QP093A-0139_e_+x_-y;CELL_QP093A-0139_e_+x_-z;CELL_QP093A-0139_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0139_GATE_100_TO_011,CELL_QP093A-0139_PAIR_011_100,CELL_QP093A-0139,QP093A-0139,1+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0139_f_+--,+--,100,CELL_QP093A-0139_f_-++,-++,011,CELL_QP093A-0139_v_+x;CELL_QP093A-0139_v_-y;CELL_QP093A-0139_v_-z,CELL_QP093A-0139_v_+y;CELL_QP093A-0139_v_+z;CELL_QP093A-0139_v_-x,CELL_QP093A-0139_e_+x_-y;CELL_QP093A-0139_e_+x_-z;CELL_QP093A-0139_e_-y_-z,CELL_QP093A-0139_e_+y_+z;CELL_QP093A-0139_e_-x_+y;CELL_QP093A-0139_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0139_GATE_101_TO_010,CELL_QP093A-0139_PAIR_010_101,CELL_QP093A-0139,QP093A-0139,1+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0139_f_+-+,+-+,101,CELL_QP093A-0139_f_-+-,-+-,010,CELL_QP093A-0139_v_+x;CELL_QP093A-0139_v_+z;CELL_QP093A-0139_v_-y,CELL_QP093A-0139_v_+y;CELL_QP093A-0139_v_-x;CELL_QP093A-0139_v_-z,CELL_QP093A-0139_e_+x_+z;CELL_QP093A-0139_e_+x_-y;CELL_QP093A-0139_e_-y_+z,CELL_QP093A-0139_e_+y_-z;CELL_QP093A-0139_e_-x_+y;CELL_QP093A-0139_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0139_GATE_110_TO_001,CELL_QP093A-0139_PAIR_001_110,CELL_QP093A-0139,QP093A-0139,1+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0139_f_++-,++-,110,CELL_QP093A-0139_f_--+,--+,001,CELL_QP093A-0139_v_+x;CELL_QP093A-0139_v_+y;CELL_QP093A-0139_v_-z,CELL_QP093A-0139_v_+z;CELL_QP093A-0139_v_-x;CELL_QP093A-0139_v_-y,CELL_QP093A-0139_e_+x_+y;CELL_QP093A-0139_e_+x_-z;CELL_QP093A-0139_e_+y_-z,CELL_QP093A-0139_e_-x_+z;CELL_QP093A-0139_e_-x_-y;CELL_QP093A-0139_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
