gate_id,pair_id,cell_id,triad_candidate_id,triad_signature,source_matter_row_allowed,source_subbucket,entry_face_id,entry_state,entry_bits,exit_face_id,exit_state,exit_bits,entry_vertices,exit_vertices,entry_edges,exit_edges,complementary,vertex_disjoint,edge_disjoint,provenance_pass,physical_scale_status,material_status,species_score_status,acoustic_dependency,starbreaker_dependency
CELL_QP093A-0185_GATE_111_TO_000,CELL_QP093A-0185_PAIR_000_111,CELL_QP093A-0185,QP093A-0185,3+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0185_f_+++,+++,111,CELL_QP093A-0185_f_---,---,000,CELL_QP093A-0185_v_+x;CELL_QP093A-0185_v_+y;CELL_QP093A-0185_v_+z,CELL_QP093A-0185_v_-x;CELL_QP093A-0185_v_-y;CELL_QP093A-0185_v_-z,CELL_QP093A-0185_e_+x_+y;CELL_QP093A-0185_e_+x_+z;CELL_QP093A-0185_e_+y_+z,CELL_QP093A-0185_e_-x_-y;CELL_QP093A-0185_e_-x_-z;CELL_QP093A-0185_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0186_GATE_000_TO_111,CELL_QP093A-0186_PAIR_000_111,CELL_QP093A-0186,QP093A-0186,3+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0186_f_---,---,000,CELL_QP093A-0186_f_+++,+++,111,CELL_QP093A-0186_v_-x;CELL_QP093A-0186_v_-y;CELL_QP093A-0186_v_-z,CELL_QP093A-0186_v_+x;CELL_QP093A-0186_v_+y;CELL_QP093A-0186_v_+z,CELL_QP093A-0186_e_-x_-y;CELL_QP093A-0186_e_-x_-z;CELL_QP093A-0186_e_-y_-z,CELL_QP093A-0186_e_+x_+y;CELL_QP093A-0186_e_+x_+z;CELL_QP093A-0186_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0186_GATE_001_TO_110,CELL_QP093A-0186_PAIR_001_110,CELL_QP093A-0186,QP093A-0186,3+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0186_f_--+,--+,001,CELL_QP093A-0186_f_++-,++-,110,CELL_QP093A-0186_v_+z;CELL_QP093A-0186_v_-x;CELL_QP093A-0186_v_-y,CELL_QP093A-0186_v_+x;CELL_QP093A-0186_v_+y;CELL_QP093A-0186_v_-z,CELL_QP093A-0186_e_-x_+z;CELL_QP093A-0186_e_-x_-y;CELL_QP093A-0186_e_-y_+z,CELL_QP093A-0186_e_+x_+y;CELL_QP093A-0186_e_+x_-z;CELL_QP093A-0186_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0186_GATE_010_TO_101,CELL_QP093A-0186_PAIR_010_101,CELL_QP093A-0186,QP093A-0186,3+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0186_f_-+-,-+-,010,CELL_QP093A-0186_f_+-+,+-+,101,CELL_QP093A-0186_v_+y;CELL_QP093A-0186_v_-x;CELL_QP093A-0186_v_-z,CELL_QP093A-0186_v_+x;CELL_QP093A-0186_v_+z;CELL_QP093A-0186_v_-y,CELL_QP093A-0186_e_+y_-z;CELL_QP093A-0186_e_-x_+y;CELL_QP093A-0186_e_-x_-z,CELL_QP093A-0186_e_+x_+z;CELL_QP093A-0186_e_+x_-y;CELL_QP093A-0186_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0186_GATE_011_TO_100,CELL_QP093A-0186_PAIR_011_100,CELL_QP093A-0186,QP093A-0186,3+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0186_f_-++,-++,011,CELL_QP093A-0186_f_+--,+--,100,CELL_QP093A-0186_v_+y;CELL_QP093A-0186_v_+z;CELL_QP093A-0186_v_-x,CELL_QP093A-0186_v_+x;CELL_QP093A-0186_v_-y;CELL_QP093A-0186_v_-z,CELL_QP093A-0186_e_+y_+z;CELL_QP093A-0186_e_-x_+y;CELL_QP093A-0186_e_-x_+z,CELL_QP093A-0186_e_+x_-y;CELL_QP093A-0186_e_+x_-z;CELL_QP093A-0186_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0186_GATE_100_TO_011,CELL_QP093A-0186_PAIR_011_100,CELL_QP093A-0186,QP093A-0186,3+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0186_f_+--,+--,100,CELL_QP093A-0186_f_-++,-++,011,CELL_QP093A-0186_v_+x;CELL_QP093A-0186_v_-y;CELL_QP093A-0186_v_-z,CELL_QP093A-0186_v_+y;CELL_QP093A-0186_v_+z;CELL_QP093A-0186_v_-x,CELL_QP093A-0186_e_+x_-y;CELL_QP093A-0186_e_+x_-z;CELL_QP093A-0186_e_-y_-z,CELL_QP093A-0186_e_+y_+z;CELL_QP093A-0186_e_-x_+y;CELL_QP093A-0186_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0186_GATE_101_TO_010,CELL_QP093A-0186_PAIR_010_101,CELL_QP093A-0186,QP093A-0186,3+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0186_f_+-+,+-+,101,CELL_QP093A-0186_f_-+-,-+-,010,CELL_QP093A-0186_v_+x;CELL_QP093A-0186_v_+z;CELL_QP093A-0186_v_-y,CELL_QP093A-0186_v_+y;CELL_QP093A-0186_v_-x;CELL_QP093A-0186_v_-z,CELL_QP093A-0186_e_+x_+z;CELL_QP093A-0186_e_+x_-y;CELL_QP093A-0186_e_-y_+z,CELL_QP093A-0186_e_+y_-z;CELL_QP093A-0186_e_-x_+y;CELL_QP093A-0186_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0186_GATE_110_TO_001,CELL_QP093A-0186_PAIR_001_110,CELL_QP093A-0186,QP093A-0186,3+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0186_f_++-,++-,110,CELL_QP093A-0186_f_--+,--+,001,CELL_QP093A-0186_v_+x;CELL_QP093A-0186_v_+y;CELL_QP093A-0186_v_-z,CELL_QP093A-0186_v_+z;CELL_QP093A-0186_v_-x;CELL_QP093A-0186_v_-y,CELL_QP093A-0186_e_+x_+y;CELL_QP093A-0186_e_+x_-z;CELL_QP093A-0186_e_+y_-z,CELL_QP093A-0186_e_-x_+z;CELL_QP093A-0186_e_-x_-y;CELL_QP093A-0186_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0186_GATE_111_TO_000,CELL_QP093A-0186_PAIR_000_111,CELL_QP093A-0186,QP093A-0186,3+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0186_f_+++,+++,111,CELL_QP093A-0186_f_---,---,000,CELL_QP093A-0186_v_+x;CELL_QP093A-0186_v_+y;CELL_QP093A-0186_v_+z,CELL_QP093A-0186_v_-x;CELL_QP093A-0186_v_-y;CELL_QP093A-0186_v_-z,CELL_QP093A-0186_e_+x_+y;CELL_QP093A-0186_e_+x_+z;CELL_QP093A-0186_e_+y_+z,CELL_QP093A-0186_e_-x_-y;CELL_QP093A-0186_e_-x_-z;CELL_QP093A-0186_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0187_GATE_000_TO_111,CELL_QP093A-0187_PAIR_000_111,CELL_QP093A-0187,QP093A-0187,3+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0187_f_---,---,000,CELL_QP093A-0187_f_+++,+++,111,CELL_QP093A-0187_v_-x;CELL_QP093A-0187_v_-y;CELL_QP093A-0187_v_-z,CELL_QP093A-0187_v_+x;CELL_QP093A-0187_v_+y;CELL_QP093A-0187_v_+z,CELL_QP093A-0187_e_-x_-y;CELL_QP093A-0187_e_-x_-z;CELL_QP093A-0187_e_-y_-z,CELL_QP093A-0187_e_+x_+y;CELL_QP093A-0187_e_+x_+z;CELL_QP093A-0187_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0187_GATE_001_TO_110,CELL_QP093A-0187_PAIR_001_110,CELL_QP093A-0187,QP093A-0187,3+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0187_f_--+,--+,001,CELL_QP093A-0187_f_++-,++-,110,CELL_QP093A-0187_v_+z;CELL_QP093A-0187_v_-x;CELL_QP093A-0187_v_-y,CELL_QP093A-0187_v_+x;CELL_QP093A-0187_v_+y;CELL_QP093A-0187_v_-z,CELL_QP093A-0187_e_-x_+z;CELL_QP093A-0187_e_-x_-y;CELL_QP093A-0187_e_-y_+z,CELL_QP093A-0187_e_+x_+y;CELL_QP093A-0187_e_+x_-z;CELL_QP093A-0187_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0187_GATE_010_TO_101,CELL_QP093A-0187_PAIR_010_101,CELL_QP093A-0187,QP093A-0187,3+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0187_f_-+-,-+-,010,CELL_QP093A-0187_f_+-+,+-+,101,CELL_QP093A-0187_v_+y;CELL_QP093A-0187_v_-x;CELL_QP093A-0187_v_-z,CELL_QP093A-0187_v_+x;CELL_QP093A-0187_v_+z;CELL_QP093A-0187_v_-y,CELL_QP093A-0187_e_+y_-z;CELL_QP093A-0187_e_-x_+y;CELL_QP093A-0187_e_-x_-z,CELL_QP093A-0187_e_+x_+z;CELL_QP093A-0187_e_+x_-y;CELL_QP093A-0187_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0187_GATE_011_TO_100,CELL_QP093A-0187_PAIR_011_100,CELL_QP093A-0187,QP093A-0187,3+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0187_f_-++,-++,011,CELL_QP093A-0187_f_+--,+--,100,CELL_QP093A-0187_v_+y;CELL_QP093A-0187_v_+z;CELL_QP093A-0187_v_-x,CELL_QP093A-0187_v_+x;CELL_QP093A-0187_v_-y;CELL_QP093A-0187_v_-z,CELL_QP093A-0187_e_+y_+z;CELL_QP093A-0187_e_-x_+y;CELL_QP093A-0187_e_-x_+z,CELL_QP093A-0187_e_+x_-y;CELL_QP093A-0187_e_+x_-z;CELL_QP093A-0187_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0187_GATE_100_TO_011,CELL_QP093A-0187_PAIR_011_100,CELL_QP093A-0187,QP093A-0187,3+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0187_f_+--,+--,100,CELL_QP093A-0187_f_-++,-++,011,CELL_QP093A-0187_v_+x;CELL_QP093A-0187_v_-y;CELL_QP093A-0187_v_-z,CELL_QP093A-0187_v_+y;CELL_QP093A-0187_v_+z;CELL_QP093A-0187_v_-x,CELL_QP093A-0187_e_+x_-y;CELL_QP093A-0187_e_+x_-z;CELL_QP093A-0187_e_-y_-z,CELL_QP093A-0187_e_+y_+z;CELL_QP093A-0187_e_-x_+y;CELL_QP093A-0187_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0187_GATE_101_TO_010,CELL_QP093A-0187_PAIR_010_101,CELL_QP093A-0187,QP093A-0187,3+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0187_f_+-+,+-+,101,CELL_QP093A-0187_f_-+-,-+-,010,CELL_QP093A-0187_v_+x;CELL_QP093A-0187_v_+z;CELL_QP093A-0187_v_-y,CELL_QP093A-0187_v_+y;CELL_QP093A-0187_v_-x;CELL_QP093A-0187_v_-z,CELL_QP093A-0187_e_+x_+z;CELL_QP093A-0187_e_+x_-y;CELL_QP093A-0187_e_-y_+z,CELL_QP093A-0187_e_+y_-z;CELL_QP093A-0187_e_-x_+y;CELL_QP093A-0187_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0187_GATE_110_TO_001,CELL_QP093A-0187_PAIR_001_110,CELL_QP093A-0187,QP093A-0187,3+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0187_f_++-,++-,110,CELL_QP093A-0187_f_--+,--+,001,CELL_QP093A-0187_v_+x;CELL_QP093A-0187_v_+y;CELL_QP093A-0187_v_-z,CELL_QP093A-0187_v_+z;CELL_QP093A-0187_v_-x;CELL_QP093A-0187_v_-y,CELL_QP093A-0187_e_+x_+y;CELL_QP093A-0187_e_+x_-z;CELL_QP093A-0187_e_+y_-z,CELL_QP093A-0187_e_-x_+z;CELL_QP093A-0187_e_-x_-y;CELL_QP093A-0187_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0187_GATE_111_TO_000,CELL_QP093A-0187_PAIR_000_111,CELL_QP093A-0187,QP093A-0187,3+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0187_f_+++,+++,111,CELL_QP093A-0187_f_---,---,000,CELL_QP093A-0187_v_+x;CELL_QP093A-0187_v_+y;CELL_QP093A-0187_v_+z,CELL_QP093A-0187_v_-x;CELL_QP093A-0187_v_-y;CELL_QP093A-0187_v_-z,CELL_QP093A-0187_e_+x_+y;CELL_QP093A-0187_e_+x_+z;CELL_QP093A-0187_e_+y_+z,CELL_QP093A-0187_e_-x_-y;CELL_QP093A-0187_e_-x_-z;CELL_QP093A-0187_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0188_GATE_000_TO_111,CELL_QP093A-0188_PAIR_000_111,CELL_QP093A-0188,QP093A-0188,3+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0188_f_---,---,000,CELL_QP093A-0188_f_+++,+++,111,CELL_QP093A-0188_v_-x;CELL_QP093A-0188_v_-y;CELL_QP093A-0188_v_-z,CELL_QP093A-0188_v_+x;CELL_QP093A-0188_v_+y;CELL_QP093A-0188_v_+z,CELL_QP093A-0188_e_-x_-y;CELL_QP093A-0188_e_-x_-z;CELL_QP093A-0188_e_-y_-z,CELL_QP093A-0188_e_+x_+y;CELL_QP093A-0188_e_+x_+z;CELL_QP093A-0188_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0188_GATE_001_TO_110,CELL_QP093A-0188_PAIR_001_110,CELL_QP093A-0188,QP093A-0188,3+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0188_f_--+,--+,001,CELL_QP093A-0188_f_++-,++-,110,CELL_QP093A-0188_v_+z;CELL_QP093A-0188_v_-x;CELL_QP093A-0188_v_-y,CELL_QP093A-0188_v_+x;CELL_QP093A-0188_v_+y;CELL_QP093A-0188_v_-z,CELL_QP093A-0188_e_-x_+z;CELL_QP093A-0188_e_-x_-y;CELL_QP093A-0188_e_-y_+z,CELL_QP093A-0188_e_+x_+y;CELL_QP093A-0188_e_+x_-z;CELL_QP093A-0188_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0188_GATE_010_TO_101,CELL_QP093A-0188_PAIR_010_101,CELL_QP093A-0188,QP093A-0188,3+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0188_f_-+-,-+-,010,CELL_QP093A-0188_f_+-+,+-+,101,CELL_QP093A-0188_v_+y;CELL_QP093A-0188_v_-x;CELL_QP093A-0188_v_-z,CELL_QP093A-0188_v_+x;CELL_QP093A-0188_v_+z;CELL_QP093A-0188_v_-y,CELL_QP093A-0188_e_+y_-z;CELL_QP093A-0188_e_-x_+y;CELL_QP093A-0188_e_-x_-z,CELL_QP093A-0188_e_+x_+z;CELL_QP093A-0188_e_+x_-y;CELL_QP093A-0188_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0188_GATE_011_TO_100,CELL_QP093A-0188_PAIR_011_100,CELL_QP093A-0188,QP093A-0188,3+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0188_f_-++,-++,011,CELL_QP093A-0188_f_+--,+--,100,CELL_QP093A-0188_v_+y;CELL_QP093A-0188_v_+z;CELL_QP093A-0188_v_-x,CELL_QP093A-0188_v_+x;CELL_QP093A-0188_v_-y;CELL_QP093A-0188_v_-z,CELL_QP093A-0188_e_+y_+z;CELL_QP093A-0188_e_-x_+y;CELL_QP093A-0188_e_-x_+z,CELL_QP093A-0188_e_+x_-y;CELL_QP093A-0188_e_+x_-z;CELL_QP093A-0188_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0188_GATE_100_TO_011,CELL_QP093A-0188_PAIR_011_100,CELL_QP093A-0188,QP093A-0188,3+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0188_f_+--,+--,100,CELL_QP093A-0188_f_-++,-++,011,CELL_QP093A-0188_v_+x;CELL_QP093A-0188_v_-y;CELL_QP093A-0188_v_-z,CELL_QP093A-0188_v_+y;CELL_QP093A-0188_v_+z;CELL_QP093A-0188_v_-x,CELL_QP093A-0188_e_+x_-y;CELL_QP093A-0188_e_+x_-z;CELL_QP093A-0188_e_-y_-z,CELL_QP093A-0188_e_+y_+z;CELL_QP093A-0188_e_-x_+y;CELL_QP093A-0188_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0188_GATE_101_TO_010,CELL_QP093A-0188_PAIR_010_101,CELL_QP093A-0188,QP093A-0188,3+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0188_f_+-+,+-+,101,CELL_QP093A-0188_f_-+-,-+-,010,CELL_QP093A-0188_v_+x;CELL_QP093A-0188_v_+z;CELL_QP093A-0188_v_-y,CELL_QP093A-0188_v_+y;CELL_QP093A-0188_v_-x;CELL_QP093A-0188_v_-z,CELL_QP093A-0188_e_+x_+z;CELL_QP093A-0188_e_+x_-y;CELL_QP093A-0188_e_-y_+z,CELL_QP093A-0188_e_+y_-z;CELL_QP093A-0188_e_-x_+y;CELL_QP093A-0188_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0188_GATE_110_TO_001,CELL_QP093A-0188_PAIR_001_110,CELL_QP093A-0188,QP093A-0188,3+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0188_f_++-,++-,110,CELL_QP093A-0188_f_--+,--+,001,CELL_QP093A-0188_v_+x;CELL_QP093A-0188_v_+y;CELL_QP093A-0188_v_-z,CELL_QP093A-0188_v_+z;CELL_QP093A-0188_v_-x;CELL_QP093A-0188_v_-y,CELL_QP093A-0188_e_+x_+y;CELL_QP093A-0188_e_+x_-z;CELL_QP093A-0188_e_+y_-z,CELL_QP093A-0188_e_-x_+z;CELL_QP093A-0188_e_-x_-y;CELL_QP093A-0188_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0188_GATE_111_TO_000,CELL_QP093A-0188_PAIR_000_111,CELL_QP093A-0188,QP093A-0188,3+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0188_f_+++,+++,111,CELL_QP093A-0188_f_---,---,000,CELL_QP093A-0188_v_+x;CELL_QP093A-0188_v_+y;CELL_QP093A-0188_v_+z,CELL_QP093A-0188_v_-x;CELL_QP093A-0188_v_-y;CELL_QP093A-0188_v_-z,CELL_QP093A-0188_e_+x_+y;CELL_QP093A-0188_e_+x_+z;CELL_QP093A-0188_e_+y_+z,CELL_QP093A-0188_e_-x_-y;CELL_QP093A-0188_e_-x_-z;CELL_QP093A-0188_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0189_GATE_000_TO_111,CELL_QP093A-0189_PAIR_000_111,CELL_QP093A-0189,QP093A-0189,3+4+12,yes,TRIAD_ALLOWED,CELL_QP093A-0189_f_---,---,000,CELL_QP093A-0189_f_+++,+++,111,CELL_QP093A-0189_v_-x;CELL_QP093A-0189_v_-y;CELL_QP093A-0189_v_-z,CELL_QP093A-0189_v_+x;CELL_QP093A-0189_v_+y;CELL_QP093A-0189_v_+z,CELL_QP093A-0189_e_-x_-y;CELL_QP093A-0189_e_-x_-z;CELL_QP093A-0189_e_-y_-z,CELL_QP093A-0189_e_+x_+y;CELL_QP093A-0189_e_+x_+z;CELL_QP093A-0189_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0189_GATE_001_TO_110,CELL_QP093A-0189_PAIR_001_110,CELL_QP093A-0189,QP093A-0189,3+4+12,yes,TRIAD_ALLOWED,CELL_QP093A-0189_f_--+,--+,001,CELL_QP093A-0189_f_++-,++-,110,CELL_QP093A-0189_v_+z;CELL_QP093A-0189_v_-x;CELL_QP093A-0189_v_-y,CELL_QP093A-0189_v_+x;CELL_QP093A-0189_v_+y;CELL_QP093A-0189_v_-z,CELL_QP093A-0189_e_-x_+z;CELL_QP093A-0189_e_-x_-y;CELL_QP093A-0189_e_-y_+z,CELL_QP093A-0189_e_+x_+y;CELL_QP093A-0189_e_+x_-z;CELL_QP093A-0189_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0189_GATE_010_TO_101,CELL_QP093A-0189_PAIR_010_101,CELL_QP093A-0189,QP093A-0189,3+4+12,yes,TRIAD_ALLOWED,CELL_QP093A-0189_f_-+-,-+-,010,CELL_QP093A-0189_f_+-+,+-+,101,CELL_QP093A-0189_v_+y;CELL_QP093A-0189_v_-x;CELL_QP093A-0189_v_-z,CELL_QP093A-0189_v_+x;CELL_QP093A-0189_v_+z;CELL_QP093A-0189_v_-y,CELL_QP093A-0189_e_+y_-z;CELL_QP093A-0189_e_-x_+y;CELL_QP093A-0189_e_-x_-z,CELL_QP093A-0189_e_+x_+z;CELL_QP093A-0189_e_+x_-y;CELL_QP093A-0189_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0189_GATE_011_TO_100,CELL_QP093A-0189_PAIR_011_100,CELL_QP093A-0189,QP093A-0189,3+4+12,yes,TRIAD_ALLOWED,CELL_QP093A-0189_f_-++,-++,011,CELL_QP093A-0189_f_+--,+--,100,CELL_QP093A-0189_v_+y;CELL_QP093A-0189_v_+z;CELL_QP093A-0189_v_-x,CELL_QP093A-0189_v_+x;CELL_QP093A-0189_v_-y;CELL_QP093A-0189_v_-z,CELL_QP093A-0189_e_+y_+z;CELL_QP093A-0189_e_-x_+y;CELL_QP093A-0189_e_-x_+z,CELL_QP093A-0189_e_+x_-y;CELL_QP093A-0189_e_+x_-z;CELL_QP093A-0189_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0189_GATE_100_TO_011,CELL_QP093A-0189_PAIR_011_100,CELL_QP093A-0189,QP093A-0189,3+4+12,yes,TRIAD_ALLOWED,CELL_QP093A-0189_f_+--,+--,100,CELL_QP093A-0189_f_-++,-++,011,CELL_QP093A-0189_v_+x;CELL_QP093A-0189_v_-y;CELL_QP093A-0189_v_-z,CELL_QP093A-0189_v_+y;CELL_QP093A-0189_v_+z;CELL_QP093A-0189_v_-x,CELL_QP093A-0189_e_+x_-y;CELL_QP093A-0189_e_+x_-z;CELL_QP093A-0189_e_-y_-z,CELL_QP093A-0189_e_+y_+z;CELL_QP093A-0189_e_-x_+y;CELL_QP093A-0189_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0189_GATE_101_TO_010,CELL_QP093A-0189_PAIR_010_101,CELL_QP093A-0189,QP093A-0189,3+4+12,yes,TRIAD_ALLOWED,CELL_QP093A-0189_f_+-+,+-+,101,CELL_QP093A-0189_f_-+-,-+-,010,CELL_QP093A-0189_v_+x;CELL_QP093A-0189_v_+z;CELL_QP093A-0189_v_-y,CELL_QP093A-0189_v_+y;CELL_QP093A-0189_v_-x;CELL_QP093A-0189_v_-z,CELL_QP093A-0189_e_+x_+z;CELL_QP093A-0189_e_+x_-y;CELL_QP093A-0189_e_-y_+z,CELL_QP093A-0189_e_+y_-z;CELL_QP093A-0189_e_-x_+y;CELL_QP093A-0189_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0189_GATE_110_TO_001,CELL_QP093A-0189_PAIR_001_110,CELL_QP093A-0189,QP093A-0189,3+4+12,yes,TRIAD_ALLOWED,CELL_QP093A-0189_f_++-,++-,110,CELL_QP093A-0189_f_--+,--+,001,CELL_QP093A-0189_v_+x;CELL_QP093A-0189_v_+y;CELL_QP093A-0189_v_-z,CELL_QP093A-0189_v_+z;CELL_QP093A-0189_v_-x;CELL_QP093A-0189_v_-y,CELL_QP093A-0189_e_+x_+y;CELL_QP093A-0189_e_+x_-z;CELL_QP093A-0189_e_+y_-z,CELL_QP093A-0189_e_-x_+z;CELL_QP093A-0189_e_-x_-y;CELL_QP093A-0189_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
