candidate_id,bin,q_sign,q_abs,M_obs,qA_observed,qA_expected,qA_distance,qA_match,T_observed,T_expected,T_distance,T_match,W_observed,W_expected,W_distance,W_match,all_three_match
QP093A-0252,bound_composite_rows,positive,1,74.98553241,75.50626527,75.506265273958333333333333333333333333333333333333333333333333333333333333333330,3.958333333333333333333333333333333333333333333333333333333333333333330E-9,True,9.438283159,9.4382831592447916666666666666666666666666666666666666666666666666666666666666662,2.447916666666666666666666666666666666666666666666666666666666666666662E-10,True,66.06798211,66.067982114713541666666666666666666666666666666666666666666666666666666666666664,4.713541666666666666666666666666666666666666666666666666666666666666664E-9,True,True
QP093A-0259,bound_composite_rows,positive,3,56.98350694,58.17066334,58.170663334583333333333333333333333333333333333333333333333333333333333333333331,5.416666666666666666666666666666666666666666666666666666666666666666669E-9,True,7.271332917,7.2713329168229166666666666666666666666666666666666666666666666666666666666666664,1.770833333333333333333333333333333333333333333333333333333333333333336E-10,True,50.89933042,50.899330417760416666666666666666666666666666666666666666666666666666666666666665,2.239583333333333333333333333333333333333333333333333333333333333333335E-9,True,True
QP093A-0124,bound_composite_rows,negative,1,672,676.6666667,676.66666666666666666666666666666666666666666666666666666666666666666666666666664,3.333333333333333333333333333333333333333333333333333333333333333333336E-8,True,84.58333333,84.58333333333333333333333333333333333333333333333333333333333333333333333333333,3.33333333333333333333333333333333333333333333333333333333333333333333E-9,True,592.0833333,592.08333333333333333333333333333333333333333333333333333333333333333333333333331,3.333333333333333333333333333333333333333333333333333333333333333333331E-8,True,True
QP093A-0246,bound_composite_rows,negative,2,102.0245949,103.4416032,103.44160316250000000000000000000000000000000000000000000000000000000000000000000,3.750000000000000000000000000000000000000000000000000000000000000000000E-8,True,12.9302004,12.93020039531250000000000000000000000000000000000000000000000000000000000000000,4.68750000000000000000000000000000000000000000000000000000000000000000E-9,True,90.51140277,90.51140276718750000000000000000000000000000000000000000000000000000000000000000,2.81250000000000000000000000000000000000000000000000000000000000000000E-9,True,True
QP093A-0015,stable_matter_rows,neutral,0,0.75,0.75,0.75,0.00,True,0.09375,0.09375,0.00000,True,0.65625,0.65625,0.00000,True,True
QP093A-0013,stable_matter_rows,positive,6,7.5,7.8125,7.8125000000000000000000000000000000000000000000000000000000000000000000000000002,2E-79,True,0.9765625,0.97656250000000000000000000000000000000000000000000000000000000000000000000000002,2E-80,True,6.8359375,6.8359375000000000000000000000000000000000000000000000000000000000000000000000001,1E-79,True,True
QP093A-0014,stable_matter_rows,negative,6,9,9.375,9.3750000000000000000000000000000000000000000000000000000000000000000000000000003,3E-79,True,1.171875,1.1718750000000000000000000000000000000000000000000000000000000000000000000000000,0E-79,True,8.203125,8.2031250000000000000000000000000000000000000000000000000000000000000000000000002,2E-79,True,True
QP093A-0039,stable_matter_rows,neutral,0,9,9,9,0,True,1.125,1.125,0.000,True,7.875,7.875,0.000,True,True
QP093A-0037,stable_matter_rows,positive,6,90,93.75,93.750000000000000000000000000000000000000000000000000000000000000000000000000003,3E-78,True,11.71875,11.718750000000000000000000000000000000000000000000000000000000000000000000000000,0E-78,True,82.03125,82.031250000000000000000000000000000000000000000000000000000000000000000000000002,2E-78,True,True
QP093A-0038,stable_matter_rows,negative,6,108,112.5,112.50000000000000000000000000000000000000000000000000000000000000000000000000000,0E-77,True,14.0625,14.06250000000000000000000000000000000000000000000000000000000000000000000000000,0E-77,True,98.4375,98.43750000000000000000000000000000000000000000000000000000000000000000000000000,0E-77,True,True
QP093A-0063,stable_matter_rows,neutral,0,108,108,108,0,True,13.5,13.5,0.0,True,94.5,94.5,0.0,True,True
QP093A-0061,stable_matter_rows,positive,6,1080,1125,1125.0000000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,140.625,140.6250000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,984.375,984.3750000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,True
QP093A-0062,stable_matter_rows,negative,6,1296,1350,1350.0000000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,168.75,168.7500000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,1181.25,1181.2500000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,True
QP093A-0260,bound_composite_rows,positive,2,101.9754051,103.3917302,103.39173017083333333333333333333333333333333333333333333333333333333333333333333,2.916666666666666666666666666666666666666666666666666666666666666666667E-8,True,12.92396627,12.923966271354166666666666666666666666666666666666666666666666666666666666666666,1.354166666666666666666666666666666666666666666666666666666666666666666E-9,True,90.46776389,90.467763899479166666666666666666666666666666666666666666666666666666666666666664,9.479166666666666666666666666666666666666666666666666666666666666666664E-9,True,True
QP093A-0253,bound_composite_rows,neutral,0,96.75,96.75,96.75,0.00,True,12.09375,12.09375,0.00000,True,84.65625,84.65625,0.00000,True,True
QP093A-0151,bound_composite_rows,positive,2,252,255.5,255.50000000000000000000000000000000000000000000000000000000000000000000000000000,0E-77,True,31.9375,31.93750000000000000000000000000000000000000000000000000000000000000000000000000,0E-77,True,223.5625,223.5625000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,True
QP093A-0118,bound_composite_rows,positive,1,432,435,434.99999999999999999999999999999999999999999999999999999999999999999999999999998,2E-77,True,54.375,54.374999999999999999999999999999999999999999999999999999999999999999999999999998,2E-78,True,380.625,380.62499999999999999999999999999999999999999999999999999999999999999999999999999,1E-77,True,True
QP093A-0239,bound_composite_rows,negative,5,87.03356481,90.05556359,90.055563588124999999999999999999999999999999999999999999999999999999999999999998,1.875000000000000000000000000000000000000000000000000000000000000000002E-9,True,11.25694545,11.256945448515625000000000000000000000000000000000000000000000000000000000000000,1.484375000000000000000000000000000000000000000000000000000000000000000E-9,True,78.79861814,78.798618139609374999999999999999999999999999999999999999999999999999999999999999,3.90625000000000000000000000000000000000000000000000000000000000000001E-10,True,True
QP093A-0254,bound_composite_rows,negative,1,147.0283565,148.0493867,148.04938675347222222222222222222222222222222222222222222222222222222222222222222,5.347222222222222222222222222222222222222222222222222222222222222222222E-8,True,18.50617334,18.506173344184027777777777777777777777777777777777777777777777777777777777777778,4.184027777777777777777777777777777777777777777777777777777777777777778E-9,True,129.5432134,129.54321340928819444444444444444444444444444444444444444444444444444444444444444,9.28819444444444444444444444444444444444444444444444444444444444444444E-9,True,True
QP093A-0261,bound_composite_rows,positive,1,146.9716435,147.9922799,147.99227991319444444444444444444444444444444444444444444444444444444444444444444,1.319444444444444444444444444444444444444444444444444444444444444444444E-8,True,18.49903499,18.499034989149305555555555555555555555555555555555555555555555555555555555555555,8.50694444444444444444444444444444444444444444444444444444444444444445E-10,True,129.4932449,129.49324492404513888888888888888888888888888888888888888888888888888888888888889,2.404513888888888888888888888888888888888888888888888888888888888888889E-8,True,True
QP093A-0267,bound_composite_rows,positive,5,86.96643519,89.98610307,89.986103078541666666666666666666666666666666666666666666666666666666666666666665,8.541666666666666666666666666666666666666666666666666666666666666666665E-9,True,11.24826288,11.248262884817708333333333333333333333333333333333333333333333333333333333333333,4.817708333333333333333333333333333333333333333333333333333333333333333E-9,True,78.73784019,78.737840193723958333333333333333333333333333333333333333333333333333333333333332,3.723958333333333333333333333333333333333333333333333333333333333333332E-9,True,True
QP093A-0247,bound_composite_rows,negative,4,156.052662,160.3874582,160.38745816666666666666666666666666666666666666666666666666666666666666666666667,3.333333333333333333333333333333333333333333333333333333333333333333333E-8,True,20.04843228,20.048432270833333333333333333333333333333333333333333333333333333333333333333334,9.166666666666666666666666666666666666666666666666666666666666666666666E-9,True,140.3390259,140.33902589583333333333333333333333333333333333333333333333333333333333333333334,4.16666666666666666666666666666666666666666666666666666666666666666666E-9,True,True
