candidate_id,bin,q_sign,q_abs,M_obs,qA_observed,qA_expected,qA_distance,qA_match,T_observed,T_expected,T_distance,T_match,W_observed,W_expected,W_distance,W_match,all_three_match
QP093A-0269,bound_composite_rows,positive,3,224.9348958,229.6210395,229.62103946249999999999999999999999999999999999999999999999999999999999999999999,3.750000000000000000000000000000000000000000000000000000000000000000001E-8,True,28.70262994,28.702629932812499999999999999999999999999999999999999999999999999999999999999999,7.187500000000000000000000000000000000000000000000000000000000000000001E-9,True,200.9184096,200.91840952968749999999999999999999999999999999999999999999999999999999999999999,7.031250000000000000000000000000000000000000000000000000000000000000001E-8,True,True
QP093A-0248,bound_composite_rows,negative,6,210.0911458,218.8449436,218.84494354166666666666666666666666666666666666666666666666666666666666666666667,5.833333333333333333333333333333333333333333333333333333333333333333333E-8,True,27.35561795,27.355617942708333333333333333333333333333333333333333333333333333333333333333334,7.291666666666666666666666666666666666666666666666666666666666666666666E-9,True,191.4893256,191.48932559895833333333333333333333333333333333333333333333333333333333333333334,1.04166666666666666666666666666666666666666666666666666666666666666666E-9,True,True
QP093A-0263,bound_composite_rows,negative,2,294.0708912,298.1552091,298.15520913333333333333333333333333333333333333333333333333333333333333333333334,3.333333333333333333333333333333333333333333333333333333333333333333334E-8,True,37.26940114,37.269401141666666666666666666666666666666666666666666666666666666666666666666668,1.666666666666666666666666666666666666666666666666666666666666666666668E-9,True,260.885808,260.88580799166666666666666666666666666666666666666666666666666666666666666666668,8.33333333333333333333333333333333333333333333333333333333333333333332E-9,True,True
QP093A-0241,bound_composite_rows,negative,8,132.0557002,139.392128,139.39212798888888888888888888888888888888888888888888888888888888888888888888889,1.111111111111111111111111111111111111111111111111111111111111111111111E-8,True,17.424016,17.424015998611111111111111111111111111111111111111111111111111111111111111111111,1.388888888888888888888888888888888888888888888888888888888888888888889E-9,True,121.968112,121.96811199027777777777777777777777777777777777777777777777777777777777777777778,9.72222222222222222222222222222222222222222222222222222222222222222222E-9,True,True
QP093A-0283,bound_composite_rows,positive,8,131.9442998,139.2745386,139.27453867777777777777777777777777777777777777777777777777777777777777777777778,7.777777777777777777777777777777777777777777777777777777777777777777778E-8,True,17.40931733,17.409317334722222222222222222222222222222222222222222222222222222222222222222222,4.722222222222222222222222222222222222222222222222222222222222222222222E-9,True,121.8652213,121.86522134305555555555555555555555555555555555555555555555555555555555555555556,4.305555555555555555555555555555555555555555555555555555555555555555556E-8,True,True
QP093A-0270,bound_composite_rows,positive,2,293.9291088,298.0114575,298.01145753333333333333333333333333333333333333333333333333333333333333333333334,3.333333333333333333333333333333333333333333333333333333333333333333334E-8,True,37.25143219,37.251432191666666666666666666666666666666666666666666666666666666666666666666668,1.666666666666666666666666666666666666666666666666666666666666666666668E-9,True,260.7600253,260.76002534166666666666666666666666666666666666666666666666666666666666666666668,4.166666666666666666666666666666666666666666666666666666666666666666668E-8,True,True
QP093A-0276,bound_composite_rows,positive,6,209.9088542,218.6550564,218.65505645833333333333333333333333333333333333333333333333333333333333333333334,5.833333333333333333333333333333333333333333333333333333333333333333334E-8,True,27.33188205,27.331882057291666666666666666666666666666666666666666666666666666666666666666668,7.291666666666666666666666666666666666666666666666666666666666666666668E-9,True,191.3231744,191.32317440104166666666666666666666666666666666666666666666666666666666666666668,1.04166666666666666666666666666666666666666666666666666666666666666668E-9,True,True
QP093A-0256,bound_composite_rows,negative,5,303.1168981,313.6417904,313.64179039513888888888888888888888888888888888888888888888888888888888888888888,4.86111111111111111111111111111111111111111111111111111111111111111112E-9,True,39.20522381,39.20522379939236111111111111111111111111111111111111111111111111111111111111111,1.060763888888888888888888888888888888888888888888888888888888888888889E-8,True,274.4365666,274.43656659574652777777777777777777777777777777777777777777777777777777777777778,4.25347222222222222222222222222222222222222222222222222222222222222222E-9,True,True
QP093A-0249,bound_composite_rows,negative,7,237.0885778,248.613717,248.61371699861111111111111111111111111111111111111111111111111111111111111111111,1.38888888888888888888888888888888888888888888888888888888888888888889E-9,True,31.07671463,31.076714624826388888888888888888888888888888888888888888888888888888888888888889,5.173611111111111111111111111111111111111111111111111111111111111111111E-9,True,217.5370024,217.53700237378472222222222222222222222222222222222222222222222222222222222222222,2.621527777777777777777777777777777777777777777777777777777777777777778E-8,True,True
QP093A-0284,bound_composite_rows,positive,7,236.9114222,248.4279496,248.42794966805555555555555555555555555555555555555555555555555555555555555555555,6.805555555555555555555555555555555555555555555555555555555555555555555E-8,True,31.0534937,31.053493708506944444444444444444444444444444444444444444444444444444444444444444,8.506944444444444444444444444444444444444444444444444444444444444444444E-9,True,217.3744559,217.3744559595486111111111111111111111111111111111111111111111111111111111111111,5.95486111111111111111111111111111111111111111111111111111111111111111E-8,True,True
QP093A-0277,bound_composite_rows,positive,5,302.8831019,313.3998762,313.39987627152777777777777777777777777777777777777777777777777777777777777777777,7.152777777777777777777777777777777777777777777777777777777777777777777E-8,True,39.17498453,39.174984533940972222222222222222222222222222222222222222222222222222222222222221,3.940972222222222222222222222222222222222222222222222222222222222222221E-9,True,274.2248917,274.22489173758680555555555555555555555555555555555555555555555555555555555555555,3.758680555555555555555555555555555555555555555555555555555555555555555E-8,True,True
QP093A-0165,bound_composite_rows,negative,2,2856,2895.666667,2895.6666666666666666666666666666666666666666666666666666666666666666666666666667,3.333333333333333333333333333333333333333333333333333333333333333333333E-7,True,361.9583333,361.95833333333333333333333333333333333333333333333333333333333333333333333333334,3.333333333333333333333333333333333333333333333333333333333333333333334E-8,True,2533.708333,2533.7083333333333333333333333333333333333333333333333333333333333333333333333334,3.333333333333333333333333333333333333333333333333333333333333333333334E-7,True,True
QP093A-0264,bound_composite_rows,negative,4,396.1336806,407.1373939,407.13739395000000000000000000000000000000000000000000000000000000000000000000001,5.000000000000000000000000000000000000000000000000000000000000000000001E-8,True,50.89217424,50.892174243750000000000000000000000000000000000000000000000000000000000000000001,3.750000000000000000000000000000000000000000000000000000000000000000001E-9,True,356.2452197,356.24521970625000000000000000000000000000000000000000000000000000000000000000001,6.25000000000000000000000000000000000000000000000000000000000000000001E-9,True,True
QP093A-0257,bound_composite_rows,negative,6,342.1113281,356.3659668,356.36596677083333333333333333333333333333333333333333333333333333333333333333334,2.916666666666666666666666666666666666666666666666666666666666666666666E-8,True,44.54574585,44.545745846354166666666666666666666666666666666666666666666666666666666666666668,3.645833333333333333333333333333333333333333333333333333333333333333332E-9,True,311.8202209,311.82022092447916666666666666666666666666666666666666666666666666666666666666668,2.447916666666666666666666666666666666666666666666666666666666666666668E-8,True,True
QP093A-0024,stable_matter_rows,neutral,0,1.5,1.5,1.5,0.0,True,0.1875,0.1875,0.0000,True,1.3125,1.3125,0.0000,True,True
QP093A-0022,stable_matter_rows,positive,12,15,16.25,16.250000000000000000000000000000000000000000000000000000000000000000000000000000,0E-78,True,2.03125,2.031250000000000000000000000000000000000000000000000000000000000000000000000000,0E-78,True,14.21875,14.21875000000000000000000000000000000000000000000000000000000000000000000000000,0E-77,True,True
QP093A-0023,stable_matter_rows,negative,12,18,19.5,19.499999999999999999999999999999999999999999999999999999999999999999999999999999,1E-78,True,2.4375,2.4374999999999999999999999999999999999999999999999999999999999999999999999999999,1E-79,True,17.0625,17.062499999999999999999999999999999999999999999999999999999999999999999999999999,1E-78,True,True
QP093A-0048,stable_matter_rows,neutral,0,18,18,18,0,True,2.25,2.25,0.00,True,15.75,15.75,0.00,True,True
QP093A-0046,stable_matter_rows,positive,12,180,195,194.99999999999999999999999999999999999999999999999999999999999999999999999999999,1E-77,True,24.375,24.374999999999999999999999999999999999999999999999999999999999999999999999999999,1E-78,True,170.625,170.62499999999999999999999999999999999999999999999999999999999999999999999999999,1E-77,True,True
QP093A-0047,stable_matter_rows,negative,12,216,234,233.99999999999999999999999999999999999999999999999999999999999999999999999999999,1E-77,True,29.25,29.249999999999999999999999999999999999999999999999999999999999999999999999999999,1E-78,True,204.75,204.74999999999999999999999999999999999999999999999999999999999999999999999999999,1E-77,True,True
QP093A-0285,bound_composite_rows,positive,6,341.8886719,356.1340332,356.13403322916666666666666666666666666666666666666666666666666666666666666666668,2.916666666666666666666666666666666666666666666666666666666666666666668E-8,True,44.51675415,44.516754153645833333333333333333333333333333333333333333333333333333333333333335,3.645833333333333333333333333333333333333333333333333333333333333333335E-9,True,311.6172791,311.61727907552083333333333333333333333333333333333333333333333333333333333333335,2.447916666666666666666666666666666666666666666666666666666666666666665E-8,True,True
QP093A-0278,bound_composite_rows,positive,4,395.8663194,406.8626061,406.86260605000000000000000000000000000000000000000000000000000000000000000000001,4.999999999999999999999999999999999999999999999999999999999999999999999E-8,True,50.85782576,50.857825756250000000000000000000000000000000000000000000000000000000000000000001,3.749999999999999999999999999999999999999999999999999999999999999999999E-9,True,356.0047803,356.00478029375000000000000000000000000000000000000000000000000000000000000000001,6.24999999999999999999999999999999999999999999999999999999999999999999E-9,True,True
QP093A-0271,bound_composite_rows,neutral,0,387,387,387,0,True,48.375,48.375,0.000,True,338.625,338.625,0.000,True,True
QP093A-0200,bound_composite_rows,positive,1,1152,1160,1159.9999999999999999999999999999999999999999999999999999999999999999999999999999,1E-76,True,145,144.99999999999999999999999999999999999999999999999999999999999999999999999999999,1E-77,True,1015,1014.9999999999999999999999999999999999999999999999999999999999999999999999999999,1E-76,True,True
QP093A-0155,bound_composite_rows,positive,2,1512,1533,1533.0000000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,191.625,191.6250000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,1341.375,1341.375000000000000000000000000000000000000000000000000000000000000000000000000,0E-75,True,True
QP093A-0265,bound_composite_rows,negative,5,447.1239511,462.6490883,462.64908829097222222222222222222222222222222222222222222222222222222222222222221,9.02777777777777777777777777777777777777777777777777777777777777777779E-9,True,57.83113604,57.831136036371527777777777777777777777777777777777777777777777777777777777777776,3.628472222222222222222222222222222222222222222222222222222222222222224E-9,True,404.8179523,404.81795225460069444444444444444444444444444444444444444444444444444444444444444,4.539930555555555555555555555555555555555555555555555555555555555555556E-8,True,True
QP093A-0286,bound_composite_rows,positive,5,446.8760489,462.3925784,462.39257837569444444444444444444444444444444444444444444444444444444444444444443,2.430555555555555555555555555555555555555555555555555555555555555555557E-8,True,57.7990723,57.799072296961805555555555555555555555555555555555555555555555555555555555555554,3.038194444444444444444444444444444444444444444444444444444444444444446E-9,True,404.5935061,404.59350607873263888888888888888888888888888888888888888888888888888888888888888,2.126736111111111111111111111111111111111111111111111111111111111111112E-8,True,True
QP093A-0272,bound_composite_rows,negative,2,582.1403356,590.2256181,590.22561803888888888888888888888888888888888888888888888888888888888888888888890,6.111111111111111111111111111111111111111111111111111111111111111111110E-8,True,73.77820226,73.778202254861111111111111111111111111111111111111111111111111111111111111111112,5.138888888888888888888888888888888888888888888888888888888888888888888E-9,True,516.4474158,516.44741578402777777777777777777777777777777777777777777777777777777777777777779,1.597222222222222222222222222222222222222222222222222222222222222222221E-8,True,True
QP093A-0279,bound_composite_rows,positive,2,581.8596644,589.9410486,589.94104862777777777777777777777777777777777777777777777777777777777777777777778,2.777777777777777777777777777777777777777777777777777777777777777777778E-8,True,73.74263107,73.742631078472222222222222222222222222222222222222222222222222222222222222222222,8.472222222222222222222222222222222222222222222222222222222222222222222E-9,True,516.1984175,516.19841754930555555555555555555555555555555555555555555555555555555555555555556,4.930555555555555555555555555555555555555555555555555555555555555555556E-8,True,True
QP093A-0142,bound_composite_rows,negative,3,5454,5567.625,5567.6249999999999999999999999999999999999999999999999999999999999999999999999998,2E-76,True,695.953125,695.95312499999999999999999999999999999999999999999999999999999999999999999999998,2E-77,True,4871.671875,4871.6718749999999999999999999999999999999999999999999999999999999999999999999999,1E-76,True,True
QP093A-0190,bound_composite_rows,negative,3,4374,4465.125,4465.1249999999999999999999999999999999999999999999999999999999999999999999999999,1E-76,True,558.140625,558.14062499999999999999999999999999999999999999999999999999999999999999999999999,1E-77,True,3906.984375,3906.9843749999999999999999999999999999999999999999999999999999999999999999999999,1E-76,True,True
QP093A-0273,bound_composite_rows,negative,3,657.1188151,670.8087904,670.80879041458333333333333333333333333333333333333333333333333333333333333333331,1.458333333333333333333333333333333333333333333333333333333333333333331E-8,True,83.8510988,83.851098801822916666666666666666666666666666666666666666666666666666666666666664,1.822916666666666666666666666666666666666666666666666666666666666666664E-9,True,586.9576916,586.95769161276041666666666666666666666666666666666666666666666666666666666666665,1.276041666666666666666666666666666666666666666666666666666666666666665E-8,True,True
QP093A-0287,bound_composite_rows,positive,3,656.8811849,670.5662096,670.56620958541666666666666666666666666666666666666666666666666666666666666666664,1.458333333333333333333333333333333333333333333333333333333333333333336E-8,True,83.8207762,83.82077619817708333333333333333333333333333333333333333333333333333333333333333,1.82291666666666666666666666666666666666666666666666666666666666666667E-9,True,586.7454334,586.74543338723958333333333333333333333333333333333333333333333333333333333333331,1.276041666666666666666666666666666666666666666666666666666666666666669E-8,True,True
QP093A-0187,bound_composite_rows,positive,1,2136,2150.833333,2150.8333333333333333333333333333333333333333333333333333333333333333333333333332,3.333333333333333333333333333333333333333333333333333333333333333333332E-7,True,268.8541667,268.85416666666666666666666666666666666666666666666666666666666666666666666666665,3.333333333333333333333333333333333333333333333333333333333333333333335E-8,True,1881.979167,1881.9791666666666666666666666666666666666666666666666666666666666666666666666665,3.333333333333333333333333333333333333333333333333333333333333333333335E-7,True,True
QP093A-0280,bound_composite_rows,neutral,0,688,688,688,0,True,86,86,0,True,602,602,0,True,True
QP093A-0281,bound_composite_rows,negative,1,867.0731698,873.0945113,873.09451125694444444444444444444444444444444444444444444444444444444444444444441,4.305555555555555555555555555555555555555555555555555555555555555555559E-8,True,109.1368139,109.13681390711805555555555555555555555555555555555555555555555555555555555555555,7.11805555555555555555555555555555555555555555555555555555555555555555E-9,True,763.9576974,763.95769734982638888888888888888888888888888888888888888888888888888888888888886,5.017361111111111111111111111111111111111111111111111111111111111111114E-8,True,True
QP093A-0288,bound_composite_rows,positive,1,866.9268302,872.9471554,872.94715540972222222222222222222222222222222222222222222222222222222222222222218,9.72222222222222222222222222222222222222222222222222222222222222222218E-9,True,109.1183944,109.11839442621527777777777777777777777777777777777777777777777777777777777777777,2.621527777777777777777777777777777777777777777777777777777777777777777E-8,True,763.8287609,763.82876098350694444444444444444444444444444444444444444444444444444444444444441,8.350694444444444444444444444444444444444444444444444444444444444444441E-8,True,True
QP093A-0173,bound_composite_rows,negative,4,7524,7733,7733.0000000000000000000000000000000000000000000000000000000000000000000000000002,2E-76,True,966.625,966.62500000000000000000000000000000000000000000000000000000000000000000000000002,2E-77,True,6766.375,6766.3750000000000000000000000000000000000000000000000000000000000000000000000001,1E-76,True,True
QP093A-0289,bound_composite_rows,neutral,0,885.9375,885.9375,885.9375,0.0000,True,110.7421875,110.7421875,0E-7,True,775.1953125,775.1953125,0E-7,True,True
QP093A-0225,bound_composite_rows,positive,2,4032,4088,4088.0000000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,511,511.0000000000000000000000000000000000000000000000000000000000000000000000000000,0E-76,True,3577,3577.000000000000000000000000000000000000000000000000000000000000000000000000000,0E-75,True,True
