item,value,pass
sparc_galaxies,175,True
sparc_points,3391,True
median_outer_dark_fraction_v2,0.760699023482704,True
post_bb_envelope_supplied_pct_dark_residual,2.576714268055339,True
missing_after_pbh_envelope_pct_dark_residual,97.42328573194466,True
