scenario_id,lane,anchor,seed,p_level,geometry,atom_count,ledger_count,door,carrier_count,escape_only_count,dual_count,return_only_count,neither_count,reinforcer_count,canceller_count,neutral_count,total_power_proxy,incoherent_power_expectation,coherence_gain,coarse_power_proxy,fine_coarse_relative_error,sum_individual_delta_power,reinforcement_tolerance
REF_0025,REFERENCE_LOW_DRIVE,low_drive,910004,0,localized_ledger_cells,2268,14,final,252,221,31,0,0,141,111,0,34.528037966037054,2.860453578136365,12.070826189926377,33.86783592580472,0.01912075168828683,66.19562235393774,1.370160236747502e-13
REF_0026,REFERENCE_LOW_DRIVE,low_drive,910004,0,dispersed_slots,2268,14,final,252,209,0,0,43,136,116,0,2.8954991732728046,7.308487993324907,0.39618306494002087,2.842597776925264,0.01827021635366091,-1.5174896467792975,1.1490076084415893e-14
REF_0027,REFERENCE_LOW_DRIVE,low_drive,910004,1,localized_ledger_cells,3402,21,final,378,335,43,0,0,200,178,0,12.476366004404577,3.458155863713225,3.6078090450810305,12.221983697691721,0.02038913467455589,21.49457614509593,3.300625927091158e-14
REF_0028,REFERENCE_LOW_DRIVE,low_drive,910004,1,dispersed_slots,3402,21,final,378,327,1,1,49,188,190,0,2.490120578809016,8.716326189050013,0.28568464795836335,2.448563544507802,0.01668876385138345,-3.7360850314319807,6.58762057885983e-15
REF_0029,REFERENCE_LOW_DRIVE,low_drive,910004,2,localized_ledger_cells,5346,33,final,594,554,40,0,0,297,297,0,9.439459534295882,4.351752878180209,2.169116629215219,9.253942693150883,0.019653332955236514,14.527166190411554,1.5891346017333132e-14
REF_0030,REFERENCE_LOW_DRIVE,low_drive,910004,2,dispersed_slots,5346,33,final,594,544,3,2,45,299,295,0,2.8168410803122237,9.238720651850748,0.3048951458173962,2.7708770788954005,0.01631756996803259,-3.6050384912263027,4.7421567008623294e-15
REF_0031,REFERENCE_LOW_DRIVE,low_drive,910004,3,localized_ledger_cells,9072,56,final,1008,963,45,0,0,489,519,0,14.71517196849924,6.88949215799687,2.1358863078781263,14.416749057878048,0.02027994720415263,22.54085177900161,1.4598384889384166e-14
REF_0032,REFERENCE_LOW_DRIVE,low_drive,910004,3,dispersed_slots,9072,56,final,1008,951,13,3,41,516,492,0,6.536972718589226,12.48657634200873,0.5235200217850601,6.405359237562154,0.020133705109828922,0.5873690951697235,6.485091982727406e-15
REF_0129,REFERENCE_MIDDLE_DRIVE,middle_drive,910001,0,localized_ledger_cells,2268,14,discovery,252,227,25,0,0,155,97,0,142.65446456424667,18.12356738054207,7.871213297521336,139.7001927987124,0.020709283614490426,267.1853617479513,5.660891450962169e-13
REF_0130,REFERENCE_MIDDLE_DRIVE,middle_drive,910001,0,dispersed_slots,2268,14,discovery,252,213,0,2,37,133,119,0,33.501576236129935,25.51092298946526,1.3132247802231387,32.84943357426306,0.01946602921815867,41.49222948279459,1.3294276284178545e-13
