history_class,occurrence_count,occurrence_fraction,reinforcer_count,reinforcement_fraction,canceller_count,cancellation_fraction,neutral_count,median_delta_power_fraction,q10_delta_power_fraction,q90_delta_power_fraction,sum_delta_power,sum_individual_power
escape_only,49543,0.9248618578255675,25696,0.518660557495509,23847,0.48133944250449107,0,9.214280887210684e-05,-0.023185427922444737,0.02801014053308004,6696.335273149241,3708.19409749396
dual,1993,0.03720504778972521,1112,0.5579528349222278,881,0.4420471650777722,0,0.000845964535943647,-0.027392099715604697,0.052497124838735046,1323.1937508977214,162.23054424655408
return_only,60,0.0011200716845878136,40,0.6666666666666666,20,0.3333333333333333,0,0.0034284885475030632,-0.025123509043052373,0.046131428255477315,9.989673933169998,1.381338340105525
neither,1972,0.03681302270011948,1030,0.5223123732251521,942,0.4776876267748479,0,0.0004937875173523573,-0.06195641497577776,0.0661309741897645,83.16069363931226,342.4184088389712
