label,Z,N,recipes,minimum_cells,construction,reference_stable
Nb-84,41,43,147,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-85,41,44,140,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-86,41,45,133,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-87,41,46,127,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-88,41,47,120,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-89,41,48,114,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-90,41,49,108,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-91,41,50,102,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-92,41,51,96,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-93,41,52,91,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Nb-94,41,53,85,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-95,41,54,80,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-96,41,55,75,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-97,41,56,70,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-98,41,57,65,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-99,41,58,61,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-100,41,59,56,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-101,41,60,52,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-102,41,61,48,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-103,41,62,44,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-104,41,63,40,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-105,41,64,37,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-106,41,65,33,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-107,41,66,30,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-108,41,67,27,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-109,41,68,24,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb-110,41,69,21,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-85,42,43,161,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-86,42,44,154,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-87,42,45,147,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-88,42,46,140,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-89,42,47,133,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-90,42,48,127,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-91,42,49,120,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-92,42,50,114,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Mo-93,42,51,108,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-94,42,52,102,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Mo-95,42,53,96,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Mo-96,42,54,91,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Mo-97,42,55,85,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Mo-98,42,56,80,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Mo-99,42,57,75,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-100,42,58,70,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-101,42,59,65,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-102,42,60,61,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-103,42,61,56,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-104,42,62,52,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-105,42,63,48,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-106,42,64,44,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-107,42,65,40,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-108,42,66,37,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-109,42,67,33,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-110,42,68,30,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo-111,42,69,27,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-87,43,44,169,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-88,43,45,161,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-89,43,46,154,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-90,43,47,147,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-91,43,48,140,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-92,43,49,133,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-93,43,50,127,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-94,43,51,120,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-95,43,52,114,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-96,43,53,108,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-97,43,54,102,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-98,43,55,96,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-99,43,56,91,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-100,43,57,85,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-101,43,58,80,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-102,43,59,75,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-103,43,60,70,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-104,43,61,65,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-105,43,62,61,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-106,43,63,56,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-107,43,64,52,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-108,43,65,48,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-109,43,66,44,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-110,43,67,40,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-111,43,68,37,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-112,43,69,33,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-113,43,70,30,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc-114,43,71,27,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-89,44,45,176,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-90,44,46,169,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-91,44,47,161,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-92,44,48,154,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-93,44,49,147,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-94,44,50,140,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-95,44,51,133,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-96,44,52,127,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Ru-97,44,53,120,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-98,44,54,114,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Ru-99,44,55,108,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Ru-100,44,56,102,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Ru-101,44,57,96,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Ru-102,44,58,91,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Ru-103,44,59,85,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-104,44,60,80,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Ru-105,44,61,75,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-106,44,62,70,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-107,44,63,65,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-108,44,64,61,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-109,44,65,56,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-110,44,66,52,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-111,44,67,48,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-112,44,68,44,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-113,44,69,40,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-114,44,70,37,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-115,44,71,33,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-116,44,72,30,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru-117,44,73,27,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-92,45,47,176,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-93,45,48,169,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-94,45,49,161,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-95,45,50,154,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-96,45,51,147,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-97,45,52,140,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-98,45,53,133,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-99,45,54,127,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-100,45,55,120,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-101,45,56,114,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-102,45,57,108,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-103,45,58,102,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
Rh-104,45,59,96,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-105,45,60,91,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-106,45,61,85,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-107,45,62,80,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-108,45,63,75,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-109,45,64,70,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-110,45,65,65,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-111,45,66,61,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-112,45,67,56,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-113,45,68,52,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-114,45,69,48,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-115,45,70,44,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-116,45,71,40,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-117,45,72,37,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-118,45,73,33,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-119,45,74,30,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh-121,45,76,24,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-92,46,46,200,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-93,46,47,192,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-94,46,48,184,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-95,46,49,176,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-96,46,50,169,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-97,46,51,161,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-98,46,52,154,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-99,46,53,147,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-100,46,54,140,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-101,46,55,133,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd-102,46,56,127,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,True
