split,source,isotope,Z,N,A,N_minus_Z,m_measured_u,B_u,R,S,M,Theta,V,pairing_sign,z_residue_mod_R,intercept,bw_volume_A,bw_surface_A_to_two_thirds,bw_coulomb_ZZminus1_over_A_third,bw_asymmetry_NmZ_squared_over_A,bw_pairing_over_sqrt_A,sam_volume_A_over_SM,sam_surface_A23_over_RV,sam_coulomb_ZZminus1_over_A13_SMV,sam_asymmetry_NmZ2_over_A_STheta,sam_pairing_over_MsqrtA,sam_z_residue_over_RM,sam_abs_NmZ_over_AR,untyped_A,untyped_Z,untyped_N_minus_Z,untyped_ZZminus1,untyped_NmZ_squared,confidence_lane
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Ti-46,22,24,46,2,45.952626356,0.047373644,12,8,126,18,27,1,9,1.0,46.0,12.838232045991905,128.94050446191872,0.08695652173913043,0.14744195615489714,0.04563492063492063,0.0396241729814565,0.004737672856478495,0.0006038647342995169,0.0011701742551975963,0.005952380952380952,0.0036231884057971015,46.0,22.0,2.0,462.0,4.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Cr-52,24,28,52,4,51.940504714,0.059495286,12,8,126,18,27,1,11,1.0,52.0,13.93163953576523,147.88971199504633,0.3076923076923077,0.1386750490563073,0.051587301587301584,0.042998887456065525,0.005433925337854436,0.002136752136752137,0.0011005956274310101,0.007275132275132275,0.00641025641025641,52.0,24.0,4.0,552.0,16.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Mn-55,25,30,55,5,54.93804304,0.06195696,12,8,126,18,27,0,0,1.0,55.0,14.462447418811122,157.77215365975775,0.45454545454545453,0.0,0.054563492063492064,0.04463718339139235,0.00579703680407693,0.0031565656565656565,0.0,0.0,0.007575757575757576,55.0,25.0,5.0,600.0,25.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Co-59,27,32,59,5,58.933193524,0.066806476,12,8,126,18,27,0,2,1.0,59.0,15.155421094002051,180.32382386422782,0.423728813559322,0.0,0.05853174603174603,0.04677599103087053,0.0066256549038884414,0.0029425612052730696,0.0,0.0013227513227513227,0.007062146892655367,59.0,27.0,5.0,702.0,25.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Y-89,39,50,89,11,88.905838156,0.094161844,12,8,126,18,27,0,2,1.0,89.0,19.93394876854618,331.9338435391623,1.3595505617977528,0.0,0.0882936507936508,0.06152453323625364,0.012196275850204375,0.009441323345817728,0.0,0.0013227513227513227,0.010299625468164793,89.0,39.0,11.0,1482.0,121.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Zr-90,40,50,90,10,89.904698755,0.095301245,12,8,126,18,27,1,3,1.0,90.0,20.08298850246508,348.1051340427282,1.1111111111111112,0.10540925533894598,0.08928571428571429,0.06198453241501568,0.012790459069765146,0.007716049382716049,0.0008365813915789364,0.001984126984126984,0.009259259259259259,90.0,40.0,10.0,1560.0,100.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Ba-138,56,82,138,26,137.905247059,0.094752941,12,8,126,18,27,1,7,1.0,138.0,26.70459879545431,596.0156832608645,4.898550724637682,0.08512565307587486,0.13690476190476192,0.08242160122053799,0.02189945926149561,0.03401771336553945,0.0006756004212371021,0.004629629629629629,0.01570048309178744,138.0,56.0,26.0,3080.0,676.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Nd-142,60,82,142,22,141.907728824,0.092271176,12,8,126,18,27,1,11,1.0,142.0,27.218168369146653,678.537436808304,3.408450704225352,0.08391813582966891,0.14087301587301587,0.08400669249736621,0.024931563668735453,0.023669796557120502,0.0006660169510291184,0.007275132275132275,0.012910798122065728,142.0,60.0,22.0,3540.0,484.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Sm-152,62,90,152,28,151.919738646,0.080261354,12,8,126,18,27,1,1,1.0,152.0,28.48146943560797,708.6639302991407,5.157894736842105,0.08111071056538127,0.15079365079365079,0.08790576986298757,0.02603850419970388,0.035818713450292396,0.0006437357981379466,0.0006613756613756613,0.015350877192982455,152.0,62.0,28.0,3782.0,784.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Gd-158,64,94,158,30,157.9241112,0.0758888,12,8,126,18,27,1,3,1.0,158.0,29.226135354653636,745.8213781643259,5.69620253164557,0.079555728417573,0.15674603174603174,0.09020412146498036,0.02740378373619657,0.03955696202531646,0.0006313946699807381,0.001984126984126984,0.015822784810126583,158.0,64.0,30.0,4032.0,900.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Dy-162,66,96,162,30,161.926804507,0.073195493,12,8,126,18,27,1,5,1.0,162.0,29.717345240051635,786.9593276532194,5.555555555555555,0.07856742013183861,0.16071428571428573,0.09172020135818405,0.028915319211244097,0.038580246913580245,0.0006235509534272906,0.0033068783068783067,0.015432098765432098,162.0,66.0,30.0,4290.0,900.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Er-166,68,98,166,30,165.930301067,0.069698933,12,8,126,18,27,1,7,1.0,166.0,30.20452836208127,828.9869350460381,5.421686746987952,0.07761505257063328,0.16468253968253968,0.09322385296938664,0.030459543468769768,0.03765060240963856,0.0006159924807193118,0.004629629629629629,0.015060240963855422,166.0,68.0,30.0,4556.0,900.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Yb-172,70,102,172,32,171.936386654,0.063613346,12,8,126,18,27,1,9,1.0,172.0,30.92803284791408,868.5023177640991,5.953488372093023,0.07624928516630233,0.17063492063492064,0.09545689150590765,0.03191146082319588,0.041343669250646,0.0006051530568754154,0.005952380952380952,0.015503875968992248,172.0,70.0,32.0,4830.0,1024.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Hf-178,72,106,178,34,177.943708322,0.056291678,12,8,126,18,27,1,11,1.0,178.0,31.6431712450704,908.7634348584265,6.49438202247191,0.07495316889958614,0.1765873015873016,0.09766410878108148,0.033390778764639424,0.04509987515605493,0.0005948664198379852,0.007275132275132275,0.015917602996254682,178.0,72.0,34.0,5112.0,1156.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,W-184,74,110,184,36,183.95093318,0.04906682,12,8,126,18,27,1,1,1.0,184.0,32.35031759636025,949.7631285627073,7.043478260869565,0.07372097807744857,0.18253968253968253,0.09984665924802547,0.0348972342946321,0.04891304347826087,0.0005850871275987981,0.0006613756613756613,0.016304347826086956,184.0,74.0,36.0,5402.0,1296.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Os-190,76,114,190,38,189.958445442,0.041554558,12,8,126,18,27,1,3,1.0,190.0,33.0498176243004,991.4945287290122,7.6,0.07254762501100116,0.1884920634920635,0.10200560995154445,0.036430574982694454,0.05277777777777778,0.0005757748016746125,0.001984126984126984,0.016666666666666666,190.0,76.0,38.0,5700.0,1444.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Pt-194,78,116,194,38,193.962683498,0.037316502,12,8,126,18,27,1,5,1.0,194.0,33.51206218930888,1037.491987159738,7.443298969072165,0.07179581586177382,0.19246031746031747,0.10343229070774346,0.03812066384331783,0.05168957617411225,0.0005698080623950302,0.0033068783068783067,0.01632302405498282,194.0,78.0,38.0,6006.0,1444.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Hg-202,80,122,202,42,201.970643604,0.029356396,12,8,126,18,27,1,7,1.0,202.0,34.42713741084797,1077.126279388907,8.732673267326733,0.07035975447302918,0.2003968253968254,0.10625659694706163,0.03957695030088577,0.06064356435643564,0.000558410749785946,0.004629629629629629,0.017326732673267328,202.0,80.0,42.0,6320.0,1764.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,Pb-206,82,124,206,42,205.97446521,0.02553479,12,8,126,18,27,1,9,1.0,206.0,34.880134177302764,1124.630345658471,8.563106796116505,0.06967330142916177,0.20436507936507936,0.10765473511513199,0.04132239659238944,0.05946601941747573,0.0005529627097552521,0.005952380952380952,0.01699029126213592,206.0,82.0,42.0,6642.0,1764.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
test_cr241_holdout,09a_PARTICLE_MASS_CHAIN/CR241_REST_MASS_HOLDOUT_UNIQUENESS/CR241_holdout_predictions.csv,U-234,92,142,234,50,234.040950296,-0.040950296,12,8,126,18,27,1,7,1.0,234.0,37.97320363853009,1358.5968412896323,10.683760683760683,0.06537204504606134,0.23214285714285715,0.11720124579793237,0.0499190491361564,0.07419278252611586,0.0005188257543338202,0.004629629629629629,0.017806267806267807,234.0,92.0,50.0,8372.0,2500.0,CR241_HOLDOUT_NOT_IN_CR239_CR240_CURATED_SET
