source_id,path,role,sha256,bytes,used_as_computed_input
summary,C:\VS\sam_sim\artifacts\G750c_SOURCE_TO_FIELD_SIMULATOR_BRIDGE\G750c_summary.json,source_gate_summary,2644aeec4adc93d2b772313edbb6a6157d5438d896829ff98849d659933f8d20,1337,True
qa_ledger,C:\VS\sam_sim\artifacts\G750c_SOURCE_TO_FIELD_SIMULATOR_BRIDGE\G750c_qA_source_ledger.csv,qA_source_rows,d8651babe939ad2e220df2adf9a94d03b1bab2e5c86403873717365633a3200e,1257,True
particle_ledger,C:\VS\sam_sim\artifacts\G750c_SOURCE_TO_FIELD_SIMULATOR_BRIDGE\G750c_particle_route_ledger.csv,particle_route_rows,709a284e27a19cdfdabc51fbc64d2963fb89067631d265e25d22d5cef0edd29c,7924,True
wrong_controls,C:\VS\sam_sim\artifacts\G750c_SOURCE_TO_FIELD_SIMULATOR_BRIDGE\G750c_wrong_controls.csv,wrong_controls,6f1a75b415f032ab65614666bbf3a1a12a1ee06c4add7ed550cd45d5c20710d6,1068,True
