source_id,path,role,sha256,bytes
cr051_qc_carrier,C:\VS\The_Courtroom\12_QUANTUM_COMPUTING_AND_NETWORKING\CR051_QC_CARRIER_ENVELOPE_GATE_READOUT\CR051_summary.json,qc_carrier_envelope_gate_readout,e3a7aafb8404499168ff583e87fcf4ae6d3d6bc61b03d1a6b0fb7abae2287c77,886
cr054_qn_born,C:\VS\The_Courtroom\12_QUANTUM_COMPUTING_AND_NETWORKING\CR054_QN_BORN_SURFACE_AND_LETTER_SAFE_CORRECTION\CR054_summary.json,qn_born_surface_letter_safe_correction,b5046a1fb682b5bb8a59fec6c636a36cbc0df3f8ea00d620244cba3f36ef1a69,852
cr055_earth_a,C:\VS\The_Courtroom\12_QUANTUM_COMPUTING_AND_NETWORKING\CR055_QN_EARTH_A_AND_SEALED_BENCHMARK_MANIFEST\CR055_summary.json,earth_a_deployment_benchmark_surface,ee73a1e21e6e3bbf477a8a8dd70eeac1df8c42d3a3292f54e92a64bc3f6bcce6,771
cr058_branch,C:\VS\The_Courtroom\12_QUANTUM_COMPUTING_AND_NETWORKING\CR058_QC_QN_BRANCH_VERDICT\CR058_summary.json,prior_qc_qn_branch_verdict,ee55a40f336cf1c08b7057166b9f6703c189656689da0f7d20d4d774bb4f2196,2943
cr064a_particle,C:\VS\The_Courtroom\09a_PARTICLE_MASS_CHAIN\CR064a_PARTICLE_MASS_CHAIN_BRANCH_VERDICT\CR064a_summary.json,active_qp075_particle_mass_surface,a2af5df2dd3ac83cd131bb8a09913d806d0ba57db70942f53b232a892f0173e6,2886
cr103a_bounce_a,C:\VS\The_Courtroom\14_FOUNDATIONAL_TESTS\CR103a_BOUNCE_COST_AND_A_DEPENDENCE_APPEAL\CR103a_summary.json,bounce_cost_a_dependence_structural_lock,f4b95da7350c5ca36a1c29f89af8cfe808ce0c9915a2fab68317b6bcae978a9d,2158
cr103a_bounce_a_result,C:\VS\The_Courtroom\14_FOUNDATIONAL_TESTS\CR103a_BOUNCE_COST_AND_A_DEPENDENCE_APPEAL\CR103a_result.md,bounce_cost_formula_and_user_chain,fa1367a0005a9aeb3a12059404095e64b80a1698713d803b6058e8390f2d11ac,8993
cr201_source_field,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR201_SOURCE_TO_FIELD_SIMULATOR_BRIDGE\CR201_summary.json,qA_source_to_field_bridge,5846bb1dcca2cc54cf9e2f6f4c4f069f28d0a217eeb0168d6fb473848d5ca540,3241
cr209_topology,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR209_ELECTROWEAK_TOPOLOGY_EXTENSION\CR209_summary.json,resolved_parent_write_bounce_topology_extension,552dcbd38505ee92c8889654f853ee8e22c4e4b79e72807b95d015eb2ced4f85,6168
