row_index,candidate_id,bin,operator_class,route_combination,spin_or_hand_class,numeric_signature_key
108,QP093A-0181,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[3+3+6],fermion_baryon_half_write,bound_composite_rows|3+3+6|0|neutral|0|triadic_charge_axis|1944|positive_debit|depth=0|2430.00|-486.00|0|0|0
109,QP093A-0182,bound_composite_rows,OCTET_COMPOSITE,color_triad[3+3+8],fermion_baryon_half_write,bound_composite_rows|3+3+8|3|positive|2|triadic_charge_axis|2952|positive_debit|depth=3|0.3914930555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555|2951.608506944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|2992.603069540895061728395061728395061728395061728395061728395061728395061728395061728395061728395062|374.0753836926118827160493827160493827160493827160493827160493827160493827160493827160493827160493828|2618.527685848283179012345679012345679012345679012345679012345679012345679012345679012345679012345679
110,QP093A-0183,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[3+3+9],fermion_baryon_half_write,bound_composite_rows|3+3+9|0|neutral|0|triadic_charge_axis|3564|positive_debit|depth=0|4455.00|-891.00|0|0|0
111,QP093A-0184,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[3+3+12],fermion_baryon_half_write,bound_composite_rows|3+3+12|0|neutral|0|triadic_charge_axis|5832|positive_debit|depth=0|7290.00|-1458.00|0|0|0
112,QP093A-0185,bound_composite_rows,OCTET_COMPOSITE,color_triad[3+4+4],fermion_baryon_half_write,bound_composite_rows|3+4+4|3|neutral|0|triadic_charge_axis|1476|positive_debit|depth=3|0.9075520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|1475.092447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|1475.092447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|184.3865559895833333333333333333333333333333333333333333333333333333333333333333333333333333333333334|1290.705891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333334
113,QP093A-0186,bound_composite_rows,OCTET_COMPOSITE,color_triad[3+4+6],fermion_baryon_half_write,bound_composite_rows|3+4+6|3|negative|1|triadic_charge_axis|2196|negative_credit|depth=3|-0.1853298611111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110|2196.185329861111111111111111111111111111111111111111111111111111111111111111111111111111111111111111|2211.436616874035493827160493827160493827160493827160493827160493827160493827160493827160493827160493|276.4295771092544367283950617283950617283950617283950617283950617283950617283950617283950617283950616|1935.007039764781057098765432098765432098765432098765432098765432098765432098765432098765432098765431
114,QP093A-0188,bound_composite_rows,OCTET_COMPOSITE,color_triad[3+4+9],fermion_baryon_half_write,bound_composite_rows|3+4+9|3|negative|1|triadic_charge_axis|3816|negative_credit|depth=3|-0.3220486111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110|3816.322048611111111111111111111111111111111111111111111111111111111111111111111111111111111111111111|3842.824285059799382716049382716049382716049382716049382716049382716049382716049382716049382716049381|480.3530356324749228395061728395061728395061728395061728395061728395061728395061728395061728395061726|3362.471249427324459876543209876543209876543209876543209876543209876543209876543209876543209876543209
115,QP093A-0189,bound_composite_rows,OCTET_COMPOSITE,color_triad[3+4+12],fermion_baryon_half_write,bound_composite_rows|3+4+12|3|negative|1|triadic_charge_axis|6084|negative_credit|depth=3|-0.5134548611111111111111111111111111111111111111111111111111111111111111111111111111111111111111111109|6084.513454861111111111111111111111111111111111111111111111111111111111111111111111111111111111111111|6126.767020519868827160493827160493827160493827160493827160493827160493827160493827160493827160493824|765.845877564983603395061728395061728395061728395061728395061728395061728395061728395061728395061728|5360.921142954885223765432098765432098765432098765432098765432098765432098765432098765432098765432096
116,QP093A-0191,bound_composite_rows,OCTET_COMPOSITE,color_triad[3+6+8],fermion_baryon_half_write,bound_composite_rows|3+6+8|3|negative|1|triadic_charge_axis|3924|negative_credit|depth=3|-0.3311631944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444443|3924.331163194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|3951.583462938850308641975308641975308641975308641975308641975308641975308641975308641975308641975306|493.9479328673562885802469135802469135802469135802469135802469135802469135802469135802469135802469132|3457.635530071494020061728395061728395061728395061728395061728395061728395061728395061728395061728392
117,QP093A-0192,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[3+6+9],fermion_baryon_half_write,bound_composite_rows|3+6+9|0|negative|3|triadic_charge_axis|4536|negative_credit|depth=0|-2268.00|6804.00|6945.749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998|868.2187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998|6077.531249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
118,QP093A-0193,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[3+6+12],fermion_baryon_half_write,bound_composite_rows|3+6+12|0|negative|3|triadic_charge_axis|6804|negative_credit|depth=0|-3402.00|10206.00|10418.62500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|1302.32812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|9116.29687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
119,QP093A-0194,bound_composite_rows,OCTET_COMPOSITE,color_triad[3+8+8],fermion_baryon_half_write,bound_composite_rows|3+8+8|3|negative|3|triadic_charge_axis|4932|negative_credit|depth=3|-0.8919270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|4932.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333|5035.660508897569444444444444444444444444444444444444444444444444444444444444444444444444444444444442|629.4575636121961805555555555555555555555555555555555555555555555555555555555555555555555555555555552|4406.202945285373263888888888888888888888888888888888888888888888888888888888888888888888888888888886
120,QP093A-0195,bound_composite_rows,OCTET_COMPOSITE,color_triad[3+8+9],fermion_baryon_half_write,bound_composite_rows|3+8+9|3|negative|5|triadic_charge_axis|5544|negative_credit|depth=3|-1.537326388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|5545.537326388888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|5738.090705777391975308641975308641975308641975308641975308641975308641975308641975308641975308641974|717.2613382221739969135802469135802469135802469135802469135802469135802469135802469135802469135802468|5020.829367555217978395061728395061728395061728395061728395061728395061728395061728395061728395061728
121,QP093A-0196,bound_composite_rows,OCTET_COMPOSITE,color_triad[3+8+12],fermion_baryon_half_write,bound_composite_rows|3+8+12|3|negative|5|triadic_charge_axis|7812|negative_credit|depth=3|-2.166232638888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|7814.166232638888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|8085.491449049961419753086419753086419753086419753086419753086419753086419753086419753086419753086418|1010.686431131245177469135802469135802469135802469135802469135802469135802469135802469135802469135802|7074.805017918716242283950617283950617283950617283950617283950617283950617283950617283950617283950616
122,QP093A-0197,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[3+9+9],fermion_baryon_half_write,bound_composite_rows|3+9+9|0|negative|6|triadic_charge_axis|6156|negative_credit|depth=0|-4617.00|10773.00|11221.87500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|1402.73437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|9819.14062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
123,QP093A-0198,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[3+9+12],fermion_baryon_half_write,bound_composite_rows|3+9+12|0|negative|6|triadic_charge_axis|8424|negative_credit|depth=0|-6318.00|14742.00|15356.25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|1919.53125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|13436.7187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
124,QP093A-0199,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[3+12+12],fermion_baryon_half_write,bound_composite_rows|3+12+12|0|negative|9|triadic_charge_axis|10692|negative_credit|depth=0|-10692.00|21384.00|22720.500000|2840.062500|19880.437500
125,QP093A-0201,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+4+6],fermion_baryon_half_write,bound_composite_rows|4+4+6|3|neutral|0|triadic_charge_axis|2448|positive_debit|depth=3|1.505208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|2446.494791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|2446.494791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|305.8118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|2140.682942708333333333333333333333333333333333333333333333333333333333333333333333333333333333333334
126,QP093A-0202,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+4+8],fermion_baryon_half_write,bound_composite_rows|4+4+8|3|positive|2|triadic_charge_axis|3456|positive_debit|depth=3|0.4583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|3455.541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|3503.535300925925925925925925925925925925925925925925925925925925925925925925925925925925925925925927|437.9419126157407407407407407407407407407407407407407407407407407407407407407407407407407407407407409|3065.593388310185185185185185185185185185185185185185185185185185185185185185185185185185185185185186
127,QP093A-0203,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+4+9],fermion_baryon_half_write,bound_composite_rows|4+4+9|3|neutral|0|triadic_charge_axis|4068|positive_debit|depth=3|2.501302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|4065.498697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|4065.498697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|508.1873372395833333333333333333333333333333333333333333333333333333333333333333333333333333333333334|3557.311360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333334
128,QP093A-0204,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+4+12],fermion_baryon_half_write,bound_composite_rows|4+4+12|3|neutral|0|triadic_charge_axis|6336|positive_debit|depth=3|3.895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|6332.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|6332.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|791.5130208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|5540.591145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333334
129,QP093A-0205,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+6+6],fermion_baryon_half_write,bound_composite_rows|4+6+6|3|negative|2|triadic_charge_axis|3168|negative_credit|depth=3|-0.4201388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|3168.420138888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|3212.425974151234567901234567901234567901234567901234567901234567901234567901234567901234567901234568|401.553246768904320987654320987654320987654320987654320987654320987654320987654320987654320987654321|2810.872727382330246913580246913580246913580246913580246913580246913580246913580246913580246913580248
130,QP093A-0206,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[4+6+8],fermion_baryon_half_write,bound_composite_rows|4+6+8|0|neutral|0|triadic_charge_axis|4176|positive_debit|depth=0|5220.00|-1044.00|0|0|0
131,QP093A-0207,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+6+9],fermion_baryon_half_write,bound_composite_rows|4+6+9|3|negative|2|triadic_charge_axis|4788|negative_credit|depth=3|-0.6349826388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|4788.634982638888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|4855.143801842206790123456790123456790123456790123456790123456790123456790123456790123456790123456791|606.8929752302758487654320987654320987654320987654320987654320987654320987654320987654320987654320989|4248.250826611930941358024691358024691358024691358024691358024691358024691358024691358024691358024692
132,QP093A-0208,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+6+12],fermion_baryon_half_write,bound_composite_rows|4+6+12|3|negative|2|triadic_charge_axis|7056|negative_credit|depth=3|-0.9357638888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|7056.935763888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|7154.948760609567901234567901234567901234567901234567901234567901234567901234567901234567901234567902|894.3685950761959876543209876543209876543209876543209876543209876543209876543209876543209876543209878|6260.580165533371913580246913580246913580246913580246913580246913580246913580246913580246913580246914
133,QP093A-0209,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+8+8],fermion_baryon_half_write,bound_composite_rows|4+8+8|3|negative|2|triadic_charge_axis|5184|negative_credit|depth=3|-0.6875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001|5184.687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|5256.697048611111111111111111111111111111111111111111111111111111111111111111111111111111111111111112|657.087131076388888888888888888888888888888888888888888888888888888888888888888888888888888888888889|4599.609917534722222222222222222222222222222222222222222222222222222222222222222222222222222222222222
134,QP093A-0210,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[4+8+9],fermion_baryon_half_write,bound_composite_rows|4+8+9|0|negative|4|triadic_charge_axis|5796|negative_credit|depth=0|-3381.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|9177.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|9431.916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666669|1178.989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|8252.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333335
135,QP093A-0211,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[4+8+12],fermion_baryon_half_write,bound_composite_rows|4+8+12|0|negative|4|triadic_charge_axis|8064|negative_credit|depth=0|-4704.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|12768.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|13122.66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|1640.333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|11482.33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334
136,QP093A-0212,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+9+9],fermion_baryon_half_write,bound_composite_rows|4+9+9|3|negative|5|triadic_charge_axis|6408|negative_credit|depth=3|-1.776909722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|6409.776909722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|6632.338607976466049382716049382716049382716049382716049382716049382716049382716049382716049382716048|829.042325997058256172839506172839506172839506172839506172839506172839506172839506172839506172839506|5803.296281979407793209876543209876543209876543209876543209876543209876543209876543209876543209876542
137,QP093A-0213,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+9+12],fermion_baryon_half_write,bound_composite_rows|4+9+12|3|negative|5|triadic_charge_axis|8676|negative_credit|depth=3|-2.405815972222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|8678.405815972222222222222222222222222222222222222222222222222222222222222222222222222222222222222222|8979.739351249035493827160493827160493827160493827160493827160493827160493827160493827160493827160492|1122.467418906129436728395061728395061728395061728395061728395061728395061728395061728395061728395062|7857.27193234290605709876543209876543209876543209876543209876543209876543209876543209876543209876543
138,QP093A-0214,bound_composite_rows,OCTET_COMPOSITE,color_triad[4+12+12],fermion_baryon_half_write,bound_composite_rows|4+12+12|3|negative|8|triadic_charge_axis|10944|negative_credit|depth=3|-4.618055555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|10948.61805555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|11556.87461419753086419753086419753086419753086419753086419753086419753086419753086419753086419753087|1444.609326774691358024691358024691358024691358024691358024691358024691358024691358024691358024691359|10112.26528742283950617283950617283950617283950617283950617283950617283950617283950617283950617283951
139,QP093A-0215,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[6+6+6],fermion_baryon_half_write,bound_composite_rows|6+6+6|0|neutral|0|triadic_charge_axis|3888|positive_debit|depth=0|4860.00|-972.00|0|0|0
140,QP093A-0216,bound_composite_rows,OCTET_COMPOSITE,color_triad[6+6+8],fermion_baryon_half_write,bound_composite_rows|6+6+8|3|positive|2|triadic_charge_axis|4896|positive_debit|depth=3|0.6493055555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|4895.350694444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|4963.341676311728395061728395061728395061728395061728395061728395061728395061728395061728395061728395|620.4177095389660493827160493827160493827160493827160493827160493827160493827160493827160493827160494|4342.923966772762345679012345679012345679012345679012345679012345679012345679012345679012345679012345
141,QP093A-0217,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[6+6+9],fermion_baryon_half_write,bound_composite_rows|6+6+9|0|neutral|0|triadic_charge_axis|5508|positive_debit|depth=0|6885.00|-1377.00|0|0|0
142,QP093A-0218,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[6+6+12],fermion_baryon_half_write,bound_composite_rows|6+6+12|0|neutral|0|triadic_charge_axis|7776|positive_debit|depth=0|9720.00|-1944.00|0|0|0
143,QP093A-0219,bound_composite_rows,OCTET_COMPOSITE,color_triad[6+8+8],fermion_baryon_half_write,bound_composite_rows|6+8+8|3|neutral|0|triadic_charge_axis|5904|positive_debit|depth=3|3.630208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|5900.369791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|5900.369791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|737.5462239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|5162.823567708333333333333333333333333333333333333333333333333333333333333333333333333333333333333334
144,QP093A-0220,bound_composite_rows,OCTET_COMPOSITE,color_triad[6+8+9],fermion_baryon_half_write,bound_composite_rows|6+8+9|3|negative|2|triadic_charge_axis|6516|negative_credit|depth=3|-0.8641493055555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|6516.864149305555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|6607.376151379243827160493827160493827160493827160493827160493827160493827160493827160493827160493828|825.9220189224054783950617283950617283950617283950617283950617283950617283950617283950617283950617285|5781.45413245683834876543209876543209876543209876543209876543209876543209876543209876543209876543210
145,QP093A-0221,bound_composite_rows,OCTET_COMPOSITE,color_triad[6+8+12],fermion_baryon_half_write,bound_composite_rows|6+8+12|3|negative|2|triadic_charge_axis|8784|negative_credit|depth=3|-1.164930555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|8785.164930555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556|8907.181110146604938271604938271604938271604938271604938271604938271604938271604938271604938271604940|1113.397638768325617283950617283950617283950617283950617283950617283950617283950617283950617283950618|7793.783471378279320987654320987654320987654320987654320987654320987654320987654320987654320987654322
146,QP093A-0222,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[6+9+9],fermion_baryon_half_write,bound_composite_rows|6+9+9|0|negative|3|triadic_charge_axis|7128|negative_credit|depth=0|-3564.00|10692.00|10914.75000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|1364.34375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|9550.40625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
147,QP093A-0223,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[6+9+12],fermion_baryon_half_write,bound_composite_rows|6+9+12|0|negative|3|triadic_charge_axis|9396|negative_credit|depth=0|-4698.00|14094.00|14387.62500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|1798.45312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|12589.1718750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
148,QP093A-0224,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[6+12+12],fermion_baryon_half_write,bound_composite_rows|6+12+12|0|negative|6|triadic_charge_axis|11664|negative_credit|depth=0|-8748.00|20412.00|21262.50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001|2657.812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001|18604.68750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
149,QP093A-0226,bound_composite_rows,OCTET_COMPOSITE,color_triad[8+8+9],fermion_baryon_half_write,bound_composite_rows|8+8+9|3|neutral|0|triadic_charge_axis|7524|positive_debit|depth=3|4.626302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|7519.373697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|7519.373697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|939.9217122395833333333333333333333333333333333333333333333333333333333333333333333333333333333333334|6579.451985677083333333333333333333333333333333333333333333333333333333333333333333333333333333333334
150,QP093A-0227,bound_composite_rows,OCTET_COMPOSITE,color_triad[8+8+12],fermion_baryon_half_write,bound_composite_rows|8+8+12|3|neutral|0|triadic_charge_axis|9792|positive_debit|depth=3|6.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334|9785.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|9785.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|1223.247395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333|8562.731770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333334
151,QP093A-0228,bound_composite_rows,OCTET_COMPOSITE,color_triad[8+9+9],fermion_baryon_half_write,bound_composite_rows|8+9+9|3|negative|1|triadic_charge_axis|8136|negative_credit|depth=3|-0.6866319444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444442|8136.686631944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|8193.191400221836419753086419753086419753086419753086419753086419753086419753086419753086419753086416|1024.148925027729552469135802469135802469135802469135802469135802469135802469135802469135802469135802|7169.042475194106867283950617283950617283950617283950617283950617283950617283950617283950617283950614
152,QP093A-0229,bound_composite_rows,OCTET_COMPOSITE,color_triad[8+9+12],fermion_baryon_half_write,bound_composite_rows|8+9+12|3|negative|1|triadic_charge_axis|10404|negative_credit|depth=3|-0.8780381944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444442|10404.87803819444444444444444444444444444444444444444444444444444444444444444444444444444444444444444|10477.13413568190586419753086419753086419753086419753086419753086419753086419753086419753086419753086|1309.641766960238233024691358024691358024691358024691358024691358024691358024691358024691358024691358|9167.492368721667631172839506172839506172839506172839506172839506172839506172839506172839506172839502
153,QP093A-0230,bound_composite_rows,OCTET_COMPOSITE,color_triad[8+12+12],fermion_baryon_half_write,bound_composite_rows|8+12+12|3|negative|4|triadic_charge_axis|12672|negative_credit|depth=3|-2.902777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777|12674.90277777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778|13026.98341049382716049382716049382716049382716049382716049382716049382716049382716049382716049382717|1628.372926311728395061728395061728395061728395061728395061728395061728395061728395061728395061728396|11398.61048418209876543209876543209876543209876543209876543209876543209876543209876543209876543209877
154,QP093A-0231,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[9+9+9],fermion_baryon_half_write,bound_composite_rows|9+9+9|0|neutral|0|triadic_charge_axis|8748|positive_debit|depth=0|10935.00|-2187.00|0|0|0
155,QP093A-0232,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[9+9+12],fermion_baryon_half_write,bound_composite_rows|9+9+12|0|neutral|0|triadic_charge_axis|11016|positive_debit|depth=0|13770.00|-2754.00|0|0|0
156,QP093A-0233,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[9+12+12],fermion_baryon_half_write,bound_composite_rows|9+12+12|0|negative|3|triadic_charge_axis|13284|negative_credit|depth=0|-6642.00|19926.00|20341.12499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|2542.640624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|17798.48437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
157,QP093A-0234,bound_composite_rows,GROUND_BARYON_3BODY,color_triad[12+12+12],fermion_baryon_half_write,bound_composite_rows|12+12+12|0|neutral|0|triadic_charge_axis|15552|positive_debit|depth=0|19440.00|-3888.00|0|0|0
158,QP093A-0242,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[1|anti12],boson_integer_write,unstable_resonance_rows|1+12|3|negative|11|pair_charge_axis|177|negative_credit|depth=3|-0.1002965856481481481481481481481481481481481481481481481481481481481481481481481481481481481481481482|177.1002965856481481481481481481481481481481481481481481481481481481481481481481481481481481481481481|190.6287914637184927983539094650205761316872427983539094650205761316872427983539094650205761316872428|23.82859893296481159979423868312757201646090534979423868312757201646090534979423868312757201646090535|166.8001925307536811985596707818930041152263374485596707818930041152263374485596707818930041152263375
159,QP093A-0250,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[2|anti12],boson_integer_write,unstable_resonance_rows|2+12|3|negative|10|pair_charge_axis|318|negative_credit|depth=3|-0.1648582175925925925925925925925925925925925925925925925925925925925925925925925925925925925925925926|318.1648582175925925925925925925925925925925925925925925925925925925925925925925925925925925925925926|340.2596400382587448559670781893004115226337448559670781893004115226337448559670781893004115226337447|42.53245500478234310699588477366255144032921810699588477366255144032921810699588477366255144032921809|297.7271850334764017489711934156378600823045267489711934156378600823045267489711934156378600823045266
160,QP093A-0258,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[3|anti12],boson_integer_write,unstable_resonance_rows|3+12|3|negative|9|pair_charge_axis|459|negative_credit|depth=3|-0.2158203125|459.2158203125|487.91680908203125|60.98960113525390625|426.92720794677734375
161,QP093A-0266,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[4|anti12],boson_integer_write,unstable_resonance_rows|4+12|3|negative|8|pair_charge_axis|600|negative_credit|depth=3|-0.2531828703703703703703703703703703703703703703703703703703703703703703703703703703703703703703703704|600.2531828703703703703703703703703703703703703703703703703703703703703703703703703703703703703703704|633.6005819187242798353909465020576131687242798353909465020576131687242798353909465020576131687242801|79.20007273984053497942386831275720164609053497942386831275720164609053497942386831275720164609053501|554.4005091788837448559670781893004115226337448559670781893004115226337448559670781893004115226337451
162,QP093A-0274,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[6|anti12],boson_integer_write,unstable_resonance_rows|6+12|3|negative|6|pair_charge_axis|882|negative_credit|depth=3|-0.2871093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|882.2871093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|919.0490722656250000000000000000000000000000000000000000000000000000000000000000000000000000000000003|114.8811340332031250000000000000000000000000000000000000000000000000000000000000000000000000000000000|804.1679382324218750000000000000000000000000000000000000000000000000000000000000000000000000000000002
163,QP093A-0282,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[8|anti12],boson_integer_write,unstable_resonance_rows|8+12|3|negative|4|pair_charge_axis|1164|negative_credit|depth=3|-0.2666377314814814814814814814814814814814814814814814814814814814814814814814814814814814814814814815|1164.266637731481481481481481481481481481481481481481481481481481481481481481481481481481481481481481|1196.607377668467078189300411522633744855967078189300411522633744855967078189300411522633744855967078|149.5759222085583847736625514403292181069958847736625514403292181069958847736625514403292181069958848|1047.031455459908693415637860082304526748971193415637860082304526748971193415637860082304526748971193
164,QP093A-0290,unstable_resonance_rows,OCTET_COMPOSITE,pair_write[9|anti12],boson_integer_write,unstable_resonance_rows|9+12|3|negative|3|pair_charge_axis|1305|negative_credit|depth=3|-0.2360026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667|1305.236002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666667|1332.428419325086805555555555555555555555555555555555555555555555555555555555555555555555555555555555|166.5535524156358506944444444444444444444444444444444444444444444444444444444444444444444444444444444|1165.874866909450954861111111111111111111111111111111111111111111111111111111111111111111111111111111
