phase5_table,exists,observed_sha256,nine_manifest_sha256,hash_match_against_09,status
phase4_tables/phase5_isotope_seed_identity_v1.csv,True,d379ea43232299f1847010839ef162e0cb3e9a63def5f078c74d1587ec9ee195,d379ea43232299f1847010839ef162e0cb3e9a63def5f078c74d1587ec9ee195,True,hash_match_09
phase4_tables/phase5_symmetric_isotope_seed_mass_v1.csv,True,e3526401c6a6c57c7e0526ea5478c17ea000aa932038e85fe89538fcc35deb93,e3526401c6a6c57c7e0526ea5478c17ea000aa932038e85fe89538fcc35deb93,True,hash_match_09
phase4_tables/phase5_neutron_excess_binding_depth_lanes_v1.csv,True,4aa7e10bbc986c18d1c3d0e990f802fdda360603e3de8bbee4b0225be1684f61,4aa7e10bbc986c18d1c3d0e990f802fdda360603e3de8bbee4b0225be1684f61,True,hash_match_09
phase4_tables/phase5_numeric_deltaN_binding_mass_v1.csv,True,4b39e18f8b4f350c11837db5b90e47fca5ecfcf56d40c81075634bdbf9898b13,4b39e18f8b4f350c11837db5b90e47fca5ecfcf56d40c81075634bdbf9898b13,True,hash_match_09
phase4_tables/phase5_isotope_roster_stability_lanes_v1.csv,True,8c5ff6e572fee317dbf608508c1d669d9d07747fb6fa36f2c56903672c74a4c9,8c5ff6e572fee317dbf608508c1d669d9d07747fb6fa36f2c56903672c74a4c9,True,hash_match_09
phase4_tables/phase5_isotope_neighbor_ladder_v1.csv,True,926fd481584bc5a961833a2b215de1e12c59e0a95e9f24aaee6ad7c31dd78add,926fd481584bc5a961833a2b215de1e12c59e0a95e9f24aaee6ad7c31dd78add,True,hash_match_09
phase4_tables/phase5_freeze_summary.csv,True,cf5476cc6770ea3ca6dd0a1fccf5fecb9287b09078f1f66134fb21f284ca4049,cf5476cc6770ea3ca6dd0a1fccf5fecb9287b09078f1f66134fb21f284ca4049,True,hash_match_09
phase4_tables/phase5_sealed_prediction_manifest.csv,True,19781d97b1008b3b1a1d030c64f37ab8ad7e55b7127cc75b72a0ab2792f697c3,19781d97b1008b3b1a1d030c64f37ab8ad7e55b7127cc75b72a0ab2792f697c3,True,hash_match_09
phase4_tables/phase5_sealed_hash_manifest.csv,True,4461edd2fea795fa84ea20c1c230005f8eaae968ed11640196850f29bc28a273,4461edd2fea795fa84ea20c1c230005f8eaae968ed11640196850f29bc28a273,True,hash_match_09
