qp_id,source_files_scanned,engine_hit_count,doc_mention_count,exemplar_engine_file,exemplar_engine_line,status
qp049,1,0,0,,,clean
qp050,1,0,0,,,clean
qp051,1,0,0,,,clean
qp052,1,0,0,,,clean
qp053,1,0,0,,,clean
qp054,1,0,0,,,clean
qp055,1,0,0,,,clean
qp056,1,0,0,,,clean
qp057,1,0,0,,,clean
qp058,1,0,0,,,clean
qp059,1,0,0,,,clean
qp060,1,0,0,,,clean
