element_closure_id,Z,proton_count,neutron_count_primary,electron_count,native_element_capacity,radix_cycle,radix_slot,shell_period,shell_capacity,shell_occupancy,shell_status,electron_shell_status,nuclear_closure_status,neutral_atom_closure_status,primary_isotope_id,isotope_closure_rows,qA_total_primary,tensor_carrier_support_primary,retained_write_support_primary,matter_row_allowed,natural_synthetic_boundary_status,known_match,known_match_role,promotion_status,latest_table_layer,periodic_table_scope,known_label_status,latest_export_source,courtroom_table_layer,vault_reveal_status,vault_identity,known_identity_label,known_symbol,known_name,identity_assignment_role,known_label_used_as_construction_input,vault_reveal_source
QP094A-EZ027,27,27,31,27,126,3,3,3,18,17,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ027N031-FLOOR_PRIMARY,2,2002.156249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,250.2695312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1751.886718749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Co|Cobalt|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Co Cobalt,Co Cobalt,Co,Cobalt,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ028,28,28,32,28,126,3,4,3,18,18,CLOSED_SHELL,FILLED_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ028N032-FLOOR_PRIMARY,2,2076.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,259.5364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1816.755208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Ni|Nickel|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Ni Nickel,Ni Nickel,Ni,Nickel,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ029,29,29,33,29,126,3,5,4,32,1,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ029N033-FLOOR_PRIMARY,2,2150.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,268.8033854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1881.623697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Cu|Copper|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Cu Copper,Cu Copper,Cu,Copper,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ030,30,30,35,30,126,3,6,4,32,2,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ030N035-FLOOR_PRIMARY,1,2224.687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,278.0859374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1946.601562499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Zn|Zinc|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Zn Zinc,Zn Zinc,Zn,Zinc,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ031,31,31,36,31,126,3,7,4,32,3,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ031N036-FLOOR_PRIMARY,2,2298.822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,287.3528645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2011.470052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Ga|Gallium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Ga Gallium,Ga Gallium,Ga,Gallium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ032,32,32,37,32,126,3,8,4,32,4,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ032N037-FLOOR_PRIMARY,2,2372.958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,296.6197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2076.338541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Ge|Germanium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Ge Germanium,Ge Germanium,Ge,Germanium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ033,33,33,38,33,126,3,9,4,32,5,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ033N038-FLOOR_PRIMARY,2,2447.093749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,305.8867187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2141.207031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,As|Arsenic|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,As Arsenic,As Arsenic,As,Arsenic,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ034,34,34,39,34,126,3,10,4,32,6,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ034N039-FLOOR_PRIMARY,2,2521.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,315.1536458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2206.075520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Se|Selenium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Se Selenium,Se Selenium,Se,Selenium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ035,35,35,40,35,126,3,11,4,32,7,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ035N040-FLOOR_PRIMARY,2,2595.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,324.4205729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2270.944010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Br|Bromine|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Br Bromine,Br Bromine,Br,Bromine,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ036,36,36,42,36,126,3,12,4,32,8,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ036N042-FLOOR_PRIMARY,1,2669.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,333.7031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2335.921874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Kr|Krypton|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Kr Krypton,Kr Krypton,Kr,Krypton,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ037,37,37,46,37,126,4,1,4,32,9,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ037N046-FLOOR_PRIMARY,2,2744.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,343.0169270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2401.118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Rb|Rubidium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Rb Rubidium,Rb Rubidium,Rb,Rubidium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ038,38,38,47,38,126,4,2,4,32,10,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ038N047-FLOOR_PRIMARY,2,2818.270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,352.2838541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2465.986979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Sr|Strontium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Sr Strontium,Sr Strontium,Sr,Strontium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ039,39,39,48,39,126,4,3,4,32,11,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ039N048-FLOOR_PRIMARY,2,2892.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,361.5507812499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2530.855468749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Y|Yttrium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Y Yttrium,Y Yttrium,Y,Yttrium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ040,40,40,50,40,126,4,4,4,32,12,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ040N050-FLOOR_PRIMARY,1,2966.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,370.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2595.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Zr|Zirconium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Zr Zirconium,Zr Zirconium,Zr,Zirconium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ041,41,41,51,41,126,4,5,4,32,13,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ041N051-FLOOR_PRIMARY,2,3040.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,380.1002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2660.701822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Nb|Niobium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Nb Niobium,Nb Niobium,Nb,Niobium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ042,42,42,52,42,126,4,6,4,32,14,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ042N052-FLOOR_PRIMARY,2,3114.937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,389.3671874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2725.570312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Mo|Molybdenum|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Mo Molybdenum,Mo Molybdenum,Mo,Molybdenum,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ043,43,43,53,43,126,4,7,4,32,15,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ043N053-FLOOR_PRIMARY,2,3189.072916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,398.6341145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2790.438802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_LONG_LIVED_HOLE_DOWNSTREAM,Tc|Technetium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Tc Technetium,Tc Technetium,Tc,Technetium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ044,44,44,55,44,126,4,8,4,32,16,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ044N055-FLOOR_PRIMARY,1,3263.333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,407.9166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2855.416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Ru|Ruthenium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Ru Ruthenium,Ru Ruthenium,Ru,Ruthenium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ045,45,45,56,45,126,4,9,4,32,17,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ045N056-FLOOR_PRIMARY,2,3337.468749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,417.1835937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2920.285156249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Rh|Rhodium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Rh Rhodium,Rh Rhodium,Rh,Rhodium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ046,46,46,57,46,126,4,10,4,32,18,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ046N057-FLOOR_PRIMARY,2,3411.604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,426.4505208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,2985.153645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Pd|Palladium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Pd Palladium,Pd Palladium,Pd,Palladium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ047,47,47,58,47,126,4,11,4,32,19,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ047N058-FLOOR_PRIMARY,2,3485.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,435.7174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,3050.022135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Ag|Silver|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Ag Silver,Ag Silver,Ag,Silver,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ048,48,48,60,48,126,4,12,4,32,20,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ048N060-FLOOR_PRIMARY,1,3559.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,444.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3114.999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Cd|Cadmium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Cd Cadmium,Cd Cadmium,Cd,Cadmium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ049,49,49,65,49,126,5,1,4,32,21,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ049N065-FLOOR_PRIMARY,2,3634.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,454.3294270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,3180.305989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,In|Indium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,In Indium,In Indium,In,Indium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ050,50,50,66,50,126,5,2,4,32,22,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ050N066-FLOOR_PRIMARY,2,3708.770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,463.5963541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,3245.174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Sn|Tin|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Sn Tin,Sn Tin,Sn,Tin,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ051,51,51,68,51,126,5,3,4,32,23,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ051N068-FLOOR_PRIMARY,1,3783.031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,472.8789062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3310.152343749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Sb|Antimony|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Sb Antimony,Sb Antimony,Sb,Antimony,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ052,52,52,69,52,126,5,4,4,32,24,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ052N069-FLOOR_PRIMARY,2,3857.166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,482.1458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,3375.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,Te|Tellurium|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,Te Tellurium,Te Tellurium,Te,Tellurium,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP094A-EZ053,53,53,70,53,126,5,5,4,32,25,OPEN_SHELL,PARTIAL_ELECTRON_SHELL_CLOSURE,CLOSED_ELEMENT_FAMILY_WRITE,CLOSED_NEUTRAL_ATOM_WRITE,QP094A-IZ053N070-FLOOR_PRIMARY,2,3931.302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,491.4127604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,3439.889322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,yes,KNOWN_NATURAL_SURFACE_DOWNSTREAM,I|Iodine|downstream_only,DOWNSTREAM_ONLY,ELEMENT_FAMILY_ALLOWED_AFTER_NUCLEAR_ATOMIC_CLOSURE,native_periodic_element_family,SAM_NATIVE_126_ELEMENT_FAMILY,KNOWN_Z_DOWNSTREAM,QP094A,periodic,REVEALED_KNOWN_DOWNSTREAM_LABEL,I Iodine,I Iodine,I,Iodine,downstream_only,no,CR119_DOWNSTREAM_ONLY_REVEAL
