ledger_instance_id,starbreaker_cell_id,slot_index,w9_block,k18_channel,dimension,side,route,h27_rank,h27_address,qp_template_id,qp_source_row_id,qp_template_class,qp_partition_labels,decoded_content_points,relation_geometry,native_signature_id,payload_status,binding_role,authority,source_hashes
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,57,3,3,0,1,9,EDGE,"[0,-1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,58,3,4,1,0,10,EDGE,"[0,-1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,59,3,5,2,1,11,EDGE,"[0,-1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,60,3,6,0,0,0,POINT,"[0,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,61,3,7,1,1,1,POINT,"[0,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,62,3,8,2,0,2,POINT,"[0,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,63,3,9,0,1,3,POINT,"[0,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,64,3,10,1,0,4,POINT,"[0,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,65,3,11,2,1,5,POINT,"[0,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,66,3,12,0,0,6,EDGE,"[0,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,67,3,13,1,1,7,EDGE,"[0,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,68,3,14,2,0,8,EDGE,"[0,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,69,3,15,0,1,9,EDGE,"[0,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,70,3,16,1,0,10,EDGE,"[0,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,71,3,17,2,1,11,EDGE,"[0,-1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,72,4,0,0,0,0,POINT,"[0,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,73,4,1,1,1,1,POINT,"[0,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,74,4,2,2,0,2,POINT,"[0,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,75,4,3,0,1,3,POINT,"[0,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,76,4,4,1,0,4,POINT,"[0,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,77,4,5,2,1,5,POINT,"[0,0,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,78,4,6,0,0,6,CELL,"[0,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,79,4,7,1,1,7,CELL,"[0,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,80,4,8,2,0,8,CELL,"[0,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,81,4,9,0,1,9,CELL,"[0,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,82,4,10,1,0,10,CELL,"[0,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,83,4,11,2,1,11,CELL,"[0,0,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,84,4,12,0,0,0,POINT,"[0,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,85,4,13,1,1,1,POINT,"[0,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,86,4,14,2,0,2,POINT,"[0,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,87,4,15,0,1,3,POINT,"[0,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,88,4,16,1,0,4,POINT,"[0,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,89,4,17,2,1,5,POINT,"[0,0,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,90,5,0,0,0,6,EDGE,"[0,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,91,5,1,1,1,7,EDGE,"[0,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,92,5,2,2,0,8,EDGE,"[0,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,93,5,3,0,1,9,EDGE,"[0,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,94,5,4,1,0,10,EDGE,"[0,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,95,5,5,2,1,11,EDGE,"[0,1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,96,5,6,0,0,0,POINT,"[0,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,97,5,7,1,1,1,POINT,"[0,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,98,5,8,2,0,2,POINT,"[0,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,99,5,9,0,1,3,POINT,"[0,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,100,5,10,1,0,4,POINT,"[0,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,101,5,11,2,1,5,POINT,"[0,1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,102,5,12,0,0,6,EDGE,"[0,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,103,5,13,1,1,7,EDGE,"[0,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,104,5,14,2,0,8,EDGE,"[0,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,105,5,15,0,1,9,EDGE,"[0,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,106,5,16,1,0,10,EDGE,"[0,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,107,5,17,2,1,11,EDGE,"[0,1,1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,108,6,0,0,0,0,FACE,"[1,-1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,109,6,1,1,1,1,FACE,"[1,-1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,110,6,2,2,0,2,FACE,"[1,-1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,111,6,3,0,1,3,FACE,"[1,-1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,112,6,4,1,0,4,FACE,"[1,-1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,113,6,5,2,1,5,FACE,"[1,-1,-1]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,114,6,6,0,0,6,EDGE,"[1,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,115,6,7,1,1,7,EDGE,"[1,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
LEDGER_PROTOTYPE_001,SB_CELL_PROTOTYPE_001,116,6,8,2,0,8,EDGE,"[1,-1,0]",,,,,,,,,UNASSIGNED,CR210d_ADDRESS_ONLY__QP_PHYSICAL_INCIDENCE_OPEN,"{""cr210d"":""010aa10f47184f0ef84db2e9b2e8118df6ee3f9ddc4b875e5672cac89179dfdc"",""qp_grammar"":""44683621a7c6c027fdce10cc1124e53ff488dae3d18383ce20565b54d74d88f0""}"
