qp_template_id,qp_source_row_id,qp_template_class,qp_partition_labels,charge_orientation,closure_depth,native_signature_id,payload_status,source_disposition,source_stability,source_closure
TPL_6771a30ae7971bb9009cede0,TOK_1ab550c65b387ef89af07ae5,TRIAD,8|9|12,negative,3,TYPEDRAW_04364dde7b9fcf4236e2f2fb,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_67cd23a80259abb00c870de8,TOK_e678e685f4f2d76f8e5a06f8,TRIAD,1|3|4,negative,3,TYPEDRAW_d49273ea1061131ffea68702,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_67d59720f0c2e8ebb0802615,TOK_fddd6eb6eec240cd2f3bbd0f,TRIAD,1|1|8,positive,3,TYPEDRAW_1745bac8774e7db079e7e46c,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_683262242daf8d2a3d9b0200,TOK_98b8f620e4f22899a2fa884d,PAIR,12|6,positive,3,TYPEDRAW_848617c5fefaddb5dd31af24,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_PAIR_WRITE
TPL_6aa7a3010e1a90d2de7d5ed3,TOK_60875c93b77925ff04b55f8e,TRIAD,1|4|6,negative,3,TYPEDRAW_07f7132869add3d1e724337d,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_6ae0251d60484ed4ccbc4597,TOK_4f1b47806217cc562c160dbb,TRIAD,2|12|12,negative,3,TYPEDRAW_81ecb1b5f8fbf64cd0285ce3,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_6ae303ecf68157518ca813ee,TOK_e4fbad0a149b5a25f152f7ec,TRIAD,4|9|12,negative,3,TYPEDRAW_278fdc0b88f8c84405042757,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_6c5563a95cba3479f2791ef7,TOK_0fa4fca503305a6150cc8dd9,PAIR,6|3,positive,3,TYPEDRAW_8634a8bdfb4c3ea9268d9784,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_6e1dec55bebc19dca54cdea5,TOK_d0d51441862226f488fc538a,UNARY,3,positive,0,TYPEDRAW_402c1f81aa1d717e11bd43b5,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_6e3c89cf80d94cac31c80cee,TOK_8c47a880f5e045fd17fd4531,UNARY,1,negative,2,TYPEDRAW_c181bc8786e8ca26413c39f3,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_6eaa8b8e3e450a51fb8f6290,TOK_cdfecf9c70c4a937232700d1,TRIAD,3|8|9,negative,3,TYPEDRAW_7020c79ba0d85fe151a255d9,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_6eddaa518bff39f7492ccc93,TOK_4a4abf0eb04d71a3640410a2,TRIAD,6|9|9,negative,0,TYPEDRAW_ff2aa0026c8b5ea239b971a8,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_70dec561a95e62250c7ff4e1,TOK_d373df48c90d5fa442abd3da,UNARY,6,positive,1,TYPEDRAW_4f730bbd20d3a13703caa62b,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_71b8edad334e91c10dfd078d,TOK_0db68be671777cb683e37fab,UNARY,3,negative,1,TYPEDRAW_9b7af50056b3c5baa6f972ce,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_71e4292e3f482fbee066e1e3,TOK_fd1ccbbf0df337fc15a91a71,UNARY,1,negative,1,TYPEDRAW_29b588f29a0d15bb447460af,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_72c125cf3856661623e3d735,TOK_d6eb3ecbc26c38ac2d81dd3a,PAIR,4|2,positive,3,TYPEDRAW_c504367122586f2eaa0fa1e5,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_72cecc31d0179d237adbba2d,TOK_27594b6bce6cd8c530870b06,PAIR,12|4,positive,3,TYPEDRAW_4ac79dd1e419113ea6e087ed,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_PAIR_WRITE
TPL_737670f59dfc0145d8e71188,TOK_a26c2168ea9f1e881c65c8f0,UNARY,4,negative,1,TYPEDRAW_bf7087121f2fa76d1c31c54f,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_73c61350b4bbb6de4afdaed4,TOK_87417cc60cc74e964d84e5c6,REJECTED,,neutral,0,TYPEDRAW_45c00561a33040b8291efd18,REJECTED,REJECTED,rejected_fake_closures,REJECT_DIRECT_QA_AS_MASS
TPL_74a4063238305e1f612af188,TOK_1399fec107d2987eee897d14,PAIR,4|9,negative,3,TYPEDRAW_3da3487bb730901d05cf7cc6,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_74be860e3a63c56318ee6f92,TOK_0f97dbbf316bf78b84ec0095,SUPPORT,,positive,3,TYPEDRAW_b00ca890086b397012c1b503,INFRASTRUCTURE,NONLOCAL_NODE,hidden_source_support_rows,SOURCE_SUPPORT_ONLY
TPL_756f5f9ad0764c6e7a4e2e07,TOK_8173c519e4c194091398088b,UNARY,6,negative,2,TYPEDRAW_f1b0bc484a8e79d60c251bd1,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_76188933c7f988b15213fc82,TOK_c8bcb8bdef63056faee8e557,TRIAD,1|4|4,negative,0,TYPEDRAW_851498722aba00c86feff9f9,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_77e259d2b77161222bb75cab,TOK_22b2bec5ef832da6ddf6b042,TRIAD,3|8|8,negative,3,TYPEDRAW_e3eb87fd3996848fa72c2c1a,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_78230db5afbb93ffa7971fcd,TOK_e133051f7187ada815a326b3,PAIR,6|2,positive,3,TYPEDRAW_41a2896ce9dce16d931eca22,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_793a3d125344645286158aa4,TOK_88372b89d4f0fea66520d968,UNARY,1,negative,0,TYPEDRAW_397b810ed59b0ecb1f4a88a7,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_7942c201cd330069ac23b186,TOK_d2fa3f5492d2a31a298396b6,TRIAD,1|1|2,positive,3,TYPEDRAW_f4a5a5c130daa0c498057385,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_799a9189b5846009393d2799,TOK_106ee66b792f3f7952264242,REJECTED,9|9|12,neutral,0,TYPEDRAW_562b32506f56a88731411156,REJECTED,REJECTED,bound_composite_rows,REJECT_NEGATIVE_OBSERVED_SURFACE
TPL_799ce618c8422f49063f6c94,TOK_feb3527d15854988151c9cbe,UNARY,8,positive,1,TYPEDRAW_05ae3195739678991ec83bfa,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_79b46f9272ea2c8b407b075a,TOK_015c560e1a10aa4d5293673c,UNARY,6,positive,0,TYPEDRAW_4f02112be1b431622f2f9836,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_7bc50a375be629b31452f24e,TOK_4d55921e79edee852ae62bdc,TRIAD,4|4|9,neutral,3,TYPEDRAW_a936f028b61291747559ff69,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_7be0983b66006febc905e0d0,TOK_0f35bc2f0d811c9c91ad6dd0,UNARY,1,positive,2,TYPEDRAW_2f30ee8070e51f7435ca4822,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_7c26a3530825c1fc03c3728d,TOK_4770d8a426377a41466d1080,UNARY,2,positive,0,TYPEDRAW_5173cdc6d87972edfdcf9177,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_7c92d3cf58ae72b6bfba0f54,TOK_4f0713f99b3a13c011ce5281,UNARY,3,negative,0,TYPEDRAW_d6eb0187fe2113cf97e0a3d3,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_7cb277960d08869ae6ac243c,TOK_f9df88fdbf724da9a06a8ab4,PAIR,4|6,negative,3,TYPEDRAW_9c8a51080b9d395c20f5f019,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_7cd5e6d29fe599bfd79af649,TOK_ab40bb9c08bea87e1dd0b43d,TRIAD,1|6|12,negative,3,TYPEDRAW_e2f14862f03bbbe8c829c492,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_7de9f0c77f37c7f48af4e11d,TOK_9e7bc96d2c91e38634bc07c1,PAIR,12|2,positive,3,TYPEDRAW_b5f9b8b5cfbfe371c6f8cb7f,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_PAIR_WRITE
TPL_7eeb84e0d06f3be1f80e149a,TOK_7c6de937b38c751f33ee6073,TRIAD,2|4|4,negative,3,TYPEDRAW_205721de49dfa906d8ef9a57,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_7efad8d7ba90ef2da20cd886,TOK_877d0d3a4bddda2f0c373bd2,UNARY,12,negative,2,TYPEDRAW_0cc1926161bf23a6b69d7c7b,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_WRITE
TPL_7efc32f5ed8344843e426e4c,TOK_856d05c2a1bd8ff06e038fbc,TRIAD,1|4|12,negative,3,TYPEDRAW_f65d12ec9a032ba19f5dc6fb,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_7f686fbef0701a7ec87a6182,TOK_fbad6ffbd6c4ff2ceef29fea,UNARY,12,neutral,0,TYPEDRAW_616002513fd1ff423e3bd8f0,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_804752ff46d97784e910219c,TOK_cc014d1b09b298bdf49e6473,TRIAD,8|9|9,negative,3,TYPEDRAW_39201afe465f3790b8ced760,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_80fd8b1ea160dd867ee4d226,TOK_4a9f199b1e4c95a2c1b2a3f8,TRIAD,1|4|8,negative,3,TYPEDRAW_de428b9e4e62788d07c72f98,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_81490e932eb2b9b378ab040f,TOK_5c5097e251e55581c67f6846,UNARY,2,neutral,0,TYPEDRAW_9f1e6727fe32a7f26da3155e,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_81492bcbe1ba795a5022ade5,TOK_dfcce074bf098cfc72bc435e,UNARY,8,positive,0,TYPEDRAW_7200f58daaa0faaf4ff3ab61,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_8236835483db0f4b51d86f5f,TOK_0c38ab8de6d90aecc0794130,UNARY,4,positive,2,TYPEDRAW_d8a12cebae9265e368f3bd0c,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_82c4cdff25314c9699ffcc52,TOK_e912130f5dce597d96e54839,UNARY,1,positive,0,TYPEDRAW_8bf4f420688bd8ea0a3e192a,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_832039c357407f9da80b7001,TOK_e16e81299e39ab32884e05fd,TRIAD,1|6|6,negative,3,TYPEDRAW_7ef77fcf12c8210c4eacebe0,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_83847f5d8d88344a26490197,TOK_d625eb53abd04de9ba52aebf,TRIAD,2|2|4,positive,3,TYPEDRAW_63b372ac6644dc125185fe51,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_84474ecd0bb0f291b87a905f,TOK_1f7cfd80809b1f3541682a88,UNARY,3,negative,0,TYPEDRAW_85216e28c9a1c3aafb2b1bac,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_84afb3d6305e8b457a6e5adf,TOK_b06dcb5241532444618882f5,UNARY,4,neutral,2,TYPEDRAW_a9225681afd1f1744d371dab,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_85341880ba01af2257496c6a,TOK_c9b377ec7be86d18b8d077e9,PAIR,8|2,positive,3,TYPEDRAW_e258ec7a8aebbd389dde9464,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_853c1ae1f44d2a49f820edf7,TOK_84d553707b5a02cba206ee42,PAIR,3|4,negative,3,TYPEDRAW_7787c9a9e004289e15aaf404,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_854a8a118d6cd6762ab4cbd8,TOK_a03f72cd2be7c51fcd30b7e4,TRIAD,3|4|9,negative,3,TYPEDRAW_c239ed1cb024e316b7f8ed60,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_87843d12de9af4e572a6fe82,TOK_d1187e6f5127f3b7490a01d8,REJECTED,,neutral,0,TYPEDRAW_45c00561a33040b8291efd18,REJECTED,REJECTED,rejected_fake_closures,REJECT_NO_SURFACE_STACK
TPL_8878b57d7cf54c88773f559d,TOK_9ef3537e4344c5e27e71a64c,TRIAD,3|6|6,negative,0,TYPEDRAW_3ad863c5a67ffd778244846a,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_88d25fe01d9af32aebad6e51,TOK_6bcbb90e2819d0aca2bf4a41,UNARY,4,negative,0,TYPEDRAW_05e1bda5309a448b049a5693,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_899dc57bec1896eeeef239ae,TOK_d48438db8d72685209a8f65e,UNARY,9,neutral,1,TYPEDRAW_4509a1055f321f343abdc215,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_89a1688fd2fe63764d85bb52,TOK_1d1babf695240704564e59ef,TRIAD,1|2|3,negative,0,TYPEDRAW_25c53478cef56ed14ff799ac,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_8a1f435bbc944f6894cb1be5,TOK_243cffcf56456a4af515c2f3,TRIAD,1|2|2,positive,3,TYPEDRAW_a159cbebaca0b738b80e85d7,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_8a2dfdc30f5e63ff12a434ca,TOK_93300eeacfb1c2677f6bf00b,TRIAD,2|2|9,neutral,3,TYPEDRAW_4d22874d45b937fbfbe8d80a,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_8c9c2797cee6a6c69d9eaf3b,TOK_6ccb08ffe60967b370e6e7ff,TRIAD,1|3|9,negative,3,TYPEDRAW_048a6dc7d5d5ee52c8e88033,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_8cd5287d9e7c8938afd8f62e,TOK_290cf18286eec5c7be0a971a,UNARY,4,neutral,1,TYPEDRAW_15ddc908d88d962ee11668f6,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_8d19b9e0c83125adc83a542c,TOK_78f9fd43c12d5b752034ea8f,PAIR,6|1,positive,3,TYPEDRAW_4bbcb706fade47df886ef77e,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_8d5bb6154baae7b31a354b9c,TOK_a9411862084d2a5905f531cc,TRIAD,3|4|8,positive,0,TYPEDRAW_30898ae017851a0d7b1a27c0,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_8e12f72156a13b4487df6014,TOK_afc28b7efe412f237f3f7e3a,UNARY,1,positive,0,TYPEDRAW_77c36984dcbebac3c8f51ac6,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_8e5f2ce5b23f91021304506a,TOK_12da1452e771bc64cfd3935c,PAIR,2|8,negative,3,TYPEDRAW_9988ec11e1db9893937ca8a1,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_8e7a05736bf321c117f6365c,TOK_312a28e0873404a710d38ffc,PAIR,9|9,neutral,1,TYPEDRAW_320e226284b35a69dccc217c,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_8f611c1d18a17a97476548e4,TOK_d319793e4c42b304b23153fe,REJECTED,12|12|12,neutral,0,TYPEDRAW_32373ef58f2b321375a7e81f,REJECTED,REJECTED,bound_composite_rows,REJECT_NEGATIVE_OBSERVED_SURFACE
TPL_90b3979f84e39a4fd3faa72f,TOK_c701ce2cdf572c74145ede72,PAIR,2|1,positive,3,TYPEDRAW_cc9b196a3bb2f73c81e994a3,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_91e9d3734286fd4369e5e9ba,TOK_63dd90f296b721eb4532c60f,TRIAD,2|9|12,negative,3,TYPEDRAW_7aa6a767d5621a38209a459c,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_92e22cee34fc093084a0d553,TOK_2d7b81f6d7339978febd63f1,UNARY,3,negative,1,TYPEDRAW_ae934520a6402fe50159cf7d,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_934a5b943c0fce2ecc9be289,TOK_8c1792ca8550718d57973113,REJECTED,3|3|3,neutral,0,TYPEDRAW_e6bc34036aeaf24685e1c0b0,REJECTED,REJECTED,bound_composite_rows,REJECT_NEGATIVE_OBSERVED_SURFACE
TPL_9632d8144977b337058644a8,TOK_b43ff35d93c8363786bbc4de,CARRIER,,neutral,3,TYPEDRAW_8477e657eb79c507d667e6e0,INFRASTRUCTURE,NONLOCAL_NODE,carrier_only_rows,CLOSED_CARRIER_SUPPORT
TPL_9741550973af3f3a05fb3daa,TOK_2c3b5032c1b0b09744bce330,UNARY,9,negative,2,TYPEDRAW_bff0c2389cc485842e68303e,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_WRITE
TPL_97fcb4e552f448df7f17804f,TOK_3021f741fb38287cc5197e11,TRIAD,1|12|12,negative,3,TYPEDRAW_475bcc896721346db76cae92,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_99d2eb5d38a02a0a0a710390,TOK_20d3f9fc4c469232ef17abf0,UNARY,2,positive,0,TYPEDRAW_c77bcf4fe606289e5ce1f192,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_99ea2965a5b67fcd0e857d2b,TOK_b219f6bd45b35ded14e0341c,PAIR,1|4,negative,3,TYPEDRAW_4b2a5e6d26250eb372800ca4,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_9acafb8abf05a101f987cbfd,TOK_c505acbccb4c67434d418142,PAIR,12|3,positive,3,TYPEDRAW_fa32af545533bf37a72119e5,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_PAIR_WRITE
TPL_9b78cf93f60430d541ff20d6,TOK_81d402ba90bd7b445656b005,PAIR,3|9,negative,3,TYPEDRAW_3efdb6e60f577766e54c6460,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_9bd7df3268112829572843c4,TOK_7f1fd21b7fe4f800281c633a,TRIAD,1|2|9,negative,0,TYPEDRAW_0e7000e2ee735be4e4ec4019,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_9bf0e03dd977fe958b790cc9,TOK_cc8613b171d1809b60a46243,UNARY,1,negative,0,TYPEDRAW_a89b6afb9c834a9687528a32,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_9c413849529ad24df1d9101a,TOK_eb16d3376ed1f7b006a5a984,UNARY,12,positive,0,TYPEDRAW_a10f18b396ca6413a3a506cd,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_9c4ec5ef7926f4b6e6c3c2a2,TOK_d1587ff30d72d0d6aba5ad40,PAIR,3|3,neutral,1,TYPEDRAW_c38fa0b1cbdfcd9acb16a4e9,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_9d3e5ce67be8cb85501412e6,TOK_fcf2b1e29e71b30a26efe964,UNARY,1,negative,2,TYPEDRAW_6174bba598569b947a162a20,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_9e3b65f86c3ff40fe599c96d,TOK_0d05c3382002e0fe5b3b30d3,TRIAD,6|6|8,positive,3,TYPEDRAW_a2b1f04aac315fef4185dff9,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_9f048d5189435e1fa608fa71,TOK_7170c2eee4f626ce4b045f4e,UNARY,12,negative,1,TYPEDRAW_f6ccd7b73c3c7e6889fd7225,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_9f0fcff206ad4308202a8653,TOK_6e4bf67933bfcbe62c0adce3,TRIAD,8|12|12,negative,3,TYPEDRAW_97328be9c271205bd521941b,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_9ff896f785b8b23170e8378f,TOK_826a893c98b42ef77a79702e,UNARY,8,negative,0,TYPEDRAW_8f19229a986dcc48c7d6e049,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_a04e04227e31719cd06a72f0,TOK_46a53d13976edf899b6e4be8,PAIR,2|4,negative,3,TYPEDRAW_b74f3afd3d955147f5402b1c,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_a05ff98271408bbac56c0746,TOK_5f0172ebbdd173fca9964e94,PAIR,4|3,positive,3,TYPEDRAW_aed8cc6cc13f37fc0cda7bd5,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_PAIR_WRITE
TPL_a10acf32a05243d0f86ce735,TOK_c042e91d104ede160c74cbf6,UNARY,4,positive,0,TYPEDRAW_20e220fff8c26c2b7bf592d1,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_a144a8e7ab558f355d8af0d7,TOK_b6c6d24726ffac391cb3e059,TRIAD,2|2|2,positive,0,TYPEDRAW_5dba9786ca64961a536e6177,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_a48194aa362286b1c8ef419a,TOK_671c73b6dd5985a4b7f7b054,PAIR,8|12,negative,3,TYPEDRAW_75ae39c409c55e5ecfa329c0,PAYLOAD,LEGAL_LOCAL_TEMPLATE,unstable_resonance_rows,CLOSED_PAIR_WRITE
TPL_a4cf8cae4b845652423eeb4a,TOK_a9ba0373145f13d14e35c53a,TRIAD,6|8|9,negative,3,TYPEDRAW_0c49c0cb2005b7f2a2c63b16,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_a517db5261b746db1feef4e1,TOK_4a22dff128be367bbd944757,CARRIER,,neutral,3,TYPEDRAW_cedc938d48a2509d1d92017b,INFRASTRUCTURE,NONLOCAL_NODE,carrier_only_rows,CLOSED_CARRIER_SUPPORT
TPL_a522c1c36d35480d951d5201,TOK_5cabd1068f454f6b9e75dc6d,UNARY,2,negative,1,TYPEDRAW_14a6c1dfba7939cf6a85c7f2,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
TPL_a700162e485d50053c9053a0,TOK_d8995bdc6ce561d45fcdfa43,TRIAD,9|12|12,negative,0,TYPEDRAW_74f73662686246df0fa3b02c,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_a82f5dc7c01a4a9b9296919c,TOK_3b2cc7efb3c04d75c4664f76,UNARY,6,negative,1,TYPEDRAW_c75c53847cd263db6bc56407,PAYLOAD,LEGAL_LOCAL_TEMPLATE,antimatter_conjugate_rows,CLOSED_CONJUGATE_WRITE
TPL_a89b5c38efeb69941abae6c3,TOK_ca65f5635bb896fd6673eb24,TRIAD,4|8|9,negative,0,TYPEDRAW_075adaa3a07b66a2dc966477,PAYLOAD,LEGAL_LOCAL_TEMPLATE,bound_composite_rows,CLOSED_THREE_OWNER_WRITE
TPL_aa3c5aa4105d778a4ff27580,TOK_724e96ece4cbd0bd51c2133b,REJECTED,3|3|12,neutral,0,TYPEDRAW_4fb68ca0b7332a47d1ec1100,REJECTED,REJECTED,bound_composite_rows,REJECT_NEGATIVE_OBSERVED_SURFACE
TPL_aaa6a8474baca0b03771f479,TOK_9099245a36574c820e2d25de,UNARY,4,neutral,0,TYPEDRAW_beffd24f4414f1046fcc5d7c,PAYLOAD,LEGAL_LOCAL_TEMPLATE,stable_matter_rows,CLOSED_WRITE
