selector_id,selector_column,description,input_class,predicted_stable_count_all_126,predicted_stable_count_known_118,scored_rows,reference_target,true_positive_stable,false_positive_radioactive,false_negative_stable,true_negative_radioactive,accuracy,precision,recall,false_positive_Z,false_negative_Z,boundary_note
C0_NEUTRAL_VECTOR_CARDINALITY_Z_LE_81,selector_neutral_vector_cardinality_z_le_81,Neutral-vector carrier cardinality alone: Z <= 81,NATIVE_CARRIER_CARDINALITY_CONTROL,81,81,118,HH001_CLOCK_stable_vs_radioactive_Z001_Z118,79,2,2,35,0.966102,0.975309,0.975309,43;61,82;83,CLOCK labels are comparator only; selector was constructed from native constants and carrier/hidden identities
C1_TENSOR_ALPHA_BOUNDARY_Z_LE_83,selector_tensor_alpha_boundary_z_le_83,Carrier boundary: neutral_vector_carrier 81 + alpha_H 2 = Z <= 83,NATIVE_CARRIER_ALPHA_BOUNDARY,83,83,118,HH001_CLOCK_stable_vs_radioactive_Z001_Z118,81,2,0,35,0.983051,0.975904,1.000000,43;61,,CLOCK labels are comparator only; selector was constructed from native constants and carrier/hidden identities
C2_CARRIER_HIDDEN_CLOCK,selector_carrier_hidden_clock,Carrier/hidden CLOCK candidate: Z <= 83 excluding H-alpha_H and H-alpha_H+T,NATIVE_CARRIER_HIDDEN_CANDIDATE,81,81,118,HH001_CLOCK_stable_vs_radioactive_Z001_Z118,81,0,0,37,1.000000,1.000000,1.000000,,,CLOCK labels are comparator only; selector was constructed from native constants and carrier/hidden identities
