source,exists,bytes,sha256,role,construction_role
09a_PARTICLE_MASS_CHAIN/CR217_DEDUP_STRUCTURAL_IDENTITY_AUDIT/CR217_carrier_block.csv,True,499,f1db3711ef5b6f26e635a6ba4987a4957a45d81cfef0c8e872c558981bbaeee9,carrier partition verification,VERIFICATION_OF_NATIVE_TERMS
09a_PARTICLE_MASS_CHAIN/CR217_DEDUP_STRUCTURAL_IDENTITY_AUDIT/CR217_hidden_source_block.csv,True,2596,29546345753058e65ef533e0f055670addb8b94936f6a8bcace0a147f83a1145,hidden-source lift verification,VERIFICATION_OF_NATIVE_TERMS
09a_PARTICLE_MASS_CHAIN/CR217_DEDUP_STRUCTURAL_IDENTITY_AUDIT/CR217_summary.json,True,4857,375e458b34e215b5ff500e9da3305286df8b9634dcc5388ed018ba762a8ee06d,carrier and hidden partition sums,VERIFICATION_OF_NATIVE_TERMS
09a_PARTICLE_MASS_CHAIN/CR218_HIDDEN_SOURCE_BIGRADE_DERIVATION/CR218_summary.json,True,4376,df66cc698628fef21138d01bc22d6393ab0e381be24a28b9fa3a4436f9035aa3,hidden-source bigrade derivation,VERIFICATION_OF_NATIVE_TERMS
09a_PARTICLE_MASS_CHAIN/CR224_ZERO_FREE_PARAMETER_SOB_ROW_ENGINE/CR224_sob_rows_126.csv,True,115413,827755b5174a3e6c316b45da6236978b6b60c1f9805d4fa4f6276921ebdc209d,native 126-row SOB scaffold,NATIVE_ROW_SURFACE
09a_PARTICLE_MASS_CHAIN/CR220_PARTICLE_COUNT_STABILITY_SIMULATION/CR220_simulated_element_primary_rows_126.csv,True,126533,1742f16de8dd78249851fffa39158f8e3ec8eb8f337161cc959577108fdf4fdb,HH001 CLOCK comparator labels,REFERENCE_COMPARATOR_ONLY
