cr_id,dir_name,status,from_verdict,to_verdict,current_result_class,result_md_sha256,summary_json_sha256,archived_original_result_sha256,archived_original_summary_sha256
CR064a,CR064a_A0_CALIBRATION_AND_PUBLISHED_T2_VERIFICATION_V1,ALREADY_REGRADED,CR064a_A0_CALIBRATION_AND_PUBLISHED_T2_VERIFICATION_V1_SEALED,CR064a_A0_CALIBRATION_AND_PUBLISHED_T2_VERIFICATION_V1_BOUNDARY_PENDING_CITATION_VERIFICATION_AND_GATE_RATE_ARTIFACT_DISCLOSURE,CR064a_A0_CALIBRATION_AND_PUBLISHED_T2_VERIFICATION_V1_BOUNDARY_PENDING_CITATION_VERIFICATION_AND_GATE_RATE_ARTIFACT_DISCLOSURE,c2eb68ad697640fec64237f010be4f1922bb975a2a70aa1be7c52f88338d7fd1,b3d119a35ee2ce8947cda14e176b59b1c8436f38730a5b73132fd4acb730a398,515a0925ccc96eee07c9877e06f5a040ee40fbdfa9d04c64496c07ab92410867,27948045b36b52e63a4d5da58061597aaaa638f724cff2eb2951f4ade0bd10e4
