source,exists,bytes,sha256,role
09a_PARTICLE_MASS_CHAIN/CR220_PARTICLE_COUNT_STABILITY_SIMULATION/CR220_component_selector.csv,True,1532,ddce321a3e0cee03debead47c6e81621cd5a68878172afeeef984371df7d953c,CR220 component qA source terms
09a_PARTICLE_MASS_CHAIN/CR220_PARTICLE_COUNT_STABILITY_SIMULATION/CR220_simulated_element_primary_rows_126.csv,True,126533,1742f16de8dd78249851fffa39158f8e3ec8eb8f337161cc959577108fdf4fdb,CR220 P-centered 126 element rows
09a_PARTICLE_MASS_CHAIN/CR220_PARTICLE_COUNT_STABILITY_SIMULATION/CR220_summary.json,True,5019,8f7a98ad74f43ef1839b605e29157d0b0c828430795f8776ba98b4ab54641796,CR220 summary and boundary
09a_PARTICLE_MASS_CHAIN/CR119_PARTICLE_MATTER_PERIODIC_VAULT_REVEAL/CR119_courtroom_periodic_table.csv,True,104295,78c410ec3364845bb9ebd22e33a1e0bf6c9833dd1323d6f2df27f9f49c49d53a,CR119 comparison surface
