artifact,sealed_sha256,observed_sha256,match,role
09a_PARTICLE_MASS_CHAIN/CR214_CR119_PARTICLE_COMPLEMENT_PATTERN_AUDIT/CR214_particle_complement_195.csv,e41016b5b6b2a4ce68bdb0cbeb1cb8502d40dac34867de690177f6f92f443545,e41016b5b6b2a4ce68bdb0cbeb1cb8502d40dac34867de690177f6f92f443545,yes,sealed_input
09a_PARTICLE_MASS_CHAIN/CR215_CR214_CARRIER_NUMERIC_DUPLICATE_AUDIT/CR215_numeric_duplicate_groups.csv,8d8f0461d2e54df89a57cc1d16a886efa792fa8b900c38b0c083c717bc8d8f98,8d8f0461d2e54df89a57cc1d16a886efa792fa8b900c38b0c083c717bc8d8f98,yes,sealed_input
09a_PARTICLE_MASS_CHAIN/CR216_CARRIER_DUPLICATE_RETIREMENT/CR216_particle_complement_194_active.csv,01e780c0fbb315d0aaf93cc6b060ffc4c9cfd0da29ab7155b4da8ca40d444179,01e780c0fbb315d0aaf93cc6b060ffc4c9cfd0da29ab7155b4da8ca40d444179,yes,sealed_input
09a_PARTICLE_MASS_CHAIN/CR216_CARRIER_DUPLICATE_RETIREMENT/CR216_retirement_ledger.csv,c85b1b766435c33504ad6004f44f9aef35cf95614a78216f164b3d9ab0647610,c85b1b766435c33504ad6004f44f9aef35cf95614a78216f164b3d9ab0647610,yes,sealed_input
12a_QC_QN_CARRIER_COMPRESSION_REFRESH/CR060a_PAUL_REVERE_LETTER_ALPHABET_LOCK_V1/CR060a_result.md,4ac273e8ca5539876886550590cdf7d81b776108fdef1ed9eba1adf8105d6ee8,4ac273e8ca5539876886550590cdf7d81b776108fdef1ed9eba1adf8105d6ee8,yes,sealed_input
12a_QC_QN_CARRIER_COMPRESSION_REFRESH/CR066a_BORN_EXTENSION_AND_LETTER_INCREMENT_V1/CR066a_runner.py,3672beb257ea228c7f991bb33922db3e060e445a55a3238a113f7804149e24c7,3672beb257ea228c7f991bb33922db3e060e445a55a3238a113f7804149e24c7,yes,sealed_input
16_THE_LAST_CAMPAIGN/LC11_BLACK_HOLE_HORIZON_THERMODYNAMIC_REPLAY/LC11_formula_manifest.csv,a0c3eb030a7b55edf0b4fc5a28788a6560e323a4ab17611667979b917dba8069,a0c3eb030a7b55edf0b4fc5a28788a6560e323a4ab17611667979b917dba8069,yes,sealed_input
