bin_index,label,ell_center,X_data,X_sig,X_model,residual,residual_over_sigma
45,deep_TE_05,600.5,0.0007500332312621138,0.0002114406144905616,0.0005316419517988141,0.0002183912794632997,1.0328728943088101
46,deep_TE_06,650.5,-0.000403477952348119,0.0001971378499357485,-0.00024561496763552125,-0.00015786298471259775,-0.8007746090568032
47,deep_TE_07,700.5,-0.00099010610909565,0.000181363478162049,-0.001270694171175979,0.00028058806208032896,1.5471034462055386
48,deep_TE_08,750.5,-0.001671212447250145,0.0001487355394494556,-0.0015227682920860536,-0.0001484441551640914,-0.9980409235987392
49,deep_TE_09,800.5,-0.0009348893047182355,0.0001043007531026667,-0.0008771884033852815,-5.770090133295396e-05,-0.5532165359933408
50,deep_TE_10,850.5,-3.242063308649016e-05,7.981124133144646e-05,1.1635850917962163e-05,-4.405648400445232e-05,-0.5520085049359282
51,deep_TE_11,900.5,0.0003757878390364567,7.497939815384637e-05,0.00044964135473790694,-7.385351570145021e-05,-0.9849841092337654
52,deep_TE_12,950.5,0.0003513920845279972,6.736509518833908e-05,0.000274966005617985,7.64260789100122e-05,1.1345056174320016
53,deep_TE_13,1000.5,-0.0001609348666281432,5.810996477066411e-05,-0.0001630064511122314,2.0715844840882183e-06,0.035649384615253195
54,deep_TE_14,1050.5,-0.000420995968867137,4.820791895499257e-05,-0.00042840597507668707,7.4100062095500845e-06,0.1537093151950439
55,deep_TE_15,1100.5,-0.0004336386920989025,3.69000185721977e-05,-0.00036652653162081854,-6.711216047808398e-05,-1.8187568211320522
56,deep_TE_16,1150.5,-0.0001502316206301839,2.902270681009639e-05,-0.00013634735650011417,-1.3884264130069736e-05,-0.4783931499194173
57,deep_TE_17,1200.5,6.847177948758743e-05,2.511651847233344e-05,1.86791709801565e-05,4.9792608507430934e-05,1.9824645904757423
58,deep_TE_18,1250.5,-4.131245653658387e-05,2.407855512363699e-05,-3.964712081751869e-06,-3.7347744454831995e-05,-1.551079135066919
59,deep_TE_19,1300.5,-0.0001358518822745282,2.215919953417397e-05,-0.00012531717775551954,-1.0534704519008675e-05,-0.47540997601298857
60,deep_TE_20,1350.5,-0.0002054224397322832,1.977456179254657e-05,-0.00020507688772311342,-3.455520091697763e-07,-0.017474572270927483
61,deep_TE_21,1400.5,-0.0001792295537492828,1.638197565036221e-05,-0.0001761119522522048,-3.1176014970779934e-06,-0.1903068081418533
62,deep_TE_22,1450.5,-0.0001009660819946475,1.312300965344831e-05,-7.914681864987363e-05,-2.1819263344773873e-05,-1.6626722010404424
63,deep_TE_23,1500.5,-4.239406987167317e-06,1.117144553370104e-05,8.390130393961092e-07,-5.078420026563426e-06,-0.4545893377220784
64,deep_TE_24,1550.5,5.419470102622608e-06,1.016963119668357e-05,1.5231873400394116e-05,-9.812403297771508e-06,-0.9648730723855004
65,deep_TE_25,1600.5,-1.926013130333204e-05,8.918535715524999e-06,-2.057592873071332e-05,1.315797427381282e-06,0.1475351413450976
66,deep_TE_26,1650.5,-7.098204150010133e-05,7.917125450206764e-06,-5.845901618372559e-05,-1.2523025316375747e-05,-1.5817641636648179
67,deep_TE_27,1700.5,-6.68945178255126e-05,6.855344668482265e-06,-6.525161058263307e-05,-1.6429072428795317e-06,-0.23965348532114902
