bin_index,label,ell_center,X_data,X_sig,X_model,residual,residual_over_sigma
202,wide_TE_32,1950.5,-3.486619557880658e-05,3.583154816702869e-06,-2.616862006095006e-05,-8.697575517856524e-06,-2.4273513043066948
203,wide_TE_33,2000.5,-2.637815303995012e-05,3.452019070319663e-06,-2.8808500612067153e-05,2.4303475721170316e-06,0.7040365428491034
204,wide_TE_34,2075.5,-1.543213960836056e-05,2.255727207252192e-06,-1.5734017556846458e-05,3.018779484858967e-07,0.13382732961474916
205,wide_TE_35,2175.5,-4.002623322805942e-06,1.845072590631748e-06,-4.288959744374958e-06,2.863364215690164e-07,0.15518978658231303
206,wide_TE_36,2275.5,-1.145833879275756e-05,1.748558316757535e-06,-8.672896614018156e-06,-2.785442178739404e-06,-1.5929935833679425
207,wide_TE_37,2375.5,-9.865278071004014e-06,1.67186757968284e-06,-7.2341733500945715e-06,-2.6311047209094426e-06,-1.5737518646115345
208,wide_TE_38,2475.5,-4.671911784256868e-06,1.486264547921054e-06,-3.2717577104033743e-06,-1.400154073853494e-06,-0.942062485317295
209,wide_TE_39,2625.5,-3.430495773332022e-06,1.003576271815233e-06,-3.5156722108805677e-06,8.517643754854575e-08,0.08487290895636826
210,wide_TE_40,2825.5,-7.151813543592688e-07,8.972672161187767e-07,-1.371610818568366e-06,6.564294642090973e-07,0.7315874829892389
211,wide_TE_41,3025.5,-2.890186583090246e-06,8.223281580149834e-07,-9.993115898565573e-07,-1.8908749932336886e-06,-2.299416570871255
212,wide_TE_42,3325.5,3.902743273755163e-07,5.251029692686114e-07,-4.091734630353729e-07,7.994477904108892e-07,1.5224590931649051
213,wide_TE_43,3725.5,-3.698909794403264e-07,5.192264086692429e-07,-1.2954088214650383e-07,-2.403500972938226e-07,-0.4629003711691602
214,wide_TE_44,4125.5,1.881403605032191e-07,5.585812920858661e-07,-4.084951206106412e-08,2.289898725642832e-07,0.40994905452200947
215,wide_EE_00,350.5,0.0009481830244648154,4.384554654741847e-05,0.0009256237176083097,2.2559306856505712e-05,0.5145176336690904
216,wide_EE_01,400.5,0.0009161603450583061,3.656692642814962e-05,0.000848413917128094,6.774642793021214e-05,1.8526694624807243
217,wide_EE_02,450.5,0.0005515728111243516,2.360257078431881e-05,0.00050512197868941,4.645083243494158e-05,1.9680412298902121
218,wide_EE_03,500.5,0.0002194389836485789,1.294315425211337e-05,0.00021077310831793327,8.665875330645626e-06,0.6695334971558925
219,wide_EE_04,550.5,0.0001646353618896319,1.107217381708085e-05,0.0001783568244312225,-1.37214625415906e-05,-1.239274488305335
220,wide_EE_05,600.5,0.0003335003647011763,1.424218148160587e-05,0.0003504653055085831,-1.6964940807406815e-05,-1.1911757218736088
221,wide_EE_06,650.5,0.0004845815796894022,1.650337354202131e-05,0.0005038951863866804,-1.931360669727816e-05,-1.1702823454914453
222,wide_EE_07,700.5,0.0005031255821183731,1.573739099109035e-05,0.0004804381383676202,2.2687443750752962e-05,1.4416267450937295
223,wide_EE_08,750.5,0.0003300942271553504,1.132159401992854e-05,0.0003123574774830998,1.7736749672250622e-05,1.5666300735594276
224,wide_EE_09,800.5,0.0001626886146885227,7.241038502800203e-06,0.00015353753487091216,9.15107981761055e-06,1.2637800246569204
225,wide_EE_10,850.5,0.0001186586656724103,6.203347052673665e-06,0.00011770225887187734,9.564068005329658e-07,0.1541759299313668
226,wide_EE_11,900.5,0.0002004720790730062,7.584725138865761e-06,0.00018946343826588415,1.1008640807122033e-05,1.4514225111087273
227,wide_EE_12,950.5,0.0002743959956279287,8.742289890403452e-06,0.0002663477656889478,8.048229938980916e-06,0.9206089068054794
228,wide_EE_13,1000.5,0.0002747065957233281,8.50711047989814e-06,0.00026557064856340846,9.135947159919628e-06,1.0739189506833602
229,wide_EE_14,1050.5,0.0001839622981565481,6.93377042563553e-06,0.00018940410669645495,-5.4418085399068655e-06,-0.7848267545443119
230,wide_EE_15,1100.5,0.0001080429329557228,4.897134277947907e-06,0.00010271688210188821,5.326050853834594e-06,1.087585218526297
231,wide_EE_16,1150.5,6.70698120346242e-05,3.878688000097096e-06,6.375224281585211e-05,3.3175692187720885e-06,0.8553328390138726
232,wide_EE_17,1200.5,7.308563586570016e-05,4.362444789993159e-06,7.796041827601774e-05,-4.874782410317573e-06,-1.1174427746339952
233,wide_EE_18,1250.5,0.0001167613529173104,4.784287114098639e-06,0.00010756809021974003,9.193262697570367e-06,1.9215533011133634
234,wide_EE_19,1300.5,0.0001193384636432165,4.610495601577943e-06,0.00011400973540834257,5.328728234873934e-06,1.1557820883833347
235,wide_EE_20,1350.5,9.064560352991975e-05,4.107747644499653e-06,8.959809848823399e-05,1.0475050416857643e-06,0.25500715534178253
236,wide_EE_21,1400.5,5.244160388881937e-05,3.343231066077733e-06,5.523965589611538e-05,-2.798052007296008e-06,-0.8369304879003392
237,wide_EE_22,1450.5,3.655729774537576e-05,3.101918602549133e-06,3.5188299145319704e-05,1.3689986000560574e-06,0.4413393049485647
238,wide_EE_23,1500.5,3.346515219769572e-05,2.985011061547719e-06,3.6182124229765696e-05,-2.716972032069973e-06,-0.9102050129962438
239,wide_EE_24,1550.5,4.873077447096876e-05,3.044618156138857e-06,4.6652798134425805e-05,2.0779763365429515e-06,0.682508028914277
240,wide_EE_25,1600.5,5.232644262205213e-05,3.140888397803486e-06,5.1075315759464374e-05,1.2511268625877553e-06,0.3983353446950565
241,wide_EE_26,1650.5,4.174734893335881e-05,2.999677495791429e-06,4.349853020857826e-05,-1.7511812752194487e-06,-0.5837898499676614
242,wide_EE_27,1700.5,2.565505354387824e-05,2.821545629177076e-06,2.956005508839423e-05,-3.905001544515991e-06,-1.3839937600636687
243,wide_EE_28,1750.5,1.778638833380455e-05,2.691311985366679e-06,1.8673052562764226e-05,-8.866642289596745e-07,-0.32945427129247173
244,wide_EE_29,1800.5,1.719673889787146e-05,2.535809257134693e-06,1.546090276809596e-05,1.7358361297754998e-06,0.6845294553963759
245,wide_EE_30,1850.5,1.79082528778008e-05,2.38703957645935e-06,1.752999425088097e-05,3.782586269198294e-07,0.1584634920384911
246,wide_EE_31,1900.5,2.333450453293608e-05,2.461932178826202e-06,1.9432592084354706e-05,3.901912448581375e-06,1.5848984314595236
247,wide_EE_32,1950.5,1.468160975928072e-05,2.439315491303959e-06,1.783429020344563e-05,-3.1526804441649107e-06,-1.2924447269752777
248,wide_EE_33,2000.5,1.502681486405663e-05,2.429841729014335e-06,1.3511155921310712e-05,1.5156589427459185e-06,0.6237685873313014
249,wide_EE_34,2075.5,8.12810908261099e-06,1.661261780995e-06,8.152076653641534e-06,-2.3967571030544325e-08,-0.014427329458087654
250,wide_EE_35,2175.5,5.885366195768244e-06,1.519463211681964e-06,7.533707142131182e-06,-1.6483409463629376e-06,-1.0848179368148787
251,wide_EE_36,2275.5,7.61418417384391e-06,1.594644481197894e-06,6.825048859060454e-06,7.891353147834561e-07,0.4948659868001795
252,wide_EE_37,2375.5,3.787998992552673e-06,1.531678887445498e-06,3.8320780530388085e-06,-4.407906048613549e-08,-0.028778264718167933
253,wide_EE_38,2475.5,4.434702676562007e-07,1.520379044480753e-06,2.9246520747934396e-06,-2.481181807137239e-06,-1.6319494905855034
254,wide_EE_39,2625.5,3.157941661499226e-07,1.065096762498795e-06,2.1777647942330096e-06,-1.861970628083087e-06,-1.7481703950679257
255,wide_EE_40,2825.5,3.251539137910514e-06,1.092735851300183e-06,1.1506988346462153e-06,2.1008403032642985e-06,1.9225509081308445
256,wide_EE_41,3025.5,-9.212141285949739e-07,1.044461597367007e-06,6.335609574156802e-07,-1.5547750860106542e-06,-1.4885899969229135
257,wide_EE_42,3325.5,-6.661084222979002e-07,8.016777259778888e-07,2.8127560156554227e-07,-9.473840238634425e-07,-1.1817517103993638
258,wide_EE_43,3725.5,-1.171022569974826e-06,8.030805678146201e-07,8.927133089247882e-08,-1.260293900867305e-06,-1.5693243634282859
259,wide_EE_44,4125.5,2.197639286307061e-07,8.759667280131167e-07,2.9455151944532e-08,1.9030877668617408e-07,0.21725571371624564
