permutation_id,permutation,dimension_preserving,side_flipping,both_typed_constraints,involutive,is_frozen_candidate
515,"[4,1,2,5,3,0]",False,False,False,False,False
516,"[4,1,3,0,2,5]",False,False,False,False,False
517,"[4,1,3,0,5,2]",False,False,False,False,False
518,"[4,1,3,2,0,5]",False,False,False,True,False
519,"[4,1,3,2,5,0]",False,False,False,False,False
520,"[4,1,3,5,0,2]",False,False,False,False,False
521,"[4,1,3,5,2,0]",False,False,False,False,False
522,"[4,1,5,0,2,3]",False,False,False,False,False
523,"[4,1,5,0,3,2]",False,False,False,False,False
524,"[4,1,5,2,0,3]",False,False,False,False,False
525,"[4,1,5,2,3,0]",False,False,False,False,False
526,"[4,1,5,3,0,2]",False,False,False,True,False
527,"[4,1,5,3,2,0]",False,False,False,False,False
528,"[4,2,0,1,3,5]",False,False,False,False,False
529,"[4,2,0,1,5,3]",False,False,False,False,False
530,"[4,2,0,3,1,5]",False,False,False,False,False
531,"[4,2,0,3,5,1]",False,False,False,False,False
532,"[4,2,0,5,1,3]",False,False,False,False,False
533,"[4,2,0,5,3,1]",False,False,False,False,False
534,"[4,2,1,0,3,5]",False,False,False,False,False
535,"[4,2,1,0,5,3]",False,False,False,False,False
536,"[4,2,1,3,0,5]",False,False,False,True,False
537,"[4,2,1,3,5,0]",False,False,False,False,False
538,"[4,2,1,5,0,3]",False,False,False,True,False
539,"[4,2,1,5,3,0]",False,False,False,False,False
540,"[4,2,3,0,1,5]",False,False,False,False,False
541,"[4,2,3,0,5,1]",False,False,False,False,False
542,"[4,2,3,1,0,5]",False,False,False,False,False
543,"[4,2,3,1,5,0]",False,False,False,False,False
544,"[4,2,3,5,0,1]",False,False,False,False,False
545,"[4,2,3,5,1,0]",False,False,False,False,False
546,"[4,2,5,0,1,3]",False,False,False,False,False
547,"[4,2,5,0,3,1]",False,False,False,False,False
548,"[4,2,5,1,0,3]",False,False,False,False,False
549,"[4,2,5,1,3,0]",False,False,False,False,False
550,"[4,2,5,3,0,1]",False,False,False,False,False
551,"[4,2,5,3,1,0]",False,False,False,False,False
552,"[4,3,0,1,2,5]",False,False,False,False,False
553,"[4,3,0,1,5,2]",False,False,False,False,False
554,"[4,3,0,2,1,5]",False,False,False,False,False
555,"[4,3,0,2,5,1]",False,False,False,False,False
556,"[4,3,0,5,1,2]",False,False,False,False,False
557,"[4,3,0,5,2,1]",False,False,False,False,False
558,"[4,3,1,0,2,5]",False,False,False,False,False
559,"[4,3,1,0,5,2]",False,False,False,False,False
560,"[4,3,1,2,0,5]",False,False,False,False,False
561,"[4,3,1,2,5,0]",False,False,False,False,False
562,"[4,3,1,5,0,2]",False,False,False,False,False
563,"[4,3,1,5,2,0]",False,False,False,False,False
564,"[4,3,2,0,1,5]",False,False,False,False,False
565,"[4,3,2,0,5,1]",False,False,False,False,False
566,"[4,3,2,1,0,5]",False,False,False,True,False
567,"[4,3,2,1,5,0]",False,False,False,False,False
568,"[4,3,2,5,0,1]",False,False,False,False,False
569,"[4,3,2,5,1,0]",False,False,False,False,False
570,"[4,3,5,0,1,2]",False,False,False,False,False
571,"[4,3,5,0,2,1]",False,False,False,False,False
572,"[4,3,5,1,0,2]",False,False,False,True,False
573,"[4,3,5,1,2,0]",False,False,False,False,False
574,"[4,3,5,2,0,1]",False,False,False,False,False
575,"[4,3,5,2,1,0]",False,False,False,False,False
576,"[4,5,0,1,2,3]",False,False,False,False,False
577,"[4,5,0,1,3,2]",False,False,False,False,False
578,"[4,5,0,2,1,3]",False,False,False,False,False
579,"[4,5,0,2,3,1]",False,False,False,False,False
580,"[4,5,0,3,1,2]",False,False,False,False,False
581,"[4,5,0,3,2,1]",False,False,False,False,False
582,"[4,5,1,0,2,3]",False,False,False,False,False
583,"[4,5,1,0,3,2]",False,False,False,False,False
584,"[4,5,1,2,0,3]",False,False,False,False,False
585,"[4,5,1,2,3,0]",False,False,False,False,False
586,"[4,5,1,3,0,2]",False,False,False,False,False
587,"[4,5,1,3,2,0]",False,False,False,False,False
588,"[4,5,2,0,1,3]",False,False,False,False,False
589,"[4,5,2,0,3,1]",False,False,False,False,False
590,"[4,5,2,1,0,3]",False,False,False,False,False
591,"[4,5,2,1,3,0]",False,False,False,False,False
592,"[4,5,2,3,0,1]",False,False,False,True,False
593,"[4,5,2,3,1,0]",False,False,False,False,False
594,"[4,5,3,0,1,2]",False,False,False,False,False
595,"[4,5,3,0,2,1]",False,False,False,False,False
596,"[4,5,3,1,0,2]",False,False,False,False,False
597,"[4,5,3,1,2,0]",False,False,False,False,False
598,"[4,5,3,2,0,1]",False,False,False,True,False
599,"[4,5,3,2,1,0]",False,False,False,False,False
600,"[5,0,1,2,3,4]",False,True,False,False,False
601,"[5,0,1,2,4,3]",False,False,False,False,False
602,"[5,0,1,3,2,4]",False,False,False,False,False
603,"[5,0,1,3,4,2]",False,False,False,False,False
604,"[5,0,1,4,2,3]",False,False,False,False,False
605,"[5,0,1,4,3,2]",False,True,False,False,False
606,"[5,0,2,1,3,4]",False,False,False,False,False
607,"[5,0,2,1,4,3]",False,False,False,False,False
608,"[5,0,2,3,1,4]",False,False,False,False,False
609,"[5,0,2,3,4,1]",False,False,False,False,False
610,"[5,0,2,4,1,3]",False,False,False,False,False
611,"[5,0,2,4,3,1]",False,False,False,False,False
612,"[5,0,3,1,2,4]",False,False,False,False,False
613,"[5,0,3,1,4,2]",False,False,False,False,False
614,"[5,0,3,2,1,4]",False,True,False,False,False
615,"[5,0,3,2,4,1]",False,False,False,False,False
616,"[5,0,3,4,1,2]",False,True,False,False,False
617,"[5,0,3,4,2,1]",False,False,False,False,False
618,"[5,0,4,1,2,3]",False,False,False,False,False
619,"[5,0,4,1,3,2]",False,False,False,False,False
620,"[5,0,4,2,1,3]",False,False,False,False,False
621,"[5,0,4,2,3,1]",False,False,False,False,False
622,"[5,0,4,3,1,2]",False,False,False,False,False
623,"[5,0,4,3,2,1]",False,False,False,False,False
624,"[5,1,0,2,3,4]",False,False,False,False,False
625,"[5,1,0,2,4,3]",False,False,False,False,False
626,"[5,1,0,3,2,4]",False,False,False,False,False
627,"[5,1,0,3,4,2]",False,False,False,False,False
628,"[5,1,0,4,2,3]",False,False,False,False,False
629,"[5,1,0,4,3,2]",False,False,False,False,False
630,"[5,1,2,0,3,4]",False,False,False,False,False
631,"[5,1,2,0,4,3]",False,False,False,False,False
632,"[5,1,2,3,0,4]",False,False,False,False,False
633,"[5,1,2,3,4,0]",False,False,False,True,False
634,"[5,1,2,4,0,3]",False,False,False,False,False
635,"[5,1,2,4,3,0]",False,False,False,True,False
636,"[5,1,3,0,2,4]",False,False,False,False,False
637,"[5,1,3,0,4,2]",False,False,False,False,False
638,"[5,1,3,2,0,4]",False,False,False,False,False
639,"[5,1,3,2,4,0]",False,False,False,True,False
640,"[5,1,3,4,0,2]",False,False,False,False,False
641,"[5,1,3,4,2,0]",False,False,False,False,False
642,"[5,1,4,0,2,3]",False,False,False,False,False
643,"[5,1,4,0,3,2]",False,False,False,False,False
644,"[5,1,4,2,0,3]",False,False,False,False,False
645,"[5,1,4,2,3,0]",False,False,False,False,False
646,"[5,1,4,3,0,2]",False,False,False,False,False
647,"[5,1,4,3,2,0]",False,False,False,True,False
648,"[5,2,0,1,3,4]",False,False,False,False,False
649,"[5,2,0,1,4,3]",False,False,False,False,False
650,"[5,2,0,3,1,4]",False,False,False,False,False
651,"[5,2,0,3,4,1]",False,False,False,False,False
652,"[5,2,0,4,1,3]",False,False,False,False,False
653,"[5,2,0,4,3,1]",False,False,False,False,False
654,"[5,2,1,0,3,4]",False,True,False,False,False
655,"[5,2,1,0,4,3]",False,False,False,False,False
656,"[5,2,1,3,0,4]",False,False,False,False,False
657,"[5,2,1,3,4,0]",False,False,False,True,False
658,"[5,2,1,4,0,3]",False,False,False,False,False
659,"[5,2,1,4,3,0]",False,True,False,True,False
660,"[5,2,3,0,1,4]",False,True,False,False,False
661,"[5,2,3,0,4,1]",False,False,False,False,False
662,"[5,2,3,1,0,4]",False,False,False,False,False
663,"[5,2,3,1,4,0]",False,False,False,False,False
664,"[5,2,3,4,0,1]",False,False,False,False,False
665,"[5,2,3,4,1,0]",False,True,False,False,False
666,"[5,2,4,0,1,3]",False,False,False,False,False
667,"[5,2,4,0,3,1]",False,False,False,False,False
668,"[5,2,4,1,0,3]",False,False,False,False,False
669,"[5,2,4,1,3,0]",False,False,False,False,False
670,"[5,2,4,3,0,1]",False,False,False,False,False
671,"[5,2,4,3,1,0]",False,False,False,False,False
672,"[5,3,0,1,2,4]",False,False,False,False,False
673,"[5,3,0,1,4,2]",False,False,False,False,False
674,"[5,3,0,2,1,4]",False,False,False,False,False
675,"[5,3,0,2,4,1]",False,False,False,False,False
676,"[5,3,0,4,1,2]",False,False,False,False,False
677,"[5,3,0,4,2,1]",False,False,False,False,False
678,"[5,3,1,0,2,4]",False,False,False,False,False
679,"[5,3,1,0,4,2]",False,False,False,False,False
680,"[5,3,1,2,0,4]",False,False,False,False,False
681,"[5,3,1,2,4,0]",False,False,False,False,False
682,"[5,3,1,4,0,2]",False,False,False,False,False
683,"[5,3,1,4,2,0]",False,False,False,False,False
684,"[5,3,2,0,1,4]",False,False,False,False,False
685,"[5,3,2,0,4,1]",False,False,False,False,False
686,"[5,3,2,1,0,4]",False,False,False,False,False
687,"[5,3,2,1,4,0]",False,False,False,True,False
688,"[5,3,2,4,0,1]",False,False,False,False,False
689,"[5,3,2,4,1,0]",False,False,False,False,False
690,"[5,3,4,0,1,2]",False,False,False,False,False
691,"[5,3,4,0,2,1]",False,False,False,False,False
692,"[5,3,4,1,0,2]",False,False,False,False,False
693,"[5,3,4,1,2,0]",False,False,False,True,False
694,"[5,3,4,2,0,1]",False,False,False,False,False
695,"[5,3,4,2,1,0]",False,False,False,False,False
696,"[5,4,0,1,2,3]",False,False,False,False,False
697,"[5,4,0,1,3,2]",False,False,False,False,False
698,"[5,4,0,2,1,3]",False,False,False,False,False
699,"[5,4,0,2,3,1]",False,False,False,False,False
700,"[5,4,0,3,1,2]",False,False,False,False,False
701,"[5,4,0,3,2,1]",False,False,False,False,False
702,"[5,4,1,0,2,3]",False,False,False,False,False
703,"[5,4,1,0,3,2]",False,True,False,False,False
704,"[5,4,1,2,0,3]",False,False,False,False,False
705,"[5,4,1,2,3,0]",False,True,False,False,False
706,"[5,4,1,3,0,2]",False,False,False,False,False
707,"[5,4,1,3,2,0]",False,False,False,False,False
708,"[5,4,2,0,1,3]",False,False,False,False,False
709,"[5,4,2,0,3,1]",False,False,False,False,False
710,"[5,4,2,1,0,3]",False,False,False,False,False
711,"[5,4,2,1,3,0]",False,False,False,False,False
712,"[5,4,2,3,0,1]",False,False,False,False,False
713,"[5,4,2,3,1,0]",False,False,False,True,False
714,"[5,4,3,0,1,2]",False,True,False,False,False
715,"[5,4,3,0,2,1]",False,False,False,False,False
716,"[5,4,3,1,0,2]",False,False,False,False,False
717,"[5,4,3,1,2,0]",False,False,False,False,False
718,"[5,4,3,2,0,1]",False,False,False,False,False
719,"[5,4,3,2,1,0]",False,True,False,True,False
