candidate,x_isco,A_isco,energy_over_c2,angular_momentum_over_m_c_rs,omega_rs_over_c,local_stability_minimum,stability_derivative_left,stability_derivative_right,stability_transition,full_packet,max_relative_miss
sam_A_kernel_isco_lane,3.0,0.3333333333333333,0.9428090415820634,1.7320508075688774,0.13608276348795434,True,-0.0006673339658647137,0.0006660008100567438,True,True,1.2819751242557095e-16
wrong_horizon_preserving_inverse_square_A,3.0,0.1111111111111111,0.9428090415820634,1.7320508075688774,0.13608276348795434,True,-0.0006673339658647137,0.0006660008100567438,True,False,0.6666666666666666
wrong_photon_as_isco,1.5,0.6666666666666666,Infinity,Infinity,0.3849001794597505,False,NaN,-1125000.6249088075,False,False,Infinity
wrong_horizon_as_isco,1.0,1.0,Infinity,Infinity,0.7071067811865475,False,NaN,NaN,False,False,Infinity
wrong_shift_isco_2rs,2.0,0.5,0.7071067811865475,1.414213562373095,0.25,True,-0.0010015022144926888,0.0009985019477909418,True,False,0.8371173070873835
wrong_shift_isco_4rs,4.0,0.25,1.0606601717798212,2.0,0.08838834764831843,True,-0.000500374852663299,0.000499625230077072,True,False,0.35048094716167105
wrong_newtonian_no_isco,3.0,0.3333333333333333,0.9128709291752769,1.224744871391589,0.13608276348795434,False,0.500000000069889,0.5000000001809113,False,False,0.2928932188134525
