source_id,path,role,sha256,bytes,used_as_computed_input
cr201_summary,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR201_SOURCE_TO_FIELD_SIMULATOR_BRIDGE\CR201_summary.json,source_to_field_summary,5846bb1dcca2cc54cf9e2f6f4c4f069f28d0a217eeb0168d6fb473848d5ca540,3241,True
cr202_summary,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR202_TYPED_READOUT_REPRODUCTION\CR202_summary.json,typed_readout_summary,2bba4f271a15e9eac342c8f09d3902efc5d641297ad71a74d7d18aae194ac4b7,2797,True
cr203_summary,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR203_CHLADNI_TO_PARTICLE_ROUTE_BRIDGE\CR203_summary.json,chladni_bridge_summary,460639b50a9c9f8ff1a2a6efef9cdf9f5e607648f16edc3394ea27ad7a55a6d1,3015,True
cr204_summary,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR204_RESOLVED_SW_PARENT_RECONSTRUCTION\CR204_summary.json,frozen_resolved_sw_boundary,8e505b38f7153dfb5ced3bc9f24b9d3f63c82c4034a95942230c6fdf4028572e,3008,True
cr205_summary,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR205_SCALAR_GAUGE_FERMION_LANE_SEPARATION\CR205_summary.json,lane_separation_summary,218319925d6788da2456b5844d07747f65713734826d21ae4c508706e85ad15d,2489,True
cr207_summary,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR207_CLOSED_LOOP_STABILITY\CR207_summary.json,frozen_closed_loop_boundary,07b3b0dcac3d46aba4763a227fd2a26a830289936ac6fbb4708a802a2ee58b79,2514,True
cr208_summary,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR208_WRONG_CONTROL_ZIPPER_AND_BRANCH_VERDICT\CR208_summary.json,wrong_control_zipper,00d1ae99917fd746073702ec2a47e9a9da76788febd723567d0413798b20a311,3551,True
cr204a_summary,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR204a_EXTERNAL_RESOLVED_PARENT_RECONSTRUCTION\CR204a_summary.json,external_endpoint_summary,50bd638c8813691d3f05d5426cc6e5af60fbceef588678ab48315a4632e71800,6232,True
