scenario_id,seed,door,anchor,p_level,geometry,group,carrier_count,quadrupole_change_norm,peak_source_norm,power_proxy,power_per_carrier,incoherent_power_expectation,coherence_gain,qnm_response_peak,trace_relative_error,all_carrier_coarse_power,all_carrier_coarse_response,power_convergence_relative_error,response_convergence_relative_error
REF_0007,910001,discovery,low_drive,3,localized_ledger_cells,return_only,0,,,,,,,,,,,,
REF_0007,910001,discovery,low_drive,3,localized_ledger_cells,dual,74,16.664955631695502,7.681947418704092,0.7417407109940808,0.010023523121541632,0.6817499393369615,1.0879952724535091,3.51919819179246,4.107802438029006e-16,,,,
REF_0008,910001,discovery,low_drive,3,dispersed_slots,all_carriers,1008,6.999734184544251,5.471901737485433,1.5473603851328297,0.001535079747155585,10.250850554582728,0.1509494628658955,2.416383267335602,2.14994039058852e-15,1.5061602531517202,2.4230412243484043,0.02662607391074754,0.002755339810039239
REF_0008,910001,discovery,low_drive,3,dispersed_slots,escape_only,942,7.882690614484434,5.306245894816166,2.3909953710709675,0.0025382116465721524,9.31476353569203,0.25668878892193275,2.3563666208718312,1.2026378419919353e-15,,,,
REF_0008,910001,discovery,low_drive,3,dispersed_slots,return_only,3,1.0915766289139113,0.652796297653322,0.008061463842118394,0.0026871546140394644,0.01474419489115634,0.5467551061030609,0.2866566591218175,4.208420256794037e-16,,,,
REF_0008,910001,discovery,low_drive,3,dispersed_slots,dual,17,0.23944789504738434,0.27256870179511106,0.005097602158764345,0.0002998589505155497,0.008671369939271086,0.5878658383236788,0.11300646626567584,1.6653345369377348e-16,,,,
REF_0009,910002,discovery,low_drive,0,localized_ledger_cells,all_carriers,252,38.10168665176789,17.28257066418533,7.423677790435679,0.029459038850935235,7.347352975658128,1.0103880696939995,7.849421188786287,4.0411816916498233e-16,7.28030956307429,7.8732070908810075,0.019312291213136695,0.0030302746562640183
REF_0009,910002,discovery,low_drive,0,localized_ledger_cells,escape_only,228,29.25748616367451,13.574152526765324,1.933172812839119,0.008478828126487365,6.329678288388104,0.30541407078864585,6.298053552797644,3.9686010431951097e-16,,,,
REF_0009,910002,discovery,low_drive,0,localized_ledger_cells,return_only,0,,,,,,,,,,,,
REF_0009,910002,discovery,low_drive,0,localized_ledger_cells,dual,24,10.35119236049366,4.722717975377087,2.8506273136593903,0.11877613806914127,1.0176746872700242,2.801118421552152,2.0511614156013214,2.4286220974139716e-16,,,,
REF_0010,910002,discovery,low_drive,0,dispersed_slots,all_carriers,252,2.8948659025332204,3.0217294052166204,7.3010509580572425,0.02897242443673509,4.724492950605395,1.545361805888966,0.7167486428114886,1.3510885689977314e-15,7.174469277999158,0.7180236060045365,0.017337460152691064,0.0017788149385909618
REF_0010,910002,discovery,low_drive,0,dispersed_slots,escape_only,213,6.390947688047543,3.2057850936651135,6.8111037617111965,0.03197701296578027,3.8966164428269603,1.7479533491805013,1.2294401208300623,9.69264277731638e-16,,,,
REF_0010,910002,discovery,low_drive,0,dispersed_slots,return_only,1,1.0145169872835607,0.587036213501048,0.012546514963992162,0.012546514963992162,0.012546514963992162,1.0,0.2697773396738398,2.220446049250313e-16,,,,
REF_0010,910002,discovery,low_drive,0,dispersed_slots,dual,0,,,,,,,,,,,,
REF_0011,910002,discovery,low_drive,1,localized_ledger_cells,all_carriers,378,30.889580843720918,13.107827275618863,4.4652783985542825,0.011812905816281171,7.669781011273277,0.5821911201885791,6.097183628392418,4.004542949166825e-16,4.381607452508161,6.115227086307815,0.018738125280880844,0.0029593102348721744
REF_0011,910002,discovery,low_drive,1,localized_ledger_cells,escape_only,344,21.826324622543062,9.77438752120214,1.8531079177302672,0.005386941621308916,6.835385985624439,0.27110508779278225,4.416413013699746,5.062028630909865e-16,,,,
REF_0011,910002,discovery,low_drive,1,localized_ledger_cells,return_only,0,,,,,,,,,,,,
REF_0011,910002,discovery,low_drive,1,localized_ledger_cells,dual,34,11.372613985390036,5.454634810247932,0.8152788783406879,0.023978790539432,0.8343950256488363,0.9770898115154948,2.4778152093138,4.401527675218697e-16,,,,
REF_0012,910002,discovery,low_drive,1,dispersed_slots,all_carriers,378,4.489295238058234,3.466087164613099,3.4205813360427886,0.00904915697365817,4.97072531851882,0.6881453141856682,1.3529811180642761,1.22606582697844e-15,3.35677754495497,1.356604356496505,0.018652908619805522,0.0026779667386730315
REF_0012,910002,discovery,low_drive,1,dispersed_slots,escape_only,328,7.755169110765925,4.101099288622584,2.666369924933994,0.008129176600408518,3.7636288567653366,0.7084571902303922,1.8689461309017081,9.498770522370858e-16,,,,
REF_0012,910002,discovery,low_drive,1,dispersed_slots,return_only,0,,,,,,,,,,,,
REF_0012,910002,discovery,low_drive,1,dispersed_slots,dual,4,1.1608601865716075,0.7567742703732491,0.07518572225620566,0.018796430564051416,0.08449439949291356,0.8898308373978254,0.3153102085253891,5.551115123125783e-16,,,,
REF_0013,910002,discovery,low_drive,2,localized_ledger_cells,all_carriers,594,33.296450259884175,14.636830210970247,6.722664360399055,0.011317616768348577,8.758908123720888,0.7675231050994501,6.785507115062713,4.843475305480242e-16,6.59543466707181,6.805483196549933,0.018925486459908884,0.0029439334670914533
REF_0013,910002,discovery,low_drive,2,localized_ledger_cells,escape_only,553,21.83702989368374,11.473117557701231,3.375647408141035,0.00610424486101453,7.779132850539382,0.4339362076721672,5.16065027702988,8.237312243923117e-16,,,,
REF_0013,910002,discovery,low_drive,2,localized_ledger_cells,return_only,0,,,,,,,,,,,,
REF_0013,910002,discovery,low_drive,2,localized_ledger_cells,dual,41,15.450052595006463,7.130777741895586,0.9202152704011247,0.02244427488783231,0.979775273181506,0.9392105471421224,3.2766053094295358,3.7056908323946026e-16,,,,
REF_0014,910002,discovery,low_drive,2,dispersed_slots,all_carriers,594,5.094581477957316,4.226468566915399,6.555183105721313,0.011035661794143625,5.311909095617607,1.234054082576342,1.652604029648074,1.4349339500083415e-15,6.4344658290852035,1.6570946201222745,0.018415546093708417,0.0027172815711679044
