scenario_id,seed,door,anchor,p_level,geometry,carrier_atom_index,tau_escape,tau_closure,dual,margin,escape_before_closure
REF_0002,910001,discovery,low_drive,0,dispersed_slots,15,1.008850883364076,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,16,1.0029542729583198,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,17,1.0045844425804233,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,162,1.0067278816093648,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,163,1.0031815747480977,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,164,1.000389011380875,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,165,1.0042553500032199,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,166,1.0148611956989413,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,167,1.0001404111335006,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,168,1.0161310380285755,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,169,1.0312649905391567,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,170,1.0046564606943917,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,171,1.0092794319092064,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,172,1.0028020492508603,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,173,1.0193538438185357,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,174,1.0156311138153598,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,175,1.0100866717088053,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,176,1.0015085240228672,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,177,1.0033368580635482,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,178,1.0025899845184512,,False,,
REF_0002,910001,discovery,low_drive,0,dispersed_slots,179,1.001725318751582,,False,,
