graph_id,node_id,node_type,element_or_unit,formal_charge,role,port_label,source_provenance,physical_entity_claim
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_W05,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP06_EV01_OCT6_PRIMARY,SP06_EV01_OCT6_PRIMARY_W06,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,-1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP06:formal_charge,false
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_CORE_Cl1,CORE_ATOM,Cl,-1,core_atom,,Cl- identity,formula_identity_only
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,000,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,011,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,101,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP06_EV02_TET4_EVEN_CONTROL,SP06_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,110,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,-1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP06:formal_charge,false
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_CORE_Cl1,CORE_ATOM,Cl,-1,core_atom,,Cl- identity,formula_identity_only
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,001,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,010,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,100,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP06_EV03_TET4_ODD_CONTROL,SP06_EV03_TET4_ODD_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,111,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP06_EV04_CORE_ONLY_CONTROL,SP06_EV04_CORE_ONLY_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,-1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP06:formal_charge,false
SP06_EV04_CORE_ONLY_CONTROL,SP06_EV04_CORE_ONLY_CONTROL_CORE_Cl1,CORE_ATOM,Cl,-1,core_atom,,Cl- identity,formula_identity_only
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_FRAME,SPECIES_FRAME,VIRTUAL,-2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP07:formal_charge,false
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_CORE_O4,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_CORE_S1,CORE_ATOM,S,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_W05,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP07_EV01_OCT6_PRIMARY,SP07_EV01_OCT6_PRIMARY_W06,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,-2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP07:formal_charge,false
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_CORE_O4,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_CORE_S1,CORE_ATOM,S,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,000,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,011,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,101,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP07_EV02_TET4_EVEN_CONTROL,SP07_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,110,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,-2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP07:formal_charge,false
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_CORE_O4,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_CORE_S1,CORE_ATOM,S,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,001,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,010,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,100,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP07_EV03_TET4_ODD_CONTROL,SP07_EV03_TET4_ODD_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,111,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,-2,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP07:formal_charge,false
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_CORE_O4,CORE_ATOM,O,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP07_EV04_CORE_ONLY_CONTROL,SP07_EV04_CORE_ONLY_CONTROL_CORE_S1,CORE_ATOM,S,UNASSIGNED,core_atom,,SO4^2- formula connectivity only,formula_identity_only
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_FRAME,SPECIES_FRAME,VIRTUAL,0,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP08:formal_charge,false
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_B1,CORE_ATOM,B,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_H1,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_H2,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_H3,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_W05,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP08_EV01_OCT6_PRIMARY,SP08_EV01_OCT6_PRIMARY_W06,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,0,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP08:formal_charge,false
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_CORE_B1,CORE_ATOM,B,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_CORE_H1,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_CORE_H2,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_CORE_H3,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,000,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,011,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,101,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP08_EV02_TET4_EVEN_CONTROL,SP08_EV02_TET4_EVEN_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,110,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,0,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP08:formal_charge,false
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_CORE_B1,CORE_ATOM,B,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_CORE_H1,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_CORE_H2,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_CORE_H3,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,001,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,010,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,100,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP08_EV03_TET4_ODD_CONTROL,SP08_EV03_TET4_ODD_CONTROL_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,111,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
SP08_EV04_CORE_ONLY_CONTROL,SP08_EV04_CORE_ONLY_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,0,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP08:formal_charge,false
SP08_EV04_CORE_ONLY_CONTROL,SP08_EV04_CORE_ONLY_CONTROL_CORE_B1,CORE_ATOM,B,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV04_CORE_ONLY_CONTROL,SP08_EV04_CORE_ONLY_CONTROL_CORE_H1,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV04_CORE_ONLY_CONTROL,SP08_EV04_CORE_ONLY_CONTROL_CORE_H2,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV04_CORE_ONLY_CONTROL,SP08_EV04_CORE_ONLY_CONTROL_CORE_H3,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV04_CORE_ONLY_CONTROL,SP08_EV04_CORE_ONLY_CONTROL_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV04_CORE_ONLY_CONTROL,SP08_EV04_CORE_ONLY_CONTROL_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP08_EV04_CORE_ONLY_CONTROL,SP08_EV04_CORE_ONLY_CONTROL_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)3 formula connectivity only,formula_identity_only
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_FRAME,SPECIES_FRAME,VIRTUAL,-1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP09:formal_charge,false
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_CORE_B1,CORE_ATOM,B,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_CORE_H1,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_CORE_H2,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_CORE_H3,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_CORE_H4,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_CORE_O4,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_W02,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+x,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_W03,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_W04,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+y,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_W05,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,-z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP09_EV01_OCT6_PRIMARY,SP09_EV01_OCT6_PRIMARY_W06,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,+z,CR120U six signed-axis vertices,candidate_not_measured_coordination
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_FRAME,SPECIES_FRAME,VIRTUAL,-1,TOTAL_CHARGE_AND_ENVELOPE_FRAME,,SP09:formal_charge,false
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_CORE_B1,CORE_ATOM,B,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_CORE_H1,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_CORE_H2,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_CORE_H3,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_CORE_H4,CORE_ATOM,H,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_CORE_O1,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_CORE_O2,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_CORE_O3,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_CORE_O4,CORE_ATOM,O,UNASSIGNED,core_atom,,B(OH)4- formula connectivity only,formula_identity_only
SP09_EV02_TET4_EVEN_CONTROL,SP09_EV02_TET4_EVEN_CONTROL_W01,HYDRATION_WATER,H2O_COARSE,0,ENVELOPE_SUPPORT_CANDIDATE,000,CR120U tetrahedral realization not globally excluded,candidate_not_measured_coordination
