source_id,path,role,sha256,bytes,used_as_computed_input
summary,C:\VS\sam_sim\artifacts\G756c_SIMULATOR_CLOSED_LOOP_STABILITY_TEST\G756c_summary.json,source_gate_summary,a9627dd6b2937fe1755c84f74ea2dba0b3765454cd9cf0a79f11b6e5ffce64e6,2104,True
type_report,C:\VS\sam_sim\artifacts\G756c_SIMULATOR_CLOSED_LOOP_STABILITY_TEST\G756c_type_violation_report.json,type_violation_report,c03d546cefb9e019df70410dc304eeeb3a43d02c810f7e39afde7632e1731ae3,1250,True
