source_id,path,role,sha256,bytes,used_as_computed_input
metadata_manifest,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR204a_EXTERNAL_RESOLVED_PARENT_RECONSTRUCTION\CR204a_metadata_manifest.csv,frozen_allowed_import_manifest,332599bd79e84ef74918561c296a7cc9783a0078c68c44b89881883e3a062235,1670,True
topology_anchor,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR204a_EXTERNAL_RESOLVED_PARENT_RECONSTRUCTION\CR204a_topology_anchor_envelope.json,hzz4l_topology_anchor_envelope,6df535e15366a4c06db65d27303655af26090467c1c79ebc5866ee50a91eeefb,2266,True
cr204_summary,C:\VS\The_Courtroom\15_SCALE_BRIDGE_SIMULATOR\CR204_RESOLVED_SW_PARENT_RECONSTRUCTION\CR204_summary.json,frozen_boundary_summary,8e505b38f7153dfb5ced3bc9f24b9d3f63c82c4034a95942230c6fdf4028572e,3008,True
cr204_reconstruction_rows,C:\VS\sam_sim\artifacts\G753c_RESOLVED_SW_PARENT_RECONSTRUCTION_TEST\G753c_resolved_sw_parent_reconstruction.csv,frozen_resolved_sw_reconstruction_rows,e6a7c8a8b775d51902feb08e32dfc6a0e8b12def7e12a2d16232ff080b8a8b00,1252,True
cr092_evidence_rows,C:\VS\The_Courtroom\13_CERN_INDEPENDENT_TESTS\CR092_HIGGS_SECTOR\CR092_evidence_rows.csv,external_higgs_parent_rows,645ef01cca3a46057014f1f55155534e1c1db7b208b41fd521c32454bff9dc0d,1756,True
cr091_evidence_rows,C:\VS\The_Courtroom\13_CERN_INDEPENDENT_TESTS\CR091_PRECISION_ELECTROWEAK\CR091_evidence_rows.csv,external_z_daughter_rows,8bca4a0fdbc05c37fd6d450356d50fda9eb763a502d1f264dd47a9b2bbd8a009,3120,True
