cr_id,dir_name,status,from_verdict,to_verdict,current_result_class,result_md_sha256,summary_json_sha256,archived_original_result_sha256,archived_original_summary_sha256
CR063a,CR063a_HARDWARE_TRANSLATION_V1,ALREADY_REGRADED,CR063a_HARDWARE_TRANSLATION_V1_SEALED,CR063a_HARDWARE_TRANSLATION_V1_REFUTED_BY_TRANSMON_T2_CONTACT_RESCUED_BY_CR064a_V1_1,CR063a_HARDWARE_TRANSLATION_V1_REFUTED_BY_TRANSMON_T2_CONTACT_RESCUED_BY_CR064a_V1_1,c56e1bb2785eec8566d93104db960d49fac25e4bf8c15b11c09043b3a663fb04,6507324860144bc6a4369352793427e14511c55eb62bc3e053b1e64cc034ad63,710591fa467aae21f17aa121f3d629876a5fb35bbee632248d757ccbb2b52917,1469b11fc76044a392ae51bf085e871770bbc19910df0a75dbc669123a3250b8
