quantity,formula,replayed,source,status
A0,1/(pi*R),0.026525823848649222628147293895,0.026525823848649224,PASS
mu_H,2^D/D,2.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2.6666666666666665,PASS
chi,mu_H*A0,0.07073553026306459367505945038666666666666666666666666666666666666666666666666666666666666666666666668,0.07073553026306459,PASS
Omega_b,2*A0*(1-chi),0.04929901126610075001763238544901754615806281489273864388786666666666666666666666666666666666666666666,0.049299011266100756,PASS
Omega_m_eff,CR019/G313 D*chi^2 directional-cumulant refinement,0.3137609155690572,0.3137609155690572,PASS
Omega_BB_PBH_trapped,Omega_m_eff - Omega_b,0.264461904302956444,0.26446190430295646,PASS
Omega_substrate_vacuum,1 - Omega_m_eff,0.6862390844309428,0.6862390844309427,PASS
