ell,Dl_TT_SAM,Dl_TE_SAM,Dl_EE_SAM
522,2.580621e+03,-3.321676e+01,6.905076e+00
523,2.583601e+03,-3.196006e+01,6.895800e+00
524,2.586356e+03,-3.069802e+01,6.891439e+00
525,2.588871e+03,-2.943128e+01,6.892023e+00
526,2.591161e+03,-2.816058e+01,6.897578e+00
527,2.593220e+03,-2.688664e+01,6.908137e+00
528,2.595046e+03,-2.561028e+01,6.923732e+00
529,2.596642e+03,-2.433206e+01,6.944379e+00
530,2.598014e+03,-2.305294e+01,6.970098e+00
531,2.599147e+03,-2.177358e+01,7.000921e+00
532,2.600057e+03,-2.049492e+01,7.036849e+00
533,2.600736e+03,-1.921754e+01,7.077902e+00
534,2.601178e+03,-1.794239e+01,7.124097e+00
535,2.601396e+03,-1.667013e+01,7.175459e+00
536,2.601378e+03,-1.540169e+01,7.231991e+00
537,2.601136e+03,-1.413767e+01,7.293697e+00
538,2.600666e+03,-1.287886e+01,7.360588e+00
539,2.599973e+03,-1.162605e+01,7.432650e+00
540,2.599043e+03,-1.037990e+01,7.509889e+00
541,2.597898e+03,-9.141139e+00,7.592315e+00
542,2.596532e+03,-7.910556e+00,7.679916e+00
543,2.594938e+03,-6.688826e+00,7.772689e+00
544,2.593129e+03,-5.476665e+00,7.870629e+00
545,2.591106e+03,-4.274739e+00,7.973704e+00
546,2.588862e+03,-3.083716e+00,8.081917e+00
547,2.586405e+03,-1.904285e+00,8.195235e+00
548,2.583734e+03,-7.371000e-01,8.313581e+00
549,2.580849e+03,4.171432e-01,8.437098e+00
550,2.577751e+03,1.557781e+00,8.565562e+00
551,2.574455e+03,2.684117e+00,8.699118e+00
552,2.570946e+03,3.795470e+00,8.837612e+00
553,2.567239e+03,4.891160e+00,8.981041e+00
554,2.563341e+03,5.970522e+00,9.129402e+00
555,2.559244e+03,7.032869e+00,9.282615e+00
556,2.554950e+03,8.077519e+00,9.440678e+00
557,2.550480e+03,9.103869e+00,9.603512e+00
558,2.545819e+03,1.011121e+01,9.771114e+00
559,2.540976e+03,1.109906e+01,9.943407e+00
560,2.535949e+03,1.206679e+01,1.012039e+01
561,2.530754e+03,1.301378e+01,1.030190e+01
562,2.525376e+03,1.393961e+01,1.048802e+01
563,2.519830e+03,1.484352e+01,1.067860e+01
564,2.514124e+03,1.572503e+01,1.087362e+01
565,2.508242e+03,1.658365e+01,1.107303e+01
566,2.502199e+03,1.741891e+01,1.127680e+01
567,2.496003e+03,1.823017e+01,1.148472e+01
568,2.489647e+03,1.901704e+01,1.169686e+01
569,2.483138e+03,1.977903e+01,1.191314e+01
570,2.476475e+03,2.051567e+01,1.213342e+01
571,2.469667e+03,2.122639e+01,1.235768e+01
572,2.462720e+03,2.191095e+01,1.258578e+01
573,2.455635e+03,2.256878e+01,1.281771e+01
574,2.448412e+03,2.319964e+01,1.305341e+01
575,2.441073e+03,2.380318e+01,1.329272e+01
576,2.433603e+03,2.437900e+01,1.353563e+01
577,2.426025e+03,2.492670e+01,1.378200e+01
578,2.418331e+03,2.544587e+01,1.403176e+01
579,2.410528e+03,2.593632e+01,1.428490e+01
580,2.402623e+03,2.639764e+01,1.454119e+01
581,2.394625e+03,2.682944e+01,1.480065e+01
582,2.386534e+03,2.723136e+01,1.506310e+01
583,2.378348e+03,2.760316e+01,1.532849e+01
584,2.370084e+03,2.794443e+01,1.559682e+01
585,2.361740e+03,2.825490e+01,1.586777e+01
586,2.353317e+03,2.853424e+01,1.614143e+01
587,2.344823e+03,2.878233e+01,1.641766e+01
588,2.336271e+03,2.899892e+01,1.669629e+01
589,2.327648e+03,2.918381e+01,1.697725e+01
590,2.318976e+03,2.933675e+01,1.726048e+01
591,2.310253e+03,2.945761e+01,1.754582e+01
592,2.301481e+03,2.954606e+01,1.783320e+01
593,2.292667e+03,2.960207e+01,1.812246e+01
594,2.283810e+03,2.962550e+01,1.841355e+01
595,2.274926e+03,2.961625e+01,1.870630e+01
596,2.266014e+03,2.957420e+01,1.900065e+01
597,2.257074e+03,2.949916e+01,1.929644e+01
598,2.248114e+03,2.939116e+01,1.959353e+01
599,2.239140e+03,2.924999e+01,1.989193e+01
600,2.230153e+03,2.907571e+01,2.019140e+01
601,2.221168e+03,2.886832e+01,2.049187e+01
602,2.212169e+03,2.862795e+01,2.079321e+01
603,2.203187e+03,2.835447e+01,2.109533e+01
604,2.194204e+03,2.804799e+01,2.139810e+01
605,2.185230e+03,2.770856e+01,2.170137e+01
606,2.176279e+03,2.733627e+01,2.200507e+01
607,2.167342e+03,2.693108e+01,2.230913e+01
608,2.158435e+03,2.649318e+01,2.261332e+01
609,2.149564e+03,2.602273e+01,2.291759e+01
610,2.140715e+03,2.551978e+01,2.322178e+01
611,2.131917e+03,2.498442e+01,2.352568e+01
612,2.123155e+03,2.441676e+01,2.382928e+01
613,2.114436e+03,2.381698e+01,2.413246e+01
614,2.105781e+03,2.318531e+01,2.443506e+01
615,2.097169e+03,2.252202e+01,2.473694e+01
616,2.088629e+03,2.182750e+01,2.503802e+01
617,2.080153e+03,2.110193e+01,2.533825e+01
618,2.071749e+03,2.034569e+01,2.563755e+01
619,2.063415e+03,1.955903e+01,2.593562e+01
620,2.055160e+03,1.874229e+01,2.623256e+01
621,2.046997e+03,1.789569e+01,2.652820e+01
622,2.038920e+03,1.701963e+01,2.682227e+01
623,2.030927e+03,1.611443e+01,2.711484e+01
624,2.023033e+03,1.518034e+01,2.740570e+01
625,2.015239e+03,1.421766e+01,2.769477e+01
626,2.007550e+03,1.322679e+01,2.798183e+01
627,1.999960e+03,1.220796e+01,2.826683e+01
628,1.992491e+03,1.116157e+01,2.854961e+01
629,1.985127e+03,1.008815e+01,2.883010e+01
630,1.977883e+03,8.988089e+00,2.910824e+01
631,1.970758e+03,7.861768e+00,2.938374e+01
632,1.963753e+03,6.709723e+00,2.965668e+01
633,1.956882e+03,5.532262e+00,2.992683e+01
634,1.950138e+03,4.329918e+00,3.019406e+01
635,1.943527e+03,3.103190e+00,3.045837e+01
636,1.937056e+03,1.852558e+00,3.071954e+01
637,1.930726e+03,5.785436e-01,3.097758e+01
638,1.924536e+03,-7.183333e-01,3.123228e+01
639,1.918493e+03,-2.037574e+00,3.148363e+01
640,1.912598e+03,-3.378662e+00,3.173143e+01
641,1.906857e+03,-4.741073e+00,3.197567e+01
642,1.901262e+03,-6.124220e+00,3.221615e+01
643,1.895836e+03,-7.527510e+00,3.245285e+01
644,1.890556e+03,-8.950338e+00,3.268566e+01
645,1.885444e+03,-1.039211e+01,3.291433e+01
646,1.880501e+03,-1.185225e+01,3.313889e+01
647,1.875717e+03,-1.333008e+01,3.335919e+01
648,1.871102e+03,-1.482513e+01,3.357508e+01
649,1.866653e+03,-1.633660e+01,3.378658e+01
650,1.862387e+03,-1.786396e+01,3.399353e+01
651,1.858287e+03,-1.940647e+01,3.419595e+01
652,1.854362e+03,-2.096349e+01,3.439377e+01
653,1.850618e+03,-2.253442e+01,3.458693e+01
654,1.847054e+03,-2.411862e+01,3.477535e+01
655,1.843679e+03,-2.571543e+01,3.495890e+01
656,1.840477e+03,-2.732406e+01,3.513766e+01
657,1.837462e+03,-2.894400e+01,3.531149e+01
658,1.834635e+03,-3.057437e+01,3.548033e+01
659,1.831994e+03,-3.221462e+01,3.564403e+01
660,1.829541e+03,-3.386401e+01,3.580261e+01
661,1.827273e+03,-3.552181e+01,3.595592e+01
662,1.825200e+03,-3.718739e+01,3.610389e+01
663,1.823313e+03,-3.885995e+01,3.624655e+01
664,1.821618e+03,-4.053877e+01,3.638374e+01
665,1.820117e+03,-4.222320e+01,3.651547e+01
666,1.818801e+03,-4.391253e+01,3.664169e+01
667,1.817678e+03,-4.560596e+01,3.676238e+01
668,1.816754e+03,-4.730277e+01,3.687743e+01
669,1.816014e+03,-4.900233e+01,3.698675e+01
670,1.815474e+03,-5.070384e+01,3.709043e+01
671,1.815126e+03,-5.240659e+01,3.718841e+01
672,1.814968e+03,-5.410993e+01,3.728054e+01
673,1.815002e+03,-5.581300e+01,3.736691e+01
674,1.815227e+03,-5.751525e+01,3.744744e+01
675,1.815650e+03,-5.921579e+01,3.752207e+01
676,1.816263e+03,-6.091393e+01,3.759082e+01
677,1.817066e+03,-6.260902e+01,3.765368e+01
678,1.818052e+03,-6.430013e+01,3.771051e+01
679,1.819235e+03,-6.598655e+01,3.776133e+01
680,1.820608e+03,-6.766757e+01,3.780613e+01
681,1.822163e+03,-6.934225e+01,3.784478e+01
682,1.823899e+03,-7.100995e+01,3.787735e+01
683,1.825825e+03,-7.266982e+01,3.790371e+01
684,1.827940e+03,-7.432130e+01,3.792393e+01
685,1.830228e+03,-7.596368e+01,3.793810e+01
686,1.832698e+03,-7.759587e+01,3.794615e+01
687,1.835348e+03,-7.921806e+01,3.794823e+01
688,1.838180e+03,-8.082954e+01,3.794420e+01
689,1.841191e+03,-8.242887e+01,3.793421e+01
690,1.844376e+03,-8.401533e+01,3.791834e+01
691,1.847734e+03,-8.558895e+01,3.789646e+01
692,1.851265e+03,-8.714903e+01,3.786863e+01
693,1.854969e+03,-8.869487e+01,3.783487e+01
694,1.858837e+03,-9.022501e+01,3.779525e+01
695,1.862878e+03,-9.173949e+01,3.774970e+01
696,1.867069e+03,-9.323686e+01,3.769816e+01
697,1.871432e+03,-9.471715e+01,3.764085e+01
698,1.875945e+03,-9.617892e+01,3.757763e+01
699,1.880623e+03,-9.762220e+01,3.750858e+01
700,1.885450e+03,-9.904629e+01,3.743377e+01
701,1.890427e+03,-1.004505e+02,3.735321e+01
702,1.895546e+03,-1.018341e+02,3.726690e+01
703,1.900815e+03,-1.031971e+02,3.717500e+01
704,1.906233e+03,-1.045375e+02,3.707743e+01
705,1.911779e+03,-1.058560e+02,3.697435e+01
706,1.917474e+03,-1.071511e+02,3.686576e+01
707,1.923297e+03,-1.084230e+02,3.675181e+01
708,1.929247e+03,-1.096717e+02,3.663236e+01
709,1.935331e+03,-1.108950e+02,3.650772e+01
710,1.941536e+03,-1.120937e+02,3.637779e+01
711,1.947860e+03,-1.132671e+02,3.624268e+01
712,1.954313e+03,-1.144139e+02,3.610244e+01
713,1.960870e+03,-1.155340e+02,3.595709e+01
714,1.967540e+03,-1.166268e+02,3.580677e+01
715,1.974323e+03,-1.176923e+02,3.565150e+01
716,1.981204e+03,-1.187298e+02,3.549126e+01
717,1.988183e+03,-1.197380e+02,3.532613e+01
718,1.995261e+03,-1.207168e+02,3.515620e+01
719,2.002429e+03,-1.216656e+02,3.498161e+01
720,2.009688e+03,-1.225852e+02,3.480236e+01
721,2.017031e+03,-1.234742e+02,3.461868e+01
722,2.024457e+03,-1.243325e+02,3.443056e+01
723,2.031967e+03,-1.251603e+02,3.423824e+01
724,2.039554e+03,-1.259568e+02,3.404178e+01
725,2.047217e+03,-1.267215e+02,3.384126e+01
726,2.054950e+03,-1.274550e+02,3.363676e+01
727,2.062752e+03,-1.281559e+02,3.342843e+01
728,2.070624e+03,-1.288250e+02,3.321626e+01
729,2.078543e+03,-1.294602e+02,3.300047e+01
730,2.086524e+03,-1.300630e+02,3.278100e+01
731,2.094561e+03,-1.306327e+02,3.255806e+01
732,2.102638e+03,-1.311678e+02,3.233166e+01
733,2.110762e+03,-1.316692e+02,3.210201e+01
734,2.118928e+03,-1.321354e+02,3.186904e+01
735,2.127119e+03,-1.325679e+02,3.163305e+01
736,2.135352e+03,-1.329653e+02,3.139411e+01
737,2.143603e+03,-1.333276e+02,3.115221e+01
738,2.151880e+03,-1.336550e+02,3.090759e+01
739,2.160177e+03,-1.339466e+02,3.066030e+01
740,2.168485e+03,-1.342018e+02,3.041051e+01
741,2.176798e+03,-1.344222e+02,3.015834e+01
742,2.185116e+03,-1.346069e+02,2.990389e+01
743,2.193438e+03,-1.347554e+02,2.964729e+01
744,2.201751e+03,-1.348676e+02,2.938868e+01
745,2.210054e+03,-1.349437e+02,2.912822e+01
746,2.218340e+03,-1.349843e+02,2.886597e+01
747,2.226609e+03,-1.349880e+02,2.860209e+01
748,2.234854e+03,-1.349556e+02,2.833664e+01
749,2.243075e+03,-1.348872e+02,2.806976e+01
750,2.251266e+03,-1.347828e+02,2.780161e+01
751,2.259418e+03,-1.346416e+02,2.753225e+01
752,2.267524e+03,-1.344638e+02,2.726183e+01
753,2.275592e+03,-1.342507e+02,2.699041e+01
754,2.283616e+03,-1.340011e+02,2.671813e+01
755,2.291587e+03,-1.337157e+02,2.644521e+01
756,2.299500e+03,-1.333944e+02,2.617172e+01
757,2.307368e+03,-1.330374e+02,2.589787e+01
758,2.315177e+03,-1.326461e+02,2.562365e+01
759,2.322928e+03,-1.322192e+02,2.534936e+01
760,2.330614e+03,-1.317573e+02,2.507506e+01
761,2.338234e+03,-1.312606e+02,2.480089e+01
762,2.345782e+03,-1.307290e+02,2.452691e+01
763,2.353258e+03,-1.301633e+02,2.425328e+01
764,2.360647e+03,-1.295621e+02,2.398005e+01
765,2.367950e+03,-1.289268e+02,2.370744e+01
766,2.375167e+03,-1.282568e+02,2.343551e+01
767,2.382284e+03,-1.275521e+02,2.316426e+01
768,2.389308e+03,-1.268127e+02,2.289397e+01
769,2.396217e+03,-1.260402e+02,2.262479e+01
770,2.403026e+03,-1.252344e+02,2.235678e+01
771,2.409721e+03,-1.243955e+02,2.209008e+01
772,2.416295e+03,-1.235235e+02,2.182490e+01
773,2.422755e+03,-1.226199e+02,2.156132e+01
774,2.429088e+03,-1.216847e+02,2.129946e+01
775,2.435292e+03,-1.207179e+02,2.103948e+01
776,2.441376e+03,-1.197210e+02,2.078150e+01
777,2.447334e+03,-1.186933e+02,2.052560e+01
778,2.453164e+03,-1.176363e+02,2.027191e+01
779,2.458868e+03,-1.165493e+02,2.002051e+01
780,2.464439e+03,-1.154345e+02,1.977159e+01
781,2.469883e+03,-1.142911e+02,1.952516e+01
782,2.475187e+03,-1.131199e+02,1.928136e+01
783,2.480359e+03,-1.119203e+02,1.904032e+01
784,2.485383e+03,-1.106936e+02,1.880210e+01
785,2.490260e+03,-1.094392e+02,1.856678e+01
786,2.494976e+03,-1.081570e+02,1.833449e+01
787,2.499538e+03,-1.068485e+02,1.810531e+01
788,2.503939e+03,-1.055123e+02,1.787935e+01
789,2.508165e+03,-1.041506e+02,1.765678e+01
790,2.512230e+03,-1.027626e+02,1.743765e+01
791,2.516121e+03,-1.013513e+02,1.722217e+01
792,2.519844e+03,-9.991604e+01,1.701049e+01
793,2.523393e+03,-9.845819e+01,1.680275e+01
794,2.526769e+03,-9.697853e+01,1.659900e+01
795,2.529963e+03,-9.547854e+01,1.639947e+01
796,2.532983e+03,-9.395748e+01,1.620415e+01
797,2.535831e+03,-9.241682e+01,1.601310e+01
798,2.538498e+03,-9.085655e+01,1.582638e+01
799,2.540993e+03,-8.927742e+01,1.564407e+01
800,2.543308e+03,-8.767866e+01,1.546622e+01
801,2.545443e+03,-8.606249e+01,1.529283e+01
802,2.547406e+03,-8.442816e+01,1.512389e+01
803,2.549183e+03,-8.277637e+01,1.495968e+01
804,2.550782e+03,-8.110858e+01,1.480012e+01
805,2.552188e+03,-7.942402e+01,1.464548e+01
806,2.553393e+03,-7.772490e+01,1.449577e+01
807,2.554399e+03,-7.600969e+01,1.435111e+01
808,2.555205e+03,-7.428135e+01,1.421164e+01
809,2.555804e+03,-7.253909e+01,1.407743e+01
810,2.556197e+03,-7.078362e+01,1.394853e+01
811,2.556384e+03,-6.901655e+01,1.382502e+01
812,2.556380e+03,-6.723851e+01,1.370680e+01
813,2.556178e+03,-6.545043e+01,1.359401e+01
814,2.555786e+03,-6.365318e+01,1.348664e+01
815,2.555211e+03,-6.184760e+01,1.338469e+01
816,2.554453e+03,-6.003454e+01,1.328828e+01
817,2.553506e+03,-5.821450e+01,1.319741e+01
818,2.552370e+03,-5.638766e+01,1.311214e+01
819,2.551037e+03,-5.455442e+01,1.303246e+01
820,2.549501e+03,-5.271519e+01,1.295858e+01
821,2.547753e+03,-5.087030e+01,1.289043e+01
822,2.545795e+03,-4.902001e+01,1.282813e+01
823,2.543619e+03,-4.716480e+01,1.277168e+01
824,2.541233e+03,-4.530567e+01,1.272114e+01
825,2.538644e+03,-4.344375e+01,1.267650e+01
826,2.535853e+03,-4.158020e+01,1.263783e+01
827,2.532867e+03,-3.971617e+01,1.260505e+01
828,2.529687e+03,-3.785265e+01,1.257822e+01
829,2.526327e+03,-3.599085e+01,1.255732e+01
830,2.522787e+03,-3.413178e+01,1.254244e+01
831,2.519069e+03,-3.227575e+01,1.253348e+01
832,2.515164e+03,-3.042326e+01,1.253050e+01
833,2.511065e+03,-2.857446e+01,1.253359e+01
834,2.506781e+03,-2.672969e+01,1.254272e+01
835,2.502295e+03,-2.488934e+01,1.255790e+01
836,2.497602e+03,-2.305360e+01,1.257918e+01
837,2.492708e+03,-2.122301e+01,1.260656e+01
838,2.487621e+03,-1.939826e+01,1.264004e+01
839,2.482326e+03,-1.758042e+01,1.267953e+01
840,2.476853e+03,-1.577034e+01,1.272503e+01
841,2.471196e+03,-1.396908e+01,1.277645e+01
842,2.465361e+03,-1.217748e+01,1.283379e+01
843,2.459348e+03,-1.039655e+01,1.289696e+01
844,2.453181e+03,-8.627182e+00,1.296590e+01
845,2.446836e+03,-6.869865e+00,1.304067e+01
846,2.440329e+03,-5.125265e+00,1.312125e+01
847,2.433644e+03,-3.393804e+00,1.320773e+01
848,2.426791e+03,-1.676041e+00,1.330002e+01
849,2.419760e+03,2.751420e-02,1.339819e+01
850,2.412546e+03,1.716334e+00,1.350224e+01
851,2.405162e+03,3.389916e+00,1.361224e+01
852,2.397601e+03,5.047810e+00,1.372796e+01
853,2.389871e+03,6.689571e+00,1.384940e+01
854,2.381972e+03,8.314759e+00,1.397640e+01
855,2.373926e+03,9.922929e+00,1.410888e+01
856,2.365718e+03,1.151368e+01,1.424678e+01
857,2.357370e+03,1.308655e+01,1.438985e+01
858,2.348883e+03,1.464103e+01,1.453819e+01
859,2.340256e+03,1.617636e+01,1.469162e+01
860,2.331490e+03,1.769179e+01,1.485023e+01
861,2.322591e+03,1.918651e+01,1.501394e+01
862,2.313552e+03,2.065968e+01,1.518268e+01
863,2.304389e+03,2.211056e+01,1.535658e+01
864,2.295093e+03,2.353826e+01,1.553550e+01
865,2.285664e+03,2.494216e+01,1.571944e+01
866,2.276118e+03,2.632197e+01,1.590832e+01
867,2.266439e+03,2.767775e+01,1.610207e+01
868,2.256635e+03,2.900919e+01,1.630054e+01
869,2.246713e+03,3.031636e+01,1.650366e+01
870,2.236666e+03,3.159903e+01,1.671142e+01
871,2.226500e+03,3.285718e+01,1.692360e+01
872,2.216223e+03,3.409066e+01,1.714013e+01
873,2.205828e+03,3.529894e+01,1.736085e+01
874,2.195330e+03,3.648163e+01,1.758578e+01
875,2.184727e+03,3.763812e+01,1.781477e+01
876,2.174028e+03,3.876804e+01,1.804765e+01
877,2.163233e+03,3.987070e+01,1.828430e+01
878,2.152363e+03,4.094578e+01,1.852464e+01
879,2.141404e+03,4.199268e+01,1.876859e+01
880,2.130369e+03,4.301100e+01,1.901600e+01
881,2.119253e+03,4.400030e+01,1.926682e+01
882,2.108069e+03,4.496017e+01,1.952103e+01
883,2.096809e+03,4.589008e+01,1.977842e+01
884,2.085474e+03,4.678972e+01,2.003906e+01
885,2.074071e+03,4.765854e+01,2.030282e+01
886,2.062600e+03,4.849622e+01,2.056954e+01
887,2.051060e+03,4.930268e+01,2.083923e+01
888,2.039467e+03,5.007787e+01,2.111174e+01
889,2.027804e+03,5.082194e+01,2.138686e+01
890,2.016094e+03,5.153471e+01,2.166459e+01
891,2.004331e+03,5.221630e+01,2.194479e+01
892,1.992520e+03,5.286661e+01,2.222731e+01
893,1.980661e+03,5.348568e+01,2.251207e+01
894,1.968770e+03,5.407342e+01,2.279880e+01
895,1.956831e+03,5.462965e+01,2.308757e+01
896,1.944866e+03,5.515440e+01,2.337809e+01
897,1.932867e+03,5.564751e+01,2.367028e+01
898,1.920843e+03,5.610886e+01,2.396401e+01
899,1.908799e+03,5.653841e+01,2.425906e+01
900,1.896737e+03,5.693599e+01,2.455543e+01
901,1.884654e+03,5.730156e+01,2.485283e+01
902,1.872567e+03,5.763509e+01,2.515128e+01
903,1.860475e+03,5.793640e+01,2.545064e+01
904,1.848377e+03,5.820553e+01,2.575076e+01
905,1.836281e+03,5.844238e+01,2.605151e+01
906,1.824185e+03,5.864684e+01,2.635290e+01
907,1.812106e+03,5.881887e+01,2.665464e+01
908,1.800035e+03,5.895858e+01,2.695667e+01
909,1.787978e+03,5.906602e+01,2.725899e+01
910,1.775937e+03,5.914129e+01,2.756141e+01
911,1.763917e+03,5.918449e+01,2.786377e+01
912,1.751926e+03,5.919575e+01,2.816602e+01
913,1.739964e+03,5.917516e+01,2.846810e+01
914,1.728030e+03,5.912275e+01,2.876979e+01
915,1.716125e+03,5.903870e+01,2.907102e+01
916,1.704261e+03,5.892319e+01,2.937174e+01
917,1.692433e+03,5.877625e+01,2.967167e+01
918,1.680639e+03,5.859819e+01,2.997080e+01
919,1.668893e+03,5.838905e+01,3.026894e+01
920,1.657197e+03,5.814898e+01,3.056602e+01
921,1.645541e+03,5.787817e+01,3.086182e+01
922,1.633941e+03,5.757701e+01,3.115629e+01
923,1.622403e+03,5.724573e+01,3.144937e+01
924,1.610913e+03,5.688473e+01,3.174091e+01
925,1.599491e+03,5.649431e+01,3.203070e+01
926,1.588132e+03,5.607495e+01,3.231877e+01
927,1.576841e+03,5.562687e+01,3.260490e+01
928,1.565626e+03,5.515047e+01,3.288909e+01
929,1.554486e+03,5.464604e+01,3.317115e+01
930,1.543422e+03,5.411383e+01,3.345092e+01
931,1.532432e+03,5.355413e+01,3.372836e+01
932,1.521532e+03,5.296719e+01,3.400333e+01
933,1.510713e+03,5.235337e+01,3.427575e+01
934,1.499983e+03,5.171283e+01,3.454536e+01
935,1.489342e+03,5.104595e+01,3.481215e+01
936,1.478789e+03,5.035302e+01,3.507593e+01
937,1.468331e+03,4.963449e+01,3.533669e+01
938,1.457968e+03,4.889067e+01,3.559431e+01
939,1.447707e+03,4.812199e+01,3.584865e+01
940,1.437541e+03,4.732883e+01,3.609950e+01
941,1.427483e+03,4.651147e+01,3.634694e+01
942,1.417527e+03,4.567036e+01,3.659077e+01
943,1.407679e+03,4.480595e+01,3.683084e+01
944,1.397939e+03,4.391873e+01,3.706718e+01
945,1.388315e+03,4.300908e+01,3.729963e+01
946,1.378798e+03,4.207752e+01,3.752814e+01
947,1.369403e+03,4.112453e+01,3.775250e+01
948,1.360122e+03,4.015058e+01,3.797279e+01
949,1.350956e+03,3.915600e+01,3.818888e+01
950,1.341918e+03,3.814146e+01,3.840063e+01
951,1.333002e+03,3.710724e+01,3.860790e+01
952,1.324206e+03,3.605390e+01,3.881071e+01
953,1.315538e+03,3.498179e+01,3.900892e+01
954,1.306990e+03,3.389147e+01,3.920248e+01
955,1.298576e+03,3.278334e+01,3.939125e+01
956,1.290289e+03,3.165790e+01,3.957516e+01
957,1.282136e+03,3.051563e+01,3.975417e+01
958,1.274109e+03,2.935723e+01,3.992829e+01
959,1.266216e+03,2.818334e+01,4.009737e+01
960,1.258463e+03,2.699452e+01,4.026152e+01
961,1.250842e+03,2.579131e+01,4.042052e+01
962,1.243361e+03,2.457443e+01,4.057446e+01
963,1.236020e+03,2.334450e+01,4.072327e+01
964,1.228818e+03,2.210193e+01,4.086683e+01
965,1.221754e+03,2.084727e+01,4.100522e+01
966,1.214830e+03,1.958106e+01,4.113824e+01
967,1.208051e+03,1.830387e+01,4.126589e+01
968,1.201410e+03,1.701616e+01,4.138811e+01
969,1.194914e+03,1.571848e+01,4.150484e+01
970,1.188564e+03,1.441132e+01,4.161595e+01
971,1.182350e+03,1.309529e+01,4.172159e+01
972,1.176281e+03,1.177102e+01,4.182156e+01
973,1.170357e+03,1.043897e+01,4.191586e+01
974,1.164584e+03,9.099772e+00,4.200459e+01
975,1.158947e+03,7.754114e+00,4.208753e+01
976,1.153454e+03,6.402394e+00,4.216484e+01
977,1.148112e+03,5.045380e+00,4.223631e+01
978,1.142912e+03,3.683466e+00,4.230210e+01
979,1.137856e+03,2.317302e+00,4.236214e+01
980,1.132950e+03,9.473991e-01,4.241629e+01
981,1.128187e+03,-4.256990e-01,4.246480e+01
982,1.123566e+03,-1.801443e+00,4.250744e+01
983,1.119088e+03,-3.179284e+00,4.254437e+01
984,1.114759e+03,-4.558695e+00,4.257546e+01
985,1.110572e+03,-5.939178e+00,4.260071e+01
986,1.106527e+03,-7.320247e+00,4.262014e+01
987,1.102631e+03,-8.701428e+00,4.263374e+01
988,1.098876e+03,-1.008224e+01,4.264138e+01
989,1.095263e+03,-1.146220e+01,4.264322e+01
990,1.091791e+03,-1.284077e+01,4.263904e+01
991,1.088461e+03,-1.421758e+01,4.262893e+01
992,1.085279e+03,-1.559193e+01,4.261296e+01
993,1.082230e+03,-1.696329e+01,4.259099e+01
994,1.079330e+03,-1.833097e+01,4.256318e+01
995,1.076563e+03,-1.969451e+01,4.252953e+01
996,1.073937e+03,-2.105321e+01,4.249006e+01
997,1.071452e+03,-2.240654e+01,4.244468e+01
998,1.069107e+03,-2.375389e+01,4.239349e+01
999,1.066895e+03,-2.509450e+01,4.233656e+01
1000,1.064824e+03,-2.642782e+01,4.227383e+01
1001,1.062878e+03,-2.775317e+01,4.220529e+01
1002,1.061073e+03,-2.906988e+01,4.213095e+01
1003,1.059393e+03,-3.037728e+01,4.205082e+01
1004,1.057846e+03,-3.167478e+01,4.196489e+01
1005,1.056417e+03,-3.296179e+01,4.187318e+01
1006,1.055121e+03,-3.423793e+01,4.177583e+01
1007,1.053944e+03,-3.550298e+01,4.167300e+01
1008,1.052892e+03,-3.675679e+01,4.156483e+01
1009,1.051965e+03,-3.799899e+01,4.145148e+01
1010,1.051150e+03,-3.922936e+01,4.133317e+01
1011,1.050460e+03,-4.044759e+01,4.120991e+01
1012,1.049881e+03,-4.165353e+01,4.108191e+01
1013,1.049413e+03,-4.284682e+01,4.094911e+01
1014,1.049071e+03,-4.402693e+01,4.081150e+01
1015,1.048832e+03,-4.519355e+01,4.066894e+01
1016,1.048713e+03,-4.634632e+01,4.052150e+01
1017,1.048711e+03,-4.748486e+01,4.036897e+01
1018,1.048814e+03,-4.860871e+01,4.021132e+01
1019,1.049028e+03,-4.971751e+01,4.004866e+01
1020,1.049353e+03,-5.081057e+01,3.988088e+01
1021,1.049783e+03,-5.188729e+01,3.970838e+01
1022,1.050317e+03,-5.294709e+01,3.953114e+01
1023,1.050940e+03,-5.398919e+01,3.934939e+01
1024,1.051668e+03,-5.501308e+01,3.916327e+01
1025,1.052478e+03,-5.601800e+01,3.897301e+01
1026,1.053385e+03,-5.700342e+01,3.877867e+01
1027,1.054374e+03,-5.796948e+01,3.858033e+01
1028,1.055446e+03,-5.891617e+01,3.837805e+01
1029,1.056616e+03,-5.984363e+01,3.817192e+01
1030,1.057861e+03,-6.075198e+01,3.796193e+01
1031,1.059196e+03,-6.164144e+01,3.774821e+01
1032,1.060607e+03,-6.251200e+01,3.753077e+01
1033,1.062109e+03,-6.336377e+01,3.730968e+01
1034,1.063687e+03,-6.419624e+01,3.708500e+01
1035,1.065348e+03,-6.500878e+01,3.685696e+01
1036,1.067078e+03,-6.580086e+01,3.662562e+01
1037,1.068870e+03,-6.657186e+01,3.639113e+01
1038,1.070738e+03,-6.732124e+01,3.615363e+01
1039,1.072669e+03,-6.804846e+01,3.591326e+01
1040,1.074653e+03,-6.875290e+01,3.567001e+01
1041,1.076700e+03,-6.943454e+01,3.542411e+01
1042,1.078803e+03,-7.009335e+01,3.517540e+01
1043,1.080952e+03,-7.072908e+01,3.492402e+01
1044,1.083165e+03,-7.134238e+01,3.466996e+01
