isotope_closure_id,element_closure_id,Z,N,A,proton_count,neutron_count,electron_count,total_particle_count,quark_u_count,quark_d_count,quark_e_count,P_address,quark_address,radix_cycle,radix_slot,shell_period,shell_n,shell_capacity,shell_occupancy,shell_status,ladder_role,ladder_weight,selected_depth_index,residual_twelfths,constant_native_lane,G_fraction,G_decimal,GR_fraction,GR_decimal,retained_7G_fraction,retained_7G_decimal,construction_source
CR222-IZ089N140-FLOOR_PRIMARY,CR222-EZ089,89,140,229,89,140,89,318,318,369,89,89p+140n+89e,318u+369d+89e,8,5,5,4,32,29,OPEN_SHELL,FLOOR_PRIMARY,1/12,7,11,CONSTANT_BOUND_LADDER_LANE,634025/768,825.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,634025/96,6604.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,4438175/768,5778.873697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ089N141-CEIL_NEIGHBOR,CR222-EZ089,89,141,230,89,141,89,319,319,371,89,89p+141n+89e,319u+371d+89e,8,5,5,4,32,29,OPEN_SHELL,CEIL_NEIGHBOR,11/12,7,11,CONSTANT_BOUND_LADDER_LANE,634037/768,825.5690104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,634037/96,6604.552083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,4438259/768,5778.983072916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ090N142-FLOOR_PRIMARY,CR222-EZ090,90,142,232,90,142,90,322,322,374,90,90p+142n+90e,322u+374d+90e,8,6,5,4,32,30,OPEN_SHELL,FLOOR_PRIMARY,1/2,7,6,CONSTANT_HALF_WRITE_LANE,106859/128,834.8359375,106859/16,6678.6875,748013/128,5843.8515625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ090N143-CEIL_NEIGHBOR,CR222-EZ090,90,143,233,90,143,90,323,323,376,90,90p+143n+90e,323u+376d+90e,8,6,5,4,32,30,OPEN_SHELL,CEIL_NEIGHBOR,1/2,7,6,CONSTANT_HALF_WRITE_LANE,106861/128,834.8515625,106861/16,6678.8125,748027/128,5843.9609375,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ091N144-FLOOR_PRIMARY,CR222-EZ091,91,144,235,91,144,91,326,326,379,91,91p+144n+91e,326u+379d+91e,8,7,5,4,32,31,OPEN_SHELL,FLOOR_PRIMARY,11/12,7,1,CONSTANT_BOUND_LADDER_LANE,648283/768,844.1184895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,648283/96,6752.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,4537981/768,5908.829427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ091N145-CEIL_NEIGHBOR,CR222-EZ091,91,145,236,91,145,91,327,327,381,91,91p+145n+91e,327u+381d+91e,8,7,5,4,32,31,OPEN_SHELL,CEIL_NEIGHBOR,1/12,7,1,CONSTANT_BOUND_LADDER_LANE,648295/768,844.1341145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,648295/96,6753.072916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,4538065/768,5908.938802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ092N145-FLOOR_PRIMARY,CR222-EZ092,92,145,237,92,145,92,329,329,382,92,92p+145n+92e,329u+382d+92e,8,8,5,4,32,32,CLOSED_SHELL,FLOOR_PRIMARY,1/3,7,8,CONSTANT_BOUND_LADDER_LANE,81925/96,853.3854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,81925/12,6827.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,573475/96,5973.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ092N146-CEIL_NEIGHBOR,CR222-EZ092,92,146,238,92,146,92,330,330,384,92,92p+146n+92e,330u+384d+92e,8,8,5,4,32,32,CLOSED_SHELL,CEIL_NEIGHBOR,2/3,7,8,CONSTANT_BOUND_LADDER_LANE,163853/192,853.4010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,163853/24,6827.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1146971/192,5973.807291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ093N147-FLOOR_PRIMARY,CR222-EZ093,93,147,240,93,147,93,333,333,387,93,93p+147n+93e,333u+387d+93e,8,9,6,3,18,1,OPEN_SHELL,FLOOR_PRIMARY,3/4,7,3,CONSTANT_BOUND_LADDER_LANE,220843/256,862.66796875,220843/32,6901.34375,1545901/256,6038.67578125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ093N148-CEIL_NEIGHBOR,CR222-EZ093,93,148,241,93,148,93,334,334,389,93,93p+148n+93e,334u+389d+93e,8,9,6,3,18,1,OPEN_SHELL,CEIL_NEIGHBOR,1/4,7,3,CONSTANT_BOUND_LADDER_LANE,220847/256,862.68359375,220847/32,6901.46875,1545929/256,6038.78515625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ094N148-FLOOR_PRIMARY,CR222-EZ094,94,148,242,94,148,94,336,336,390,94,94p+148n+94e,336u+390d+94e,8,10,6,3,18,2,OPEN_SHELL,FLOOR_PRIMARY,1/6,7,10,CONSTANT_BOUND_LADDER_LANE,334823/384,871.9348958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,334823/48,6975.479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2343761/384,6103.544270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ094N149-CEIL_NEIGHBOR,CR222-EZ094,94,149,243,94,149,94,337,337,392,94,94p+149n+94e,337u+392d+94e,8,10,6,3,18,2,OPEN_SHELL,CEIL_NEIGHBOR,5/6,7,10,CONSTANT_BOUND_LADDER_LANE,334829/384,871.9505208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,334829/48,6975.604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2343803/384,6103.653645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ095N150-FLOOR_PRIMARY,CR222-EZ095,95,150,245,95,150,95,340,340,395,95,95p+150n+95e,340u+395d+95e,8,11,6,3,18,3,OPEN_SHELL,FLOOR_PRIMARY,7/12,7,5,CONSTANT_BOUND_LADDER_LANE,676775/768,881.2174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,676775/96,7049.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,4737425/768,6168.522135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ095N151-CEIL_NEIGHBOR,CR222-EZ095,95,151,246,95,151,95,341,341,397,95,95p+151n+95e,341u+397d+95e,8,11,6,3,18,3,OPEN_SHELL,CEIL_NEIGHBOR,5/12,7,5,CONSTANT_BOUND_LADDER_LANE,676787/768,881.2330729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,676787/96,7049.864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,4737509/768,6168.631510416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ096N152-FLOOR_PRIMARY,CR222-EZ096,96,152,248,96,152,96,344,344,400,96,96p+152n+96e,344u+400d+96e,8,12,6,3,18,4,OPEN_SHELL,FLOOR_PRIMARY,1,7,0,CONSTANT_STABLE_ANCHOR_LANE,1781/2,890.5,7124,7124,12467/2,6233.5,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ097N161-FLOOR_PRIMARY,CR222-EZ097,97,161,258,97,161,97,355,355,419,97,97p+161n+97e,355u+419d+97e,9,1,6,3,18,5,OPEN_SHELL,FLOOR_PRIMARY,1/3,8,8,CONSTANT_BOUND_LADDER_LANE,691117/768,899.8919270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,691117/96,7199.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,4837819/768,6299.243489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ097N162-CEIL_NEIGHBOR,CR222-EZ097,97,162,259,97,162,97,356,356,421,97,97p+162n+97e,356u+421d+97e,9,1,6,3,18,5,OPEN_SHELL,CEIL_NEIGHBOR,2/3,8,8,CONSTANT_BOUND_LADDER_LANE,691129/768,899.9075520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,691129/96,7199.260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,4837903/768,6299.352864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ098N163-FLOOR_PRIMARY,CR222-EZ098,98,163,261,98,163,98,359,359,424,98,98p+163n+98e,359u+424d+98e,9,2,6,3,18,6,OPEN_SHELL,FLOOR_PRIMARY,2/3,8,4,CONSTANT_BOUND_LADDER_LANE,349123/384,909.1744791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,349123/48,7273.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2443861/384,6364.221354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ098N164-CEIL_NEIGHBOR,CR222-EZ098,98,164,262,98,164,98,360,360,426,98,98p+164n+98e,360u+426d+98e,9,2,6,3,18,6,OPEN_SHELL,CEIL_NEIGHBOR,1/3,8,4,CONSTANT_BOUND_LADDER_LANE,349129/384,909.1901041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,349129/48,7273.520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2443903/384,6364.330729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ099N165-FLOOR_PRIMARY,CR222-EZ099,99,165,264,99,165,99,363,363,429,99,99p+165n+99e,363u+429d+99e,9,3,6,3,18,7,OPEN_SHELL,FLOOR_PRIMARY,1,8,0,CONSTANT_STABLE_ANCHOR_LANE,235125/256,918.45703125,235125/32,7347.65625,1645875/256,6429.19921875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ100N166-FLOOR_PRIMARY,CR222-EZ100,100,166,266,100,166,100,366,366,432,100,100p+166n+100e,366u+432d+100e,9,4,6,3,18,8,OPEN_SHELL,FLOOR_PRIMARY,1/3,8,8,CONSTANT_BOUND_LADDER_LANE,178123/192,927.7239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,178123/24,7421.791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1246861/192,6494.067708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ100N167-CEIL_NEIGHBOR,CR222-EZ100,100,167,267,100,167,100,367,367,434,100,100p+167n+100e,367u+434d+100e,9,4,6,3,18,8,OPEN_SHELL,CEIL_NEIGHBOR,2/3,8,8,CONSTANT_BOUND_LADDER_LANE,89063/96,927.7395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,89063/12,7421.916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,623441/96,6494.177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ101N168-FLOOR_PRIMARY,CR222-EZ101,101,168,269,101,168,101,370,370,437,101,101p+168n+101e,370u+437d+101e,9,5,6,3,18,9,OPEN_SHELL,FLOOR_PRIMARY,2/3,8,4,CONSTANT_BOUND_LADDER_LANE,719621/768,937.0065104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,719621/96,7496.052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5037347/768,6559.045572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ101N169-CEIL_NEIGHBOR,CR222-EZ101,101,169,270,101,169,101,371,371,439,101,101p+169n+101e,371u+439d+101e,9,5,6,3,18,9,OPEN_SHELL,CEIL_NEIGHBOR,1/3,8,4,CONSTANT_BOUND_LADDER_LANE,719633/768,937.0221354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,719633/96,7496.177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5037431/768,6559.154947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ102N170-FLOOR_PRIMARY,CR222-EZ102,102,170,272,102,170,102,374,374,442,102,102p+170n+102e,374u+442d+102e,9,6,6,3,18,10,OPEN_SHELL,FLOOR_PRIMARY,1,8,0,CONSTANT_STABLE_ANCHOR_LANE,121125/128,946.2890625,121125/16,7570.3125,847875/128,6624.0234375,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ103N171-FLOOR_PRIMARY,CR222-EZ103,103,171,274,103,171,103,377,377,445,103,103p+171n+103e,377u+445d+103e,9,7,6,3,18,11,OPEN_SHELL,FLOOR_PRIMARY,1/3,8,8,CONSTANT_BOUND_LADDER_LANE,733867/768,955.5559895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,733867/96,7644.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5137069/768,6688.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ103N172-CEIL_NEIGHBOR,CR222-EZ103,103,172,275,103,172,103,378,378,447,103,103p+172n+103e,378u+447d+103e,9,7,6,3,18,11,OPEN_SHELL,CEIL_NEIGHBOR,2/3,8,8,CONSTANT_BOUND_LADDER_LANE,733879/768,955.5716145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,733879/96,7644.572916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5137153/768,6689.001302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ104N173-FLOOR_PRIMARY,CR222-EZ104,104,173,277,104,173,104,381,381,450,104,104p+173n+104e,381u+450d+104e,9,8,6,3,18,12,OPEN_SHELL,FLOOR_PRIMARY,2/3,8,4,CONSTANT_BOUND_LADDER_LANE,185249/192,964.8385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,185249/24,7718.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1296743/192,6753.869791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ104N174-CEIL_NEIGHBOR,CR222-EZ104,104,174,278,104,174,104,382,382,452,104,104p+174n+104e,382u+452d+104e,9,8,6,3,18,12,OPEN_SHELL,CEIL_NEIGHBOR,1/3,8,4,CONSTANT_BOUND_LADDER_LANE,46313/48,964.8541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,46313/6,7718.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,324191/48,6753.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ105N175-FLOOR_PRIMARY,CR222-EZ105,105,175,280,105,175,105,385,385,455,105,105p+175n+105e,385u+455d+105e,9,9,6,3,18,13,OPEN_SHELL,FLOOR_PRIMARY,1,8,0,CONSTANT_STABLE_ANCHOR_LANE,249375/256,974.12109375,249375/32,7792.96875,1745625/256,6818.84765625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ106N176-FLOOR_PRIMARY,CR222-EZ106,106,176,282,106,176,106,388,388,458,106,106p+176n+106e,388u+458d+106e,9,10,6,3,18,14,OPEN_SHELL,FLOOR_PRIMARY,1/3,8,8,CONSTANT_BOUND_LADDER_LANE,377621/384,983.3880208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,377621/48,7867.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2643347/384,6883.716145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ106N177-CEIL_NEIGHBOR,CR222-EZ106,106,177,283,106,177,106,389,389,460,106,106p+177n+106e,389u+460d+106e,9,10,6,3,18,14,OPEN_SHELL,CEIL_NEIGHBOR,2/3,8,8,CONSTANT_BOUND_LADDER_LANE,377627/384,983.4036458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,377627/48,7867.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2643389/384,6883.825520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ107N178-FLOOR_PRIMARY,CR222-EZ107,107,178,285,107,178,107,392,392,463,107,107p+178n+107e,392u+463d+107e,9,11,6,3,18,15,OPEN_SHELL,FLOOR_PRIMARY,2/3,8,4,CONSTANT_BOUND_LADDER_LANE,762371/768,992.6705729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,762371/96,7941.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5336597/768,6948.694010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ107N179-CEIL_NEIGHBOR,CR222-EZ107,107,179,286,107,179,107,393,393,465,107,107p+179n+107e,393u+465d+107e,9,11,6,3,18,15,OPEN_SHELL,CEIL_NEIGHBOR,1/3,8,4,CONSTANT_BOUND_LADDER_LANE,762383/768,992.6861979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,762383/96,7941.489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5336681/768,6948.803385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ108N180-FLOOR_PRIMARY,CR222-EZ108,108,180,288,108,180,108,396,396,468,108,108p+180n+108e,396u+468d+108e,9,12,6,3,18,16,OPEN_SHELL,FLOOR_PRIMARY,1,8,0,CONSTANT_STABLE_ANCHOR_LANE,64125/64,1001.953125,64125/8,8015.625,448875/64,7013.671875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ109N190-FLOOR_PRIMARY,CR222-EZ109,109,190,299,109,190,109,408,408,489,109,109p+190n+109e,408u+489d+109e,10,1,6,3,18,17,OPEN_SHELL,FLOOR_PRIMARY,1/4,9,9,CONSTANT_BOUND_LADDER_LANE,776725/768,1011.360677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,776725/96,8090.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5437075/768,7079.524739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ109N191-CEIL_NEIGHBOR,CR222-EZ109,109,191,300,109,191,109,409,409,491,109,109p+191n+109e,409u+491d+109e,10,1,6,3,18,17,OPEN_SHELL,CEIL_NEIGHBOR,3/4,9,9,CONSTANT_BOUND_LADDER_LANE,776737/768,1011.376302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,776737/96,8091.010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5437159/768,7079.634114583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ110N192-FLOOR_PRIMARY,CR222-EZ110,110,192,302,110,192,110,412,412,494,110,110p+192n+110e,412u+494d+110e,10,2,6,3,18,18,CLOSED_SHELL,FLOOR_PRIMARY,1/2,9,6,CONSTANT_HALF_WRITE_LANE,391927/384,1020.643229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,391927/48,8165.145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2743489/384,7144.502604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ110N193-CEIL_NEIGHBOR,CR222-EZ110,110,193,303,110,193,110,413,413,496,110,110p+193n+110e,413u+496d+110e,10,2,6,3,18,18,CLOSED_SHELL,CEIL_NEIGHBOR,1/2,9,6,CONSTANT_HALF_WRITE_LANE,391933/384,1020.658854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,391933/48,8165.270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2743531/384,7144.611979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ111N194-FLOOR_PRIMARY,CR222-EZ111,111,194,305,111,194,111,416,416,499,111,111p+194n+111e,416u+499d+111e,10,3,7,2,8,1,OPEN_SHELL,FLOOR_PRIMARY,3/4,9,3,CONSTANT_BOUND_LADDER_LANE,263661/256,1029.92578125,263661/32,8239.40625,1845627/256,7209.48046875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ111N195-CEIL_NEIGHBOR,CR222-EZ111,111,195,306,111,195,111,417,417,501,111,111p+195n+111e,417u+501d+111e,10,3,7,2,8,1,OPEN_SHELL,CEIL_NEIGHBOR,1/4,9,3,CONSTANT_BOUND_LADDER_LANE,263665/256,1029.94140625,263665/32,8239.53125,1845655/256,7209.58984375,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ112N196-FLOOR_PRIMARY,CR222-EZ112,112,196,308,112,196,112,420,420,504,112,112p+196n+112e,420u+504d+112e,10,4,7,2,8,2,OPEN_SHELL,FLOOR_PRIMARY,1,9,0,CONSTANT_STABLE_ANCHOR_LANE,24941/24,1039.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,24941/3,8313.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,174587/24,7274.458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ113N197-FLOOR_PRIMARY,CR222-EZ113,113,197,310,113,197,113,423,423,507,113,113p+197n+113e,423u+507d+113e,10,5,7,2,8,3,OPEN_SHELL,FLOOR_PRIMARY,1/4,9,9,CONSTANT_BOUND_LADDER_LANE,805229/768,1048.475260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,805229/96,8387.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5636603/768,7339.326822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ113N198-CEIL_NEIGHBOR,CR222-EZ113,113,198,311,113,198,113,424,424,509,113,113p+198n+113e,424u+509d+113e,10,5,7,2,8,3,OPEN_SHELL,CEIL_NEIGHBOR,3/4,9,9,CONSTANT_BOUND_LADDER_LANE,805241/768,1048.490885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,805241/96,8387.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,5636687/768,7339.436197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ114N199-FLOOR_PRIMARY,CR222-EZ114,114,199,313,114,199,114,427,427,512,114,114p+199n+114e,427u+512d+114e,10,6,7,2,8,4,OPEN_SHELL,FLOOR_PRIMARY,1/2,9,6,CONSTANT_HALF_WRITE_LANE,135393/128,1057.7578125,135393/16,8462.0625,947751/128,7404.3046875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ114N200-CEIL_NEIGHBOR,CR222-EZ114,114,200,314,114,200,114,428,428,514,114,114p+200n+114e,428u+514d+114e,10,6,7,2,8,4,OPEN_SHELL,CEIL_NEIGHBOR,1/2,9,6,CONSTANT_HALF_WRITE_LANE,135395/128,1057.7734375,135395/16,8462.1875,947765/128,7404.4140625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ115N201-FLOOR_PRIMARY,CR222-EZ115,115,201,316,115,201,115,431,431,517,115,115p+201n+115e,431u+517d+115e,10,7,7,2,8,5,OPEN_SHELL,FLOOR_PRIMARY,3/4,9,3,CONSTANT_BOUND_LADDER_LANE,819487/768,1067.040364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,819487/96,8536.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5736409/768,7469.282552083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ115N202-CEIL_NEIGHBOR,CR222-EZ115,115,202,317,115,202,115,432,432,519,115,115p+202n+115e,432u+519d+115e,10,7,7,2,8,5,OPEN_SHELL,CEIL_NEIGHBOR,1/4,9,3,CONSTANT_BOUND_LADDER_LANE,819499/768,1067.055989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,819499/96,8536.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5736493/768,7469.391927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ116N203-FLOOR_PRIMARY,CR222-EZ116,116,203,319,116,203,116,435,435,522,116,116p+203n+116e,435u+522d+116e,10,8,7,2,8,6,OPEN_SHELL,FLOOR_PRIMARY,1,9,0,CONSTANT_STABLE_ANCHOR_LANE,103327/96,1076.322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,103327/12,8610.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,723289/96,7534.260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ117N204-FLOOR_PRIMARY,CR222-EZ117,117,204,321,117,204,117,438,438,525,117,117p+204n+117e,438u+525d+117e,10,9,7,2,8,7,OPEN_SHELL,FLOOR_PRIMARY,1/4,9,9,CONSTANT_BOUND_LADDER_LANE,277911/256,1085.58984375,277911/32,8684.71875,1945377/256,7599.12890625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ117N205-CEIL_NEIGHBOR,CR222-EZ117,117,205,322,117,205,117,439,439,527,117,117p+205n+117e,439u+527d+117e,10,9,7,2,8,7,OPEN_SHELL,CEIL_NEIGHBOR,3/4,9,9,CONSTANT_BOUND_LADDER_LANE,277915/256,1085.60546875,277915/32,8684.84375,1945405/256,7599.23828125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
