isotope_closure_id,element_closure_id,Z,N,A,proton_count,neutron_count,electron_count,total_particle_count,quark_u_count,quark_d_count,quark_e_count,P_address,quark_address,radix_cycle,radix_slot,shell_period,shell_n,shell_capacity,shell_occupancy,shell_status,ladder_role,ladder_weight,selected_depth_index,residual_twelfths,constant_native_lane,G_fraction,G_decimal,GR_fraction,GR_decimal,retained_7G_fraction,retained_7G_decimal,construction_source
CR222-IZ029N034-CEIL_NEIGHBOR,CR222-EZ029,29,34,63,29,34,29,92,92,97,29,29p+34n+29e,92u+97d+29e,3,5,4,4,32,1,OPEN_SHELL,CEIL_NEIGHBOR,5/6,2,10,CONSTANT_BOUND_LADDER_LANE,206453/768,268.8190104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,206453/96,2150.552083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1445171/768,1881.733072916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ030N035-FLOOR_PRIMARY,CR222-EZ030,30,35,65,30,35,30,95,95,100,30,30p+35n+30e,95u+100d+30e,3,6,4,4,32,2,OPEN_SHELL,FLOOR_PRIMARY,1,2,0,CONSTANT_STABLE_ANCHOR_LANE,35595/128,278.0859375,35595/16,2224.6875,249165/128,1946.6015625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ031N036-FLOOR_PRIMARY,CR222-EZ031,31,36,67,31,36,31,98,98,103,31,31p+36n+31e,98u+103d+31e,3,7,4,4,32,3,OPEN_SHELL,FLOOR_PRIMARY,5/6,2,2,CONSTANT_BOUND_LADDER_LANE,220687/768,287.3528645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,220687/96,2298.822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1544809/768,2011.470052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ031N037-CEIL_NEIGHBOR,CR222-EZ031,31,37,68,31,37,31,99,99,105,31,31p+37n+31e,99u+105d+31e,3,7,4,4,32,3,OPEN_SHELL,CEIL_NEIGHBOR,1/6,2,2,CONSTANT_BOUND_LADDER_LANE,220699/768,287.3684895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,220699/96,2298.947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1544893/768,2011.579427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ032N037-FLOOR_PRIMARY,CR222-EZ032,32,37,69,32,37,32,101,101,106,32,32p+37n+32e,101u+106d+32e,3,8,4,4,32,4,OPEN_SHELL,FLOOR_PRIMARY,2/3,2,4,CONSTANT_BOUND_LADDER_LANE,56951/192,296.6197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,56951/24,2372.958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,398657/192,2076.338541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ032N038-CEIL_NEIGHBOR,CR222-EZ032,32,38,70,32,38,32,102,102,108,32,32p+38n+32e,102u+108d+32e,3,8,4,4,32,4,OPEN_SHELL,CEIL_NEIGHBOR,1/3,2,4,CONSTANT_BOUND_LADDER_LANE,28477/96,296.6354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,28477/12,2373.083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,199339/96,2076.447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ033N038-FLOOR_PRIMARY,CR222-EZ033,33,38,71,33,38,33,104,104,109,33,33p+38n+33e,104u+109d+33e,3,9,4,4,32,5,OPEN_SHELL,FLOOR_PRIMARY,1/2,2,6,CONSTANT_HALF_WRITE_LANE,78307/256,305.88671875,78307/32,2447.09375,548149/256,2141.20703125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ033N039-CEIL_NEIGHBOR,CR222-EZ033,33,39,72,33,39,33,105,105,111,33,33p+39n+33e,105u+111d+33e,3,9,4,4,32,5,OPEN_SHELL,CEIL_NEIGHBOR,1/2,2,6,CONSTANT_HALF_WRITE_LANE,78311/256,305.90234375,78311/32,2447.21875,548177/256,2141.31640625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ034N039-FLOOR_PRIMARY,CR222-EZ034,34,39,73,34,39,34,107,107,112,34,34p+39n+34e,107u+112d+34e,3,10,4,4,32,6,OPEN_SHELL,FLOOR_PRIMARY,1/3,2,8,CONSTANT_BOUND_LADDER_LANE,121019/384,315.1536458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,121019/48,2521.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,847133/384,2206.075520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ034N040-CEIL_NEIGHBOR,CR222-EZ034,34,40,74,34,40,34,108,108,114,34,34p+40n+34e,108u+114d+34e,3,10,4,4,32,6,OPEN_SHELL,CEIL_NEIGHBOR,2/3,2,8,CONSTANT_BOUND_LADDER_LANE,121025/384,315.1692708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,121025/48,2521.354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,847175/384,2206.184895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ035N040-FLOOR_PRIMARY,CR222-EZ035,35,40,75,35,40,35,110,110,115,35,35p+40n+35e,110u+115d+35e,3,11,4,4,32,7,OPEN_SHELL,FLOOR_PRIMARY,1/6,2,10,CONSTANT_BOUND_LADDER_LANE,249155/768,324.4205729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,249155/96,2595.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1744085/768,2270.944010416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ035N041-CEIL_NEIGHBOR,CR222-EZ035,35,41,76,35,41,35,111,111,117,35,35p+41n+35e,111u+117d+35e,3,11,4,4,32,7,OPEN_SHELL,CEIL_NEIGHBOR,5/6,2,10,CONSTANT_BOUND_LADDER_LANE,249167/768,324.4361979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,249167/96,2595.489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1744169/768,2271.053385416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ036N042-FLOOR_PRIMARY,CR222-EZ036,36,42,78,36,42,36,114,114,120,36,36p+42n+36e,114u+120d+36e,3,12,4,4,32,8,OPEN_SHELL,FLOOR_PRIMARY,1,2,0,CONSTANT_STABLE_ANCHOR_LANE,21357/64,333.703125,21357/8,2669.625,149499/64,2335.921875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ037N046-FLOOR_PRIMARY,CR222-EZ037,37,46,83,37,46,37,120,120,129,37,37p+46n+37e,120u+129d+37e,4,1,4,4,32,9,OPEN_SHELL,FLOOR_PRIMARY,3/4,3,3,CONSTANT_BOUND_LADDER_LANE,263437/768,343.0169270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,263437/96,2744.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1844059/768,2401.118489583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ037N047-CEIL_NEIGHBOR,CR222-EZ037,37,47,84,37,47,37,121,121,131,37,37p+47n+37e,121u+131d+37e,4,1,4,4,32,9,OPEN_SHELL,CEIL_NEIGHBOR,1/4,3,3,CONSTANT_BOUND_LADDER_LANE,263449/768,343.0325520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,263449/96,2744.260416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1844143/768,2401.227864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ038N047-FLOOR_PRIMARY,CR222-EZ038,38,47,85,38,47,38,123,123,132,38,38p+47n+38e,123u+132d+38e,4,2,4,4,32,10,OPEN_SHELL,FLOOR_PRIMARY,1/2,3,6,CONSTANT_HALF_WRITE_LANE,135277/384,352.2838541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,135277/48,2818.270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,946939/384,2465.986979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ038N048-CEIL_NEIGHBOR,CR222-EZ038,38,48,86,38,48,38,124,124,134,38,38p+48n+38e,124u+134d+38e,4,2,4,4,32,10,OPEN_SHELL,CEIL_NEIGHBOR,1/2,3,6,CONSTANT_HALF_WRITE_LANE,135283/384,352.2994791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,135283/48,2818.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,946981/384,2466.096354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ039N048-FLOOR_PRIMARY,CR222-EZ039,39,48,87,39,48,39,126,126,135,39,39p+48n+39e,126u+135d+39e,4,3,4,4,32,11,OPEN_SHELL,FLOOR_PRIMARY,1/4,3,9,CONSTANT_BOUND_LADDER_LANE,92557/256,361.55078125,92557/32,2892.40625,647899/256,2530.85546875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ039N049-CEIL_NEIGHBOR,CR222-EZ039,39,49,88,39,49,39,127,127,137,39,39p+49n+39e,127u+137d+39e,4,3,4,4,32,11,OPEN_SHELL,CEIL_NEIGHBOR,3/4,3,9,CONSTANT_BOUND_LADDER_LANE,92561/256,361.56640625,92561/32,2892.53125,647927/256,2530.96484375,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ040N050-FLOOR_PRIMARY,CR222-EZ040,40,50,90,40,50,40,130,130,140,40,40p+50n+40e,130u+140d+40e,4,4,4,4,32,12,OPEN_SHELL,FLOOR_PRIMARY,1,3,0,CONSTANT_STABLE_ANCHOR_LANE,2225/6,370.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,8900/3,2966.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,15575/6,2595.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ041N051-FLOOR_PRIMARY,CR222-EZ041,41,51,92,41,51,41,133,133,143,41,41p+51n+41e,133u+143d+41e,4,5,4,4,32,13,OPEN_SHELL,FLOOR_PRIMARY,3/4,3,3,CONSTANT_BOUND_LADDER_LANE,291917/768,380.1002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,291917/96,3040.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2043419/768,2660.701822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ041N052-CEIL_NEIGHBOR,CR222-EZ041,41,52,93,41,52,41,134,134,145,41,41p+52n+41e,134u+145d+41e,4,5,4,4,32,13,OPEN_SHELL,CEIL_NEIGHBOR,1/4,3,3,CONSTANT_BOUND_LADDER_LANE,291929/768,380.1158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,291929/96,3040.927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2043503/768,2660.811197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ042N052-FLOOR_PRIMARY,CR222-EZ042,42,52,94,42,52,42,136,136,146,42,42p+52n+42e,136u+146d+42e,4,6,4,4,32,14,OPEN_SHELL,FLOOR_PRIMARY,1/2,3,6,CONSTANT_HALF_WRITE_LANE,49839/128,389.3671875,49839/16,3114.9375,348873/128,2725.5703125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ042N053-CEIL_NEIGHBOR,CR222-EZ042,42,53,95,42,53,42,137,137,148,42,42p+53n+42e,137u+148d+42e,4,6,4,4,32,14,OPEN_SHELL,CEIL_NEIGHBOR,1/2,3,6,CONSTANT_HALF_WRITE_LANE,49841/128,389.3828125,49841/16,3115.0625,348887/128,2725.6796875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ043N053-FLOOR_PRIMARY,CR222-EZ043,43,53,96,43,53,43,139,139,149,43,43p+53n+43e,139u+149d+43e,4,7,4,4,32,15,OPEN_SHELL,FLOOR_PRIMARY,1/4,3,9,CONSTANT_BOUND_LADDER_LANE,306151/768,398.6341145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,306151/96,3189.072916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2143057/768,2790.438802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ043N054-CEIL_NEIGHBOR,CR222-EZ043,43,54,97,43,54,43,140,140,151,43,43p+54n+43e,140u+151d+43e,4,7,4,4,32,15,OPEN_SHELL,CEIL_NEIGHBOR,3/4,3,9,CONSTANT_BOUND_LADDER_LANE,306163/768,398.6497395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,306163/96,3189.197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2143141/768,2790.548177083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ044N055-FLOOR_PRIMARY,CR222-EZ044,44,55,99,44,55,44,143,143,154,44,44p+55n+44e,143u+154d+44e,4,8,4,4,32,16,OPEN_SHELL,FLOOR_PRIMARY,1,3,0,CONSTANT_STABLE_ANCHOR_LANE,4895/12,407.9166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,9790/3,3263.333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,34265/12,2855.416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ045N056-FLOOR_PRIMARY,CR222-EZ045,45,56,101,45,56,45,146,146,157,45,45p+56n+45e,146u+157d+45e,4,9,4,4,32,17,OPEN_SHELL,FLOOR_PRIMARY,3/4,3,3,CONSTANT_BOUND_LADDER_LANE,106799/256,417.18359375,106799/32,3337.46875,747593/256,2920.28515625,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ045N057-CEIL_NEIGHBOR,CR222-EZ045,45,57,102,45,57,45,147,147,159,45,45p+57n+45e,147u+159d+45e,4,9,4,4,32,17,OPEN_SHELL,CEIL_NEIGHBOR,1/4,3,3,CONSTANT_BOUND_LADDER_LANE,106803/256,417.19921875,106803/32,3337.59375,747621/256,2920.39453125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ046N057-FLOOR_PRIMARY,CR222-EZ046,46,57,103,46,57,46,149,149,160,46,46p+57n+46e,149u+160d+46e,4,10,4,4,32,18,OPEN_SHELL,FLOOR_PRIMARY,1/2,3,6,CONSTANT_HALF_WRITE_LANE,163757/384,426.4505208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,163757/48,3411.604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1146299/384,2985.153645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ046N058-CEIL_NEIGHBOR,CR222-EZ046,46,58,104,46,58,46,150,150,162,46,46p+58n+46e,150u+162d+46e,4,10,4,4,32,18,OPEN_SHELL,CEIL_NEIGHBOR,1/2,3,6,CONSTANT_HALF_WRITE_LANE,163763/384,426.4661458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,163763/48,3411.729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1146341/384,2985.263020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ047N058-FLOOR_PRIMARY,CR222-EZ047,47,58,105,47,58,47,152,152,163,47,47p+58n+47e,152u+163d+47e,4,11,4,4,32,19,OPEN_SHELL,FLOOR_PRIMARY,1/4,3,9,CONSTANT_BOUND_LADDER_LANE,334631/768,435.7174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,334631/96,3485.739583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2342417/768,3050.022135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ047N059-CEIL_NEIGHBOR,CR222-EZ047,47,59,106,47,59,47,153,153,165,47,47p+59n+47e,153u+165d+47e,4,11,4,4,32,19,OPEN_SHELL,CEIL_NEIGHBOR,3/4,3,9,CONSTANT_BOUND_LADDER_LANE,334643/768,435.7330729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,334643/96,3485.864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2342501/768,3050.131510416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ048N060-FLOOR_PRIMARY,CR222-EZ048,48,60,108,48,60,48,156,156,168,48,48p+60n+48e,156u+168d+48e,4,12,4,4,32,20,OPEN_SHELL,FLOOR_PRIMARY,1,3,0,CONSTANT_STABLE_ANCHOR_LANE,445,445,3560,3560,3115,3115,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ049N065-FLOOR_PRIMARY,CR222-EZ049,49,65,114,49,65,49,163,163,179,49,49p+65n+49e,163u+179d+49e,5,1,4,4,32,21,OPEN_SHELL,FLOOR_PRIMARY,2/3,4,4,CONSTANT_BOUND_LADDER_LANE,348925/768,454.3294270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,348925/96,3634.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2442475/768,3180.305989583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ049N066-CEIL_NEIGHBOR,CR222-EZ049,49,66,115,49,66,49,164,164,181,49,49p+66n+49e,164u+181d+49e,5,1,4,4,32,21,OPEN_SHELL,CEIL_NEIGHBOR,1/3,4,4,CONSTANT_BOUND_LADDER_LANE,348937/768,454.3450520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,348937/96,3634.760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2442559/768,3180.415364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ050N066-FLOOR_PRIMARY,CR222-EZ050,50,66,116,50,66,50,166,166,182,50,50p+66n+50e,166u+182d+50e,5,2,4,4,32,22,OPEN_SHELL,FLOOR_PRIMARY,1/3,4,8,CONSTANT_BOUND_LADDER_LANE,178021/384,463.5963541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,178021/48,3708.770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1246147/384,3245.174479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ050N067-CEIL_NEIGHBOR,CR222-EZ050,50,67,117,50,67,50,167,167,184,50,50p+67n+50e,167u+184d+50e,5,2,4,4,32,22,OPEN_SHELL,CEIL_NEIGHBOR,2/3,4,8,CONSTANT_BOUND_LADDER_LANE,178027/384,463.6119791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,178027/48,3708.895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1246189/384,3245.283854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ051N068-FLOOR_PRIMARY,CR222-EZ051,51,68,119,51,68,51,170,170,187,51,51p+68n+51e,170u+187d+51e,5,3,4,4,32,23,OPEN_SHELL,FLOOR_PRIMARY,1,4,0,CONSTANT_STABLE_ANCHOR_LANE,121057/256,472.87890625,121057/32,3783.03125,847399/256,3310.15234375,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ052N069-FLOOR_PRIMARY,CR222-EZ052,52,69,121,52,69,52,173,173,190,52,52p+69n+52e,173u+190d+52e,5,4,4,4,32,24,OPEN_SHELL,FLOOR_PRIMARY,2/3,4,4,CONSTANT_BOUND_LADDER_LANE,23143/48,482.1458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,23143/6,3857.166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,162001/48,3375.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ052N070-CEIL_NEIGHBOR,CR222-EZ052,52,70,122,52,70,52,174,174,192,52,52p+70n+52e,174u+192d+52e,5,4,4,4,32,24,OPEN_SHELL,CEIL_NEIGHBOR,1/3,4,4,CONSTANT_BOUND_LADDER_LANE,92575/192,482.1614583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,92575/24,3857.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,648025/192,3375.130208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ053N070-FLOOR_PRIMARY,CR222-EZ053,53,70,123,53,70,53,176,176,193,53,53p+70n+53e,176u+193d+53e,5,5,4,4,32,25,OPEN_SHELL,FLOOR_PRIMARY,1/3,4,8,CONSTANT_BOUND_LADDER_LANE,377405/768,491.4127604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,377405/96,3931.302083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2641835/768,3439.889322916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ053N071-CEIL_NEIGHBOR,CR222-EZ053,53,71,124,53,71,53,177,177,195,53,53p+71n+53e,177u+195d+53e,5,5,4,4,32,25,OPEN_SHELL,CEIL_NEIGHBOR,2/3,4,8,CONSTANT_BOUND_LADDER_LANE,377417/768,491.4283854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,377417/96,3931.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2641919/768,3439.998697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ054N072-FLOOR_PRIMARY,CR222-EZ054,54,72,126,54,72,54,180,180,198,54,54p+72n+54e,180u+198d+54e,5,6,4,4,32,26,OPEN_SHELL,FLOOR_PRIMARY,1,4,0,CONSTANT_STABLE_ANCHOR_LANE,64089/128,500.6953125,64089/16,4005.5625,448623/128,3504.8671875,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ055N073-FLOOR_PRIMARY,CR222-EZ055,55,73,128,55,73,55,183,183,201,55,55p+73n+55e,183u+201d+55e,5,7,4,4,32,27,OPEN_SHELL,FLOOR_PRIMARY,2/3,4,4,CONSTANT_BOUND_LADDER_LANE,391651/768,509.9622395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,391651/96,4079.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2741557/768,3569.735677083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ055N074-CEIL_NEIGHBOR,CR222-EZ055,55,74,129,55,74,55,184,184,203,55,55p+74n+55e,184u+203d+55e,5,7,4,4,32,27,OPEN_SHELL,CEIL_NEIGHBOR,1/3,4,4,CONSTANT_BOUND_LADDER_LANE,391663/768,509.9778645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,391663/96,4079.822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2741641/768,3569.845052083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ056N074-FLOOR_PRIMARY,CR222-EZ056,56,74,130,56,74,56,186,186,204,56,56p+74n+56e,186u+204d+56e,5,8,4,4,32,28,OPEN_SHELL,FLOOR_PRIMARY,1/3,4,8,CONSTANT_BOUND_LADDER_LANE,24923/48,519.2291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,24923/6,4153.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,174461/48,3634.604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ056N075-CEIL_NEIGHBOR,CR222-EZ056,56,75,131,56,75,56,187,187,206,56,56p+75n+56e,187u+206d+56e,5,8,4,4,32,28,OPEN_SHELL,CEIL_NEIGHBOR,2/3,4,8,CONSTANT_BOUND_LADDER_LANE,99695/192,519.2447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,99695/24,4153.958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,697865/192,3634.713541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ057N076-FLOOR_PRIMARY,CR222-EZ057,57,76,133,57,76,57,190,190,209,57,57p+76n+57e,190u+209d+57e,5,9,4,4,32,29,OPEN_SHELL,FLOOR_PRIMARY,1,4,0,CONSTANT_STABLE_ANCHOR_LANE,135299/256,528.51171875,135299/32,4228.09375,947093/256,3699.58203125,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ058N077-FLOOR_PRIMARY,CR222-EZ058,58,77,135,58,77,58,193,193,212,58,58p+77n+58e,193u+212d+58e,5,10,4,4,32,30,OPEN_SHELL,FLOOR_PRIMARY,2/3,4,4,CONSTANT_BOUND_LADDER_LANE,206507/384,537.7786458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,206507/48,4302.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1445549/384,3764.450520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
CR222-IZ058N078-CEIL_NEIGHBOR,CR222-EZ058,58,78,136,58,78,58,194,194,214,58,58p+78n+58e,194u+214d+58e,5,10,4,4,32,30,OPEN_SHELL,CEIL_NEIGHBOR,1/3,4,4,CONSTANT_BOUND_LADDER_LANE,206513/384,537.7942708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,206513/48,4302.354166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1445591/384,3764.559895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,SAM_CONSTANTS_ONLY_NO_CARDS_NO_LABELS
