Z,generated_element_closure_id,cr220_element_closure_id,cr119_element_closure_id,all_compared_fields_match,failed_fields,G_generated,G_CR220,G_CR119,GR_generated,GR_CR220,GR_CR119,construction_role
11,CR222-EZ011,CR220-EZ011,QP094A-EZ011,True,,101.9361979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,101.9361979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,101.9361979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,815.4895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,815.4895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,815.4895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333330,generated_first_from_constants_then_compared
12,CR222-EZ012,CR220-EZ012,QP094A-EZ012,True,,111.203125,111.2031250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,111.2031250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,889.625,889.6249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,889.6249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,generated_first_from_constants_then_compared
13,CR222-EZ013,CR220-EZ013,QP094A-EZ013,True,,120.4856770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,120.4856770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,120.4856770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,963.8854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,963.8854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,963.8854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666663,generated_first_from_constants_then_compared
14,CR222-EZ014,CR220-EZ014,QP094A-EZ014,True,,129.7526041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,129.7526041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,129.7526041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1038.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1038.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1038.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,generated_first_from_constants_then_compared
15,CR222-EZ015,CR220-EZ015,QP094A-EZ015,True,,139.01953125,139.019531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,139.019531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1112.15625,1112.156250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1112.156250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,generated_first_from_constants_then_compared
16,CR222-EZ016,CR220-EZ016,QP094A-EZ016,True,,148.2864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,148.2864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,148.2864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1186.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1186.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1186.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,generated_first_from_constants_then_compared
17,CR222-EZ017,CR220-EZ017,QP094A-EZ017,True,,157.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,157.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,157.5533854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1260.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1260.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1260.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,generated_first_from_constants_then_compared
18,CR222-EZ018,CR220-EZ018,QP094A-EZ018,True,,166.8203125,166.820312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,166.820312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1334.5625,1334.562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1334.562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,generated_first_from_constants_then_compared
19,CR222-EZ019,CR220-EZ019,QP094A-EZ019,True,,176.0872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,176.0872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,176.0872395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1408.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1408.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1408.697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,generated_first_from_constants_then_compared
20,CR222-EZ020,CR220-EZ020,QP094A-EZ020,True,,185.3541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,185.3541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,185.3541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1482.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1482.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1482.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,generated_first_from_constants_then_compared
21,CR222-EZ021,CR220-EZ021,QP094A-EZ021,True,,194.62109375,194.6210937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,194.6210937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1556.96875,1556.968749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1556.968749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,generated_first_from_constants_then_compared
22,CR222-EZ022,CR220-EZ022,QP094A-EZ022,True,,203.8880208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,203.8880208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,203.8880208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1631.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1631.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1631.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,generated_first_from_constants_then_compared
23,CR222-EZ023,CR220-EZ023,QP094A-EZ023,True,,213.1549479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,213.1549479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,213.1549479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1705.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1705.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1705.239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,generated_first_from_constants_then_compared
24,CR222-EZ024,CR220-EZ024,QP094A-EZ024,True,,222.4375,222.4374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,222.4374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1779.5,1779.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1779.499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,generated_first_from_constants_then_compared
25,CR222-EZ025,CR220-EZ025,QP094A-EZ025,True,,231.7356770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,231.7356770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,231.7356770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,1853.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1853.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1853.885416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,generated_first_from_constants_then_compared
26,CR222-EZ026,CR220-EZ026,QP094A-EZ026,True,,241.0026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,241.0026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,241.0026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1928.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1928.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,1928.020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,generated_first_from_constants_then_compared
27,CR222-EZ027,CR220-EZ027,QP094A-EZ027,True,,250.26953125,250.2695312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,250.2695312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2002.15625,2002.156249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2002.156249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,generated_first_from_constants_then_compared
28,CR222-EZ028,CR220-EZ028,QP094A-EZ028,True,,259.5364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,259.5364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,259.5364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2076.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2076.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,2076.291666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,generated_first_from_constants_then_compared
29,CR222-EZ029,CR220-EZ029,QP094A-EZ029,True,,268.8033854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,268.8033854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,268.8033854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,2150.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2150.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2150.427083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,generated_first_from_constants_then_compared
30,CR222-EZ030,CR220-EZ030,QP094A-EZ030,True,,278.0859375,278.0859374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,278.0859374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2224.6875,2224.687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2224.687499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,generated_first_from_constants_then_compared
31,CR222-EZ031,CR220-EZ031,QP094A-EZ031,True,,287.3528645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,287.3528645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,287.3528645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2298.822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2298.822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,2298.822916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,generated_first_from_constants_then_compared
32,CR222-EZ032,CR220-EZ032,QP094A-EZ032,True,,296.6197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,296.6197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,296.6197916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2372.958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2372.958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2372.958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,generated_first_from_constants_then_compared
33,CR222-EZ033,CR220-EZ033,QP094A-EZ033,True,,305.88671875,305.8867187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,305.8867187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2447.09375,2447.093749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2447.093749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,generated_first_from_constants_then_compared
34,CR222-EZ034,CR220-EZ034,QP094A-EZ034,True,,315.1536458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,315.1536458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,315.1536458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2521.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2521.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,2521.229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,generated_first_from_constants_then_compared
35,CR222-EZ035,CR220-EZ035,QP094A-EZ035,True,,324.4205729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,324.4205729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,324.4205729166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2595.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2595.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2595.364583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,generated_first_from_constants_then_compared
36,CR222-EZ036,CR220-EZ036,QP094A-EZ036,True,,333.703125,333.7031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,333.7031249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2669.625,2669.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2669.624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,generated_first_from_constants_then_compared
37,CR222-EZ037,CR220-EZ037,QP094A-EZ037,True,,343.0169270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,343.0169270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,343.0169270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2744.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2744.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,2744.135416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,generated_first_from_constants_then_compared
38,CR222-EZ038,CR220-EZ038,QP094A-EZ038,True,,352.2838541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,352.2838541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,352.2838541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,2818.270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2818.270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2818.270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,generated_first_from_constants_then_compared
39,CR222-EZ039,CR220-EZ039,QP094A-EZ039,True,,361.55078125,361.5507812499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,361.5507812499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2892.40625,2892.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2892.406249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,generated_first_from_constants_then_compared
40,CR222-EZ040,CR220-EZ040,QP094A-EZ040,True,,370.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,370.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,370.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,2966.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2966.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,2966.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,generated_first_from_constants_then_compared
41,CR222-EZ041,CR220-EZ041,QP094A-EZ041,True,,380.1002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,380.1002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,380.1002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666666665,3040.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3040.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,3040.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,generated_first_from_constants_then_compared
42,CR222-EZ042,CR220-EZ042,QP094A-EZ042,True,,389.3671875,389.3671874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,389.3671874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3114.9375,3114.937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3114.937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,generated_first_from_constants_then_compared
43,CR222-EZ043,CR220-EZ043,QP094A-EZ043,True,,398.6341145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,398.6341145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,398.6341145833333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,3189.072916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3189.072916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,3189.072916666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,generated_first_from_constants_then_compared
