source,exists,bytes,sha256,role,construction_role
09a_PARTICLE_MASS_CHAIN/CR220_PARTICLE_COUNT_STABILITY_SIMULATION/CR220_simulated_element_primary_rows_126.csv,True,126533,1742f16de8dd78249851fffa39158f8e3ec8eb8f337161cc959577108fdf4fdb,verification surface only,NOT_CONSTRUCTION_INPUT
09a_PARTICLE_MASS_CHAIN/CR220_PARTICLE_COUNT_STABILITY_SIMULATION/CR220_simulated_isotope_ladder_rows_214.csv,True,148015,851e5571f40f36004d053d225f3b5185efda2af5456dbdcd83944b13303cf050,verification surface only,NOT_CONSTRUCTION_INPUT
09a_PARTICLE_MASS_CHAIN/CR220_PARTICLE_COUNT_STABILITY_SIMULATION/CR220_summary.json,True,5019,8f7a98ad74f43ef1839b605e29157d0b0c828430795f8776ba98b4ab54641796,verification boundary only,NOT_CONSTRUCTION_INPUT
09a_PARTICLE_MASS_CHAIN/CR221_KAPPA_DERIVATION_FROM_P_TO_G_GR/CR221_kernel_terms.csv,True,1044,0e13b53197a5f99fea4595148b9bc96c982a9bdf1a7e156cbac36a6b57095a75,confirms locked component/kappa terms,VERIFICATION_OF_DECLARED_CONSTANTS
09a_PARTICLE_MASS_CHAIN/CR221_KAPPA_DERIVATION_FROM_P_TO_G_GR/CR221_summary.json,True,5246,82738bf507ca3c6ed9245a46e26c9137a6a42595af1d87338a0d133295656616,confirms locked kappa derivation,VERIFICATION_OF_DECLARED_CONSTANTS
09a_PARTICLE_MASS_CHAIN/CR119_PARTICLE_MATTER_PERIODIC_VAULT_REVEAL/CR119_courtroom_periodic_table.csv,True,104295,78c410ec3364845bb9ebd22e33a1e0bf6c9833dd1323d6f2df27f9f49c49d53a,verification surface only,NOT_CONSTRUCTION_INPUT
