scenario_id,lane,anchor,seed,p_level,geometry,atom_count,ledger_count,door,carrier_matter_relations,history_100_relations,history_010_relations,history_110_relations,history_101_relations,carriers_with_precollapse_escape,carriers_with_postcollapse_escape,carriers_with_101_closure,dual_postcollapse_carriers,escape_before_closure_count,escape_before_closure_fraction,median_margin,closure_front_q10,closure_front_q50,closure_front_q90,post_escape_before_closure_q10_fraction,post_escape_before_closure_q50_fraction,post_escape_before_closure_q90_fraction
REF_0266,REFERENCE_HIGH_DRIVE,high_drive,910002,0,dispersed_slots,2268,14,discovery,2232,20,1708,432,0,20,215,0,0,0,,,,,,,,
REF_0267,REFERENCE_HIGH_DRIVE,high_drive,910002,1,localized_ledger_cells,3402,21,discovery,54132,868,12864,36619,34,70,378,20,20,11,0.55,0.01861670208907018,1.006773967305422,1.043637529149428,1.119373097382907,0.3888888888888889,0.5555555555555556,0.8333333333333334
REF_0268,REFERENCE_HIGH_DRIVE,high_drive,910002,1,dispersed_slots,3402,21,discovery,11509,32,9632,1631,4,31,340,4,2,2,1.0,0.2627719402213097,1.1017550940105583,1.2127322617635046,1.3386902965385314,0.7264705882352941,0.8794117647058823,0.9352941176470588
REF_0269,REFERENCE_HIGH_DRIVE,high_drive,910002,2,localized_ledger_cells,5346,33,discovery,124958,1148,56292,61149,62,84,594,29,29,24,0.8275862068965517,0.03872818059149363,1.0131571916959943,1.0498187017934266,1.2091925986440186,0.5218855218855218,0.622895622895623,0.9983164983164983
REF_0270,REFERENCE_HIGH_DRIVE,high_drive,910002,2,dispersed_slots,5346,33,discovery,53636,66,46787,5959,6,56,558,6,4,4,1.0,0.48146405808629744,1.0735284134034608,1.133064129902837,1.8806950100192465,0.7616487455197133,0.8548387096774194,0.9982078853046595
REF_0271,REFERENCE_HIGH_DRIVE,high_drive,910002,3,localized_ledger_cells,9072,56,discovery,406550,1552,255674,134243,67,138,1008,47,47,39,0.8297872340425532,0.05412470683145432,1.0138265566953517,1.0610881972894666,1.227676496742541,0.7113095238095238,0.8402777777777778,0.9990079365079365
REF_0272,REFERENCE_HIGH_DRIVE,high_drive,910002,3,dispersed_slots,9072,56,discovery,249142,147,219161,26960,16,111,967,16,16,16,1.0,0.09159511237763573,1.0354586437124413,1.091688693470647,1.6771814088610237,0.7911065149948294,0.8490175801447777,0.9958634953464323
REF_0273,REFERENCE_HIGH_DRIVE,high_drive,910003,0,localized_ledger_cells,2268,14,validation,30708,906,3364,24205,29,57,252,13,13,10,0.7692307692307693,0.01812615281013219,1.0116108804723885,1.049025788849024,1.111910488676829,0.1626984126984127,0.3968253968253968,0.7261904761904762
REF_0274,REFERENCE_HIGH_DRIVE,high_drive,910003,0,dispersed_slots,2268,14,validation,2188,37,1681,420,2,33,212,2,1,0,0.0,-0.04435649287169152,1.0604774187750192,1.0639894473092615,1.0675014758435035,0.4811320754716981,0.4858490566037736,0.5047169811320755
REF_0275,REFERENCE_HIGH_DRIVE,high_drive,910003,1,localized_ledger_cells,3402,21,validation,56539,1254,16210,35717,66,68,378,33,33,23,0.696969696969697,0.018969741378526583,1.009664245077381,1.0521533129766854,1.1488349953570378,0.36507936507936506,0.5873015873015873,0.9338624338624338
REF_0276,REFERENCE_HIGH_DRIVE,high_drive,910003,1,dispersed_slots,3402,21,validation,11309,68,9487,1562,4,58,337,4,3,3,1.0,0.06647057502274833,1.05574465110436,1.0989719379275082,1.5488347890456435,0.6172106824925816,0.7418397626112759,0.9673590504451038
REF_0277,REFERENCE_HIGH_DRIVE,high_drive,910003,2,localized_ledger_cells,5346,33,validation,124620,1131,58147,59353,60,71,594,26,26,20,0.7692307692307693,0.01846718691262783,1.0078365516061583,1.0227288585776255,1.1277871493277736,0.43434343434343436,0.5033670033670034,0.8636363636363636
REF_0278,REFERENCE_HIGH_DRIVE,high_drive,910003,2,dispersed_slots,5346,33,validation,53076,132,46304,5824,7,95,554,7,6,6,1.0,0.21468338851654722,1.0527766388088742,1.2364379749067613,1.6322882137704378,0.723826714801444,0.9259927797833934,0.9891696750902527
REF_0279,REFERENCE_HIGH_DRIVE,high_drive,910003,3,localized_ledger_cells,9072,56,validation,404592,1676,257942,132403,86,85,1008,36,36,26,0.7222222222222222,0.034183477766049575,1.0144074183578726,1.0542144475953894,1.1354877765159257,0.6845238095238095,0.7678571428571429,0.9484126984126984
REF_0280,REFERENCE_HIGH_DRIVE,high_drive,910003,3,dispersed_slots,9072,56,validation,248649,219,218902,26673,11,159,965,10,9,9,1.0,0.021960417021109624,1.0099514121874282,1.0418417049968212,1.4325701909240454,0.7202072538860104,0.794818652849741,0.9823834196891191
REF_0281,REFERENCE_HIGH_DRIVE,high_drive,910004,0,localized_ledger_cells,2268,14,final,31356,1147,4075,23829,53,74,252,25,25,20,0.8,0.036742207814215666,1.0153547071356073,1.0784632439938828,1.1947407070869782,0.36507936507936506,0.6309523809523809,0.9880952380952381
REF_0282,REFERENCE_HIGH_DRIVE,high_drive,910004,0,dispersed_slots,2268,14,final,2213,20,1723,410,0,20,210,0,0,0,,,,,,,,
REF_0283,REFERENCE_HIGH_DRIVE,high_drive,910004,1,localized_ledger_cells,3402,21,final,51153,1382,10638,35484,84,82,378,29,29,24,0.8275862068965517,0.03052869157098126,1.0093448864756551,1.0502618712283753,1.121962376290125,0.37566137566137564,0.5343915343915344,0.843915343915344
REF_0284,REFERENCE_HIGH_DRIVE,high_drive,910004,1,dispersed_slots,3402,21,final,11387,36,9578,1597,1,34,336,1,0,0,,,1.0695326205878923,1.0695326205878923,1.0695326205878923,0.7023809523809523,0.7023809523809523,0.7023809523809523
REF_0285,REFERENCE_HIGH_DRIVE,high_drive,910004,2,localized_ledger_cells,5346,33,final,133188,1327,65005,60724,93,83,594,32,32,23,0.71875,0.022174433331328736,1.0079923499045984,1.0424349184130532,1.113034565184318,0.51010101010101,0.6515151515151515,0.8737373737373737
