scenario_id,seed,door,anchor,p_level,geometry,carrier_atom_index,precollapse_escape_relations,postcollapse_escape_relations,closure_101_relations,tau_escape_pre,tau_escape_post,tau_closure,dual_postcollapse,margin_post_escape_to_closure,escape_before_closure
REF_0022,910003,validation,low_drive,2,dispersed_slots,1636,1,147,0,0.3251844238476165,1.0000236364944568,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1637,0,285,0,,1.0000555342195154,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1782,0,16,0,,1.0036480372506265,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1783,0,14,0,,1.1209655968237349,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1784,0,21,0,,1.0057538891007054,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1785,0,16,0,,1.041453568615194,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1786,0,11,0,,1.0054043872503604,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1787,0,21,0,,1.0058739302291753,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1788,1,12,0,0.13868237192898805,1.0094459154537394,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1789,0,17,0,,1.0306922996822045,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1790,0,19,0,,1.0033837446586384,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1791,0,29,0,,1.0096348635233645,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1792,0,9,0,,1.1310968825039316,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1793,0,17,0,,1.0014878548514141,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1794,0,13,0,,1.016958149155912,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1795,0,22,0,,1.0320424629889446,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1796,0,16,0,,1.0349452193123856,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1797,0,9,0,,1.1264163196174017,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1798,0,23,0,,1.0908069718853632,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1799,1,17,0,0.1579953786078799,1.0029397660841493,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1944,0,9,0,,1.1636361268274287,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1945,0,21,0,,1.0117297525846753,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1946,0,16,0,,1.0083592153307321,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1947,0,22,0,,1.040519059853857,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1948,0,22,0,,1.004964205924582,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1949,2,14,0,0.3205041215810867,1.0283043563308552,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1950,0,13,0,,1.0007092969033544,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1951,2,15,0,0.13151388663445235,1.0032471510858145,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1952,0,19,0,,1.0007426622169027,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1953,0,44,0,,1.0104976815021045,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1954,0,15,0,,1.0113567663408856,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1955,0,11,0,,1.0149343359920422,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1956,0,21,0,,1.0072550547633825,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1957,0,13,0,,1.0531842866005652,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1958,0,25,0,,1.0010075886625187,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1959,0,20,0,,1.0316436192138523,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1960,1,13,0,0.34801519527830493,1.007172546001036,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,1961,0,19,0,,1.013385245166912,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2106,0,22,0,,1.0377876453896098,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2107,1,12,0,0.004052112727683637,1.0047147258399696,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2108,0,21,0,,1.013756707726445,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2109,0,15,0,,1.0289819425435893,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2110,0,16,0,,1.0090493061852368,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2111,0,21,0,,1.0024247695850794,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2112,0,15,0,,1.0016962525654896,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2113,0,12,0,,1.0950703726979152,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2114,0,18,0,,1.0137147348943185,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2115,0,14,0,,1.0390096344007895,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2116,0,42,0,,1.0015246292029092,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2117,0,17,0,,1.0003993040552812,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2118,1,10,0,0.02052056237067491,1.023313938399164,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2119,0,17,0,,1.022992054540212,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2120,0,19,0,,1.0147303198036082,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2121,0,26,0,,1.0031373024852799,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2122,0,10,0,,1.0051141513656912,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2123,0,11,0,,1.0055985738921327,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2268,0,46,0,,1.0011819595351252,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2269,0,17,0,,1.00159775422588,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2270,1,14,0,0.05180263866186274,1.0404018937770545,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2271,0,17,0,,1.023496720708296,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2272,0,30,0,,1.0029079460930297,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2273,0,12,0,,1.0570172053236015,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2274,0,9,0,,1.0888519104026453,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2275,0,22,0,,1.0088415476739756,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2276,2,14,0,0.20225871085484864,1.0131037224430315,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2277,0,24,0,,1.0045450612208742,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2278,0,22,0,,1.0213402826578355,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2279,0,41,0,,1.0026076157846686,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2280,0,18,0,,1.0087408964836155,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2281,2,15,0,0.016474008372065606,1.0331738156247252,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2282,0,17,0,,1.0000017594118191,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2283,0,17,0,,1.0005147005915733,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2284,0,17,0,,1.0315742812893358,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2285,0,11,0,,1.088863614274411,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2430,0,15,0,,1.0274263248359812,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2431,0,16,0,,1.0358140415012043,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2432,0,16,0,,1.0022456785462837,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2433,0,15,0,,1.0108563493051241,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2434,1,18,0,0.02547058826373805,1.0500405552640817,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2435,0,30,0,,1.0048650962164667,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2436,0,17,0,,1.023331363279707,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2437,1,8,0,0.38559471459609485,1.0865582092918697,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2438,0,19,0,,1.0143862545100841,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2439,2,16,0,0.05686591614004872,1.0283341190389554,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2440,0,18,0,,1.000494107548764,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2441,0,17,0,,1.0846574933290827,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2442,0,16,0,,1.0016497493343302,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2443,0,11,0,,1.042369027460046,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2444,0,17,0,,1.0142666833519314,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2445,1,15,0,0.05385821072143389,1.0615626027408582,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2446,0,32,0,,1.0161391099722452,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2447,0,19,0,,1.0042921158642557,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2592,0,16,0,,1.0303837515801793,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2593,0,6,1,,1.1115120744426044,1.4224348978975214,True,0.31092282345491706,True
REF_0022,910003,validation,low_drive,2,dispersed_slots,2594,0,20,0,,1.028937979530074,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2595,1,12,0,0.06671172971985918,1.0004098214900667,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2596,0,21,0,,1.0256945573131966,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2597,0,17,0,,1.0167957924849849,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2598,0,21,0,,1.0363335222203194,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2599,0,18,0,,1.0087895241013307,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2600,1,15,0,0.409723577254687,1.0096204315531534,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2601,0,16,0,,1.0110145572480815,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2602,0,15,0,,1.1367972705201226,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2603,0,16,0,,1.0193049803183976,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2604,0,8,0,,1.2963833843720662,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2605,0,16,0,,1.001134772805066,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2606,1,13,0,0.09104266814322412,1.0117873033844358,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2607,0,19,0,,1.0027170834881414,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2608,0,15,0,,1.0864666909398868,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2609,0,29,0,,1.0024006765947344,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2754,0,21,0,,1.0070381348387165,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2755,0,17,0,,1.004974023352922,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2756,1,11,1,0.22176633172579122,1.011909166509995,1.9582013061889691,True,0.9462921396789741,True
REF_0022,910003,validation,low_drive,2,dispersed_slots,2757,0,15,0,,1.0131437030362982,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2758,2,12,0,0.05033246576021624,1.0298356182141593,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2759,0,16,0,,1.01086560586688,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2760,0,13,0,,1.0086405939665126,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2761,0,16,0,,1.0088204157476595,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2762,0,9,0,,1.0346840009071934,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2763,0,13,0,,1.0085790324398458,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2764,1,14,0,0.27217842646751,1.0320069999348345,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2765,0,18,0,,1.0181874925284224,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2766,0,18,0,,1.02845644038835,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2767,2,12,0,0.2572878248431166,1.0067818151104166,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2768,0,18,0,,1.0015804245688442,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2769,2,14,0,0.08387168328106205,1.0075947123560938,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2770,0,19,0,,1.0065654418007228,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2771,0,21,0,,1.0181818705235397,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2916,1,12,0,0.25581487367407146,1.024264246293049,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2917,0,15,0,,1.0265785622411012,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2918,0,20,0,,1.0045949473508455,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2919,2,11,0,0.2203047074023693,1.032817243935615,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2920,0,18,0,,1.0054721394969277,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2921,0,17,0,,1.0095537434879656,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2922,0,9,0,,1.1026507146258935,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2923,0,41,0,,1.0008388777514263,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2924,0,19,0,,1.0081480996070575,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2925,0,6,0,,1.009069291396866,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2926,0,20,0,,1.0358305945538047,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2927,1,13,0,0.2827171106970999,1.022412841657587,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2928,0,13,0,,1.0280821248198442,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2929,0,18,0,,1.0054889258142408,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2930,2,15,0,0.22275247246459684,1.0493894684445544,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2931,0,10,0,,1.0069430558232775,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2932,0,12,0,,1.0262279450078786,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,2933,0,15,0,,1.008254703386175,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3078,0,14,0,,1.0000711882014734,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3079,1,20,0,0.2587973390058891,1.0234246414804395,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3080,0,17,0,,1.0215569299979266,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3081,0,9,0,,1.1005459530296158,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3082,0,15,0,,1.0352081459243303,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3083,0,13,0,,1.0123218047480453,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3084,0,19,0,,1.005229801660629,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3085,0,19,0,,1.005844644259806,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3086,0,40,0,,1.0018282696362428,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3087,0,14,0,,1.0116845401169174,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3088,0,13,0,,1.0207950147494618,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3089,0,17,0,,1.0029737189311394,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3090,1,16,0,0.28100077019764946,1.0895322773613247,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3091,0,15,0,,1.0449927807388228,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3092,0,11,0,,1.0539730144694661,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3093,0,19,0,,1.0172127664871735,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3094,1,10,0,0.15063772048694438,1.0856252966417006,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3095,0,24,0,,1.0091336118153207,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3240,0,1,1,,1.2276104728329091,1.7691946121020985,True,0.5415841392691894,True
REF_0022,910003,validation,low_drive,2,dispersed_slots,3241,0,1,0,,1.7916081042092031,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3242,1,1,0,0.11001382898349653,1.0143079527588739,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3243,0,2,0,,1.0373639844187086,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3244,0,2,0,,1.4051595609882215,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3245,0,3,0,,1.1227501817900156,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3246,0,3,0,,1.0356503132675805,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3247,3,0,0,0.07032931399801863,,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3248,0,4,0,,1.0564554470998884,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3249,0,2,0,,1.3970179578528077,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3250,0,1,0,,1.8723820973364282,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3251,0,2,0,,1.6490770544894484,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3252,2,0,0,0.2074089949141205,,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3253,0,2,0,,1.503093869552122,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3254,0,3,0,,1.1113531374012473,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3255,0,3,0,,1.0386362463043504,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3256,0,2,0,,1.313587023942825,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3257,0,1,0,,1.0737452467867816,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3402,0,4,0,,1.026470347955404,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3403,0,4,0,,1.2140770365444182,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3404,2,0,0,0.15263497775287113,,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3405,0,3,0,,1.1113980576183358,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3406,0,2,0,,1.1637792242808631,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3407,0,2,0,,1.679337543843822,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3408,0,1,0,,1.0384843969135966,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3409,1,2,0,0.03969441774688909,1.2706397860918082,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3410,0,3,0,,1.0877046972973872,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3411,1,2,0,0.011491665377863261,1.0933161122744224,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3412,0,3,0,,1.144063572810328,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3413,0,3,0,,1.0892014452063414,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3414,0,1,0,,1.2337625557822158,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3415,0,1,0,,1.128192820467115,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3416,3,0,0,0.2813311288616293,,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3417,0,2,0,,1.0423083121658205,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3418,1,2,0,0.1614916364345726,1.678801866873616,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3419,0,3,0,,1.0059641429084025,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3564,0,4,0,,1.1668448771605704,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3565,0,1,0,,1.7071980128029292,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3566,0,4,0,,1.0759528404611016,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3567,0,3,0,,1.0364796440815902,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3568,3,0,0,0.30341520951511824,,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3569,0,4,0,,1.1033079353597262,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3570,0,2,0,,1.343189816165014,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3571,0,2,0,,1.4927520565966628,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3572,0,3,0,,1.1245914412508669,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3573,2,1,0,0.04224552196885051,1.0085712874338095,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3574,0,1,0,,1.6411064823425883,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3575,1,2,0,0.08395007725347263,1.0898225048389407,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3576,0,4,0,,1.0513188973123127,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3578,0,2,0,,1.0555100595366798,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3579,0,1,0,,1.49962767515231,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3726,0,5,0,,1.0157658393577147,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3727,0,2,0,,1.8272616959498114,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3728,0,2,0,,1.1534835150032254,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3729,0,2,0,,1.279493694292909,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3730,0,1,0,,1.7068641700494616,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3732,3,0,0,0.39934394665058476,,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3733,0,4,0,,1.1597459518404345,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3734,0,3,0,,1.059834701749443,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3735,0,3,0,,1.061271724671622,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3736,0,1,0,,1.0156061528098081,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3737,0,1,0,,1.5972082123301077,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3738,0,2,0,,1.2358671804457955,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3739,0,1,0,,1.232371180870067,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3740,0,2,0,,1.008337667535536,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3741,0,3,0,,1.0674744504292064,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3742,0,2,0,,1.077688474149673,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3743,0,3,0,,1.1467257957322567,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3888,0,2,0,,1.056548579257711,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3889,2,1,0,0.15137179506504145,1.114101722526379,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3890,0,4,0,,1.109869871287708,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3891,2,3,0,0.07253924917720557,1.2701946305896017,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3892,0,5,0,,1.4164082575326697,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3893,0,1,0,,1.3555470661812234,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3894,0,1,0,,1.0161106353229228,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3895,0,1,0,,1.2031632678005195,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3896,1,1,0,0.026338726270403453,1.074641760287713,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3897,0,2,0,,1.0917117215038266,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3898,1,2,0,0.22200479921925764,1.0282714520700305,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3899,0,2,0,,1.1088777430934451,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3900,0,3,0,,1.089728103824721,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3901,2,0,0,0.16102081651350694,,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3902,0,4,0,,1.0098859282655053,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3903,0,2,0,,1.2707197755682307,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3904,0,1,0,,1.578922128392715,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,3905,0,1,0,,1.22199200289911,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4050,0,4,0,,1.233074243845267,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4051,0,4,0,,1.1109742474565316,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4052,0,1,0,,1.3660406044146793,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4053,3,1,0,0.1202032705813132,1.0140510450639986,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4054,0,2,0,,1.1866095545627908,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4055,0,1,0,,1.0002188421358968,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4056,0,3,0,,1.2391039703749513,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4057,0,4,0,,1.0692739117915717,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4058,1,2,0,0.05255601213673454,1.0351967889828881,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4059,0,2,0,,1.3621762656829375,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4060,0,3,0,,1.1136056142226323,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4061,0,1,0,,1.2062580927479876,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4063,0,3,0,,1.1562049810271833,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4064,0,3,0,,1.0917252451624069,,False,,
REF_0022,910003,validation,low_drive,2,dispersed_slots,4065,3,0,0,0.34505398426023476,,,False,,
