geometry,lane,exponent,permutation_id,anchor,bounce_energy,fallback_scale,seed,ledger_counts,total_ledgers,atom_count,carrier_count,matter_count,shadow_count,ledger_localization_radius,edge_count,edges_per_atom,residue_cluster_count,residue_clusters_per_1000_atoms,mean_residue_size,compact_remnant_count,fallback_count,ejecta_residue_count,ejecta_free_count,free_spray_count,remnant_fraction,residue_fraction,ejecta_fraction,unlinked_tensor_fraction,mapped_ringdown_carrier_exposure,mapped_amplitude_scale,remnant_class,wave_channel,all_invariants_pass,complete_ledger_typing_pass,initial_shell_bounds_pass,delta_remnant_fraction,delta_residue_fraction,delta_ejecta_fraction,delta_unlinked_tensor_fraction,delta_edges_per_atom,delta_residue_clusters_per_1000_atoms,delta_mean_residue_size,delta_mapped_ringdown_carrier_exposure
localized_ledger_cells,density_3d_p0,0,-1,low_drive,0.75,1.4,2601,core:2|heavy_shell:3|fusion_shell:4|outer_light_shell:5,14,2268,252,1764,252,0.039342931342614226,4965,2.189153439153439,9,3.9682539682539684,85.44444444444444,426,1002,769,55,16,0.6296296296296297,0.3390652557319224,0.37037037037037035,0.0436024278575263,0.005450303482190787,0.20881194376166873,not_collapse_dominated,weak_leakage,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localized_ledger_cells,density_3d_p0,0,-1,low_drive,0.75,1.4,2602,core:2|heavy_shell:3|fusion_shell:4|outer_light_shell:5,14,2268,252,1764,252,0.03938845716216829,4241,1.8699294532627866,10,4.409171075837743,81.7,419,975,817,34,23,0.6146384479717814,0.3602292768959436,0.3853615520282187,0.05656345070026644,0.007070431337533305,0.23783071857997326,not_collapse_dominated,weak_leakage,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localized_ledger_cells,density_3d_p0,0,-1,low_drive,0.75,1.4,2603,core:2|heavy_shell:3|fusion_shell:4|outer_light_shell:5,14,2268,252,1764,252,0.03973555553308513,5118,2.2566137566137567,8,3.527336860670194,101.125,435,973,809,30,21,0.6208112874779541,0.3567019400352734,0.37918871252204583,0.04260631434578244,0.005325789293222805,0.2064129703913551,not_collapse_dominated,weak_leakage,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localized_ledger_cells,density_3d_p0,0,-1,low_drive,0.75,1.4,2604,core:2|heavy_shell:3|fusion_shell:4|outer_light_shell:5,14,2268,252,1764,252,0.03969602630070027,4462,1.9673721340388006,9,3.9682539682539684,85.55555555555556,459,959,770,53,27,0.6252204585537919,0.3395061728395062,0.3747795414462081,0.0540196062114095,0.006752450776426187,0.23242118279410226,not_collapse_dominated,weak_leakage,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localized_ledger_cells,density_3d_p0,0,-1,low_drive,0.75,1.4,2605,core:2|heavy_shell:3|fusion_shell:4|outer_light_shell:5,14,2268,252,1764,252,0.03958995599742355,4122,1.8174603174603174,11,4.850088183421517,69.36363636363636,404,1018,763,61,22,0.626984126984127,0.33641975308641975,0.373015873015873,0.056142135316829885,0.0070177669146037356,0.23694331667474794,not_collapse_dominated,weak_leakage,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localized_ledger_cells,density_3d_p0,0,-1,low_drive,0.75,1.4,2606,core:2|heavy_shell:3|fusion_shell:4|outer_light_shell:5,14,2268,252,1764,252,0.03881292308192876,4151,1.8302469135802468,14,6.172839506172839,54.785714285714285,424,985,767,73,19,0.6212522045855379,0.33818342151675485,0.3787477954144621,0.06523914473680859,0.008154893092101073,0.25541954650497795,not_collapse_dominated,weak_leakage,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localized_ledger_cells,density_3d_p0,0,-1,low_drive,0.75,1.4,2607,core:2|heavy_shell:3|fusion_shell:4|outer_light_shell:5,14,2268,252,1764,252,0.03898770566014625,4758,2.0978835978835977,9,3.9682539682539684,89.88888888888889,386,1018,809,34,21,0.6190476190476191,0.3567019400352734,0.38095238095238093,0.0566525841518088,0.0070815730189761,0.2380180332491822,not_collapse_dominated,weak_leakage,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localized_ledger_cells,density_3d_p0,0,-1,middle_drive,1.05,1.2,2601,core:2|heavy_shell:3|fusion_shell:4|outer_light_shell:5,14,2268,252,1764,252,0.039342931342614226,4388,1.9347442680776015,17,7.495590828924162,58.588235294117645,333,805,996,116,18,0.5017636684303352,0.43915343915343913,0.4982363315696649,0.0943032044302739,0.011787900553784238,0.3070882681417086,not_collapse_dominated,weak_leakage,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localized_ledger_cells,density_3d_p0,0,-1,middle_drive,1.05,1.2,2602,core:2|heavy_shell:3|fusion_shell:4|outer_light_shell:5,14,2268,252,1764,252,0.03938845716216829,4343,1.9149029982363315,14,6.172839506172839,76.0,326,757,1064,109,12,0.4775132275132275,0.4691358024691358,0.5224867724867724,0.0957526438878751,0.011969080485984388,0.30943924102782294,not_collapse_dominated,weak_leakage,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
localized_ledger_cells,density_3d_p0,0,-1,middle_drive,1.05,1.2,2603,core:2|heavy_shell:3|fusion_shell:4|outer_light_shell:5,14,2268,252,1764,252,0.03973555553308513,4574,2.0167548500881836,19,8.37742504409171,55.78947368421053,328,777,1060,87,16,0.48721340388007056,0.4673721340388007,0.5127865961199295,0.05956438588838716,0.007445548236048395,0.24405816087233625,not_collapse_dominated,weak_leakage,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
