geometry,permutation_id,ledger_counts,run_count,remnant_fraction_mean,residue_fraction_mean,ejecta_fraction_mean,unlinked_tensor_fraction_mean,edges_per_atom_mean,residue_clusters_per_1000_atoms_mean,mean_residue_size_mean,mapped_ringdown_carrier_exposure_mean
dispersed_slots,0,core:24|heavy_shell:16|fusion_shell:9|outer_light_shell:7,21,0.8190455194423448,0.001679684219366759,0.18095448055765515,0.354731027012948,0.007432602670697909,0.5249013185521122,3.0609839895554183,0.0443413783766185
dispersed_slots,1,core:7|heavy_shell:9|fusion_shell:16|outer_light_shell:24,21,0.48262576635592513,0.028612370874275636,0.5173742336440749,0.6262391317997255,0.0600644578819182,8.739606953892668,3.2406664919609707,0.07827989147496568
dispersed_slots,2,core:7|heavy_shell:9|fusion_shell:24|outer_light_shell:16,21,0.5684996220710506,0.03207147056353406,0.43150037792894935,0.5476345431729287,0.056820567733266145,9.421978668010414,3.35457984199351,0.06845431789661609
dispersed_slots,3,core:7|heavy_shell:16|fusion_shell:9|outer_light_shell:24,21,0.521011799781641,0.02302217183169564,0.478988200218359,0.615077426157943,0.04979213907785337,6.9969345762996555,3.2186618588734013,0.07688467826974288
dispersed_slots,4,core:7|heavy_shell:16|fusion_shell:24|outer_light_shell:9,21,0.6869908457210044,0.02810846560846561,0.31300915427899556,0.4322704240265692,0.0460495926765768,8.083480305702528,3.360589151041528,0.05403380300332115
dispersed_slots,5,core:7|heavy_shell:24|fusion_shell:9|outer_light_shell:16,21,0.6573444192491811,0.008219954648526076,0.3426555807508188,0.5252109679530692,0.02349983203157806,2.6087595532039978,3.148519940555496,0.06565137099413365
dispersed_slots,6,core:7|heavy_shell:24|fusion_shell:16|outer_light_shell:9,21,0.7372711430251113,0.009537456958091878,0.26272885697488874,0.4183587246573197,0.022255815906609556,2.9604434366339127,3.189048841604197,0.052294840582164964
dispersed_slots,7,core:9|heavy_shell:7|fusion_shell:16|outer_light_shell:24,21,0.48350760057109265,0.02857037876879147,0.5164923994289075,0.6281067917496641,0.05999622071050642,8.729108927521626,3.2389661495159547,0.07851334896870801
dispersed_slots,8,core:9|heavy_shell:7|fusion_shell:24|outer_light_shell:16,21,0.5693184681279919,0.03208721760309062,0.4306815318720081,0.549269211735576,0.056773326614596456,9.437725707566978,3.3517474965484952,0.068658651466947
dispersed_slots,9,core:9|heavy_shell:16|fusion_shell:7|outer_light_shell:24,21,0.5327485932644662,0.022329302091206853,0.4672514067355338,0.6118650374429826,0.047661039724531784,6.776476022507769,3.20875808947183,0.07648312968037282
dispersed_slots,10,core:9|heavy_shell:16|fusion_shell:24|outer_light_shell:7,21,0.7220122616948014,0.027111153103216594,0.27798773830519863,0.391858749387981,0.04233854035441337,7.779037540942302,3.4176430695315068,0.04898234367349762
dispersed_slots,11,core:9|heavy_shell:24|fusion_shell:7|outer_light_shell:16,21,0.669107457797934,0.007506088855295205,0.330892542202066,0.5208309193433329,0.021515705047451077,2.3935500125976317,3.11508444840743,0.06510386491791662
