distance,predicted_cumA_A,observed_cumA_A,cumA_A_match,predicted_cumA_B,observed_cumA_B,cumA_B_match,correlation_AB,correlation_eq_1_1
1.0,0.005219206680584551,0.005219206680584551,True,0.005219206680584551,0.005219206680584551,True,"(1, 1)",True
2.0,0.0041753653444676405,0.0041753653444676405,True,0.0036534446764091852,0.0036534446764091857,True,"(1, 1)",True
6.0,0.0034794711203897004,0.0034794711203897004,True,0.0026096033402922755,0.0026096033402922755,True,"(1, 1)",True
12.0,0.003305497564370215,0.003305497564370215,True,0.002348643006263048,0.002348643006263048,True,"(1, 1)",True
100.0,0.0031524008350730685,0.003152400835073069,True,0.0021189979123173272,0.0021189979123173277,True,"(1, 1)",True
10000.0,0.003131732776617954,0.0031317327766179535,True,0.0020879958246346553,0.0020879958246346553,True,"(1, 1)",True
