candidate_id,bin,route_combination,operator_class,route_class,partition_signature,closure_depth,q_sign,q_abs,native_charge_axis,spin_or_hand_class,color_or_owner_closure,closure_status,stability_status,M_native,surface_sign,surface_depth,surface_packet_address,S_debit_or_credit,M_observed_candidate,qA_source_support,tensor_carrier_support,retained_write_support,matter_row_allowed,known_match,promotion_status,Column1
QP093A-0128,bound_composite_rows,color_triad[1+2+9],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+9,0,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3096,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,-1032,4128,4156.666667,519.5833333,3637.083333,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0129,bound_composite_rows,color_triad[1+2+12],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+12,0,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5364,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,-1788,7152,7201.666667,900.2083333,6301.458333,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0130,bound_composite_rows,color_triad[1+3+3],OCTET_COMPOSITE,three_owner_color_closure,1+3+3,3,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,684,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,-0.090711806,684.0907118,693.5919717,86.69899646,606.8929752,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0131,bound_composite_rows,color_triad[1+3+4],OCTET_COMPOSITE,three_owner_color_closure,1+3+4,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,936,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.078993056,936.0789931,942.5795416,117.8224427,824.7570989,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0132,bound_composite_rows,color_triad[1+3+6],OCTET_COMPOSITE,three_owner_color_closure,1+3+6,3,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1656,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,-0.219618056,1656.219618,1679.222668,209.9028335,1469.319835,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0134,bound_composite_rows,color_triad[1+3+9],OCTET_COMPOSITE,three_owner_color_closure,1+3+9,3,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3276,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,-0.434461806,3276.434462,3321.940496,415.242562,2906.697934,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0135,bound_composite_rows,color_triad[1+3+12],OCTET_COMPOSITE,three_owner_color_closure,1+3+12,3,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5544,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,-0.735243056,5544.735243,5621.745455,702.7181818,4919.027273,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0136,bound_composite_rows,color_triad[1+4+4],GROUND_BARYON_3BODY,three_owner_color_closure,1+4+4,0,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,1188,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=2,-495,1683,1706.375,213.296875,1493.078125,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0137,bound_composite_rows,color_triad[1+4+6],OCTET_COMPOSITE,three_owner_color_closure,1+4+6,3,negative,3,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1908,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=3,-0.345052083,1908.345052,1948.102241,243.5127801,1704.589461,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0138,bound_composite_rows,color_triad[1+4+8],OCTET_COMPOSITE,three_owner_color_closure,1+4+8,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2916,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.24609375,2916.246094,2936.497803,367.0622253,2569.435577,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0139,bound_composite_rows,color_triad[1+4+9],OCTET_COMPOSITE,three_owner_color_closure,1+4+9,3,negative,3,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3528,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=3,-0.638020833,3528.638021,3602.151313,450.2689141,3151.882399,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0140,bound_composite_rows,color_triad[1+4+12],OCTET_COMPOSITE,three_owner_color_closure,1+4+12,3,negative,3,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5796,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=3,-1.048177083,5797.048177,5917.820014,739.7275018,5178.092512,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0141,bound_composite_rows,color_triad[1+6+6],OCTET_COMPOSITE,three_owner_color_closure,1+6+6,3,negative,5,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2628,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=5,-0.728732639,2628.728733,2720.004036,340.0005045,2380.003531,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0142,bound_composite_rows,color_triad[1+6+8],GROUND_BARYON_3BODY,three_owner_color_closure,1+6+8,0,negative,3,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,3636,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=3,-1818,5454,5567.625,695.953125,4871.671875,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0143,bound_composite_rows,color_triad[1+6+9],OCTET_COMPOSITE,three_owner_color_closure,1+6+9,3,negative,5,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,4248,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=5,-1.177951389,4249.177951,4396.718852,549.5898566,3847.128996,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0144,bound_composite_rows,color_triad[1+6+12],OCTET_COMPOSITE,three_owner_color_closure,1+6+12,3,negative,5,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,6516,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=5,-1.806857639,6517.806858,6744.119596,843.0149495,5901.104646,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0145,bound_composite_rows,color_triad[1+8+8],OCTET_COMPOSITE,three_owner_color_closure,1+8+8,3,negative,5,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,4644,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=5,-1.287760417,4645.28776,4806.582474,600.8228093,4205.759665,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0146,bound_composite_rows,color_triad[1+8+9],GROUND_BARYON_3BODY,three_owner_color_closure,1+8+9,0,negative,7,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5256,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=7,-4380,9636,10104.41667,1263.052083,8841.364583,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0147,bound_composite_rows,color_triad[1+8+12],GROUND_BARYON_3BODY,three_owner_color_closure,1+8+12,0,negative,7,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,7524,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=7,-6270,13794,14464.54167,1808.067708,12656.47396,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0148,bound_composite_rows,color_triad[1+9+9],OCTET_COMPOSITE,three_owner_color_closure,1+9+9,3,negative,8,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5868,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=8,-2.476128472,5870.476128,6196.613691,774.5767114,5422.03698,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0149,bound_composite_rows,color_triad[1+9+12],OCTET_COMPOSITE,three_owner_color_closure,1+9+12,3,negative,8,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,8136,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=8,-3.433159722,8139.43316,8591.623891,1073.952986,7517.670904,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0150,bound_composite_rows,color_triad[1+12+12],OCTET_COMPOSITE,three_owner_color_closure,1+12+12,3,negative,11,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,10404,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=11,-5.895399306,10409.8954,11205.09574,1400.636968,9804.458775,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0151,bound_composite_rows,color_triad[2+2+2],GROUND_BARYON_3BODY,three_owner_color_closure,2+2+2,0,positive,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,432,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=2,180,252,255.5,31.9375,223.5625,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0152,bound_composite_rows,color_triad[2+2+3],OCTET_COMPOSITE,three_owner_color_closure,2+2+3,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,612,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.376302083,611.6236979,611.6236979,76.45296224,535.1707357,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0153,bound_composite_rows,color_triad[2+2+4],OCTET_COMPOSITE,three_owner_color_closure,2+2+4,3,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,864,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,0.072916667,863.9270833,869.926577,108.7408221,761.1857548,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0154,bound_composite_rows,color_triad[2+2+6],OCTET_COMPOSITE,three_owner_color_closure,2+2+6,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1584,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.973958333,1583.026042,1583.026042,197.8782552,1385.147786,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0155,bound_composite_rows,color_triad[2+2+8],GROUND_BARYON_3BODY,three_owner_color_closure,2+2+8,0,positive,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,2592,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=2,1080,1512,1533,191.625,1341.375,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0156,bound_composite_rows,color_triad[2+2+9],OCTET_COMPOSITE,three_owner_color_closure,2+2+9,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3204,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,1.970052083,3202.029948,3202.029948,400.2537435,2801.776204,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0157,bound_composite_rows,color_triad[2+2+12],OCTET_COMPOSITE,three_owner_color_closure,2+2+12,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5472,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,3.364583333,5468.635417,5468.635417,683.5794271,4785.05599,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0158,bound_composite_rows,color_triad[2+3+3],OCTET_COMPOSITE,three_owner_color_closure,2+3+3,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,792,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.066840278,792.0668403,797.5673044,99.69591306,697.8713914,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0160,bound_composite_rows,color_triad[2+3+6],OCTET_COMPOSITE,three_owner_color_closure,2+3+6,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1764,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.148871528,1764.148872,1776.399905,222.0499882,1554.349917,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0161,bound_composite_rows,color_triad[2+3+8],OCTET_COMPOSITE,three_owner_color_closure,2+3+8,3,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2772,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,0.233940972,2771.766059,2791.014434,348.8768043,2442.13763,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0162,bound_composite_rows,color_triad[2+3+9],OCTET_COMPOSITE,three_owner_color_closure,2+3+9,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3384,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.285590278,3384.28559,3407.787574,425.9734467,2981.814127,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0163,bound_composite_rows,color_triad[2+3+12],OCTET_COMPOSITE,three_owner_color_closure,2+3+12,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5652,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.476996528,5652.476997,5691.730309,711.4662886,4980.26402,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0164,bound_composite_rows,color_triad[2+4+4],OCTET_COMPOSITE,three_owner_color_closure,2+4+4,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1296,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.109375,1296.109375,1305.110135,163.1387668,1141.971368,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0165,bound_composite_rows,color_triad[2+4+6],GROUND_BARYON_3BODY,three_owner_color_closure,2+4+6,0,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,2016,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=2,-840,2856,2895.666667,361.9583333,2533.708333,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0166,bound_composite_rows,color_triad[2+4+8],OCTET_COMPOSITE,three_owner_color_closure,2+4+8,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3024,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,1.859375,3022.140625,3022.140625,377.7675781,2644.373047,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0167,bound_composite_rows,color_triad[2+4+9],GROUND_BARYON_3BODY,three_owner_color_closure,2+4+9,0,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3636,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=2,-1515,5151,5222.541667,652.8177083,4569.723958,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0168,bound_composite_rows,color_triad[2+4+12],GROUND_BARYON_3BODY,three_owner_color_closure,2+4+12,0,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5904,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=2,-2460,8364,8480.166667,1060.020833,7420.145833,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0169,bound_composite_rows,color_triad[2+6+6],OCTET_COMPOSITE,three_owner_color_closure,2+6+6,3,negative,4,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2736,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=4,-0.626736111,2736.626736,2812.644145,351.5805182,2461.063627,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0170,bound_composite_rows,color_triad[2+6+8],OCTET_COMPOSITE,three_owner_color_closure,2+6+8,3,negative,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3744,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,-0.496527778,3744.496528,3796.503424,474.562928,3321.940496,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0171,bound_composite_rows,color_triad[2+6+9],OCTET_COMPOSITE,three_owner_color_closure,2+6+9,3,negative,4,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,4356,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=4,-0.997829861,4356.99783,4478.025547,559.7531934,3918.272354,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0172,bound_composite_rows,color_triad[2+6+12],OCTET_COMPOSITE,three_owner_color_closure,2+6+12,3,negative,4,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,6624,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=4,-1.517361111,6625.517361,6809.55951,851.1949388,5958.364571,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0173,bound_composite_rows,color_triad[2+8+8],GROUND_BARYON_3BODY,three_owner_color_closure,2+8+8,0,negative,4,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,4752,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=4,-2772,7524,7733,966.625,6766.375,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0174,bound_composite_rows,color_triad[2+8+9],OCTET_COMPOSITE,three_owner_color_closure,2+8+9,3,negative,6,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5364,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=6,-1.74609375,5365.746094,5589.318848,698.664856,4890.653992,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0175,bound_composite_rows,color_triad[2+8+12],OCTET_COMPOSITE,three_owner_color_closure,2+8+12,3,negative,6,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,7632,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=6,-2.484375,7634.484375,7952.587891,994.0734863,6958.514404,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0176,bound_composite_rows,color_triad[2+9+9],OCTET_COMPOSITE,three_owner_color_closure,2+9+9,3,negative,7,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5976,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=7,-2.233506944,5978.233507,6268.84208,783.60526,5485.23682,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0177,bound_composite_rows,color_triad[2+9+12],OCTET_COMPOSITE,three_owner_color_closure,2+9+12,3,negative,7,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,8244,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=7,-3.081163194,8247.081163,8647.980942,1080.997618,7566.983324,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0178,bound_composite_rows,color_triad[2+12+12],OCTET_COMPOSITE,three_owner_color_closure,2+12+12,3,negative,10,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,10512,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=10,-5.449652778,10517.44965,11247.8281,1405.978513,9841.849588,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0180,bound_composite_rows,color_triad[3+3+4],OCTET_COMPOSITE,three_owner_color_closure,3+3+4,3,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1224,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,0.103298611,1223.896701,1232.395984,154.049498,1078.346486,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0182,bound_composite_rows,color_triad[3+3+8],OCTET_COMPOSITE,three_owner_color_closure,3+3+8,3,positive,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2952,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,0.391493056,2951.608507,2992.60307,374.0753837,2618.527686,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0185,bound_composite_rows,color_triad[3+4+4],OCTET_COMPOSITE,three_owner_color_closure,3+4+4,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1476,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.907552083,1475.092448,1475.092448,184.386556,1290.705892,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0186,bound_composite_rows,color_triad[3+4+6],OCTET_COMPOSITE,three_owner_color_closure,3+4+6,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2196,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.185329861,2196.18533,2211.436617,276.4295771,1935.00704,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0187,bound_composite_rows,color_triad[3+4+8],GROUND_BARYON_3BODY,three_owner_color_closure,3+4+8,0,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,3204,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,1068,2136,2150.833333,268.8541667,1881.979167,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0188,bound_composite_rows,color_triad[3+4+9],OCTET_COMPOSITE,three_owner_color_closure,3+4+9,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,3816,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.322048611,3816.322049,3842.824285,480.3530356,3362.471249,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0189,bound_composite_rows,color_triad[3+4+12],OCTET_COMPOSITE,three_owner_color_closure,3+4+12,3,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,6084,negative_credit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,-0.513454861,6084.513455,6126.767021,765.8458776,5360.921143,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0190,bound_composite_rows,color_triad[3+6+6],GROUND_BARYON_3BODY,three_owner_color_closure,3+6+6,0,negative,3,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,2916,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=3,-1458,4374,4465.125,558.140625,3906.984375,yes,,BOUND_MATTER_ROW_ALLOWED,
