scenario_id,seed,anchor,p_level,geometry,left_atom_index,right_atom_index,pair_kind,source_final_contact,lambda_release,lambda_return,lambda_open_interval,release_before_same_pair_return,timing_interpretation
REF_0001,910001,low_drive,0,localized_ledger_cells,1627,1710,carrier|matter,True,0.9533847785998463,1.0075811113762707,0.05419633277642444,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1627,1715,carrier|matter,True,0.5226558555074642,1.1081548332941955,0.5854989777867313,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1627,1681,carrier|matter,True,0.6424684038254741,1.0825101593991298,0.44004175557365566,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1627,1674,carrier|matter,True,0.6853943078926628,1.0800858026573221,0.39469149476465937,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1627,1731,carrier|matter,True,0.5075473341332102,1.0998844457392836,0.5923371116060734,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1627,1669,carrier|matter,True,0.703728387363757,1.030842861070163,0.327114473706406,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1627,1683,carrier|matter,True,0.7660596046572227,1.0374453942857347,0.271385789628512,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1630,1690,carrier|matter,True,0.6696766000475755,1.2187828677783983,0.5491062677308228,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1630,1761,carrier|matter,True,0.6139912748938375,1.0634859435337924,0.4494946686399549,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1955,2072,carrier|matter,True,0.6503856156046658,1.1486897088419767,0.49830409323731095,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1955,1990,carrier|matter,True,0.9047129588763303,1.0171403881657524,0.11242742928942207,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1953,2004,carrier|matter,True,0.43586941455392963,1.0613814786146636,0.6255120640607339,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1946,2104,carrier|ledger_shadow,True,0.818680276884095,1.0657738565144976,0.24709357963040268,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1945,2056,carrier|matter,False,0.5679423217864159,1.02306640701707,0.4551240852306542,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1550,carrier|matter,True,0.3759619621973444,1.1177538065902668,0.7417918443929223,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1534,carrier|matter,True,0.6705255475031269,1.0829357543115241,0.41241020680839724,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1567,carrier|matter,True,0.7486301334258049,1.0418164720036127,0.29318633857780785,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1531,carrier|matter,True,0.6004272674186034,1.1169104616187842,0.5164831942001807,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1463,1483,carrier|matter,True,0.6957239031503251,1.0622693240071879,0.3665454208568628,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1543,carrier|matter,True,0.6114380399317398,1.1069898467925223,0.4955518068607825,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1579,carrier|matter,True,0.689662433285851,1.0872393784977163,0.3975769452118654,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1495,carrier|matter,True,0.4684123819208258,1.230688747642451,0.7622763657216253,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1460,1617,carrier|ledger_shadow,True,0.7827176579527871,1.0610222048550888,0.27830454690230166,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1460,1618,carrier|ledger_shadow,True,0.8268172724264519,1.060896684047518,0.23407941162106616,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1460,1520,carrier|matter,True,0.5106847854925016,1.3658400518040028,0.8551552663115012,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1571,carrier|matter,True,0.7567346385614853,1.275027530282888,0.5182928917214027,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1462,1545,carrier|matter,True,0.6206962763397895,1.0999347984419932,0.47923852210220363,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1559,carrier|matter,True,0.2736215512892318,1.3784741164230199,1.104852565133788,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1558,carrier|matter,True,0.6614115925852535,1.0816968507877016,0.4202852582024481,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1463,1545,carrier|matter,True,0.35272353383958027,1.2072274258385,0.8545038919989199,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1538,carrier|matter,True,0.640779367744081,1.3193747703391214,0.6785954025950405,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1478,carrier|matter,True,0.8564638692116423,1.0252812033283063,0.168817334116664,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1497,carrier|matter,True,0.07006146233716692,1.1642026682925477,1.0941412059553808,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1475,1490,carrier|matter,True,0.5044564713965145,1.0796363224870895,0.575179851090575,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1464,1515,carrier|matter,True,0.8723511511672936,1.0374989290770689,0.1651477779097753,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1468,1494,carrier|matter,True,0.6645024989662337,1.1621502090279012,0.4976477100616675,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1468,1578,carrier|matter,True,0.5416929921971062,1.325225487419436,0.7835324952223298,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1470,1552,carrier|matter,True,0.0049754021967543804,1.5502404610896852,1.5452650588929309,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1470,1506,carrier|matter,True,0.8972888886602931,1.041208249739402,0.14391936107910885,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1468,1506,carrier|matter,True,0.5841679091225943,1.1848937777949669,0.6007258686723725,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1468,1504,carrier|matter,True,0.5477670074495126,1.3661819324493323,0.8184149249998197,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1468,1611,carrier|ledger_shadow,True,0.5585429535270732,1.1859310254530775,0.6273880719260043,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1464,1536,carrier|matter,True,0.6999737085982553,1.1700329687109492,0.47005926011269394,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1573,carrier|matter,True,0.5160157350488419,1.1264762333074927,0.6104604982586508,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1492,carrier|matter,True,0.33476626951198973,1.0869604700881228,0.7521942005761331,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1468,1536,carrier|matter,True,0.060348803845123034,1.425917296552226,1.365568492707103,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1566,carrier|matter,True,0.7408988529920997,1.0959321510186582,0.3550332980265585,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1552,carrier|matter,True,0.3522053628959359,1.1750506973381913,0.8228453344422555,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1504,carrier|matter,True,0.9921946569766947,1.002201230707256,0.010006573730561352,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1501,carrier|matter,True,0.5054893225443293,1.2132819653051796,0.7077926427608503,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1597,carrier|matter,True,0.4207981767346052,1.2636575880380985,0.8428594113034933,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1536,carrier|matter,True,0.5256444184293193,1.0925059272750706,0.5668615088457513,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1590,carrier|matter,True,0.7031318496362374,1.0384872543303083,0.3353554046940709,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1581,carrier|matter,True,0.8311093304494255,1.3233535022870475,0.49224417183762204,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1461,1513,carrier|matter,True,0.8232500685689667,1.062271544725313,0.2390214761563464,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1468,1488,carrier|matter,True,0.7910411730728677,1.0912984629388667,0.300257289865999,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1458,1536,carrier|matter,True,0.5555092882324223,1.1170002500473033,0.561490961814881,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1634,1779,carrier|ledger_shadow,True,0.3193009484970867,1.228864323652153,0.9095633751550664,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1627,1758,carrier|matter,True,0.8540893175332696,1.0254385686400658,0.17134925110679622,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1621,1690,carrier|matter,True,0.9829745594041839,1.007803299793311,0.02482874038912719,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1782,1914,carrier|matter,True,0.39286394041170175,1.425277523340528,1.0324135829288261,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1794,1914,carrier|matter,False,0.11187654194377897,1.2002612969823145,1.0883847550385355,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1794,1842,carrier|matter,False,0.9237796570247521,1.05124563737528,0.12746598035052803,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1794,1818,carrier|matter,False,0.6073085972284443,1.1055523020011646,0.4982437047727203,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1784,1807,carrier|matter,True,0.6503020008038967,1.0699433099633713,0.4196413091594746,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2121,2229,carrier|matter,True,0.03838570484909688,1.5632647033119147,1.5248789984628177,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2119,2238,carrier|matter,True,0.8126410717330058,1.0551589063471685,0.24251783461416265,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2119,2206,carrier|matter,True,0.7713163202203986,1.0453646021671157,0.27404828194671704,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2119,2190,carrier|matter,True,0.7178662266448307,1.0878246851262852,0.3699584584814545,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2123,2231,carrier|matter,True,0.7085702513313703,1.3478892522108337,0.6393190008794634,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2110,2218,carrier|matter,True,0.9155773395566196,1.0624215918576168,0.14684425230099718,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2123,2145,carrier|matter,True,0.5025261593814008,1.0945569280139857,0.592030768632585,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2123,2247,carrier|matter,True,0.9261614055593443,1.0153709956760932,0.0892095901167489,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2123,2134,carrier|matter,True,0.6289957708074102,1.10553123668692,0.4765354658795099,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2119,2131,carrier|matter,True,0.18309718475527587,1.4403057427027506,1.2572085579474748,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2119,2254,carrier|ledger_shadow,True,0.8470302842026739,1.0694684217003259,0.22243813749765196,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2107,2231,carrier|matter,True,0.11764583996949846,1.1530608821162278,1.0354150421467294,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2107,2167,carrier|matter,True,0.38123812956947495,1.3705662287958522,0.9893280992263773,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2107,2183,carrier|matter,True,0.19929896203402475,1.1881493786247157,0.988850416590691,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2123,2154,carrier|matter,True,0.8731070909371219,1.1212132276544649,0.24810613671734294,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2123,2161,carrier|matter,True,0.7982712317746283,1.0792817715533263,0.28101053977869794,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2123,2243,carrier|matter,True,0.11463855511056252,1.7526646298504933,1.638026074739931,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2123,2147,carrier|matter,True,0.5177545772168626,1.348852817295222,0.8310982400783595,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2114,2209,carrier|matter,True,0.44213962482172353,1.117926425129137,0.6757868003074134,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2107,2154,carrier|matter,True,0.426862896509912,1.1483196185921887,0.7214567220822767,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2107,2224,carrier|matter,True,0.8464075274902138,1.0374130569522444,0.19100552946203064,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2114,2243,carrier|matter,True,0.6648668867613087,1.0924611182110233,0.42759423144971465,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2114,2140,carrier|matter,True,0.8912036025240941,1.1476341806257158,0.2564305781016216,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2114,2259,carrier|ledger_shadow,True,0.7458168377788171,1.4325841581098482,0.686767320331031,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2114,2174,carrier|matter,True,0.8242465721933133,1.1166893690347974,0.2924427968414841,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2114,2234,carrier|matter,True,0.5015217658273411,1.4583939880806867,0.9568722222533456,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2114,2236,carrier|matter,True,0.9653054377917522,1.0822136465619292,0.11690820877017705,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2112,2232,carrier|matter,True,0.5522612608288465,1.405442118628177,0.8531808577993304,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2112,2124,carrier|matter,True,0.5324740070009909,1.464625915266003,0.9321519082650122,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2114,2211,carrier|matter,True,0.7146921244275241,1.0582907744514813,0.3435986500239573,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2114,2266,carrier|ledger_shadow,True,0.7796040879096963,1.115169318210497,0.33556523030080065,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2114,2222,carrier|matter,True,0.6767426968164615,1.1323017688172712,0.4555590720008097,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,2112,2160,carrier|matter,True,0.6559881720694964,1.4285782830797582,0.7725901110102618,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1796,1858,carrier|matter,False,0.1204428954904015,1.2205590162078912,1.1001161207174897,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1796,1929,carrier|ledger_shadow,False,0.7020584500507756,1.0850572723506289,0.38299882229985327,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1796,1906,carrier|matter,False,0.4212192490985892,1.2285806974830038,0.8073614483844146,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1796,1808,carrier|matter,False,0.6935220565253842,1.2435278775088492,0.550005820983465,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1798,1858,carrier|matter,True,0.0679073535692925,1.25879312574121,1.1908857721719175,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1798,1906,carrier|matter,True,0.44928014106023717,1.2830556536054771,0.83377551254524,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1798,1808,carrier|matter,True,0.9167820568112501,1.07128597090691,0.1545039140956599,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1798,1867,carrier|matter,True,0.8057633118314168,1.0258608060569232,0.2200974942255064,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1784,1824,carrier|matter,True,0.9833226627913335,1.008240023266799,0.024917360475465444,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1798,1822,carrier|matter,True,0.9166289610260221,1.0804227757382556,0.16379381471223353,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
