scenario_id,seed,anchor,p_level,geometry,left_atom_index,right_atom_index,pair_kind,source_final_contact,lambda_release,lambda_return,lambda_open_interval,release_before_same_pair_return,timing_interpretation
REF_0001,910001,low_drive,0,localized_ledger_cells,1634,1708,carrier|matter,True,0.2680698977306498,1.20561629827042,0.9375464005397701,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1634,1756,carrier|matter,True,0.3329113773874352,1.2656938210886937,0.9327824437012584,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1634,1720,carrier|matter,True,0.7853138997672524,1.1625131532400335,0.37719925347278105,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1634,1676,carrier|matter,True,0.817659102656802,1.0449157131244546,0.22725661046765266,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1627,1699,carrier|matter,True,0.6076248703791722,1.1841405971924726,0.5765157268133003,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1634,1767,carrier|ledger_shadow,True,0.46849073419708387,1.0808385432675616,0.6123478090704777,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1634,1694,carrier|matter,True,0.4918848339541926,1.0680384341841684,0.5761536002299759,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1634,1765,carrier|ledger_shadow,True,0.7748110151215056,1.0516727525263223,0.2768617374048167,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1634,1651,carrier|matter,True,0.7421752607136266,1.0509808004166104,0.30880553970298374,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
REF_0001,910001,low_drive,0,localized_ledger_cells,1627,1722,carrier|matter,True,0.4307801936332917,1.1453466602395301,0.7145664666062385,True,ENTAILED_BY_101_STAGE_ORDER__NOT_INDEPENDENT_EVENT_CLOSURE
