impact_over_R_sun,impact_m,delay_us,standard_log_delay_us,relative_diff_to_log
1.2,834840000.0,136.88368318702678,136.88368318707498,3.5207108287053457e-13
1.6,1113120000.0,131.2155495196791,131.2155495197026,1.790952533799713e-13
3.0,2087100000.0,118.8300020846858,118.83000208472676,3.4465822054297497e-13
10.0,6957000000.0,95.10373674922035,95.10373674922718,7.182129661918024e-14
