impact_over_R_sun,impact_m,delay_us,standard_log_delay_us,relative_diff_to_log
1.2,834840000.0,175.0702577866452,136.88368318707498,0.2789709752869648
1.6,1113120000.0,131.2155495196791,131.2155495197026,1.790952533799713e-13
3.0,2087100000.0,69.8189524639552,118.83000208472676,0.4124467622732707
10.0,6957000000.0,20.70157812847732,95.10373674922718,0.7823263434636227
