ell,Dl_planck,sigma_planck,Dl_SAM_theory,residual,z_score
30,1.102806e+03,2.746943e+02,1.052977e+03,-4.982890e+01,-0.1814
31,7.642359e+02,2.739677e+02,1.069028e+03,3.047923e+02,1.1125
32,1.543851e+03,2.734493e+02,1.085662e+03,-4.581887e+02,-1.6756
33,1.077267e+03,2.730999e+02,1.102358e+03,2.509066e+01,0.0919
34,9.791594e+02,2.729158e+02,1.119105e+03,1.399451e+02,0.5128
35,7.399116e+02,2.728706e+02,1.136483e+03,3.965719e+02,1.4533
36,1.122516e+03,2.729521e+02,1.153593e+03,3.107669e+01,0.1139
37,1.523720e+03,2.731646e+02,1.170960e+03,-3.527604e+02,-1.2914
38,1.285913e+03,2.734911e+02,1.188693e+03,-9.721971e+01,-0.3555
39,1.243831e+03,2.739084e+02,1.206691e+03,-3.714000e+01,-0.1356
40,1.715071e+03,2.744323e+02,1.224872e+03,-4.901987e+02,-1.7862
41,1.427088e+03,2.750398e+02,1.243147e+03,-1.839405e+02,-0.6688
42,1.391088e+03,2.757143e+02,1.261521e+03,-1.295667e+02,-0.4699
43,1.235152e+03,2.764483e+02,1.280008e+03,4.485618e+01,0.1623
44,1.399720e+03,2.772404e+02,1.298660e+03,-1.010600e+02,-0.3645
45,1.050225e+03,2.781152e+02,1.317543e+03,2.673184e+02,0.9612
46,1.148978e+03,2.790290e+02,1.336626e+03,1.876479e+02,0.6725
47,1.939333e+03,2.799513e+02,1.355890e+03,-5.834426e+02,-2.0841
48,9.843280e+02,2.809128e+02,1.375308e+03,3.909798e+02,1.3918
49,1.720066e+03,2.819255e+02,1.394865e+03,-3.252007e+02,-1.1535
50,1.707307e+03,2.829568e+02,1.414617e+03,-2.926900e+02,-1.0344
51,1.039429e+03,2.839931e+02,1.434621e+03,3.951921e+02,1.3916
52,1.603611e+03,2.850442e+02,1.454825e+03,-1.487856e+02,-0.5220
53,1.118554e+03,2.861483e+02,1.475160e+03,3.566061e+02,1.2462
54,1.173863e+03,2.872674e+02,1.495610e+03,3.217470e+02,1.1200
55,1.609061e+03,2.883931e+02,1.516170e+03,-9.289075e+01,-0.3221
56,1.523294e+03,2.895566e+02,1.536955e+03,1.366050e+01,0.0472
57,1.715719e+03,2.907697e+02,1.558064e+03,-1.576554e+02,-0.5422
58,1.742619e+03,2.920220e+02,1.579453e+03,-1.631659e+02,-0.5587
59,1.467143e+03,2.932954e+02,1.601032e+03,1.338890e+02,0.4565
60,1.790452e+03,2.945922e+02,1.622780e+03,-1.676713e+02,-0.5692
61,1.359154e+03,2.959529e+02,1.644703e+03,2.855488e+02,0.9648
62,2.165227e+03,2.973538e+02,1.666807e+03,-4.984201e+02,-1.6762
63,1.742106e+03,2.988296e+02,1.689113e+03,-5.299313e+01,-0.1773
64,1.242485e+03,3.003479e+02,1.711625e+03,4.691402e+02,1.5620
65,1.853062e+03,3.019185e+02,1.734373e+03,-1.186888e+02,-0.3931
66,1.626616e+03,3.035319e+02,1.757394e+03,1.307773e+02,0.4309
67,1.659989e+03,3.051917e+02,1.780669e+03,1.206799e+02,0.3954
68,1.766429e+03,3.068831e+02,1.804162e+03,3.773296e+01,0.1230
69,2.277664e+03,3.086122e+02,1.827826e+03,-4.498378e+02,-1.4576
70,1.860801e+03,3.103787e+02,1.851633e+03,-9.167821e+00,-0.0295
71,1.783707e+03,3.121747e+02,1.875560e+03,9.185246e+01,0.2942
72,1.511900e+03,3.140037e+02,1.899718e+03,3.878176e+02,1.2351
73,2.701127e+03,3.158564e+02,1.924220e+03,-7.769070e+02,-2.4597
74,2.013693e+03,3.177439e+02,1.949074e+03,-6.461844e+01,-0.2034
75,1.879909e+03,3.196496e+02,1.974281e+03,9.437199e+01,0.2952
76,1.875455e+03,3.215808e+02,1.999796e+03,1.243409e+02,0.3867
77,1.919456e+03,3.235406e+02,2.025495e+03,1.060395e+02,0.3277
78,1.664607e+03,3.255251e+02,2.051366e+03,3.867586e+02,1.1881
79,1.496469e+03,3.275378e+02,2.077454e+03,5.809854e+02,1.7738
80,2.318107e+03,3.295785e+02,2.103783e+03,-2.143232e+02,-0.6503
81,2.045536e+03,3.316408e+02,2.130380e+03,8.484439e+01,0.2558
82,2.821429e+03,3.337351e+02,2.157254e+03,-6.641752e+02,-1.9901
83,2.135834e+03,3.358514e+02,2.184379e+03,4.854501e+01,0.1445
84,1.542668e+03,3.379998e+02,2.211753e+03,6.690856e+02,1.9795
85,2.268675e+03,3.401707e+02,2.239365e+03,-2.930957e+01,-0.0862
86,2.525925e+03,3.423592e+02,2.267209e+03,-2.587162e+02,-0.7557
87,2.180329e+03,3.445686e+02,2.295254e+03,1.149243e+02,0.3335
88,1.774610e+03,3.468012e+02,2.323482e+03,5.488718e+02,1.5827
89,2.930040e+03,3.490613e+02,2.351905e+03,-5.781351e+02,-1.6563
90,2.255501e+03,3.513342e+02,2.380526e+03,1.250249e+02,0.3559
91,2.414516e+03,3.536285e+02,2.409357e+03,-5.159467e+00,-0.0146
92,2.582014e+03,3.559357e+02,2.438397e+03,-1.436167e+02,-0.4035
93,2.814590e+03,3.582710e+02,2.467662e+03,-3.469275e+02,-0.9683
94,2.153768e+03,3.606120e+02,2.497145e+03,3.433771e+02,0.9522
95,2.158700e+03,3.629826e+02,2.526859e+03,3.681598e+02,1.0143
96,2.367999e+03,3.653578e+02,2.556798e+03,1.887991e+02,0.5168
97,2.663330e+03,3.677504e+02,2.586962e+03,-7.636787e+01,-0.2077
98,2.222547e+03,3.701563e+02,2.617357e+03,3.948099e+02,1.0666
99,3.013836e+03,3.725834e+02,2.647962e+03,-3.658743e+02,-0.9820
100,2.919087e+03,3.750211e+02,2.678791e+03,-2.402966e+02,-0.6408
101,2.782383e+03,3.774695e+02,2.709837e+03,-7.254686e+01,-0.1922
102,2.896762e+03,3.799292e+02,2.741099e+03,-1.556632e+02,-0.4097
