ell,Dl_planck,sigma_planck,Dl_SAM_theory,residual,z_score
200,7.788994e-01,3.453530e-01,6.877171e-01,-9.118230e-02,-0.2640
201,7.514842e-01,3.471405e-01,6.872322e-01,-6.425193e-02,-0.1851
202,1.325957e-01,3.490081e-01,6.876166e-01,5.550209e-01,1.5903
203,8.626550e-01,3.509583e-01,6.889070e-01,-1.737480e-01,-0.4951
204,4.594212e-01,3.529933e-01,6.911393e-01,2.317182e-01,0.6564
205,7.633108e-01,3.551156e-01,6.943504e-01,-6.896040e-02,-0.1942
206,1.121610e+00,3.573274e-01,6.985755e-01,-4.230346e-01,-1.1839
207,6.813988e-01,3.596312e-01,7.038520e-01,2.245319e-02,0.0624
208,1.291256e+00,3.620292e-01,7.102158e-01,-5.810406e-01,-1.6050
209,3.585417e-01,3.645238e-01,7.177023e-01,3.591605e-01,0.9853
210,1.792267e-01,3.671174e-01,7.263487e-01,5.471220e-01,1.4903
211,4.776648e-01,3.698125e-01,7.361919e-01,2.585270e-01,0.6991
212,1.234256e+00,3.726112e-01,7.472661e-01,-4.869904e-01,-1.3070
213,1.097274e+00,3.755162e-01,7.596089e-01,-3.376655e-01,-0.8992
214,1.520767e+00,3.785297e-01,7.732568e-01,-7.475102e-01,-1.9748
215,1.041486e+00,3.816542e-01,7.882390e-01,-2.532466e-01,-0.6635
216,7.803346e-01,3.848923e-01,8.046004e-01,2.426579e-02,0.0630
217,1.300217e+00,3.882462e-01,8.223701e-01,-4.778467e-01,-1.2308
218,7.792591e-01,3.917181e-01,8.415773e-01,6.231815e-02,0.1591
219,5.590031e-01,3.953100e-01,8.622660e-01,3.032629e-01,0.7672
220,1.042959e+00,3.990240e-01,8.844653e-01,-1.584938e-01,-0.3972
221,1.073964e+00,4.028622e-01,9.082045e-01,-1.657594e-01,-0.4115
222,1.183470e+00,4.068268e-01,9.335275e-01,-2.499422e-01,-0.6144
223,8.625243e-01,4.109199e-01,9.604559e-01,9.793162e-02,0.2383
224,6.066578e-01,4.151437e-01,9.890263e-01,3.823686e-01,0.9211
225,4.986660e-01,4.195003e-01,1.019261e+00,5.205945e-01,1.2410
226,7.039994e-01,4.239919e-01,1.051202e+00,3.472029e-01,0.8189
227,1.089263e+00,4.286208e-01,1.084881e+00,-4.382168e-03,-0.0102
228,1.732904e+00,4.333892e-01,1.120318e+00,-6.125859e-01,-1.4135
229,8.986416e-01,4.382993e-01,1.157550e+00,2.589081e-01,0.5907
230,1.138110e+00,4.433534e-01,1.196606e+00,5.849539e-02,0.1319
231,1.573247e+00,4.485539e-01,1.237499e+00,-3.357477e-01,-0.7485
232,1.746271e+00,4.539030e-01,1.280268e+00,-4.660027e-01,-1.0267
233,9.309643e-01,4.594029e-01,1.324940e+00,3.939761e-01,0.8576
234,1.308447e+00,4.650559e-01,1.371538e+00,6.309095e-02,0.1357
235,1.506728e+00,4.708633e-01,1.420090e+00,-8.663863e-02,-0.1840
236,1.330720e+00,4.768263e-01,1.470625e+00,1.399046e-01,0.2934
237,1.871731e+00,4.829464e-01,1.523150e+00,-3.485803e-01,-0.7218
238,1.159480e+00,4.892247e-01,1.577695e+00,4.182145e-01,0.8549
239,1.305315e+00,4.956625e-01,1.634272e+00,3.289571e-01,0.6637
240,1.941023e+00,5.022611e-01,1.692920e+00,-2.481031e-01,-0.4940
241,2.812680e+00,5.090217e-01,1.753651e+00,-1.059030e+00,-2.0805
242,1.618282e+00,5.159456e-01,1.816480e+00,1.981976e-01,0.3841
243,2.379930e+00,5.230341e-01,1.881428e+00,-4.985018e-01,-0.9531
244,1.867269e+00,5.302884e-01,1.948510e+00,8.124140e-02,0.1532
245,2.125613e+00,5.377098e-01,2.017747e+00,-1.078654e-01,-0.2006
246,2.295818e+00,5.452995e-01,2.089139e+00,-2.066792e-01,-0.3790
247,2.015023e+00,5.530588e-01,2.162714e+00,1.476911e-01,0.2670
248,1.493093e+00,5.609890e-01,2.238487e+00,7.453938e-01,1.3287
249,2.552641e+00,5.690911e-01,2.316456e+00,-2.361846e-01,-0.4150
250,2.236730e+00,5.773665e-01,2.396651e+00,1.599209e-01,0.2770
251,1.671859e+00,5.858160e-01,2.479057e+00,8.071980e-01,1.3779
252,2.887518e+00,5.944396e-01,2.563693e+00,-3.238247e-01,-0.5448
253,2.441664e+00,6.032368e-01,2.650560e+00,2.088959e-01,0.3463
254,2.921083e+00,6.122073e-01,2.739671e+00,-1.814119e-01,-0.2963
255,2.334996e+00,6.213507e-01,2.831018e+00,4.960217e-01,0.7983
256,2.848312e+00,6.306666e-01,2.924614e+00,7.630157e-02,0.1210
257,2.850287e+00,6.401544e-01,3.020458e+00,1.701710e-01,0.2658
258,4.203758e+00,6.498138e-01,3.118542e+00,-1.085216e+00,-1.6700
259,2.896565e+00,6.596443e-01,3.218879e+00,3.223144e-01,0.4886
260,3.286855e+00,6.696455e-01,3.321461e+00,3.460677e-02,0.0517
261,4.484051e+00,6.798169e-01,3.426288e+00,-1.057763e+00,-1.5560
262,3.083934e+00,6.901579e-01,3.533357e+00,4.494233e-01,0.6512
263,3.435744e+00,7.006681e-01,3.642668e+00,2.069244e-01,0.2953
264,3.853458e+00,7.113471e-01,3.754213e+00,-9.924527e-02,-0.1395
265,3.948896e+00,7.221943e-01,3.867975e+00,-8.092115e-02,-0.1120
266,2.981671e+00,7.332092e-01,3.983946e+00,1.002274e+00,1.3670
267,3.404800e+00,7.443911e-01,4.102110e+00,6.973102e-01,0.9368
268,4.807579e+00,7.557394e-01,4.222459e+00,-5.851203e-01,-0.7742
269,5.017721e+00,7.672520e-01,4.344984e+00,-6.727373e-01,-0.8768
270,4.617728e+00,7.789264e-01,4.469662e+00,-1.480663e-01,-0.1901
271,5.516793e+00,7.907603e-01,4.596485e+00,-9.203079e-01,-1.1638
272,3.739669e+00,8.027513e-01,4.725436e+00,9.857673e-01,1.2280
273,5.755408e+00,8.148970e-01,4.856478e+00,-8.989298e-01,-1.1031
274,5.075931e+00,8.271950e-01,4.989610e+00,-8.632107e-02,-0.1044
