row_type,scenario_id,carrier_count,operator_d3_infinity_norm,quadrupole_sum_abs_scale,roundoff_bound,observed_max_abs_difference,observed_to_bound_ratio,aggregate_order_power,individual_order_power,power_relative_difference,quadrupole_symmetry_relative,pointwise_pass,power_pass,passed
scenario_linearity,REF_0001,252,34012224.0,53.26318173610754,0.00020595499201604055,3.9794135098247807e-07,0.0019321762832118432,36.71304653815095,36.7130465389254,2.1094652240130653e-11,,True,True,True
scenario_linearity,REF_0002,252,34012224.0,47.31825946962397,0.00018296751026934677,1.1996198101549282e-07,0.0006556463540379196,7.812032700493723,7.81203270044719,5.956523400570045e-12,,True,True,True
scenario_linearity,REF_0003,378,34012224.0,66.34684842861316,0.0002565461580215968,4.075720312357589e-07,0.0015886888908367449,56.678688358210174,56.678688358135865,1.3110493813152493e-12,,True,True,True
scenario_linearity,REF_0004,378,34012224.0,58.94299662771475,0.0002279173718913033,1.2838590640606995e-07,0.0005633002229742225,2.4121812637561284,2.4121812637038724,2.1663370870266386e-11,,True,True,True
scenario_linearity,REF_0005,594,34012224.0,72.14576650508626,0.0002789690792067962,1.0530496854510574e-06,0.003774789981904931,29.909156165776828,29.909156166048767,9.092162758466441e-12,,True,True,True
scenario_linearity,REF_0006,594,34012224.0,69.50040393024507,0.00026874014412964876,1.0716453191506048e-07,0.00039876637062217585,1.3412676685270317,1.3412676682007438,2.4326828511233127e-10,,True,True,True
scenario_linearity,REF_0007,1008,34012224.0,85.67748543615969,0.0003312927477067434,1.2111737488496033e-06,0.0036559017884741645,18.180732042819983,18.18073204886359,3.3241821549829105e-10,,True,True,True
scenario_linearity,REF_0008,1008,34012224.0,91.15049775162186,0.0003524554753357346,3.3720321845898127e-07,0.0009567257201431624,1.5429497506419243,1.5429497503946985,1.6022932392212017e-10,,True,True,True
scenario_linearity,REF_0009,252,34012224.0,47.34873544259717,0.00018308535299983692,5.118389063696327e-07,0.0027956300052581957,7.351279629533582,7.351279631144202,2.1909383978885053e-10,,True,True,True
scenario_linearity,REF_0010,252,34012224.0,49.40278557477703,0.0001910278353072141,5.750542375615453e-08,0.0003010316463235495,7.265224013608831,7.265224013479815,1.7758008400780864e-11,,True,True,True
