source_id,path,role,sha256,bytes,used_as_computed_input
summary,C:\VS\sam_sim\artifacts\G752c_CHLADNI_TO_PARTICLE_ROUTE_CLOSURE_BRIDGE\G752c_summary.json,source_gate_summary,28e58c5e84e40bbea65e4c9dce0d43b9c40156e3216782fd2718455c61b605e8,1660,True
boundary_records,C:\VS\sam_sim\artifacts\G752c_CHLADNI_TO_PARTICLE_ROUTE_CLOSURE_BRIDGE\G752c_boundary_mode_records.csv,boundary_mode_records,946749ebd4d522fc4d32733441d7b589d52d866e8d7d8e312094e6b03e447089,3444,True
wrong_controls,C:\VS\sam_sim\artifacts\G752c_CHLADNI_TO_PARTICLE_ROUTE_CLOSURE_BRIDGE\G752c_wrong_controls.csv,wrong_controls,44f8c32f894545e692334fa82f03c3406d3b90cea02ae2e9a51d4da2a7519557,792,True
