candidate_id,bin,route_combination,operator_class,route_class,partition_signature,closure_depth,q_sign,q_abs,native_charge_axis,spin_or_hand_class,color_or_owner_closure,closure_status,stability_status,M_native,surface_sign,surface_depth,surface_packet_address,S_debit_or_credit,M_observed_candidate,qA_source_support,tensor_carrier_support,retained_write_support,matter_row_allowed,known_match,promotion_status,latest_table_layer,latest_boundary_subtype,latest_matter_row_allowed,latest_promotion_status,latest_override_source,courtroom_table_layer,vault_reveal_status,vault_identity,known_identity_label,known_symbol,known_name,identity_assignment_role,known_label_used_as_construction_input,vault_reveal_source
QP093A-0101,antimatter_conjugate_rows,"anti(plus_single_write[p=9,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,9,1,negative,9,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,135.00,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=9,-8.4375,143.4375,152.40234375,19.05029296875,133.35205078125,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0101|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=9|d=1|q=negative:9,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0102,antimatter_conjugate_rows,"anti(minus_single_write[p=9,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,9,1,positive,9,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,162.0,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=9,10.125,151.875,161.3671875,20.1708984375,141.1962890625,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0102|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=9|d=1|q=positive:9,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0103,antimatter_conjugate_rows,"anti(plus_single_write[p=12,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,12,1,negative,12,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,180.00,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=12,-15.00,195.00,211.2499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,26.40624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,184.8437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0103|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=12|d=1|q=negative:12,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0104,antimatter_conjugate_rows,"anti(minus_single_write[p=12,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,12,1,positive,12,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,216.0,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=12,18.0,198.0,214.4999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,26.81249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,187.6874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0104|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=12|d=1|q=positive:12,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0105,antimatter_conjugate_rows,"anti(plus_single_write[p=1,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,1,2,negative,1,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,180.00,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=1,-0.1041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,180.1041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,181.3548900462962962962962962962962962962962962962962962962962962962962962962962962962962962962962962,22.66936125578703703703703703703703703703703703703703703703703703703703703703703703703703703703703702,158.6855287905092592592592592592592592592592592592592592592592592592592592592592592592592592592592591,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0105|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=1|d=2|q=negative:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0106,antimatter_conjugate_rows,"anti(minus_single_write[p=1,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,1,2,positive,1,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,216.0,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=1,0.1250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,215.8750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,217.3741319444444444444444444444444444444444444444444444444444444444444444444444444444444444444444443,27.17176649305555555555555555555555555555555555555555555555555555555555555555555555555555555555555554,190.2023654513888888888888888888888888888888888888888888888888888888888888888888888888888888888888888,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0106|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=1|d=2|q=positive:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0107,antimatter_conjugate_rows,"anti(plus_single_write[p=2,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,2,2,negative,2,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,360.00,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=2,-0.4166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666668,360.4166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,365.4224537037037037037037037037037037037037037037037037037037037037037037037037037037037037037037038,45.67780671296296296296296296296296296296296296296296296296296296296296296296296296296296296296296298,319.7446469907407407407407407407407407407407407407407407407407407407407407407407407407407407407407409,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0107|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=2|d=2|q=negative:2,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0108,antimatter_conjugate_rows,"anti(minus_single_write[p=2,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,2,2,positive,2,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,432.0,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=2,0.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,431.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,437.4930555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,54.68663194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444445,382.8064236111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0108|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=2|d=2|q=positive:2,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0109,antimatter_conjugate_rows,"anti(plus_single_write[p=3,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,3,2,negative,3,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,540.00,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=3,-0.9375,540.9375,552.2070312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,69.02587890624999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,483.1811523437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0109|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=3|d=2|q=negative:3,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0110,antimatter_conjugate_rows,"anti(minus_single_write[p=3,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,3,2,positive,3,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,648.0,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=3,1.125,646.875,660.3515624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,82.54394531249999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,577.8076171874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0110|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=3|d=2|q=positive:3,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0111,antimatter_conjugate_rows,"anti(plus_single_write[p=4,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,4,2,negative,4,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,720.00,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=4,-1.666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,721.6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,741.7129629629629629629629629629629629629629629629629629629629629629629629629629629629629629629629632,92.7141203703703703703703703703703703703703703703703703703703703703703703703703703703703703703703704,648.9988425925925925925925925925925925925925925925925925925925925925925925925925925925925925925925928,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0111|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=4|d=2|q=negative:4,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0112,antimatter_conjugate_rows,"anti(minus_single_write[p=4,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,4,2,positive,4,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,864.0,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=4,2.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,862.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,885.9444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444446,110.7430555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,775.201388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0112|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=4|d=2|q=positive:4,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0113,antimatter_conjugate_rows,"anti(plus_single_write[p=6,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,6,2,negative,6,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,1080.00,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=6,-3.750,1083.750,1128.906250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,141.113281250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,987.792968750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0113|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=6|d=2|q=negative:6,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0114,antimatter_conjugate_rows,"anti(minus_single_write[p=6,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,6,2,positive,6,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,1296.0,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=6,4.50,1291.50,1345.312500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,168.164062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1177.148437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,particle_candidate,,yes,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0114|antimatter_conjugate_rows|V4_1_SINGLE_WRITE|conjugate_single_write|p=6|d=2|q=positive:6,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0115,bound_composite_rows,color_triad[1+1+1],GROUND_BARYON_3BODY,three_owner_color_closure,1+1+1,0,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,108,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,36.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,72.49999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999997,9.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999996,63.43749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0115|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=1+1+1|d=0|q=positive:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0116,bound_composite_rows,color_triad[1+1+2],OCTET_COMPOSITE,three_owner_color_closure,1+1+2,3,positive,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,216,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,0.02864583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,215.9713541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,218.9709563078703703703703703703703703703703703703703703703703703703703703703703703703703703703703704,27.3713695384837962962962962962962962962962962962962962962962962962962962962962962962962962962962963,191.5995867693865740740740740740740740740740740740740740740740740740740740740740740740740740740740741,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0116|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+2|d=3|q=positive:2,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0117,bound_composite_rows,color_triad[1+1+3],OCTET_COMPOSITE,three_owner_color_closure,1+1+3,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,396,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.2434895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,395.7565104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,395.7565104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,49.46956380208333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,346.2869466145833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0117|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+3|d=3|q=neutral:0,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0118,bound_composite_rows,color_triad[1+1+4],GROUND_BARYON_3BODY,three_owner_color_closure,1+1+4,0,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,648,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,216.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,432.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,434.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,54.37499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,380.6249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0118|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=1+1+4|d=0|q=positive:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0119,bound_composite_rows,color_triad[1+1+6],OCTET_COMPOSITE,three_owner_color_closure,1+1+6,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1368,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.8411458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,1367.158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1367.158854166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,170.8948567708333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,1196.263997395833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0119|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+6|d=3|q=neutral:0,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0120,bound_composite_rows,color_triad[1+1+8],OCTET_COMPOSITE,three_owner_color_closure,1+1+8,3,positive,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2376,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,0.3151041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2375.684895833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2408.680519386574074074074074074074074074074074074074074074074074074074074074074074074074074074074074,301.0850649233217592592592592592592592592592592592592592592592592592592592592592592592592592592592592,2107.595454463252314814814814814814814814814814814814814814814814814814814814814814814814814814814815,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0120|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+8|d=3|q=positive:2,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0121,bound_composite_rows,color_triad[1+1+9],OCTET_COMPOSITE,three_owner_color_closure,1+1+9,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2988,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,1.837239583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,2986.162760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,2986.162760416666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,373.2703450520833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,2612.892415364583333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0121|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+9|d=3|q=neutral:0,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0122,bound_composite_rows,color_triad[1+1+12],OCTET_COMPOSITE,three_owner_color_closure,1+1+12,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5256,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,3.231770833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,5252.768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,5252.768229166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,656.5960286458333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,4596.172200520833333333333333333333333333333333333333333333333333333333333333333333333333333333333334,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0122|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+1+12|d=3|q=neutral:0,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0123,bound_composite_rows,color_triad[1+2+2],OCTET_COMPOSITE,three_owner_color_closure,1+2+2,3,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,324,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,0.02734374999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,323.9726562500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,326.2224663628472222222222222222222222222222222222222222222222222222222222222222222222222222222222221,40.77780829535590277777777777777777777777777777777777777777777777777777777777777777777777777777777776,285.4446580674913194444444444444444444444444444444444444444444444444444444444444444444444444444444444,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0123|bound_composite_rows|OCTET_COMPOSITE|three_owner_color_closure|p=1+2+2|d=3|q=positive:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
QP093A-0124,bound_composite_rows,color_triad[1+2+3],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+3,0,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,504,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,-168.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,672.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,676.6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666664,84.5833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,592.0833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333331,yes,,BOUND_MATTER_ROW_ALLOWED,particle_candidate,,yes,BOUND_MATTER_ROW_ALLOWED,QP093A,particle,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,QP093A-0124|bound_composite_rows|GROUND_BARYON_3BODY|three_owner_color_closure|p=1+2+3|d=0|q=negative:1,,,,native_identity_no_external_label,no,CR119_DOWNSTREAM_ONLY_REVEAL
