sample_idx,mass_density_modulation_BEC,MEMS_pressure,EM_laser_focal,acoustic_phonon,charge_pulse_low_field,spontaneous_baseline
888,-2.555,-3.6545,-3.1008,-12.186,-7.1027,-20.487
889,-2.3233,-3.3979,-2.8094,-11.8946,-6.8113,-20.301
890,-2.3233,-3.3979,-2.7475,-11.8327,-6.7495,-20.301
891,-2.4602,-3.5597,-3.006,-12.0911,-7.0079,-20.3922
892,-2.67,-3.7694,-3.2157,-12.3009,-7.2177,-20.6019
893,-2.3233,-3.3979,-2.568,-11.5842,-6.501,-20.301
894,-2.7312,-3.8307,-3.277,-12.3622,-7.2789,-20.6632
895,-2.5079,-3.6074,-3.0537,-12.1388,-7.0556,-20.4399
896,-2.3893,-3.4887,-2.935,-12.0202,-6.937,-20.3212
897,-2.6855,-3.785,-3.2313,-12.3164,-7.2332,-20.6175
898,-2.3233,-3.3979,-2.8282,-11.9134,-6.8302,-20.301
899,-2.3233,-3.3979,-2.8247,-11.9099,-6.8267,-20.301
900,-2.3233,-3.3979,-2.568,-11.4067,-6.3235,-20.301
901,-2.6156,-3.7151,-3.1614,-12.2466,-7.1633,-20.5476
902,-2.3233,-3.3979,-2.568,-11.4245,-6.3413,-20.301
903,-2.3233,-3.3979,-2.7243,-11.8095,-6.7262,-20.301
904,-2.6406,-3.7401,-3.1864,-12.2716,-7.1883,-20.5726
905,-2.3233,-3.3979,-2.8354,-11.9206,-6.8374,-20.301
906,-2.3233,-3.3979,-2.6911,-11.7763,-6.693,-20.301
907,-2.3233,-3.3979,-2.6202,-11.7054,-6.6222,-20.301
908,-2.9121,-4.0115,-3.4578,-12.543,-7.4598,-20.844
909,-2.3233,-3.3979,-2.7867,-11.8719,-6.7886,-20.301
910,-2.373,-3.4725,-2.9188,-12.0039,-6.9207,-20.305
911,-2.3233,-3.3979,-2.568,-11.5133,-6.4301,-20.301
912,-2.6265,-3.726,-3.1723,-12.2574,-7.1742,-20.5585
913,-2.3233,-3.3979,-2.568,-11.6401,-6.5569,-20.301
914,-2.3233,-3.3979,-2.7859,-11.8711,-6.7878,-20.301
915,-2.5469,-3.6463,-3.0926,-12.1778,-7.0946,-20.4789
916,-2.3233,-3.3979,-2.7503,-11.8355,-6.7523,-20.301
917,-2.3233,-3.3979,-2.7693,-11.8544,-6.7712,-20.301
918,-2.3233,-3.3979,-2.7008,-11.786,-6.7027,-20.301
919,-2.3233,-3.3979,-2.6488,-11.734,-6.6507,-20.301
920,-2.3233,-3.3979,-2.7231,-11.8083,-6.7251,-20.301
921,-2.3233,-3.3979,-2.568,-11.5926,-6.5094,-20.301
922,-2.3233,-3.3979,-2.7604,-11.8456,-6.7623,-20.301
923,-2.3233,-3.3979,-2.568,-11.5143,-6.431,-20.301
924,-2.3233,-3.3979,-2.7386,-11.8238,-6.7406,-20.301
925,-2.5991,-3.6986,-3.1449,-12.2301,-7.1468,-20.5311
926,-2.4403,-3.5398,-2.9861,-12.0713,-6.988,-20.3723
927,-2.3233,-3.3979,-2.819,-11.9042,-6.8209,-20.301
928,-2.3233,-3.3979,-2.635,-11.7202,-6.637,-20.301
929,-2.8626,-3.962,-3.4083,-12.4935,-7.4103,-20.7946
930,-2.6158,-3.7152,-3.1615,-12.2467,-7.1635,-20.5477
931,-2.3233,-3.3979,-2.6168,-11.702,-6.6188,-20.301
932,-2.7596,-3.8591,-3.3054,-12.3906,-7.3073,-20.6916
933,-2.812,-3.9114,-3.3577,-12.4429,-7.3597,-20.744
934,-2.3233,-3.4211,-2.8674,-11.9525,-6.8693,-20.301
935,-2.3233,-3.3979,-2.568,-11.4323,-6.349,-20.301
936,-2.3319,-3.4314,-2.8777,-11.9629,-6.8796,-20.301
937,-2.3233,-3.3979,-2.568,-11.5021,-6.4189,-20.301
938,-2.3233,-3.3979,-2.568,-11.6021,-6.5188,-20.301
939,-2.6617,-3.7612,-3.2075,-12.2926,-7.2094,-20.5937
940,-2.3233,-3.3979,-2.568,-11.609,-6.5258,-20.301
941,-2.3909,-3.4904,-2.9367,-12.0219,-6.9386,-20.3229
942,-2.3233,-3.3979,-2.568,-11.631,-6.5477,-20.301
943,-2.3233,-3.3979,-2.6179,-11.7031,-6.6199,-20.301
944,-2.5633,-3.6627,-3.109,-12.1942,-7.111,-20.4952
945,-2.8324,-3.9319,-3.3782,-12.4634,-7.3801,-20.7644
946,-2.3233,-3.3979,-2.568,-11.4426,-6.3594,-20.301
947,-2.8016,-3.9011,-3.3474,-12.4326,-7.3493,-20.7336
948,-2.3233,-3.3979,-2.568,-11.4383,-6.355,-20.301
949,-2.3233,-3.3979,-2.568,-11.5663,-6.4831,-20.301
950,-2.3233,-3.3979,-2.6448,-11.73,-6.6468,-20.301
951,-2.3233,-3.3979,-2.568,-11.4221,-6.3389,-20.301
952,-2.3233,-3.3979,-2.568,-11.4374,-6.3541,-20.301
953,-2.3233,-3.3979,-2.568,-11.6332,-6.55,-20.301
954,-2.5307,-3.6301,-3.0764,-12.1616,-7.0784,-20.4627
955,-2.3233,-3.3979,-2.568,-11.65,-6.5668,-20.301
956,-2.9544,-4.0538,-3.5001,-12.5853,-7.5021,-20.8863
957,-2.325,-3.4245,-2.8708,-11.956,-6.8727,-20.301
958,-2.4235,-3.523,-2.9693,-12.0544,-6.9712,-20.3555
959,-2.3233,-3.3979,-2.7067,-11.7919,-6.7087,-20.301
960,-2.3233,-3.3979,-2.7073,-11.7925,-6.7092,-20.301
961,-2.3233,-3.3979,-2.813,-11.8982,-6.8149,-20.301
962,-2.3233,-3.3979,-2.568,-11.6118,-6.5285,-20.301
963,-2.3233,-3.3979,-2.568,-11.4698,-6.3866,-20.301
964,-2.8407,-3.9401,-3.3864,-12.4716,-7.3884,-20.7726
965,-2.6896,-3.789,-3.2353,-12.3205,-7.2373,-20.6215
966,-2.941,-4.0404,-3.4867,-12.5719,-7.4887,-20.873
967,-2.3233,-3.3979,-2.568,-11.5373,-6.4541,-20.301
968,-2.3233,-3.3979,-2.8409,-11.9261,-6.8428,-20.301
969,-2.3233,-3.3979,-2.568,-11.5,-6.4167,-20.301
970,-2.7046,-3.804,-3.2503,-12.3355,-7.2523,-20.6365
971,-2.895,-3.9945,-3.4408,-12.5259,-7.4427,-20.827
972,-2.3233,-3.3979,-2.568,-11.61,-6.5268,-20.301
973,-2.3233,-3.3979,-2.568,-11.507,-6.4238,-20.301
974,-2.6073,-3.7067,-3.153,-12.2382,-7.155,-20.5392
975,-2.4795,-3.5789,-3.0252,-12.1104,-7.0272,-20.4115
976,-2.8028,-3.9023,-3.3486,-12.4338,-7.3505,-20.7348
977,-2.3233,-3.3979,-2.568,-11.4626,-6.3794,-20.301
978,-2.6046,-3.7041,-3.1504,-12.2356,-7.1523,-20.5366
979,-2.3779,-3.4774,-2.9237,-12.0089,-6.9256,-20.3099
980,-2.8541,-3.9536,-3.3999,-12.485,-7.4018,-20.7861
981,-2.3233,-3.3979,-2.568,-11.5337,-6.4505,-20.301
982,-2.8078,-3.9072,-3.3535,-12.4387,-7.3555,-20.7397
983,-2.4249,-3.5243,-2.9706,-12.0558,-6.9726,-20.3568
984,-2.3233,-3.3979,-2.7095,-11.7947,-6.7115,-20.301
985,-2.3233,-3.3979,-2.6221,-11.7072,-6.624,-20.301
986,-2.3233,-3.3979,-2.568,-11.463,-6.3798,-20.301
987,-2.4664,-3.5659,-3.0122,-12.0974,-7.0141,-20.3984
988,-2.3233,-3.3979,-2.6231,-11.7083,-6.625,-20.301
989,-2.7851,-3.8845,-3.3308,-12.416,-7.3328,-20.717
990,-2.4716,-3.571,-3.0173,-12.1025,-7.0193,-20.4035
991,-2.8519,-3.9513,-3.3976,-12.4828,-7.3996,-20.7839
992,-2.3819,-3.4813,-2.9276,-12.0128,-6.9296,-20.3139
993,-2.4797,-3.5792,-3.0255,-12.1106,-7.0274,-20.4117
994,-2.3233,-3.3979,-2.568,-11.4563,-6.3731,-20.301
995,-2.9317,-4.0312,-3.4775,-12.5627,-7.4794,-20.8637
996,-2.525,-3.6244,-3.0707,-12.1559,-7.0727,-20.4569
997,-2.4372,-3.5367,-2.983,-12.0682,-6.9849,-20.3692
998,-2.3233,-3.3979,-2.568,-11.4575,-6.3742,-20.301
999,-2.3233,-3.3979,-2.568,-11.572,-6.4888,-20.301
