label,Z,N,m_observed_u,B_u_observed_u,B_u_predicted_u,B_u_observed_MeV,B_u_predicted_MeV,residual_u,residual_MeV
C-12,6,6,12.0,0.0,0.02024564158423226,0.0,18.858695735421456,0.02024564158423226,18.858695735421456
C-13,6,7,13.00335483521,-0.003354835210000573,0.014210802564216665,-3.125009212706496,13.237278779222835,0.017565637774217237,16.362287991929332
Au-197,79,118,196.966568795,0.03343120499999941,0.031208892411783123,31.140970294293464,29.070899224636268,-0.0022223125882162853,-2.0700710696571956
TRAIN_AGGREGATE,,,,,,,,0.026322115320365085,
TEST_AGGREGATE,,,,,,,,0.027068742750445535,
