candidate_id,operator_class,partition,tier,role,M_native,q_abs,q_sign,closure_depth,stability_status
QP093A-0158,OCTET_COMPOSITE,2+3+3,3body_standard,3-body standard letter (carrier + envelope + sensor),792,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0160,OCTET_COMPOSITE,2+3+6,3body_standard,3-body standard letter (carrier + envelope + sensor),1764,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0161,OCTET_COMPOSITE,2+3+8,3body_standard,3-body standard letter (carrier + envelope + sensor),2772,1,positive,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0162,OCTET_COMPOSITE,2+3+9,3body_standard,3-body standard letter (carrier + envelope + sensor),3384,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0163,OCTET_COMPOSITE,2+3+12,3body_standard,3-body standard letter (carrier + envelope + sensor),5652,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0164,OCTET_COMPOSITE,2+4+4,3body_standard,3-body standard letter (carrier + envelope + sensor),1296,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0165,GROUND_BARYON_3BODY,2+4+6,3body_standard,3-body standard letter (carrier + envelope + sensor),2016,2,negative,0,BOUND_COLOR_CLOSED_STABLE_CANDIDATE
QP093A-0166,OCTET_COMPOSITE,2+4+8,3body_standard,3-body standard letter (carrier + envelope + sensor),3024,0,neutral,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0167,GROUND_BARYON_3BODY,2+4+9,3body_standard,3-body standard letter (carrier + envelope + sensor),3636,2,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0168,GROUND_BARYON_3BODY,2+4+12,3body_standard,3-body standard letter (carrier + envelope + sensor),5904,2,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0169,OCTET_COMPOSITE,2+6+6,3body_standard,3-body standard letter (carrier + envelope + sensor),2736,4,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0170,OCTET_COMPOSITE,2+6+8,3body_standard,3-body standard letter (carrier + envelope + sensor),3744,2,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0171,OCTET_COMPOSITE,2+6+9,3body_standard,3-body standard letter (carrier + envelope + sensor),4356,4,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0172,OCTET_COMPOSITE,2+6+12,3body_standard,3-body standard letter (carrier + envelope + sensor),6624,4,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0173,GROUND_BARYON_3BODY,2+8+8,3body_standard,3-body standard letter (carrier + envelope + sensor),4752,4,negative,0,BOUND_COLOR_CLOSED_STABLE_CANDIDATE
QP093A-0174,OCTET_COMPOSITE,2+8+9,3body_standard,3-body standard letter (carrier + envelope + sensor),5364,6,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0175,OCTET_COMPOSITE,2+8+12,3body_standard,3-body standard letter (carrier + envelope + sensor),7632,6,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0176,OCTET_COMPOSITE,2+9+9,3body_standard,3-body standard letter (carrier + envelope + sensor),5976,7,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0177,OCTET_COMPOSITE,2+9+12,3body_standard,3-body standard letter (carrier + envelope + sensor),8244,7,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0178,OCTET_COMPOSITE,2+12+12,3body_standard,3-body standard letter (carrier + envelope + sensor),10512,10,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0180,OCTET_COMPOSITE,3+3+4,3body_standard,3-body standard letter (carrier + envelope + sensor),1224,1,positive,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0182,OCTET_COMPOSITE,3+3+8,3body_standard,3-body standard letter (carrier + envelope + sensor),2952,2,positive,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0185,OCTET_COMPOSITE,3+4+4,3body_standard,3-body standard letter (carrier + envelope + sensor),1476,0,neutral,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0186,OCTET_COMPOSITE,3+4+6,3body_standard,3-body standard letter (carrier + envelope + sensor),2196,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0187,GROUND_BARYON_3BODY,3+4+8,3body_standard,3-body standard letter (carrier + envelope + sensor),3204,1,positive,0,BOUND_COLOR_CLOSED_STABLE_CANDIDATE
QP093A-0188,OCTET_COMPOSITE,3+4+9,3body_standard,3-body standard letter (carrier + envelope + sensor),3816,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0189,OCTET_COMPOSITE,3+4+12,3body_standard,3-body standard letter (carrier + envelope + sensor),6084,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0190,GROUND_BARYON_3BODY,3+6+6,3body_standard,3-body standard letter (carrier + envelope + sensor),2916,3,negative,0,BOUND_COLOR_CLOSED_STABLE_CANDIDATE
QP093A-0191,OCTET_COMPOSITE,3+6+8,3body_standard,3-body standard letter (carrier + envelope + sensor),3924,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0192,GROUND_BARYON_3BODY,3+6+9,3body_standard,3-body standard letter (carrier + envelope + sensor),4536,3,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0193,GROUND_BARYON_3BODY,3+6+12,3body_standard,3-body standard letter (carrier + envelope + sensor),6804,3,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0194,OCTET_COMPOSITE,3+8+8,3body_standard,3-body standard letter (carrier + envelope + sensor),4932,3,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0195,OCTET_COMPOSITE,3+8+9,3body_standard,3-body standard letter (carrier + envelope + sensor),5544,5,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0196,OCTET_COMPOSITE,3+8+12,3body_standard,3-body standard letter (carrier + envelope + sensor),7812,5,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0197,GROUND_BARYON_3BODY,3+9+9,3body_standard,3-body standard letter (carrier + envelope + sensor),6156,6,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0198,GROUND_BARYON_3BODY,3+9+12,3body_standard,3-body standard letter (carrier + envelope + sensor),8424,6,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0199,GROUND_BARYON_3BODY,3+12+12,3body_standard,3-body standard letter (carrier + envelope + sensor),10692,9,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0200,GROUND_BARYON_3BODY,4+4+4,3body_standard,3-body standard letter (carrier + envelope + sensor),1728,1,positive,0,BOUND_COLOR_CLOSED_STABLE_CANDIDATE
QP093A-0201,OCTET_COMPOSITE,4+4+6,3body_standard,3-body standard letter (carrier + envelope + sensor),2448,0,neutral,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0202,OCTET_COMPOSITE,4+4+8,3body_standard,3-body standard letter (carrier + envelope + sensor),3456,2,positive,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0203,OCTET_COMPOSITE,4+4+9,3body_standard,3-body standard letter (carrier + envelope + sensor),4068,0,neutral,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0204,OCTET_COMPOSITE,4+4+12,3body_standard,3-body standard letter (carrier + envelope + sensor),6336,0,neutral,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0205,OCTET_COMPOSITE,4+6+6,3body_standard,3-body standard letter (carrier + envelope + sensor),3168,2,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0207,OCTET_COMPOSITE,4+6+9,3body_standard,3-body standard letter (carrier + envelope + sensor),4788,2,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0208,OCTET_COMPOSITE,4+6+12,3body_standard,3-body standard letter (carrier + envelope + sensor),7056,2,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0209,OCTET_COMPOSITE,4+8+8,3body_standard,3-body standard letter (carrier + envelope + sensor),5184,2,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0210,GROUND_BARYON_3BODY,4+8+9,3body_standard,3-body standard letter (carrier + envelope + sensor),5796,4,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0211,GROUND_BARYON_3BODY,4+8+12,3body_standard,3-body standard letter (carrier + envelope + sensor),8064,4,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0212,OCTET_COMPOSITE,4+9+9,3body_standard,3-body standard letter (carrier + envelope + sensor),6408,5,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0213,OCTET_COMPOSITE,4+9+12,3body_standard,3-body standard letter (carrier + envelope + sensor),8676,5,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0214,OCTET_COMPOSITE,4+12+12,3body_standard,3-body standard letter (carrier + envelope + sensor),10944,8,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0216,OCTET_COMPOSITE,6+6+8,3body_standard,3-body standard letter (carrier + envelope + sensor),4896,2,positive,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0219,OCTET_COMPOSITE,6+8+8,3body_standard,3-body standard letter (carrier + envelope + sensor),5904,0,neutral,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0220,OCTET_COMPOSITE,6+8+9,3body_standard,3-body standard letter (carrier + envelope + sensor),6516,2,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0221,OCTET_COMPOSITE,6+8+12,3body_standard,3-body standard letter (carrier + envelope + sensor),8784,2,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0222,GROUND_BARYON_3BODY,6+9+9,3body_standard,3-body standard letter (carrier + envelope + sensor),7128,3,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0223,GROUND_BARYON_3BODY,6+9+12,3body_standard,3-body standard letter (carrier + envelope + sensor),9396,3,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0224,GROUND_BARYON_3BODY,6+12+12,3body_standard,3-body standard letter (carrier + envelope + sensor),11664,6,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0225,GROUND_BARYON_3BODY,8+8+8,3body_standard,3-body standard letter (carrier + envelope + sensor),6912,2,positive,0,BOUND_COLOR_CLOSED_STABLE_CANDIDATE
QP093A-0226,OCTET_COMPOSITE,8+8+9,3body_standard,3-body standard letter (carrier + envelope + sensor),7524,0,neutral,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0227,OCTET_COMPOSITE,8+8+12,3body_standard,3-body standard letter (carrier + envelope + sensor),9792,0,neutral,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0228,OCTET_COMPOSITE,8+9+9,3body_standard,3-body standard letter (carrier + envelope + sensor),8136,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0229,OCTET_COMPOSITE,8+9+12,3body_standard,3-body standard letter (carrier + envelope + sensor),10404,1,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0230,OCTET_COMPOSITE,8+12+12,3body_standard,3-body standard letter (carrier + envelope + sensor),12672,4,negative,3,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0233,GROUND_BARYON_3BODY,9+12+12,3body_standard,3-body standard letter (carrier + envelope + sensor),13284,3,negative,0,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE
QP093A-0235,BOUND_COLOR_PAIR,1+1,2body_short,"2-body short message (carrier -> sensor, no envelope)",12,0,neutral,1,BOUND_PAIR_NEUTRAL_CANDIDATE
QP093A-0236,BOUND_COLOR_PAIR,1+2,2body_short,"2-body short message (carrier -> sensor, no envelope)",27,1,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0237,BOUND_COLOR_PAIR,1+3,2body_short,"2-body short message (carrier -> sensor, no envelope)",42,2,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0238,BOUND_COLOR_PAIR,1+4,2body_short,"2-body short message (carrier -> sensor, no envelope)",57,3,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0239,BOUND_COLOR_PAIR,1+6,2body_short,"2-body short message (carrier -> sensor, no envelope)",87,5,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0240,BOUND_COLOR_PAIR,1+8,2body_short,"2-body short message (carrier -> sensor, no envelope)",117,7,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0241,OCTET_COMPOSITE,1+9,2body_short,"2-body short message (carrier -> sensor, no envelope)",132,8,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0242,OCTET_COMPOSITE,1+12,2body_short,"2-body short message (carrier -> sensor, no envelope)",177,11,negative,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0243,BOUND_COLOR_PAIR,2+1,2body_short,"2-body short message (carrier -> sensor, no envelope)",27,1,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0244,BOUND_COLOR_PAIR,2+2,2body_short,"2-body short message (carrier -> sensor, no envelope)",48,0,neutral,1,BOUND_PAIR_NEUTRAL_CANDIDATE
QP093A-0245,BOUND_COLOR_PAIR,2+3,2body_short,"2-body short message (carrier -> sensor, no envelope)",75,1,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0246,BOUND_COLOR_PAIR,2+4,2body_short,"2-body short message (carrier -> sensor, no envelope)",102,2,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0247,BOUND_COLOR_PAIR,2+6,2body_short,"2-body short message (carrier -> sensor, no envelope)",156,4,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0248,BOUND_COLOR_PAIR,2+8,2body_short,"2-body short message (carrier -> sensor, no envelope)",210,6,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0249,OCTET_COMPOSITE,2+9,2body_short,"2-body short message (carrier -> sensor, no envelope)",237,7,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0250,OCTET_COMPOSITE,2+12,2body_short,"2-body short message (carrier -> sensor, no envelope)",318,10,negative,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0251,BOUND_COLOR_PAIR,3+1,2body_short,"2-body short message (carrier -> sensor, no envelope)",42,2,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0252,BOUND_COLOR_PAIR,3+2,2body_short,"2-body short message (carrier -> sensor, no envelope)",75,1,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0253,BOUND_COLOR_PAIR,3+3,2body_short,"2-body short message (carrier -> sensor, no envelope)",108,0,neutral,1,BOUND_PAIR_NEUTRAL_CANDIDATE
QP093A-0254,BOUND_COLOR_PAIR,3+4,2body_short,"2-body short message (carrier -> sensor, no envelope)",147,1,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0255,BOUND_COLOR_PAIR,3+6,2body_short,"2-body short message (carrier -> sensor, no envelope)",225,3,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0256,BOUND_COLOR_PAIR,3+8,2body_short,"2-body short message (carrier -> sensor, no envelope)",303,5,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0257,OCTET_COMPOSITE,3+9,2body_short,"2-body short message (carrier -> sensor, no envelope)",342,6,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0258,OCTET_COMPOSITE,3+12,2body_short,"2-body short message (carrier -> sensor, no envelope)",459,9,negative,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0259,BOUND_COLOR_PAIR,4+1,2body_short,"2-body short message (carrier -> sensor, no envelope)",57,3,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0260,BOUND_COLOR_PAIR,4+2,2body_short,"2-body short message (carrier -> sensor, no envelope)",102,2,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0261,BOUND_COLOR_PAIR,4+3,2body_short,"2-body short message (carrier -> sensor, no envelope)",147,1,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0262,BOUND_COLOR_PAIR,4+4,2body_short,"2-body short message (carrier -> sensor, no envelope)",192,0,neutral,1,BOUND_PAIR_NEUTRAL_CANDIDATE
QP093A-0263,BOUND_COLOR_PAIR,4+6,2body_short,"2-body short message (carrier -> sensor, no envelope)",294,2,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0264,BOUND_COLOR_PAIR,4+8,2body_short,"2-body short message (carrier -> sensor, no envelope)",396,4,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0265,OCTET_COMPOSITE,4+9,2body_short,"2-body short message (carrier -> sensor, no envelope)",447,5,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0266,OCTET_COMPOSITE,4+12,2body_short,"2-body short message (carrier -> sensor, no envelope)",600,8,negative,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0267,BOUND_COLOR_PAIR,6+1,2body_short,"2-body short message (carrier -> sensor, no envelope)",87,5,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0268,BOUND_COLOR_PAIR,6+2,2body_short,"2-body short message (carrier -> sensor, no envelope)",156,4,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0269,BOUND_COLOR_PAIR,6+3,2body_short,"2-body short message (carrier -> sensor, no envelope)",225,3,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0270,BOUND_COLOR_PAIR,6+4,2body_short,"2-body short message (carrier -> sensor, no envelope)",294,2,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0271,BOUND_COLOR_PAIR,6+6,2body_short,"2-body short message (carrier -> sensor, no envelope)",432,0,neutral,1,BOUND_PAIR_NEUTRAL_CANDIDATE
QP093A-0272,BOUND_COLOR_PAIR,6+8,2body_short,"2-body short message (carrier -> sensor, no envelope)",582,2,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0273,OCTET_COMPOSITE,6+9,2body_short,"2-body short message (carrier -> sensor, no envelope)",657,3,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0274,OCTET_COMPOSITE,6+12,2body_short,"2-body short message (carrier -> sensor, no envelope)",882,6,negative,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0275,BOUND_COLOR_PAIR,8+1,2body_short,"2-body short message (carrier -> sensor, no envelope)",117,7,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0276,BOUND_COLOR_PAIR,8+2,2body_short,"2-body short message (carrier -> sensor, no envelope)",210,6,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0277,BOUND_COLOR_PAIR,8+3,2body_short,"2-body short message (carrier -> sensor, no envelope)",303,5,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0278,BOUND_COLOR_PAIR,8+4,2body_short,"2-body short message (carrier -> sensor, no envelope)",396,4,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0279,BOUND_COLOR_PAIR,8+6,2body_short,"2-body short message (carrier -> sensor, no envelope)",582,2,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0280,BOUND_COLOR_PAIR,8+8,2body_short,"2-body short message (carrier -> sensor, no envelope)",768,0,neutral,1,BOUND_PAIR_NEUTRAL_CANDIDATE
QP093A-0281,OCTET_COMPOSITE,8+9,2body_short,"2-body short message (carrier -> sensor, no envelope)",867,1,negative,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0282,OCTET_COMPOSITE,8+12,2body_short,"2-body short message (carrier -> sensor, no envelope)",1164,4,negative,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0283,OCTET_COMPOSITE,9+1,2body_short,"2-body short message (carrier -> sensor, no envelope)",132,8,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0284,OCTET_COMPOSITE,9+2,2body_short,"2-body short message (carrier -> sensor, no envelope)",237,7,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0285,OCTET_COMPOSITE,9+3,2body_short,"2-body short message (carrier -> sensor, no envelope)",342,6,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0286,OCTET_COMPOSITE,9+4,2body_short,"2-body short message (carrier -> sensor, no envelope)",447,5,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0287,OCTET_COMPOSITE,9+6,2body_short,"2-body short message (carrier -> sensor, no envelope)",657,3,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0288,OCTET_COMPOSITE,9+8,2body_short,"2-body short message (carrier -> sensor, no envelope)",867,1,positive,3,BOUND_PAIR_CHARGED_CANDIDATE
QP093A-0289,OCTET_COMPOSITE,9+9,2body_short,"2-body short message (carrier -> sensor, no envelope)",972,0,neutral,1,BOUND_PAIR_NEUTRAL_CANDIDATE
QP093A-0290,OCTET_COMPOSITE,9+12,2body_short,"2-body short message (carrier -> sensor, no envelope)",1305,3,negative,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0291,OCTET_COMPOSITE,12+1,2body_short,"2-body short message (carrier -> sensor, no envelope)",177,11,positive,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0292,OCTET_COMPOSITE,12+2,2body_short,"2-body short message (carrier -> sensor, no envelope)",318,10,positive,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0293,OCTET_COMPOSITE,12+3,2body_short,"2-body short message (carrier -> sensor, no envelope)",459,9,positive,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0294,OCTET_COMPOSITE,12+4,2body_short,"2-body short message (carrier -> sensor, no envelope)",600,8,positive,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0295,OCTET_COMPOSITE,12+6,2body_short,"2-body short message (carrier -> sensor, no envelope)",882,6,positive,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0296,OCTET_COMPOSITE,12+8,2body_short,"2-body short message (carrier -> sensor, no envelope)",1164,4,positive,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0297,OCTET_COMPOSITE,12+9,2body_short,"2-body short message (carrier -> sensor, no envelope)",1305,3,positive,3,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0298,OCTET_COMPOSITE,12+12,2body_short,"2-body short message (carrier -> sensor, no envelope)",1728,0,neutral,1,UNSTABLE_PAIR_HEAVY_CANDIDATE
QP093A-0299,CLOSED_SCALAR_LOOP,12+12,2body_short,"2-body short message (carrier -> sensor, no envelope)",126000,0,neutral,3,UNSTABLE_SCALAR_REVEAL_CANDIDATE
QP093A-0300,TENSOR_CARRIER,18,1body_carrier,1-body boson carrier (gauge/substrate-field broadcast),18,0,neutral,3,CARRIER_ONLY_NOT_MATTER
QP093A-0301,ROAD_LIGHT_CARRIER,1,1body_carrier,1-body boson carrier (gauge/substrate-field broadcast),0,0,neutral,3,CARRIER_ONLY_NOT_MATTER
QP093A-0302,WEAK_VECTOR_CARRIER,9,1body_carrier,1-body boson carrier (gauge/substrate-field broadcast),9,0,neutral,3,CARRIER_ONLY_NOT_MATTER
QP093A-0303,NEUTRAL_VECTOR_CARRIER,81,1body_carrier,1-body boson carrier (gauge/substrate-field broadcast),81,0,neutral,3,CARRIER_ONLY_NOT_MATTER
QP093A-0304,COLOR_OWNER_CARRIER,8,1body_carrier,1-body boson carrier (gauge/substrate-field broadcast),8,0,neutral,3,CARRIER_ONLY_NOT_MATTER
QP093A-0305,A_FIELD_CARRIER,1,1body_carrier,1-body boson carrier (gauge/substrate-field broadcast),0,0,neutral,3,CARRIER_ONLY_NOT_MATTER
QP093A-0306,SOURCE_SUPPORT_PACKET,1,substrate_echo,SOURCE_SUPPORT_PACKET substrate echo (heartbeat outside denominator),1.006944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,1,positive,3,HIDDEN_SUPPORT_NOT_MATTER
QP093A-0307,SOURCE_SUPPORT_PACKET,2,substrate_echo,SOURCE_SUPPORT_PACKET substrate echo (heartbeat outside denominator),2.027777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,2,positive,3,HIDDEN_SUPPORT_NOT_MATTER
QP093A-0308,SOURCE_SUPPORT_PACKET,3,substrate_echo,SOURCE_SUPPORT_PACKET substrate echo (heartbeat outside denominator),3.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3,positive,3,HIDDEN_SUPPORT_NOT_MATTER
QP093A-0309,SOURCE_SUPPORT_PACKET,4,substrate_echo,SOURCE_SUPPORT_PACKET substrate echo (heartbeat outside denominator),4.111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112,4,positive,3,HIDDEN_SUPPORT_NOT_MATTER
QP093A-0310,SOURCE_SUPPORT_PACKET,6,substrate_echo,SOURCE_SUPPORT_PACKET substrate echo (heartbeat outside denominator),6.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,6,positive,3,HIDDEN_SUPPORT_NOT_MATTER
QP093A-0311,SOURCE_SUPPORT_PACKET,8,substrate_echo,SOURCE_SUPPORT_PACKET substrate echo (heartbeat outside denominator),8.444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444448,8,positive,3,HIDDEN_SUPPORT_NOT_MATTER
QP093A-0312,SOURCE_SUPPORT_PACKET,9,substrate_echo,SOURCE_SUPPORT_PACKET substrate echo (heartbeat outside denominator),9.5625,9,positive,3,HIDDEN_SUPPORT_NOT_MATTER
QP093A-0313,SOURCE_SUPPORT_PACKET,12,substrate_echo,SOURCE_SUPPORT_PACKET substrate echo (heartbeat outside denominator),13.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12,positive,3,HIDDEN_SUPPORT_NOT_MATTER
