row_entity_id,source_candidate_id,source_path,source_hash,source_row_number,active_status,matter_or_antimatter,charged_or_neutral,carrier_only,support_only,particle_promoted,pair_id,partition_signature,route_class,closure_depth,native_mass,observed_candidate_mass,provenance_status
"SAM[row=QP093A-0014,p=6,sign=negative,depth=0,class=quark_like_charged]",QP093A-0014,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,15,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0082,6,single_write,0,9,9,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0015,p=6,sign=neutral,depth=0,class=neutral_higher_partition]",QP093A-0015,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,16,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0015,6,outer_binary_neutral,0,0.75,0.75,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0016,p=8,sign=positive,depth=0,class=quark_like_charged]",QP093A-0016,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,17,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0083,8,single_write,0,10,10,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0017,p=8,sign=negative,depth=0,class=quark_like_charged]",QP093A-0017,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,18,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0084,8,single_write,0,12,12,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0018,p=8,sign=neutral,depth=0,class=neutral_higher_partition]",QP093A-0018,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,19,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0018,8,outer_binary_neutral,0,1,1,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0019,p=9,sign=positive,depth=0,class=quark_like_charged]",QP093A-0019,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,20,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0085,9,single_write,0,11.25,11.25,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0020,p=9,sign=negative,depth=0,class=quark_like_charged]",QP093A-0020,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,21,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0086,9,single_write,0,13.5,13.5,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0021,p=9,sign=neutral,depth=0,class=neutral_higher_partition]",QP093A-0021,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,22,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0021,9,outer_binary_neutral,0,1.125,1.125,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0022,p=12,sign=positive,depth=0,class=quark_like_charged]",QP093A-0022,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,23,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0087,12,single_write,0,15,15,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0023,p=12,sign=negative,depth=0,class=quark_like_charged]",QP093A-0023,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,24,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0088,12,single_write,0,18,18,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0024,p=12,sign=neutral,depth=0,class=neutral_higher_partition]",QP093A-0024,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,25,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0024,12,outer_binary_neutral,0,1.5,1.5,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0025,p=1,sign=positive,depth=1,class=heavier_positron_substrate_slot]",QP093A-0025,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,26,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0089,1,single_write,1,15,15,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|MIRROR
"SAM[row=QP093A-0026,p=1,sign=negative,depth=1,class=heavier_charged_lepton_minus]",QP093A-0026,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,27,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0090,1,single_write,1,18,18,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0027,p=1,sign=neutral,depth=1,class=neutrino_like]",QP093A-0027,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,28,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0027,1,outer_binary_neutral,1,1.5,1.5,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|NEUTRAL_ANCHOR
"SAM[row=QP093A-0028,p=2,sign=positive,depth=1,class=quark_like_charged]",QP093A-0028,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,29,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0091,2,single_write,1,30,30,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0029,p=2,sign=negative,depth=1,class=quark_like_charged]",QP093A-0029,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,30,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0092,2,single_write,1,36,36,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0030,p=2,sign=neutral,depth=1,class=neutral_higher_partition]",QP093A-0030,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,31,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0030,2,outer_binary_neutral,1,3,3,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0031,p=3,sign=positive,depth=1,class=quark_like_charged]",QP093A-0031,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,32,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0093,3,single_write,1,45,45,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0032,p=3,sign=negative,depth=1,class=quark_like_charged]",QP093A-0032,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,33,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0094,3,single_write,1,54,54,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0033,p=3,sign=neutral,depth=1,class=neutral_higher_partition]",QP093A-0033,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,34,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0033,3,outer_binary_neutral,1,4.5,4.5,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0034,p=4,sign=positive,depth=1,class=quark_like_charged]",QP093A-0034,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,35,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0095,4,single_write,1,60,60,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0035,p=4,sign=negative,depth=1,class=quark_like_charged]",QP093A-0035,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,36,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0096,4,single_write,1,72,72,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0036,p=4,sign=neutral,depth=1,class=neutral_higher_partition]",QP093A-0036,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,37,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0036,4,outer_binary_neutral,1,6,6,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0037,p=6,sign=positive,depth=1,class=quark_like_charged]",QP093A-0037,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,38,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0097,6,single_write,1,90,90,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0038,p=6,sign=negative,depth=1,class=quark_like_charged]",QP093A-0038,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,39,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0098,6,single_write,1,108,108,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0039,p=6,sign=neutral,depth=1,class=neutral_higher_partition]",QP093A-0039,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,40,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0039,6,outer_binary_neutral,1,9,9,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0040,p=8,sign=positive,depth=1,class=quark_like_charged]",QP093A-0040,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,41,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0099,8,single_write,1,120,120,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0041,p=8,sign=negative,depth=1,class=quark_like_charged]",QP093A-0041,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,42,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0100,8,single_write,1,144,144,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0042,p=8,sign=neutral,depth=1,class=neutral_higher_partition]",QP093A-0042,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,43,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0042,8,outer_binary_neutral,1,12,12,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0043,p=9,sign=positive,depth=1,class=quark_like_charged]",QP093A-0043,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,44,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0101,9,single_write,1,135,135,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0044,p=9,sign=negative,depth=1,class=quark_like_charged]",QP093A-0044,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,45,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0102,9,single_write,1,162,162,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0045,p=9,sign=neutral,depth=1,class=neutral_higher_partition]",QP093A-0045,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,46,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0045,9,outer_binary_neutral,1,13.5,13.5,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0046,p=12,sign=positive,depth=1,class=quark_like_charged]",QP093A-0046,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,47,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0103,12,single_write,1,180,180,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0047,p=12,sign=negative,depth=1,class=quark_like_charged]",QP093A-0047,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,48,ACTIVE_PARTICLE_BEARING_ROW,matter,charged,false,false,true,QP093A-0104,12,single_write,1,216,216,StructurallyStableMatterRow|CR254_COMPACT_MATTER_CHARGED_LAW|SECTOR_HINT
"SAM[row=QP093A-0048,p=12,sign=neutral,depth=1,class=neutral_higher_partition]",QP093A-0048,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,49,ACTIVE_PARTICLE_BEARING_ROW,matter,neutral,false,false,true,NEUTRAL_FIXED_POINT::QP093A-0048,12,outer_binary_neutral,1,18,18,StructurallyStableMatterRow|CR255_COMPACT_MATTER_NEUTRAL_LAW|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0073,p=1,sign=negative,depth=0,class=electron_like_minus]",QP093A-0073,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,74,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0001,1,conjugate_single_write,0,1.25,1.354166667,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SUBSTRATE_CANDIDATE
"SAM[row=QP093A-0074,p=1,sign=positive,depth=0,class=positron_substrate_slot]",QP093A-0074,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,75,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0002,1,conjugate_single_write,0,1.5,1.375,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|MIRROR
"SAM[row=QP093A-0075,p=2,sign=negative,depth=0,class=quark_like_charged]",QP093A-0075,09a_PARTICLE_MASS_CHAIN/CR253_PARTICLE_PROMOTER_80_ROW/CR253_input_catalog_299.csv,33abc9e19f008c7c8082fbc628dc0f46786820ba7682905419a2929c8ada5b7c,76,ACTIVE_PARTICLE_BEARING_ROW,antimatter,charged,false,false,true,QP093A-0004,2,conjugate_single_write,0,2.5,2.916666667,StructurallyStableMatterRow|CR256_A_OPERATOR_ANTIMATTER_CONJUGATE|SECTOR_HINT
