candidate_id,bin,partition_signature,n_atoms,n_conn,q_abs,q_sign,M_native,M_observed,formula_applicable,predicted_ratio,actual_ratio,abs_rel_delta,classification,set
QP093A-0252,bound_composite_rows,3+2,2,1,1,positive,75,74.98553240740740740740740740740740740740740740740740740740740740740740740740740740740740740740740741,True,1,0.99980709876543209876543209876543209876543209876543209876543209876543209876543210,0.00019293845263360987844877484082577657727185027976075631873432375072351919737603581,approximate_match,extension
QP093A-0253,bound_composite_rows,3+3,2,1,0,neutral,108,96.75,True,1,0.89583333333333333333333333333333333333333333333333333333333333333333333333333333,0.11627906976744186046511627906976744186046511627906976744186046511627906976744186,systematic_miss,extension
QP093A-0254,bound_composite_rows,3+4,2,1,1,negative,147,147.0283564814814814814814814814814814814814814814814814814814814814814814814814814814814814814814815,True,1,1.0001929012345679012345679012345679012345679012345679012345679012345679012345679,0.00019286403085824493731918997107039537126325940212150433944069431051108968177434785,approximate_match,extension
QP093A-0255,bound_composite_rows,3+6,2,1,3,negative,225,225.0651041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1,1.0002893518518518518518518518518518518518518518518518518518518518518518518518519,0.00028926815157651142609198727220133063349725195256002314145212612091408735898182423,approximate_match,extension
QP093A-0256,bound_composite_rows,3+8,2,1,5,negative,303,303.1168981481481481481481481481481481481481481481481481481481481481481481481481481481481481481481481,True,1,1.0003858024691358024691358024691358024691358024691358024691358024691358024691358,0.00038565368299267258002313922097956035480138835325877362128808330119552641727728253,approximate_match,extension
QP093A-0257,bound_composite_rows,3+9,2,1,6,negative,342,342.1113281250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1,1.0003255208333333333333333333333333333333333333333333333333333333333333333333333,0.00032541490400260331923202082655385616661243084933289944679466319557435730556456155,approximate_match,extension
QP093A-0258,unstable_resonance_rows,3+12,2,1,9,negative,459,459.2158203125,True,1,1.0004701967592592592592592592592592592592592592592592592592592592592592592592593,0.00046997577817143270308376414446332381331116011713242471349553523010737138932074494,approximate_match,extension
QP093A-0259,bound_composite_rows,4+1,2,1,3,positive,57,56.98350694444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,True,1,0.99971064814814814814814814814814814814814814814814814814814814814814814814814815,0.00028943560057887120115774240231548480463096960926193921852387843704775687409551190,approximate_match,extension
QP093A-0260,bound_composite_rows,4+2,2,1,2,positive,102,101.9754050925925925925925925925925925925925925925925925925925925925925925925925925925925925925925926,True,1,0.99975887345679012345679012345679012345679012345679012345679012345679012345679012,0.00024118469924268004437798466065312816554917756017558246104867107230717283295548076,approximate_match,extension
QP093A-0261,bound_composite_rows,4+3,2,1,1,positive,147,146.9716435185185185185185185185185185185185185185185185185185185185185185185185185185185185185185185,True,1,0.99980709876543209876543209876543209876543209876543209876543209876543209876543210,0.00019293845263360987844877484082577657727185027976075631873432375072351919737603581,approximate_match,extension
QP093A-0262,bound_composite_rows,4+4,2,1,0,neutral,192,172.00,True,1,0.89583333333333333333333333333333333333333333333333333333333333333333333333333333,0.11627906976744186046511627906976744186046511627906976744186046511627906976744186,systematic_miss,extension
QP093A-0263,bound_composite_rows,4+6,2,1,2,negative,294,294.0708912037037037037037037037037037037037037037037037037037037037037037037037037037037037037037037,True,1,1.0002411265432098765432098765432098765432098765432098765432098765432098765432099,0.00024106841521623836844896581649872233739935393664722048117255677161178342413579318,approximate_match,extension
QP093A-0264,bound_composite_rows,4+8,2,1,4,negative,396,396.1336805555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,True,1,1.0003375771604938271604938271604938271604938271604938271604938271604938271604938,0.00033746324061129055585016632116858699320252615340114737501807838788989056549194605,approximate_match,extension
QP093A-0265,bound_composite_rows,4+9,2,1,5,negative,447,447.1239510995370370370370370370370370370370370370370370370370370370370370370370370370370370370370370,True,1,1.0002772955246913580246913580246913580246913580246913580246913580246913580246914,0.00027721865319946484746947581568575457712102402159894897971482637675220268299448553,approximate_match,extension
QP093A-0266,unstable_resonance_rows,4+12,2,1,8,negative,600,600.2531828703703703703703703703703703703703703703703703703703703703703703703703703703703703703703704,True,1,1.0004219714506172839506172839506172839506172839506172839506172839506172839506173,0.00042179346581665240603044143699008182793236843056676990563877607587461887947554599,approximate_match,extension
QP093A-0267,bound_composite_rows,6+1,2,1,5,positive,87,86.96643518518518518518518518518518518518518518518518518518518518518518518518518518518518518518518519,True,1,0.99961419753086419753086419753086419753086419753086419753086419753086419753086420,0.00038595137012736395214203010420686993438826707834812813585488228483211115399459421,approximate_match,extension
QP093A-0268,bound_composite_rows,6+2,2,1,4,positive,156,155.9473379629629629629629629629629629629629629629629629629629629629629629629629629629629629629629630,True,1,0.99966242283950617283950617283950617283950617283950617283950617283950617283950617,0.00033769115731583771527811278884654348979690288967147474552559216556515027256500839,approximate_match,extension
QP093A-0269,bound_composite_rows,6+3,2,1,3,positive,225,224.9348958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,1,0.99971064814814814814814814814814814814814814814814814814814814814814814814814815,0.00028943560057887120115774240231548480463096960926193921852387843704775687409551190,approximate_match,extension
QP093A-0270,bound_composite_rows,6+4,2,1,2,positive,294,293.9291087962962962962962962962962962962962962962962962962962962962962962962962962962962962962962963,True,1,0.99975887345679012345679012345679012345679012345679012345679012345679012345679012,0.00024118469924268004437798466065312816554917756017558246104867107230717283295548076,approximate_match,extension
QP093A-0271,bound_composite_rows,6+6,2,1,0,neutral,432,387.00,True,1,0.89583333333333333333333333333333333333333333333333333333333333333333333333333333,0.11627906976744186046511627906976744186046511627906976744186046511627906976744186,systematic_miss,extension
QP093A-0272,bound_composite_rows,6+8,2,1,2,negative,582,582.1403356481481481481481481481481481481481481481481481481481481481481481481481481481481481481481481,True,1,1.0002411265432098765432098765432098765432098765432098765432098765432098765432099,0.00024106841521623836844896581649872233739935393664722048117255677161178342413579318,approximate_match,extension
QP093A-0273,bound_composite_rows,6+9,2,1,3,negative,657,657.1188151041666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1,1.0001808449074074074074074074074074074074074074074074074074074074074074074074074,0.00018081220844031388999385238491302932774020901891295700285683289335695946190286028,approximate_match,extension
QP093A-0274,unstable_resonance_rows,6+12,2,1,6,negative,882,882.2871093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1,1.0003255208333333333333333333333333333333333333333333333333333333333333333333333,0.00032541490400260331923202082655385616661243084933289944679466319557435730556456155,approximate_match,extension
QP093A-0275,bound_composite_rows,8+1,2,1,7,positive,117,116.9435763888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,True,1,0.99951774691358024691358024691358024691358024691358024691358024691358024691358025,0.00048248576666988323844446588825629643925504197626170027984174466853227829779021210,approximate_match,extension
QP093A-0276,bound_composite_rows,8+2,2,1,6,positive,210,209.9088541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1,0.99956597222222222222222222222222222222222222222222222222222222222222222222222222,0.00043421623968736430742509769865392965696917064698219713417281806339557099435519111,approximate_match,extension
QP093A-0277,bound_composite_rows,8+3,2,1,5,positive,303,302.8831018518518518518518518518518518518518518518518518518518518518518518518518518518518518518518519,True,1,0.99961419753086419753086419753086419753086419753086419753086419753086419753086420,0.00038595137012736395214203010420686993438826707834812813585488228483211115399459421,approximate_match,extension
QP093A-0278,bound_composite_rows,8+4,2,1,4,positive,396,395.8663194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,True,1,0.99966242283950617283950617283950617283950617283950617283950617283950617283950617,0.00033769115731583771527811278884654348979690288967147474552559216556515027256500839,approximate_match,extension
QP093A-0279,bound_composite_rows,8+6,2,1,2,positive,582,581.8596643518518518518518518518518518518518518518518518518518518518518518518518518518518518518518519,True,1,0.99975887345679012345679012345679012345679012345679012345679012345679012345679012,0.00024118469924268004437798466065312816554917756017558246104867107230717283295548076,approximate_match,extension
QP093A-0280,bound_composite_rows,8+8,2,1,0,neutral,768,688.00,True,1,0.89583333333333333333333333333333333333333333333333333333333333333333333333333333,0.11627906976744186046511627906976744186046511627906976744186046511627906976744186,systematic_miss,extension
QP093A-0281,bound_composite_rows,8+9,2,1,1,negative,867,867.0731698495370370370370370370370370370370370370370370370370370370370370370370370370370370370370370,True,1,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.000084387168328290195416571228797723957517088401586478764571855673831539101397253604,close_match,extension
QP093A-0282,unstable_resonance_rows,8+12,2,1,4,negative,1164,1164.266637731481481481481481481481481481481481481481481481481481481481481481481481481481481481481481,True,1,1.0002290702160493827160493827160493827160493827160493827160493827160493827160494,0.00022901775490278798982679025589720718874679073803984908935308511022986150452613133,approximate_match,extension
QP093A-0283,bound_composite_rows,9+1,2,1,8,positive,132,131.9442997685185185185185185185185185185185185185185185185185185185185185185185185185185185185185185,True,1,0.99957802854938271604938271604938271604938271604938271604938271604938271604938272,0.00042214958569033518677103812613829620427215380718619209012290583651955758723419257,approximate_match,extension
QP093A-0284,bound_composite_rows,9+2,2,1,7,positive,237,236.9114221643518518518518518518518518518518518518518518518518518518518518518518518518518518518518519,True,1,0.99962625385802469135802469135802469135802469135802469135802469135802469135802469,0.00037388588038063994789719344373017500271368784147238671860866209158997985840580021,approximate_match,extension
QP093A-0285,bound_composite_rows,9+3,2,1,6,positive,342,341.8886718750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1,0.99967447916666666666666666666666666666666666666666666666666666666666666666666667,0.00032562683165092803647020514490394008466297622924128948225333767502442201237381627,approximate_match,extension
QP093A-0286,bound_composite_rows,9+4,2,1,5,positive,447,446.8760489004629629629629629629629629629629629629629629629629629629629629629629629629629629629629630,True,1,0.99972270447530864197530864197530864197530864197530864197530864197530864197530864,0.00027737243882731756732311477189131824266470496014278650763980173900459473474753276,approximate_match,extension
QP093A-0287,bound_composite_rows,9+6,2,1,3,positive,657,656.8811848958333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,1,0.99981915509259259259259259259259259259259259259259259259259259259259259259259259,0.00018087761820352349600260463770213073834243750678291068263213110009767391382990528,approximate_match,extension
QP093A-0288,bound_composite_rows,9+8,2,1,1,positive,867,866.9268301504629629629629629629629629629629629629629629629629629629629629629629629629629629629629630,True,1,0.99991560570987654320987654320987654320987654320987654320987654320987654320987654,0.000084401413120802536865331516693393780821587470007354980286241363926836032168998954,close_match,extension
QP093A-0289,bound_composite_rows,9+9,2,1,0,neutral,972,885.9375,True,1,0.91145833333333333333333333333333333333333333333333333333333333333333333333333333,0.097142857142857142857142857142857142857142857142857142857142857142857142857142861,systematic_miss,extension
QP093A-0290,unstable_resonance_rows,9+12,2,1,3,negative,1305,1305.236002604166666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1,1.0001808449074074074074074074074074074074074074074074074074074074074074074074074,0.00018081220844031388999385238491302932774020901891295700285683289335695946190286028,approximate_match,extension
QP093A-0291,unstable_resonance_rows,12+1,2,1,11,positive,177,176.8997034143518518518518518518518518518518518518518518518518518518518518518518518518518518518518519,True,1,0.99943335262345679012345679012345679012345679012345679012345679012345679012345679,0.00056696864784009071498365441451439738470632230358155301156857304848185097168775722,approximate_match,extension
QP093A-0292,unstable_resonance_rows,12+2,2,1,10,positive,318,317.8351417824074074074074074074074074074074074074074074074074074074074074074074074074074074074074074,True,1,0.99948157793209876543209876543209876543209876543209876543209876543209876543209877,0.00051869096874585348789520029915200057900387208839459113882824091386111144618279177,approximate_match,extension
QP093A-0293,unstable_resonance_rows,12+3,2,1,9,positive,459,458.7841796875,True,1,0.99952980324074074074074074074074074074074074074074074074074074074074074074074074,0.00047041794825402569205717387371087389180387190157409082685000904649900488510946338,approximate_match,extension
QP093A-0294,unstable_resonance_rows,12+4,2,1,8,positive,600,599.7468171296296296296296296296296296296296296296296296296296296296296296296296296296296296296296296,True,1,0.99957802854938271604938271604938271604938271604938271604938271604938271604938272,0.00042214958569033518677103812613829620427215380718619209012290583651955758723419257,approximate_match,extension
QP093A-0295,unstable_resonance_rows,12+6,2,1,6,positive,882,881.7128906250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1,0.99967447916666666666666666666666666666666666666666666666666666666666666666666667,0.00032562683165092803647020514490394008466297622924128948225333767502442201237381627,approximate_match,extension
QP093A-0296,unstable_resonance_rows,12+8,2,1,4,positive,1164,1163.733362268518518518518518518518518518518518518518518518518518518518518518518518518518518518518519,True,1,0.99977092978395061728395061728395061728395061728395061728395061728395061728395062,0.00022912270123605667772083207717817304793488091649080494422671088332830871269218902,approximate_match,extension
QP093A-0297,unstable_resonance_rows,12+9,2,1,3,positive,1305,1304.763997395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,1,0.99981915509259259259259259259259259259259259259259259259259259259259259259259259,0.00018087761820352349600260463770213073834243750678291068263213110009767391382990528,approximate_match,extension
QP093A-0298,unstable_resonance_rows,12+12,2,1,0,neutral,1728,1575.0000,True,1,0.91145833333333333333333333333333333333333333333333333333333333333333333333333333,0.097142857142857142857142857142857142857142857142857142857142857142857142857142861,systematic_miss,extension
QP093A-0299,unstable_resonance_rows,12+12,2,1,0,neutral,126000,125250.00,True,1,0.99404761904761904761904761904761904761904761904761904761904761904761904761904762,0.0059880239520958083832335329341317365269461077844311377245508982035928143712574841,systematic_miss,extension
QP093A-0300,carrier_only_rows,18,1,0,0,neutral,18,18,False,,1,,not_applicable,out_of_scope
QP093A-0301,carrier_only_rows,1,1,0,0,neutral,0,0,False,,,,not_applicable,out_of_scope
QP093A-0302,carrier_only_rows,9,1,0,0,neutral,9,9,False,,1,,not_applicable,out_of_scope
QP093A-0303,carrier_only_rows,81,1,0,0,neutral,81,81,False,,1,,not_applicable,out_of_scope
QP093A-0304,carrier_only_rows,8,1,0,0,neutral,8,8,False,,1,,not_applicable,out_of_scope
QP093A-0305,carrier_only_rows,1,1,0,0,neutral,0,0,False,,,,not_applicable,out_of_scope
QP093A-0306,hidden_source_support_rows,1,1,0,1,positive,1.006944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,1.006944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,False,,1,,not_applicable,out_of_scope
QP093A-0307,hidden_source_support_rows,2,1,0,2,positive,2.027777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,2.027777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,False,,1,,not_applicable,out_of_scope
QP093A-0308,hidden_source_support_rows,3,1,0,3,positive,3.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3.062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,False,,1,,not_applicable,out_of_scope
QP093A-0309,hidden_source_support_rows,4,1,0,4,positive,4.111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112,4.111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112,False,,1,,not_applicable,out_of_scope
QP093A-0310,hidden_source_support_rows,6,1,0,6,positive,6.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,6.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,False,,1,,not_applicable,out_of_scope
QP093A-0311,hidden_source_support_rows,8,1,0,8,positive,8.444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444448,8.444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444448,False,,1,,not_applicable,out_of_scope
QP093A-0312,hidden_source_support_rows,9,1,0,9,positive,9.5625,9.5625,False,,1,,not_applicable,out_of_scope
QP093A-0313,hidden_source_support_rows,12,1,0,12,positive,13.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,13.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,False,,1,,not_applicable,out_of_scope
QP093A-0314,rejected_fake_closures,1,1,0,0,neutral,0,0,False,,,,not_applicable,out_of_scope
QP093A-0315,rejected_fake_closures,1,1,0,0,neutral,0,0,False,,,,not_applicable,out_of_scope
QP093A-0316,rejected_fake_closures,1,1,0,0,neutral,0,0,False,,,,not_applicable,out_of_scope
QP093A-0317,rejected_fake_closures,1,1,0,0,neutral,0,0,False,,,,not_applicable,out_of_scope
QP093A-0318,rejected_fake_closures,1,1,0,0,neutral,0,0,False,,,,not_applicable,out_of_scope
QP093A-0319,rejected_fake_closures,1,1,0,0,neutral,0,0,False,,,,not_applicable,out_of_scope
QP093A-0320,rejected_fake_closures,1,1,0,0,neutral,0,0,False,,,,not_applicable,out_of_scope
QP093A-0321,rejected_fake_closures,1,1,0,0,neutral,0,0,False,,,,not_applicable,out_of_scope
